chr	start	end	name	score	strand	annotation	gene	external_gene_name	grouped_annotation
chr1	46130445	46130446	CITS_837[gene=chr1_r_c11226][PH=5][PH0=0.18][P=4.10e-04]	5	-	First intron	ENSG00000117461.16		Genic
chr1	46370652	46370653	CITS_838[gene=chr1_r_c11304][PH=2][PH0=0.00][P=5.92e-04]	2	-	Deep intronic			Genic
chr1	47252625	47252626	CITS_839[gene=chr1_r_c11539][PH=4][PH0=0.16][P=4.55e-03]	4	-	Deep intronic	ENSG00000123473.18		Genic
chr1	47295629	47295630	CITS_840[gene=chr1_r_c11684][PH=5][PH0=0.15][P=1.56e-04]	5	-	Proximal intronic	ENSG00000123473.18		Genic
chr1	47298608	47298609	CITS_841[gene=chr1_r_c11699][PH=4][PH0=0.11][P=2.11e-03]	4	-	Deep intronic	ENSG00000123473.18		Genic
chr1	47308660	47308661	CITS_842[gene=chr1_r_c11728][PH=4][PH0=0.16][P=2.79e-03]	4	-	LINE	ENSG00000123473.18		TE
chr1	47319134	47319135	CITS_843[gene=chr1_r_c11745][PH=4][PH0=0.21][P=4.59e-03]	4	-	LINE			TE
chr1	47662459	47662460	CITS_844[gene=chr1_r_c11818][PH=2][PH0=0.00][P=5.13e-03]	2	-	Intergenic			Intergenic
chr1	47835253	47835254	CITS_845[gene=chr1_r_c11818][PH=2][PH0=0.00][P=5.13e-03]	2	-	LINE	ENSG00000269113.5		TE
chr1	49415795	49415796	CITS_846[gene=chr1_r_c12213][PH=4][PH0=0.00][P=1.00e-100]	4	-	Other SINE	ENSG00000186094.18	AGBL4	TE
chr1	49897747	49897748	CITS_847[gene=chr1_r_c12230][PH=2][PH0=0.00][P=5.04e-03]	2	-	LINE	ENSG00000186094.18	AGBL4	TE
chr1	50532587	50532588	CITS_848[gene=chr1_r_c12408][PH=4][PH0=0.15][P=1.94e-03]	4	-	Deep intronic	ENSG00000185104.22		Genic
chr1	50634129	50634130	CITS_849[gene=chr1_r_c12586][PH=3][PH0=0.00][P=3.85e-03]	3	-	Deep intronic	ENSG00000185104.22		Genic
chr1	50634220	50634221	CITS_850[gene=chr1_r_c12586][PH=3][PH0=0.00][P=3.85e-03]	3	-	Deep intronic	ENSG00000185104.22		Genic
chr1	50679447	50679448	CITS_851[gene=chr1_r_c12586][PH=4][PH0=0.00][P=5.20e-06]	4	-	Other SINE	ENSG00000185104.22		TE
chr1	50718968	50718969	CITS_852[gene=chr1_r_c12599][PH=4][PH0=0.21][P=6.64e-03]	4	-	Deep intronic	ENSG00000185104.22		Genic
chr1	50896964	50896965	CITS_853[gene=chr1_r_c13076][PH=4][PH0=0.14][P=3.20e-03]	4	-	LINE	ENSG00000185104.22		TE
chr1	50953404	50953405	CITS_854[gene=chr1_r_c13164][PH=3][PH0=0.00][P=3.67e-05]	3	-	First intron	ENSG00000185104.22		Genic
chr1	51356513	51356514	CITS_855[gene=chr1_r_c13222][PH=14][PH0=0.76][P=7.98e-11]	14	-	3'UTR	ENSG00000085832.19		Genic
chr1	51457895	51457896	CITS_856[gene=chr1_r_c13226][PH=3][PH0=0.00][P=7.17e-04]	3	-	LINE	ENSG00000085832.19		TE
chr1	51459613	51459614	CITS_857[gene=chr1_r_c13226][PH=3][PH0=0.00][P=7.17e-04]	3	-	LINE	ENSG00000085832.19		TE
chr1	51492702	51492703	CITS_858[gene=chr1_r_c13226][PH=3][PH0=0.00][P=7.17e-04]	3	-	Satellite/LC	ENSG00000085832.19		TE
chr1	51871517	51871518	CITS_859[gene=chr1_r_c13496][PH=4][PH0=0.12][P=1.74e-03]	4	-	Satellite/LC	ENSG00000078618.24		TE
chr1	52161224	52161225	CITS_860[gene=chr1_r_c13642][PH=3][PH0=0.08][P=9.11e-03]	3	-	TSS-proximal			Genic
chr1	52423624	52423625	CITS_861[gene=chr1_r_c13729][PH=5][PH0=0.20][P=6.73e-04]	5	-	3'UTR	ENSG00000134744.15		Genic
chr1	52470343	52470344	CITS_862[gene=chr1_r_c13858][PH=3][PH0=0.01][P=4.14e-03]	3	-	LINE	ENSG00000134744.15		TE
chr1	52470448	52470449	CITS_863[gene=chr1_r_c13858][PH=3][PH0=0.01][P=4.14e-03]	3	-	LINE	ENSG00000134744.15		TE
chr1	52471842	52471843	CITS_864[gene=chr1_r_c13858][PH=4][PH0=0.01][P=1.82e-05]	4	-	Proximal intronic	ENSG00000134744.15		Genic
chr1	52474845	52474846	CITS_865[gene=chr1_r_c13861][PH=3][PH0=0.01][P=1.90e-03]	3	-	CDS	ENSG00000134744.15		Genic
chr1	53922905	53922906	CITS_866[gene=chr1_r_c14366][PH=4][PH0=0.00][P=8.10e-09]	4	-	LINE	ENSG00000081870.13		TE
chr1	54029629	54029630	CITS_867[gene=chr1_r_c14366][PH=3][PH0=0.00][P=3.10e-05]	3	-	3'UTR	ENSG00000116209.13		Genic
chr1	54031880	54031881	CITS_868[gene=chr1_r_c14368][PH=5][PH0=0.21][P=1.27e-03]	5	-	3'UTR	ENSG00000116209.13		Genic
chr1	54347303	54347304	CITS_869[gene=chr1_r_c14510][PH=3][PH0=0.00][P=3.46e-04]	3	-	Deep intronic	ENSG00000157216.18		Genic
chr1	57268571	57268572	CITS_870[gene=chr1_r_c15748][PH=4][PH0=0.00][P=2.01e-07]	4	-	First intron	ENSG00000173406.17		Genic
chr1	57364818	57364819	CITS_871[gene=chr1_r_c15748][PH=3][PH0=0.00][P=4.00e-04]	3	-	LINE	ENSG00000173406.17		TE
chr1	58655896	58655897	CITS_872[gene=chr1_r_c16224][PH=5][PH0=0.25][P=1.90e-03]	5	-	3'UTR	ENSG00000162601.13		Genic
chr1	58657522	58657523	CITS_873[gene=chr1_r_c16236][PH=5][PH0=0.12][P=7.72e-05]	5	-	3'UTR	ENSG00000162601.13		Genic
chr1	58658609	58658610	CITS_874[gene=chr1_r_c16249][PH=4][PH0=0.19][P=6.09e-03]	4	-	3'UTR	ENSG00000162601.13		Genic
chr1	58685378	58685379	CITS_875[gene=chr1_r_c16358][PH=4][PH0=0.11][P=8.44e-04]	4	-	Proximal intronic	ENSG00000162601.13		Genic
chr1	58689234	58689235	CITS_876[gene=chr1_r_c16388][PH=11][PH0=0.37][P=3.24e-10]	11	-	Satellite/LC	ENSG00000162601.13		TE
chr1	58692305	58692306	CITS_877[gene=chr1_r_c16411][PH=5][PH0=0.16][P=1.13e-04]	5	-	Deep intronic	ENSG00000162601.13		Genic
chr1	60522102	60522103	CITS_878[gene=chr1_r_c16959][PH=7][PH0=0.51][P=3.84e-04]	7	-	Satellite/LC	ENSG00000226476.8	LINC01748	TE
chr1	60612290	60612291	CITS_879[gene=chr1_r_c17322][PH=4][PH0=0.10][P=7.93e-04]	4	-	Other SINE	ENSG00000226476.8	LINC01748	TE
chr1	60636943	60636944	CITS_880[gene=chr1_r_c17509][PH=5][PH0=0.12][P=5.28e-05]	5	-	Deep intronic	ENSG00000226476.8	LINC01748	Genic
chr1	60639038	60639039	CITS_881[gene=chr1_r_c17536][PH=6][PH0=0.36][P=1.04e-03]	6	-	Deep intronic	ENSG00000226476.8	LINC01748	Genic
chr1	60639550	60639551	CITS_882[gene=chr1_r_c17544][PH=4][PH0=0.16][P=3.41e-03]	4	-	LINE	ENSG00000226476.8	LINC01748	TE
chr1	61692419	61692420	CITS_883[gene=chr1_r_c17649][PH=3][PH0=0.01][P=1.04e-03]	3	-	First intron	ENSG00000162604.14		Genic
chr1	61803282	61803283	CITS_884[gene=chr1_r_c17765][PH=6][PH0=0.00][P=1.00e-100]	6	-	Deep intronic			Genic
chr1	62265596	62265597	CITS_885[gene=chr1_r_c17789][PH=6][PH0=0.35][P=3.31e-04]	6	-	Deep intronic	ENSG00000132854.20		Genic
chr1	62576929	62576930	CITS_886[gene=chr1_r_c18149][PH=3][PH0=0.00][P=3.59e-05]	3	-	Deep intronic	ENSG00000116641.19		Genic
chr1	63451376	63451377	CITS_887[gene=chr1_r_c18521][PH=3][PH0=0.00][P=2.28e-04]	3	-	Deep intronic	ENSG00000142856.19		Genic
chr1	63451413	63451414	CITS_888[gene=chr1_r_c18521][PH=3][PH0=0.00][P=2.28e-04]	3	-	Deep intronic	ENSG00000142856.19		Genic
chr1	63451606	63451607	CITS_889[gene=chr1_r_c18521][PH=3][PH0=0.00][P=2.28e-04]	3	-	Deep intronic	ENSG00000142856.19		Genic
chr1	64923892	64923893	CITS_890[gene=chr1_r_c18807][PH=3][PH0=0.07][P=1.00e-02]	3	-	First intron	ENSG00000162434.15		Genic
chr1	66999492	66999493	CITS_891[gene=chr1_r_c19226][PH=3][PH0=0.00][P=5.39e-04]	3	-	3'UTR	ENSG00000116704.9		Genic
chr1	67004079	67004080	CITS_892[gene=chr1_r_c19226][PH=11][PH0=0.00][P=1.00e-100]	11	-	3'UTR	ENSG00000116704.9		Genic
chr1	67046149	67046150	CITS_893[gene=chr1_r_c19226][PH=4][PH0=0.00][P=2.83e-07]	4	-	Satellite/LC	ENSG00000116704.9		TE
chr1	67371417	67371418	CITS_894[gene=chr1_r_c19312][PH=4][PH0=0.00][P=5.34e-06]	4	-	Deep intronic			Genic
chr1	67402510	67402511	CITS_895[gene=chr1_r_c19312][PH=3][PH0=0.00][P=4.16e-03]	3	-	3'UTR-distal			Genic
chr1	67405482	67405483	CITS_896[gene=chr1_r_c19312][PH=3][PH0=0.00][P=4.16e-03]	3	-	3'UTR-distal			Genic
chr1	67405529	67405530	CITS_897[gene=chr1_r_c19312][PH=4][PH0=0.00][P=5.34e-06]	4	-	3'UTR-distal			Genic
chr1	67407993	67407994	CITS_898[gene=chr1_r_c19312][PH=3][PH0=0.00][P=4.16e-03]	3	-	3'UTR	ENSG00000142864.16		Genic
chr1	67408572	67408573	CITS_899[gene=chr1_r_c19312][PH=3][PH0=0.00][P=4.16e-03]	3	-	3'UTR	ENSG00000142864.16		Genic
chr1	67408819	67408820	CITS_900[gene=chr1_r_c19312][PH=7][PH0=0.00][P=1.00e-100]	7	-	3'UTR	ENSG00000142864.16		Genic
chr1	67410347	67410348	CITS_901[gene=chr1_r_c19312][PH=8][PH0=0.00][P=1.00e-100]	8	-	3'UTR	ENSG00000142864.16		Genic
chr1	67410928	67410929	CITS_902[gene=chr1_r_c19312][PH=5][PH0=0.00][P=5.19e-09]	5	-	3'UTR	ENSG00000142864.16		Genic
chr1	67411480	67411481	CITS_903[gene=chr1_r_c19312][PH=3][PH0=0.00][P=4.16e-03]	3	-	3'UTR	ENSG00000142864.16		Genic
chr1	67411831	67411832	CITS_904[gene=chr1_r_c19312][PH=4][PH0=0.00][P=5.34e-06]	4	-	3'UTR	ENSG00000142864.16		Genic
chr1	67421105	67421106	CITS_906[gene=chr1_r_c19312][PH=5][PH0=0.00][P=5.19e-09]	5	-	Deep intronic	ENSG00000142864.16		Genic
chr1	67423807	67423808	CITS_908[gene=chr1_r_c19312][PH=3][PH0=0.00][P=4.16e-03]	3	-	Deep intronic	ENSG00000142864.16		Genic
chr1	67424145	67424146	CITS_909[gene=chr1_r_c19312][PH=3][PH0=0.00][P=4.16e-03]	3	-	Deep intronic	ENSG00000142864.16		Genic
chr1	67426499	67426500	CITS_910[gene=chr1_r_c19312][PH=3][PH0=0.00][P=4.16e-03]	3	-	Satellite/LC	ENSG00000142864.16		TE
chr1	67702211	67702212	CITS_911[gene=chr1_r_c19327][PH=3][PH0=0.06][P=5.30e-03]	3	-	3'UTR	ENSG00000172380.7		Genic
chr1	68128638	68128639	CITS_912[gene=chr1_r_c19459][PH=2][PH0=0.00][P=3.20e-03]	2	-	Deep intronic	ENSG00000116729.15		Genic
chr1	68752743	68752744	CITS_913[gene=chr1_r_c19538][PH=2][PH0=0.00][P=1.89e-03]	2	-	Deep intronic			Genic
chr1	69209865	69209866	CITS_914[gene=chr1_r_c19576][PH=2][PH0=0.00][P=3.70e-03]	2	-	Deep intronic			Genic
chr1	70185956	70185957	CITS_915[gene=chr1_r_c19839][PH=2][PH0=0.00][P=6.67e-03]	2	-	First intron	ENSG00000066557.7		Genic
chr1	70301037	70301038	CITS_916[gene=chr1_r_c20011][PH=4][PH0=0.17][P=3.35e-03]	4	-	Deep intronic	ENSG00000118454.14		Genic
chr1	70665617	70665618	CITS_917[gene=chr1_r_c20263][PH=6][PH0=0.32][P=2.17e-04]	6	-	Deep intronic			Genic
chr1	71057805	71057806	CITS_918[gene=chr1_r_c20315][PH=3][PH0=0.00][P=1.71e-03]	3	-	3'UTR-distal			Genic
chr1	71058907	71058908	CITS_919[gene=chr1_r_c20315][PH=3][PH0=0.00][P=1.71e-03]	3	-	3'UTR-distal			Genic
chr1	71063422	71063423	CITS_920[gene=chr1_r_c20315][PH=3][PH0=0.00][P=1.71e-03]	3	-	3'UTR	ENSG00000132485.15		Genic
chr1	71063747	71063748	CITS_921[gene=chr1_r_c20315][PH=3][PH0=0.00][P=1.71e-03]	3	-	3'UTR	ENSG00000132485.15		Genic
chr1	71063800	71063801	CITS_922[gene=chr1_r_c20315][PH=7][PH0=0.00][P=1.00e-100]	7	-	3'UTR	ENSG00000132485.15		Genic
chr1	71064947	71064948	CITS_923[gene=chr1_r_c20315][PH=4][PH0=0.00][P=1.56e-06]	4	-	3'UTR	ENSG00000132485.15		Genic
chr1	71067341	71067342	CITS_924[gene=chr1_r_c20315][PH=3][PH0=0.00][P=1.71e-03]	3	-	Deep intronic	ENSG00000132485.15		Genic
chr1	71068582	71068583	CITS_925[gene=chr1_r_c20315][PH=7][PH0=0.00][P=1.00e-100]	7	-	Deep intronic	ENSG00000132485.15		Genic
chr1	71068612	71068613	CITS_926[gene=chr1_r_c20315][PH=4][PH0=0.00][P=1.56e-06]	4	-	Deep intronic	ENSG00000132485.15		Genic
chr1	71069035	71069036	CITS_927[gene=chr1_r_c20315][PH=14][PH0=0.00][P=1.00e-100]	14	-	Proximal intronic	ENSG00000132485.15		Genic
chr1	71069496	71069497	CITS_928[gene=chr1_r_c20315][PH=3][PH0=0.00][P=1.71e-03]	3	-	Proximal intronic	ENSG00000132485.15		Genic
chr1	71069545	71069546	CITS_929[gene=chr1_r_c20315][PH=3][PH0=0.00][P=1.71e-03]	3	-	Proximal intronic	ENSG00000132485.15		Genic
chr1	71069622	71069623	CITS_930[gene=chr1_r_c20315][PH=4][PH0=0.00][P=1.56e-06]	4	-	Proximal intronic	ENSG00000132485.15		Genic
chr1	71070685	71070686	CITS_931[gene=chr1_r_c20315][PH=3][PH0=0.00][P=1.71e-03]	3	-	Proximal intronic	ENSG00000132485.15		Genic
chr1	71070752	71070753	CITS_932[gene=chr1_r_c20315][PH=4][PH0=0.00][P=1.56e-06]	4	-	Proximal intronic	ENSG00000132485.15		Genic
chr1	71493951	71493952	CITS_933[gene=chr1_r_c20350][PH=2][PH0=0.00][P=8.00e-03]	2	-	Deep intronic	ENSG00000172260.15	NEGR1	Genic
chr1	72597013	72597014	CITS_934[gene=chr1_r_c21037][PH=5][PH0=0.01][P=8.22e-08]	5	-	LINE			TE
chr1	72613708	72613709	CITS_935[gene=chr1_r_c21037][PH=9][PH0=0.01][P=1.00e-100]	9	-	LINE			TE
chr1	72613743	72613744	CITS_936[gene=chr1_r_c21037][PH=4][PH0=0.01][P=6.43e-05]	4	-	LINE			TE
chr1	72613830	72613831	CITS_937[gene=chr1_r_c21037][PH=7][PH0=0.01][P=1.00e-100]	7	-	LINE			TE
chr1	72639869	72639870	CITS_938[gene=chr1_r_c21037][PH=4][PH0=0.01][P=6.43e-05]	4	-	Deep intronic	ENSG00000225087.3	""	Genic
chr1	72645211	72645212	CITS_939[gene=chr1_r_c21037][PH=5][PH0=0.01][P=8.22e-08]	5	-	Deep intronic	ENSG00000225087.3	""	Genic
chr1	72682712	72682713	CITS_941[gene=chr1_r_c21037][PH=5][PH0=0.01][P=8.22e-08]	5	-	Deep intronic	ENSG00000225087.3	""	Genic
chr1	72683308	72683309	CITS_942[gene=chr1_r_c21037][PH=6][PH0=0.01][P=1.00e-100]	6	-	LINE	ENSG00000225087.3	""	TE
chr1	72736187	72736188	CITS_943[gene=chr1_r_c21037][PH=4][PH0=0.01][P=6.43e-05]	4	-	Deep intronic	ENSG00000225087.3	""	Genic
chr1	72743134	72743135	CITS_944[gene=chr1_r_c21037][PH=4][PH0=0.01][P=6.43e-05]	4	-	Deep intronic	ENSG00000225087.3	""	Genic
chr1	72772159	72772160	CITS_945[gene=chr1_r_c21037][PH=4][PH0=0.01][P=6.43e-05]	4	-	Deep intronic	ENSG00000225087.3	""	Genic
chr1	72826274	72826275	CITS_946[gene=chr1_r_c21037][PH=4][PH0=0.01][P=6.43e-05]	4	-	LINE	ENSG00000225087.3	""	TE
chr1	72874023	72874024	CITS_947[gene=chr1_r_c21037][PH=7][PH0=0.01][P=1.00e-100]	7	-	First intron	ENSG00000225087.3	""	Genic
chr1	72889569	72889570	CITS_948[gene=chr1_r_c21037][PH=4][PH0=0.01][P=6.43e-05]	4	-	First intron	ENSG00000225087.3	""	Genic
chr1	75418883	75418884	CITS_949[gene=chr1_r_c21504][PH=3][PH0=0.00][P=1.39e-03]	3	-	LINE	ENSG00000137968.17	SLC44A5	TE
chr1	75482972	75482973	CITS_950[gene=chr1_r_c21504][PH=3][PH0=0.00][P=1.39e-03]	3	-	Deep intronic	ENSG00000137968.17	SLC44A5	Genic
chr1	75539585	75539586	CITS_951[gene=chr1_r_c21518][PH=4][PH0=0.22][P=8.05e-03]	4	-	Deep intronic	ENSG00000137968.17	SLC44A5	Genic
chr1	76629634	76629635	CITS_952[gene=chr1_r_c21900][PH=2][PH0=0.00][P=8.56e-03]	2	-	Deep intronic			Genic
chr1	76684468	76684469	CITS_953[gene=chr1_r_c21900][PH=2][PH0=0.00][P=8.56e-03]	2	-	LINE			TE
chr1	76755334	76755335	CITS_954[gene=chr1_r_c21900][PH=2][PH0=0.00][P=8.56e-03]	2	-	Deep intronic			Genic
chr1	76786408	76786409	CITS_955[gene=chr1_r_c21900][PH=2][PH0=0.00][P=8.56e-03]	2	-	Deep intronic			Genic
chr1	77613462	77613463	CITS_956[gene=chr1_r_c22164][PH=6][PH0=0.00][P=1.00e-100]	6	-	First intron	ENSG00000036549.14		Genic
chr1	77630947	77630948	CITS_957[gene=chr1_r_c22164][PH=4][PH0=0.00][P=1.11e-05]	4	-	First intron	ENSG00000036549.14		Genic
chr1	77631562	77631563	CITS_958[gene=chr1_r_c22164][PH=4][PH0=0.00][P=1.11e-05]	4	-	First intron	ENSG00000036549.14		Genic
chr1	77636785	77636786	CITS_959[gene=chr1_r_c22164][PH=4][PH0=0.00][P=1.11e-05]	4	-	First intron	ENSG00000036549.14		Genic
chr1	77664087	77664088	CITS_960[gene=chr1_r_c22164][PH=4][PH0=0.00][P=1.11e-05]	4	-	First intron	ENSG00000036549.14		Genic
chr1	77669012	77669013	CITS_961[gene=chr1_r_c22164][PH=8][PH0=0.00][P=1.00e-100]	8	-	First intron	ENSG00000036549.14		Genic
chr1	77696284	77696285	CITS_962[gene=chr1_r_c22164][PH=4][PH0=0.00][P=1.11e-05]	4	-	3'UTR	ENSG00000077254.15		Genic
chr1	77773097	77773098	CITS_963[gene=chr1_r_c22164][PH=6][PH0=0.00][P=1.00e-100]	6	-	Deep intronic			Genic
chr1	77943985	77943986	CITS_964[gene=chr1_r_c22164][PH=8][PH0=0.00][P=1.00e-100]	8	-	3'UTR-distal			Genic
chr1	77944936	77944937	CITS_965[gene=chr1_r_c22164][PH=9][PH0=0.00][P=1.00e-100]	9	-	3'UTR	ENSG00000162613.19		Genic
chr1	77945314	77945315	CITS_966[gene=chr1_r_c22164][PH=4][PH0=0.00][P=1.11e-05]	4	-	3'UTR	ENSG00000162613.19		Genic
chr1	77946140	77946141	CITS_967[gene=chr1_r_c22164][PH=6][PH0=0.00][P=1.00e-100]	6	-	3'UTR	ENSG00000162613.19		Genic
chr1	77946318	77946319	CITS_968[gene=chr1_r_c22164][PH=5][PH0=0.00][P=8.31e-09]	5	-	3'UTR	ENSG00000162613.19		Genic
chr1	77946407	77946408	CITS_969[gene=chr1_r_c22164][PH=4][PH0=0.00][P=1.11e-05]	4	-	3'UTR	ENSG00000162613.19		Genic
chr1	77947756	77947757	CITS_970[gene=chr1_r_c22164][PH=10][PH0=0.00][P=1.00e-100]	10	-	3'UTR	ENSG00000162613.19		Genic
chr1	77948628	77948629	CITS_971[gene=chr1_r_c22164][PH=13][PH0=0.00][P=1.00e-100]	13	-	3'UTR	ENSG00000162613.19		Genic
chr1	77948980	77948981	CITS_972[gene=chr1_r_c22164][PH=6][PH0=0.00][P=1.00e-100]	6	-	Proximal intronic	ENSG00000162613.19		Genic
chr1	79650898	79650899	CITS_973[gene=chr1_r_c22457][PH=3][PH0=0.00][P=4.04e-08]	3	-	Intergenic			Intergenic
chr1	80926052	80926053	CITS_974[gene=chr1_r_c22601][PH=2][PH0=0.00][P=2.45e-03]	2	-	Intergenic			Intergenic
chr1	81833898	81833899	CITS_975[gene=chr1_r_c22679][PH=2][PH0=0.00][P=4.50e-03]	2	-	Deep intronic			Genic
chr1	81892267	81892268	CITS_976[gene=chr1_r_c22679][PH=4][PH0=0.00][P=1.00e-100]	4	-	Other SINE			TE
chr1	83045076	83045077	CITS_977[gene=chr1_r_c22915][PH=6][PH0=0.22][P=3.59e-05]	6	-	LTR/ERV	ENSG00000233008.9	LINC01725	TE
chr1	83133269	83133270	CITS_978[gene=chr1_r_c23250][PH=13][PH0=0.64][P=1.37e-10]	13	-	First intron	ENSG00000233008.9	LINC01725	Genic
chr1	83157921	83157922	CITS_979[gene=chr1_r_c23410][PH=4][PH0=0.13][P=1.47e-03]	4	-	LINE	ENSG00000233008.9	LINC01725	TE
chr1	83158900	83158901	CITS_980[gene=chr1_r_c23420][PH=4][PH0=0.19][P=8.12e-03]	4	-	First intron	ENSG00000233008.9	LINC01725	Genic
chr1	83164459	83164460	CITS_981[gene=chr1_r_c23460][PH=5][PH0=0.19][P=3.23e-04]	5	-	First intron	ENSG00000233008.9	LINC01725	Genic
chr1	83179594	83179595	CITS_982[gene=chr1_r_c23537][PH=7][PH0=0.30][P=1.49e-05]	7	-	First intron	ENSG00000233008.9	LINC01725	Genic
chr1	84550645	84550646	CITS_983[gene=chr1_r_c24391][PH=3][PH0=0.06][P=4.91e-03]	3	-	3'UTR	ENSG00000117151.14		Genic
chr1	84673440	84673441	CITS_984[gene=chr1_r_c24427][PH=7][PH0=0.00][P=1.00e-100]	7	-	5'UTR	ENSG00000117155.18		Genic
chr1	85025423	85025424	CITS_985[gene=chr1_r_c24564][PH=7][PH0=0.33][P=2.30e-05]	7	-	3'UTR	ENSG00000055732.14		Genic
chr1	85159346	85159347	CITS_986[gene=chr1_r_c24645][PH=4][PH0=0.15][P=2.15e-03]	4	-	Proximal intronic	ENSG00000097096.11		Genic
chr1	85672788	85672789	CITS_987[gene=chr1_r_c25061][PH=3][PH0=0.00][P=1.00e-04]	3	-	Deep intronic	ENSG00000117174.12		Genic
chr1	87408917	87408918	CITS_988[gene=chr1_r_c25656][PH=15][PH0=1.17][P=7.68e-10]	15	-	Intergenic			Intergenic
chr1	88961570	88961571	CITS_989[gene=chr1_r_c26013][PH=3][PH0=0.00][P=2.33e-04]	3	-	Proximal intronic	ENSG00000137944.18	KYAT3	Genic
chr1	88990271	88990272	CITS_990[gene=chr1_r_c26013][PH=3][PH0=0.00][P=2.33e-04]	3	-	LINE	ENSG00000137944.18	KYAT3	TE
chr1	88990984	88990985	CITS_991[gene=chr1_r_c26013][PH=3][PH0=0.00][P=2.33e-04]	3	-	First intron	ENSG00000137944.18	KYAT3	Genic
chr1	90914908	90914909	CITS_992[gene=chr1_r_c26486][PH=5][PH0=0.21][P=4.47e-04]	5	-	3'UTR-distal			Genic
chr1	90921404	90921405	CITS_993[gene=chr1_r_c26516][PH=4][PH0=0.01][P=4.01e-05]	4	-	Deep intronic	ENSG00000122482.23		Genic
chr1	90930748	90930749	CITS_994[gene=chr1_r_c26516][PH=4][PH0=0.01][P=4.01e-05]	4	-	Deep intronic	ENSG00000122482.23		Genic
chr1	90978838	90978839	CITS_995[gene=chr1_r_c26791][PH=5][PH0=0.31][P=3.68e-03]	5	-	Deep intronic	ENSG00000122482.23		Genic
chr1	90980624	90980625	CITS_996[gene=chr1_r_c26806][PH=4][PH0=0.10][P=5.38e-04]	4	-	LINE	ENSG00000122482.23		TE
chr1	90982458	90982459	CITS_997[gene=chr1_r_c26825][PH=4][PH0=0.16][P=6.25e-03]	4	-	First intron	ENSG00000122482.23		Genic
chr1	90982496	90982497	CITS_998[gene=chr1_r_c26826][PH=5][PH0=0.35][P=3.44e-03]	5	-	First intron	ENSG00000122482.23		Genic
chr1	91018429	91018430	CITS_999[gene=chr1_r_c27045][PH=5][PH0=0.17][P=3.39e-04]	5	-	First intron	ENSG00000122482.23		Genic
chr1	91393725	91393726	CITS_1000[gene=chr1_r_c27189][PH=4][PH0=0.00][P=2.69e-09]	4	-	LINE	ENSG00000162669.16	HFM1	TE
chr1	91682031	91682032	CITS_1001[gene=chr1_r_c27218][PH=5][PH0=0.00][P=3.73e-10]	5	-	3'UTR	ENSG00000069702.12		Genic
chr1	91682119	91682120	CITS_1002[gene=chr1_r_c27218][PH=4][PH0=0.00][P=7.32e-07]	4	-	3'UTR	ENSG00000069702.12		Genic
chr1	91712149	91712150	CITS_1003[gene=chr1_r_c27218][PH=3][PH0=0.00][P=1.18e-03]	3	-	Proximal intronic	ENSG00000069702.12		Genic
chr1	91746513	91746514	CITS_1004[gene=chr1_r_c27218][PH=3][PH0=0.00][P=1.18e-03]	3	-	Deep intronic	ENSG00000069702.12		Genic
chr1	91793959	91793960	CITS_1005[gene=chr1_r_c27218][PH=3][PH0=0.00][P=1.18e-03]	3	-	Deep intronic	ENSG00000069702.12		Genic
chr1	91816218	91816219	CITS_1006[gene=chr1_r_c27218][PH=3][PH0=0.00][P=1.18e-03]	3	-	Satellite/LC	ENSG00000069702.12		TE
chr1	92529506	92529507	CITS_1007[gene=chr1_r_c27463][PH=5][PH0=0.00][P=8.00e-09]	5	-	Deep intronic	ENSG00000067208.18		Genic
chr1	92529712	92529713	CITS_1008[gene=chr1_r_c27463][PH=3][PH0=0.00][P=6.61e-03]	3	-	Deep intronic	ENSG00000067208.18		Genic
chr1	92555920	92555921	CITS_1009[gene=chr1_r_c27463][PH=3][PH0=0.00][P=6.61e-03]	3	-	Deep intronic	ENSG00000067208.18		Genic
chr1	92562992	92562993	CITS_1010[gene=chr1_r_c27463][PH=3][PH0=0.00][P=6.61e-03]	3	-	Deep intronic	ENSG00000067208.18		Genic
chr1	92580338	92580339	CITS_1011[gene=chr1_r_c27463][PH=3][PH0=0.00][P=6.61e-03]	3	-	Deep intronic	ENSG00000067208.18		Genic
chr1	92587355	92587356	CITS_1012[gene=chr1_r_c27463][PH=3][PH0=0.00][P=6.61e-03]	3	-	Deep intronic	ENSG00000067208.18		Genic
chr1	92606344	92606345	CITS_1013[gene=chr1_r_c27463][PH=3][PH0=0.00][P=6.61e-03]	3	-	Deep intronic	ENSG00000067208.18		Genic
chr1	92661073	92661074	CITS_1014[gene=chr1_r_c27463][PH=3][PH0=0.00][P=6.61e-03]	3	-	Other SINE	ENSG00000067208.18		TE
chr1	92662957	92662958	CITS_1015[gene=chr1_r_c27463][PH=3][PH0=0.00][P=6.61e-03]	3	-	Deep intronic	ENSG00000067208.18		Genic
chr1	92736295	92736296	CITS_1016[gene=chr1_r_c27463][PH=4][PH0=0.00][P=8.41e-06]	4	-	Proximal intronic	ENSG00000067208.18		Genic
chr1	93153295	93153296	CITS_1017[gene=chr1_r_c27712][PH=3][PH0=0.09][P=9.60e-03]	3	-	3'UTR	ENSG00000117500.14		Genic
