chr	start	end	name	score	strand	NormedTC_SRR1107532	NormedTC_SRR1107533	NormedTC_SRR1107534	NormedTC_RBFOX2	BC_RBFOX2	annotation	gene	external_gene_name	grouped_annotation
chr11	76307619	76307639	chr11-360	62.4	-	23.3981	8.5598	10.3932	42.3511	3	3'UTR	ENSMUSG00000017631.20	Abr	Genic
chr11	76730743	76730763	chr11-656	46.8	-	11.6991	2.8533	5.1966	19.7489	3	Other SINE	ENSMUSG00000020841.6	Cpd	TE
chr11	77359019	77359039	chr11-657	46.8	+	11.6991	2.8533	5.1966	19.7489	3	3'UTR-distal	ENSMUSG00000020836.16	Coro6	Genic
chr11	77420125	77420145	chr11-213	78	-	0	17.1196	25.9829	43.1026	2	3'UTR	ENSMUSG00000017291.14	Taok1	Genic
chr11	77421084	77421104	chr11-95	109.2	-	0	17.1196	10.3932	27.5128	2	3'UTR	ENSMUSG00000017291.14	Taok1	Genic
chr11	77422397	77422417	chr11-659	93.6	-	0	19.9729	5.1966	25.1695	2	3'UTR	ENSMUSG00000017291.14	Taok1	Genic
chr11	77600844	77600864	chr11-665	46.8	+	0	8.5598	5.1966	13.7564	2	3'UTR	ENSMUSG00000037857.17	Nufip2	Genic
chr11	77606019	77606039	chr11-215	78	+	46.7962	2.8533	0	49.6495	2	Satellite/LC	ENSMUSG00000037857.17	Nufip2	TE
chr11	77712881	77712901	chr11-666	46.8	+	11.6991	5.7065	0	17.4056	2	Deep intronic	ENSMUSG00000000631.21	Myo18a	Genic
chr11	77761331	77761351	chr11-667	46.8	+	0	0	15.5898	15.5898	1	3'UTR-distal			Genic
chr11	77908100	77908120	chr11-668	46.8	+	0	8.5598	0	8.5598	1	Deep intronic	ENSMUSG00000037791.16	Phf12	Genic
chr11	77951185	77951205	chr11-669	62.4	+	11.6991	5.7065	15.5898	32.9954	3	3'UTR	ENSMUSG00000061981.15	Flot2	Genic
chr11	78531892	78531912	chr11-671	46.8	-	0	8.5598	0	8.5598	1	First intron	ENSMUSG00000017376.16	Nlk	Genic
chr11	79035789	79035809	chr11-672	46.8	-	0	8.5598	0	8.5598	1	Satellite/LC	ENSMUSG00000018334.19	Ksr1	TE
chr11	79133134	79133154	chr11-673	62.4	-	0	8.5598	5.1966	13.7564	2	First intron	ENSMUSG00000017677.12	Wsb1	Genic
chr11	79269435	79269455	chr11-674	62.4	+	0	8.5598	5.1966	13.7564	2	Satellite/LC	ENSMUSG00000020716.17	Nf1	TE
chr11	79394646	79394666	chr11-364	62.4	-	46.7962	0	0	46.7962	1	3'UTR-distal	ENSMUSG00000049612.11	Omg	Genic
chr11	79400080	79400100	chr11-675	46.8	+	11.6991	5.7065	0	17.4056	2	Other SINE	ENSMUSG00000020716.17	Nf1	TE
chr11	79471955	79471975	chr11-96	109.2	+	35.0972	8.5598	5.1966	48.8536	3	3'UTR	ENSMUSG00000020716.17	Nf1	Genic
chr11	79491949	79491969	chr11-366	93.6	+	35.0972	2.8533	10.3932	48.3436	3	First intron	ENSMUSG00000017639.14	Rab11fip4	Genic
chr11	79584119	79584139	chr11-677	46.8	+	0	11.4131	0	11.4131	1	3'UTR	ENSMUSG00000017639.14	Rab11fip4	Genic
chr11	80295613	80295633	chr11-140	93.6	+	11.6991	11.4131	5.1966	28.3087	3	3'UTR	ENSMUSG00000017421.19	Zfp207	Genic
chr11	80371425	80371445	chr11-216	93.6	+	35.0972	8.5598	20.7863	64.4433	3	3'UTR	ENSMUSG00000048895.14	Cdk5r1	Genic
chr11	80371859	80371879	chr11-141	140.4	+	35.0972	19.9729	10.3932	65.4632	3	3'UTR	ENSMUSG00000048895.14	Cdk5r1	Genic
chr11	80990896	80990916	chr11-682	62.4	-	0	5.7065	15.5898	21.2963	2	First intron	ENSMUSG00000020704.14	Asic2	Genic
chr11	80998068	80998088	chr11-367	93.6	-	0	11.4131	10.3932	21.8063	2	Satellite/LC	ENSMUSG00000020704.14	Asic2	TE
chr11	81017072	81017092	chr11-684	46.8	-	0	0	15.5898	15.5898	1	First intron	ENSMUSG00000020704.14	Asic2	Genic
chr11	81238515	81238535	chr11-685	46.8	-	0	8.5598	0	8.5598	1	First intron	ENSMUSG00000020704.14	Asic2	Genic
chr11	81525037	81525057	chr11-687	46.8	-	0	2.8533	10.3932	13.2464	2	Other SINE	ENSMUSG00000020704.14	Asic2	TE
chr11	81620918	81620938	chr11-688	46.8	-	0	5.7065	5.1966	10.9031	2	First intron	ENSMUSG00000020704.14	Asic2	Genic
chr11	81771824	81771844	chr11-689	46.8	-	0	8.5598	0	8.5598	1	First intron	ENSMUSG00000020704.14	Asic2	Genic
chr11	83028424	83028444	chr11-690	62.4	-	0	0	20.7863	20.7863	1	Satellite/LC			TE
chr11	83373488	83373508	chr11-691	46.8	+	0	5.7065	5.1966	10.9031	2	Deep intronic	ENSMUSG00000020680.16	Taf15	Genic
chr11	83942666	83942686	chr11-692	46.8	-	0	2.8533	10.3932	13.2464	2	Alu	ENSMUSG00000018648.16	Dusp14	TE
chr11	84755275	84755295	chr11-142	109.2	-	23.3981	19.9729	10.3932	53.7642	3	First intron	ENSMUSG00000020530.15	Ggnbp2	Genic
chr11	85078128	85078148	chr11-695	62.4	-	0	8.5598	10.3932	18.953	2	3'UTR	ENSMUSG00000018481.10	Appbp2	Genic
chr11	85080343	85080363	chr11-697	46.8	-	11.6991	2.8533	5.1966	19.7489	3	3'UTR	ENSMUSG00000018481.10	Appbp2	Genic
chr11	85082201	85082221	chr11-217	78	-	0	14.2664	0	14.2664	1	3'UTR	ENSMUSG00000018481.10	Appbp2	Genic
chr11	85276991	85277011	chr11-218	218.3	-	0	0	72.7522	72.7522	1	Satellite/LC			TE
chr11	85318009	85318029	chr11-699	46.8	+	0	2.8533	10.3932	13.2464	2	Other SINE	ENSMUSG00000059439.16	Bcas3	TE
chr11	86209478	86209498	chr11-700	93.6	-	35.0972	5.7065	15.5898	56.3935	3	Deep intronic	ENSMUSG00000034297.15	Med13	Genic
chr11	86585578	86585598	chr11-74	109.2	-	0	17.1196	51.9659	69.0855	2	3'UTR	ENSMUSG00000047126.18	Cltc	Genic
chr11	86585811	86585831	chr11-97	124.8	-	23.3981	5.7065	20.7863	49.891	3	3'UTR	ENSMUSG00000047126.18	Cltc	Genic
chr11	87109603	87109623	chr11-46	202.7	+	23.3981	31.386	20.7863	75.5704	3	3'UTR	ENSMUSG00000018548.16	Trim37	Genic
chr11	87110103	87110123	chr11-23	343.1	+	11.6991	79.8916	83.1454	174.736	3	3'UTR	ENSMUSG00000018548.16	Trim37	Genic
chr11	87110420	87110440	chr11-30	311.9	+	93.5924	59.9187	25.9829	179.494	3	3'UTR	ENSMUSG00000018548.16	Trim37	Genic
chr11	87110902	87110922	chr11-24	421.1	+	81.8934	119.8373	20.7863	222.5171	3	3'UTR	ENSMUSG00000018548.16	Trim37	Genic
chr11	87111060	87111080	chr11-47	265.1	+	46.7962	31.386	31.1795	109.3617	3	3'UTR	ENSMUSG00000018548.16	Trim37	Genic
chr11	87111470	87111490	chr11-99	109.2	+	0	25.6794	0	25.6794	1	3'UTR	ENSMUSG00000018548.16	Trim37	Genic
chr11	87119215	87119235	chr11-707	78	-	0	5.7065	20.7863	26.4929	2	3'UTR	ENSMUSG00000046442.5	Ppm1e	Genic
chr11	87193847	87193867	chr11-370	62.4	-	0	2.8533	15.5898	18.443	2	Other SINE	ENSMUSG00000046442.5	Ppm1e	TE
chr11	87195363	87195383	chr11-13	436.7	-	23.3981	108.4243	145.5044	277.3268	3	Satellite/LC	ENSMUSG00000046442.5	Ppm1e	TE
chr11	87228797	87228817	chr11-146	109.2	-	0	14.2664	15.5898	29.8561	2	First intron	ENSMUSG00000046442.5	Ppm1e	Genic
chr11	87478820	87478840	chr11-715	46.8	+	0	5.7065	5.1966	10.9031	2	First intron	ENSMUSG00000020486.20	Septin4	Genic
chr11	87510958	87510978	chr11-221	78	+	58.4953	0	0	58.4953	1	3'UTR-distal	ENSMUSG00000070345.4	Hsf5	Genic
chr11	87837217	87837237	chr11-373	62.4	+	0	0	20.7863	20.7863	1	Deep intronic			Genic
chr11	87870537	87870557	chr11-716	46.8	-	0	8.5598	0	8.5598	1	3'UTR	ENSMUSG00000020483.15	Dynll2	Genic
chr11	87871293	87871313	chr11-147	140.4	-	11.6991	17.1196	15.5898	44.4084	3	3'UTR	ENSMUSG00000020483.15	Dynll2	Genic
chr11	87872001	87872021	chr11-148	93.6	-	11.6991	14.2664	5.1966	31.162	3	3'UTR	ENSMUSG00000020483.15	Dynll2	Genic
chr11	87941136	87941156	chr11-718	46.8	+	23.3981	2.8533	0	26.2514	2	3'UTR	ENSMUSG00000018379.18	Srsf1	Genic
chr11	87942087	87942107	chr11-374	62.4	+	11.6991	2.8533	10.3932	24.9455	3	3'UTR	ENSMUSG00000018379.18	Srsf1	Genic
chr11	87953178	87953198	chr11-720	46.8	+	35.0972	0	0	35.0972	1	3'UTR-distal	ENSMUSG00000087373.9	Gm15892	Genic
chr11	88574643	88574663	chr11-723	62.4	-	35.0972	2.8533	0	37.9504	2	Deep intronic	ENSMUSG00000069769.15		Genic
chr11	90167767	90167787	chr11-725	46.8	+	0	2.8533	10.3932	13.2464	2	3'UTR	ENSMUSG00000003948.18	Mmd	Genic
chr11	90383890	90383910	chr11-222	78	-	0	0	25.9829	25.9829	1	3'UTR	ENSMUSG00000020546.15	Stxbp4	Genic
chr11	91573367	91573387	chr11-732	46.8	-	0	5.7065	5.1966	10.9031	2	Intergenic			Intergenic
chr11	92284902	92284922	chr11-733	46.8	+	0	0	15.5898	15.5898	1	Satellite/LC			TE
chr11	93124020	93124040	chr11-735	46.8	+	0	8.5598	5.1966	13.7564	2	Deep intronic	ENSMUSG00000056158.15	Car10	Genic
chr11	93281685	93281705	chr11-223	78	+	0	19.9729	0	19.9729	1	LTR/ERV	ENSMUSG00000056158.15	Car10	TE
chr11	93339419	93339439	chr11-381	62.4	+	0	0	20.7863	20.7863	1	Deep intronic	ENSMUSG00000056158.15	Car10	Genic
chr11	93795690	93795710	chr11-744	46.8	+	35.0972	0	0	35.0972	1	Other SINE	ENSMUSG00000059474.14	Mbtd1	TE
chr11	93985367	93985387	chr11-745	62.4	+	23.3981	5.7065	0	29.1046	2	Deep intronic	ENSMUSG00000020859.18	Spag9	Genic
chr11	94882197	94882217	chr11-746	46.8	+	0	8.5598	0	8.5598	1	5'UTR	ENSMUSG00000038976.13	Ppp1r9b	Genic
chr11	95971920	95971940	chr11-149	140.4	+	11.6991	17.1196	20.7863	49.605	3	Deep intronic			Genic
chr11	96262395	96262415	chr11-225	109.2	+	0	0	36.3761	36.3761	1	3'UTR-distal			Genic
chr11	96630719	96630739	chr11-747	46.8	+	0	8.5598	0	8.5598	1	Satellite/LC	ENSMUSG00000057058.17	Skap1	TE
chr11	96698568	96698588	chr11-383	62.4	+	0	11.4131	0	11.4131	1	3'UTR	ENSMUSG00000018666.14	Cbx1	Genic
chr11	97289023	97289043	chr11-226	78	+	11.6991	8.5598	5.1966	25.4554	3	3'UTR	ENSMUSG00000038485.7	Socs7	Genic
chr11	97299374	97299394	chr11-748	46.8	+	35.0972	0	0	35.0972	1	Alu	ENSMUSG00000121148.2	Gm57393	TE
chr11	97401201	97401221	chr11-34	171.5	-	23.3981	48.5056	36.3761	108.2798	3	3'UTR	ENSMUSG00000038453.18	Srcin1	Genic
chr11	97573115	97573135	chr11-752	46.8	+	11.6991	5.7065	0	17.4056	2	3'UTR	ENSMUSG00000038437.12	Mllt6	Genic
chr11	97574138	97574158	chr11-753	78	+	46.7962	2.8533	0	49.6495	2	3'UTR	ENSMUSG00000038437.12	Mllt6	Genic
chr11	97606025	97606045	chr11-77	124.8	-	35.0972	11.4131	5.1966	51.7068	3	3'UTR	ENSMUSG00000018547.9	Pip4k2b	Genic
chr11	98034789	98034809	chr11-754	46.8	-	0	5.7065	5.1966	10.9031	2	3'UTR-distal	ENSMUSG00000020883.19	Fbxl20	Genic
chr11	98639028	98639048	chr11-757	46.8	+	0	8.5598	0	8.5598	1	First intron	ENSMUSG00000058756.14	Thra	Genic
chr11	98655105	98655125	chr11-759	46.8	+	11.6991	5.7065	0	17.4056	2	CDS	ENSMUSG00000058756.14	Thra	Genic
chr11	98878333	98878353	chr11-386	62.4	+	0	11.4131	0	11.4131	1	Satellite/LC			TE
chr11	99281033	99281053	chr11-761	46.8	+	0	8.5598	5.1966	13.7564	2	Deep intronic			Genic
chr11	100918483	100918503	chr11-387	78	+	0	11.4131	10.3932	21.8063	2	Proximal intronic	ENSMUSG00000019302.18	Atp6v0a1	Genic
chr11	100953429	100953449	chr11-771	46.8	+	23.3981	2.8533	0	26.2514	2	3'UTR	ENSMUSG00000019302.18	Atp6v0a1	Genic
chr11	101066959	101066979	chr11-772	46.8	+	0	8.5598	0	8.5598	1	5'UTR	ENSMUSG00000017167.7	Cntnap1	Genic
chr11	101081115	101081135	chr11-150	93.6	+	11.6991	17.1196	15.5898	44.4084	3	3'UTR	ENSMUSG00000017167.7	Cntnap1	Genic
chr11	101458725	101458745	chr11-775	46.8	+	0	0	15.5898	15.5898	1	Alu	ENSMUSG00000017119.21	Nbr1	TE
chr11	102113563	102113583	chr11-776	62.4	-	0	5.7065	10.3932	16.0997	2	Satellite/LC	ENSMUSG00000008855.18	Hdac5	TE
chr11	102422755	102422775	chr11-388	93.6	-	46.7962	8.5598	0	55.356	2	Deep intronic	ENSMUSG00000034621.15	Gpatch8	Genic
chr11	102426618	102426638	chr11-59	171.5	-	11.6991	28.5327	15.5898	55.8215	3	Deep intronic	ENSMUSG00000034621.15	Gpatch8	Genic
chr11	103712619	103712639	chr11-10	467.8	-	93.5924	25.6794	150.701	269.9728	3	3'UTR	ENSMUSG00000034187.19	Nsf	Genic
chr11	104134147	104134167	chr11-780	46.8	+	11.6991	5.7065	0	17.4056	2	Other SINE	ENSMUSG00000018411.18	Mapt	TE
chr11	104178286	104178306	chr11-781	62.4	+	0	11.4131	0	11.4131	1	Deep intronic	ENSMUSG00000018411.18	Mapt	Genic
chr11	104178734	104178754	chr11-390	62.4	+	0	11.4131	0	11.4131	1	Deep intronic	ENSMUSG00000018411.18	Mapt	Genic
chr11	104185779	104185799	chr11-782	46.8	+	0	5.7065	5.1966	10.9031	2	Deep intronic	ENSMUSG00000018411.18	Mapt	Genic
chr11	104220861	104220881	chr11-783	62.4	+	11.6991	2.8533	10.3932	24.9455	3	3'UTR	ENSMUSG00000018411.18	Mapt	Genic
chr11	104274044	104274064	chr11-152	93.6	-	0	17.1196	0	17.1196	1	Deep intronic	ENSMUSG00000018412.17	Kansl1	Genic
chr11	104274346	104274366	chr11-391	78	-	11.6991	8.5598	5.1966	25.4554	3	Deep intronic	ENSMUSG00000018412.17	Kansl1	Genic
chr11	104275644	104275664	chr11-784	62.4	-	0	2.8533	15.5898	18.443	2	Deep intronic	ENSMUSG00000018412.17	Kansl1	Genic
chr11	104434443	104434463	chr11-786	62.4	-	46.7962	0	0	46.7962	1	LINE	ENSMUSG00000020687.14	Cdc27	TE
chr11	105027595	105027615	chr11-787	46.8	+	0	0	15.5898	15.5898	1	Deep intronic	ENSMUSG00000020691.14	Mettl2	Genic
chr11	105817474	105817494	chr11-392	109.2	+	0	2.8533	31.1795	34.0328	2	3'UTR	ENSMUSG00000053580.17	Tanc2	Genic
chr11	105819992	105820012	chr11-235	78	+	23.3981	2.8533	20.7863	47.0377	3	3'UTR	ENSMUSG00000053580.17	Tanc2	Genic
chr11	105949902	105949922	chr11-153	109.2	+	0	17.1196	5.1966	22.3162	2	3'UTR	ENSMUSG00000049354.9	Dcaf7	Genic
chr11	106099812	106099832	chr11-394	78	-	0	5.7065	15.5898	21.2963	2	Deep intronic	ENSMUSG00000078622.9	Ccdc47	Genic
chr11	106498854	106498874	chr11-790	46.8	-	35.0972	0	0	35.0972	1	Other SINE	ENSMUSG00000040548.17	Tex2	TE
chr11	106671367	106671387	chr11-154	93.6	-	11.6991	19.9729	15.5898	47.2617	3	3'UTR	ENSMUSG00000020719.15	Ddx5	Genic
chr11	106672275	106672295	chr11-236	78	-	0	17.1196	5.1966	22.3162	2	3'UTR	ENSMUSG00000020719.15	Ddx5	Genic
chr11	106787954	106787974	chr11-793	46.8	-	0	8.5598	0	8.5598	1	Other SINE	ENSMUSG00000018363.18	Smurf2	TE
chr11	106967445	106967465	chr11-396	78	-	0	0	25.9829	25.9829	1	CDS	ENSMUSG00000040481.18	Bptf	Genic
chr11	106985465	106985485	chr11-397	62.4	-	0	11.4131	0	11.4131	1	Deep intronic	ENSMUSG00000040481.18	Bptf	Genic
chr11	107100298	107100318	chr11-237	78	-	0	8.5598	10.3932	18.953	2	3'UTR	ENSMUSG00000040430.19	Pitpnc1	Genic
chr11	107100348	107100368	chr11-238	93.6	-	23.3981	5.7065	10.3932	39.4978	3	3'UTR	ENSMUSG00000040430.19	Pitpnc1	Genic
chr11	107101075	107101095	chr11-239	109.2	-	0	5.7065	25.9829	31.6895	2	3'UTR	ENSMUSG00000040430.19	Pitpnc1	Genic
chr11	107824250	107824270	chr11-398	46.8	-	0	14.2664	0	14.2664	1	3'UTR	ENSMUSG00000050965.15	Prkca	Genic
chr11	107829125	107829145	chr11-399	93.6	-	0	8.5598	20.7863	29.3462	2	3'UTR	ENSMUSG00000050965.15	Prkca	Genic
chr11	108029909	108029929	chr11-795	62.4	-	46.7962	0	0	46.7962	1	Deep intronic	ENSMUSG00000050965.15	Prkca	Genic
chr11	108046397	108046417	chr11-796	46.8	-	0	0	15.5898	15.5898	1	Other SINE	ENSMUSG00000050965.15	Prkca	TE
chr11	108171631	108171651	chr11-797	62.4	-	46.7962	0	0	46.7962	1	Deep intronic	ENSMUSG00000050965.15	Prkca	Genic
chr11	108199700	108199720	chr11-400	93.6	-	11.6991	5.7065	15.5898	32.9954	3	LINE	ENSMUSG00000050965.15	Prkca	TE
chr11	108208571	108208591	chr11-798	46.8	-	0	5.7065	10.3932	16.0997	2	Deep intronic	ENSMUSG00000050965.15	Prkca	Genic
chr11	108902656	108902676	chr11-4	30457	-	1438.9835	4630.8572	1657.7109	7727.5517	3	Deep intronic			Genic
chr11	108902673	108902693	chr11-2	5723.4	-	1368.7892	4453.9545	1465.4373	7288.1809	3	Deep intronic			Genic
chr11	108902834	108902854	chr11-11	6877.4	-	187.1848	958.6987	633.9835	1779.8671	3	Deep intronic			Genic
chr11	109156700	109156720	chr11-401	62.4	-	11.6991	11.4131	0	23.1121	2	Other SINE	ENSMUSG00000020599.14	Rgs9	TE
chr11	109558853	109558873	chr11-60	171.5	+	35.0972	25.6794	36.3761	97.1527	3	3'UTR	ENSMUSG00000020612.17	Prkar1a	Genic
chr11	109560045	109560065	chr11-17	280.7	+	93.5924	45.6523	20.7863	160.0311	3	3'UTR	ENSMUSG00000020612.17	Prkar1a	Genic
chr11	113598238	113598258	chr11-402	78	+	0	0	25.9829	25.9829	1	Satellite/LC			TE
chr11	114154965	114154985	chr11-801	62.4	-	11.6991	0	15.5898	27.2888	2	Satellite/LC			TE
chr11	114608430	114608450	chr11-241	78	+	0	0	25.9829	25.9829	1	Satellite/LC	ENSMUSG00000034714.10	Ttyh2	TE
chr11	115400097	115400117	chr11-78	171.5	+	58.4953	11.4131	10.3932	80.3015	3	Satellite/LC			TE
chr11	115913769	115913789	chr11-802	62.4	-	0	2.8533	15.5898	18.443	2	3'UTR	ENSMUSG00000016559.15	H3f3b	Genic
chr11	116227234	116227254	chr11-403	78	-	0	8.5598	15.5898	24.1496	2	3'UTR	ENSMUSG00000052949.15	Rnf157	Genic
chr11	118191910	118191930	chr11-242	78	-	11.6991	8.5598	5.1966	25.4554	3	3'UTR	ENSMUSG00000017466.11	Timp2	Genic
chr11	118192077	118192097	chr11-243	78	-	0	17.1196	0	17.1196	1	3'UTR	ENSMUSG00000017466.11	Timp2	Genic
chr11	118192627	118192647	chr11-244	93.6	-	0	22.8262	10.3932	33.2193	2	3'UTR	ENSMUSG00000017466.11	Timp2	Genic
chr11	118434425	118434445	chr11-810	46.8	-	11.6991	5.7065	0	17.4056	2	Satellite/LC	ENSMUSG00000025576.18	Rbfox3	TE
chr11	118479630	118479650	chr11-407	62.4	-	0	11.4131	5.1966	16.6097	2	Deep intronic	ENSMUSG00000025576.18	Rbfox3	Genic
chr11	118572825	118572845	chr11-812	46.8	-	0	8.5598	0	8.5598	1	First intron	ENSMUSG00000025576.18	Rbfox3	Genic
chr11	118595974	118595994	chr11-814	46.8	-	0	8.5598	0	8.5598	1	Satellite/LC	ENSMUSG00000025576.18	Rbfox3	TE
chr11	118620581	118620601	chr11-815	62.4	-	0	5.7065	15.5898	21.2963	2	First intron	ENSMUSG00000025576.18	Rbfox3	Genic
chr11	118649122	118649142	chr11-822	46.8	-	11.6991	2.8533	5.1966	19.7489	3	First intron	ENSMUSG00000025576.18	Rbfox3	Genic
chr11	118675520	118675540	chr11-100	109.2	-	0	11.4131	15.5898	27.0028	2	Deep intronic	ENSMUSG00000025576.18	Rbfox3	Genic
chr11	118680466	118680486	chr11-823	78	-	0	5.7065	15.5898	21.2963	2	Deep intronic	ENSMUSG00000025576.18	Rbfox3	Genic
chr11	118684627	118684647	chr11-156	124.8	-	11.6991	19.9729	0	31.6719	2	Deep intronic	ENSMUSG00000025576.18	Rbfox3	Genic
chr11	118694982	118695002	chr11-157	93.6	-	0	14.2664	5.1966	19.4629	2	LTR/ERV	ENSMUSG00000025576.18	Rbfox3	TE
chr11	118743544	118743564	chr11-827	62.4	-	0	2.8533	15.5898	18.443	2	Satellite/LC	ENSMUSG00000025576.18	Rbfox3	TE
chr11	118784516	118784536	chr11-409	62.4	-	0	0	20.7863	20.7863	1	First intron	ENSMUSG00000025576.18	Rbfox3	Genic
chr11	118785217	118785237	chr11-830	46.8	-	0	2.8533	10.3932	13.2464	2	First intron	ENSMUSG00000025576.18	Rbfox3	Genic
chr11	118799027	118799047	chr11-831	46.8	-	0	8.5598	0	8.5598	1	First intron	ENSMUSG00000025576.18	Rbfox3	Genic
chr11	118800367	118800387	chr11-410	62.4	-	0	0	20.7863	20.7863	1	5'UTR	ENSMUSG00000025576.18	Rbfox3	Genic
chr11	118905016	118905036	chr11-832	46.8	+	0	0	15.5898	15.5898	1	LTR/ERV	ENSMUSG00000138990.1	""	TE
chr11	119140500	119140520	chr11-245	233.9	-	0	0	77.9488	77.9488	1	Satellite/LC			TE
chr11	119429583	119429603	chr11-101	124.8	-	23.3981	11.4131	10.3932	45.2044	3	3'UTR	ENSMUSG00000025582.5	Nptx1	Genic
chr11	119429880	119429900	chr11-246	93.6	-	11.6991	11.4131	5.1966	28.3087	3	3'UTR	ENSMUSG00000025582.5	Nptx1	Genic
chr11	119664819	119664839	chr11-837	46.8	+	0	8.5598	0	8.5598	1	Deep intronic	ENSMUSG00000025583.17	Rptor	Genic
chr11	119898254	119898274	chr11-247	78	-	0	14.2664	0	14.2664	1	3'UTR	ENSMUSG00000025375.16	Aatk	Genic
chr11	120322382	120322402	chr11-838	46.8	-	0	0	15.5898	15.5898	1	Deep intronic	ENSMUSG00000039703.17	Nploc4	Genic
chr11	120869147	120869167	chr11-411	62.4	-	0	0	20.7863	20.7863	1	Other SINE	ENSMUSG00000025162.19	Csnk1d	TE
chr11	121161352	121161372	chr11-839	62.4	+	0	14.2664	0	14.2664	1	First intron	ENSMUSG00000039275.10	Foxk2	Genic
chr11	121194616	121194636	chr11-840	62.4	+	11.6991	8.5598	5.1966	25.4554	3	Other SINE	ENSMUSG00000039275.10	Foxk2	TE
chr12	3286099	3286119	chr12-164	93.6	+	58.4953	8.5598	0	67.0551	2	First intron	ENSMUSG00000079179.12	Rab10os	Genic
chr12	3286188	3286208	chr12-356	109.2	+	0	11.4131	15.5898	27.0028	2	First intron	ENSMUSG00000079179.12	Rab10os	Genic
chr12	3286240	3286260	chr12-233	93.6	+	0	19.9729	0	19.9729	1	First intron	ENSMUSG00000079179.12	Rab10os	Genic
chr12	3298764	3298784	chr12-166	109.2	-	35.0972	5.7065	25.9829	66.7866	3	3'UTR	ENSMUSG00000020671.10	Rab10	Genic
chr12	3299137	3299157	chr12-167	109.2	-	11.6991	11.4131	20.7863	43.8985	3	3'UTR	ENSMUSG00000020671.10	Rab10	Genic
chr12	3495679	3495699	chr12-364	62.4	+	0	11.4131	0	11.4131	1	Proximal intronic	ENSMUSG00000037486.19	Asxl2	Genic
chr12	3808726	3808746	chr12-366	46.8	+	0	2.8533	10.3932	13.2464	2	Satellite/LC	ENSMUSG00000071454.14	Dtnb	TE
chr12	3832567	3832587	chr12-367	46.8	+	0	8.5598	0	8.5598	1	3'UTR-distal			Genic
chr12	3842290	3842310	chr12-236	62.4	+	0	11.4131	0	11.4131	1	Deep intronic			Genic
chr12	3964389	3964409	chr12-237	93.6	+	0	2.8533	25.9829	28.8362	2	3'UTR	ENSMUSG00000020661.17	Dnmt3a	Genic
chr12	4014522	4014542	chr12-238	62.4	-	0	11.4131	0	11.4131	1	3'UTR	ENSMUSG00000020658.11	Efr3b	Genic
chr12	4297470	4297490	chr12-239	62.4	-	0	8.5598	5.1966	13.7564	2	3'UTR	ENSMUSG00000020647.11	Ncoa1	Genic
chr12	4298350	4298370	chr12-131	93.6	-	0	0	31.1795	31.1795	1	3'UTR	ENSMUSG00000020647.11	Ncoa1	Genic
chr12	4480762	4480782	chr12-240	62.4	-	35.0972	8.5598	0	43.657	2	First intron	ENSMUSG00000020647.11	Ncoa1	Genic
chr12	4729389	4729409	chr12-368	62.4	+	0	2.8533	15.5898	18.443	2	3'UTR	ENSMUSG00000020640.11	Itsn2	Genic
chr12	4927284	4927304	chr12-369	46.8	-	23.3981	2.8533	0	26.2514	2	3'UTR-distal			Genic
chr12	5836975	5836995	chr12-132	124.8	+	0	22.8262	0	22.8262	1	Satellite/LC	ENSMUSG00000139929.1	""	TE
chr12	5944956	5944976	chr12-241	62.4	+	0	0	20.7863	20.7863	1	Satellite/LC	ENSMUSG00000112404.3	Gm32442	TE
chr12	8800754	8800774	chr12-242	78	+	23.3981	8.5598	0	31.9579	2	3'UTR	ENSMUSG00000020594.15	Pum2	Genic
chr12	9033387	9033407	chr12-374	46.8	-	0	0	15.5898	15.5898	1	Satellite/LC			TE
chr12	9495125	9495145	chr12-169	109.2	+	0	0	36.3761	36.3761	1	Satellite/LC	ENSMUSG00000113913.3	Gm46323	TE
chr12	11375698	11375718	chr12-12	701.8	-	46.7962	45.6523	488.4791	580.9276	3	3'UTR	ENSMUSG00000054459.9	Vsnl1	Genic
chr12	11376031	11376051	chr12-40	530.2	-	11.6991	2.8533	254.6327	269.185	3	3'UTR	ENSMUSG00000054459.9	Vsnl1	Genic
chr12	11376100	11376120	chr12-2	1699.9	-	81.8934	91.3046	1351.1124	1524.3104	3	3'UTR	ENSMUSG00000054459.9	Vsnl1	Genic
chr12	11429884	11429904	chr12-378	46.8	-	35.0972	0	0	35.0972	1	Satellite/LC	ENSMUSG00000054459.9	Vsnl1	TE
chr12	13557920	13557940	chr12-384	46.8	-	0	0	15.5898	15.5898	1	Other exon	ENSMUSG00000119368.1	Gm22170	Genic
chr12	14545178	14545198	chr12-172	78	+	58.4953	0	0	58.4953	1	Deep intronic			Genic
chr12	14556620	14556640	chr12-173	124.8	+	0	0	41.5727	41.5727	1	Other exon	ENSMUSG00000119624.1	Gm25414	Genic
chr12	16803641	16803661	chr12-385	109.2	-	23.3981	14.2664	0	37.6645	2	Satellite/LC	ENSMUSG00000036523.17	Greb1	TE
chr12	17031876	17031896	chr12-247	62.4	+	0	0	20.7863	20.7863	1	Other SINE	ENSMUSG00000020580.11	Rock2	TE
chr12	17035383	17035403	chr12-248	78	+	0	19.9729	0	19.9729	1	3'UTR	ENSMUSG00000020580.11	Rock2	Genic
