chr	start	end	name	score	strand	annotation	gene	external_gene_name	grouped_annotation
chr17	38195873	38195874	CITS_546[gene=chr17_r_c764][PH=3][PH0=0.00][P=1.56e-03]	3	-	Other exon	ENSG00000274487.5	NPEPPSP1	Genic
chr17	38206331	38206332	CITS_547[gene=chr17_r_c764][PH=3][PH0=0.00][P=1.56e-03]	3	-	Deep intronic	ENSG00000274487.5	NPEPPSP1	Genic
chr17	38208423	38208424	CITS_548[gene=chr17_r_c764][PH=4][PH0=0.00][P=6.44e-07]	4	-	Deep intronic	ENSG00000274487.5	NPEPPSP1	Genic
chr17	38519141	38519142	CITS_549[gene=chr17_r_c764][PH=5][PH0=0.00][P=1.00e-100]	5	-	Alu			TE
chr17	38640701	38640702	CITS_550[gene=chr17_r_c764][PH=4][PH0=0.00][P=6.44e-07]	4	-	Alu			TE
chr17	38751818	38751819	CITS_551[gene=chr17_r_c764][PH=28][PH0=0.00][P=1.00e-100]	28	-	tRNA*	ENSG00000277258.6		ncRNA
chr17	38869327	38869328	CITS_552[gene=chr17_r_c764][PH=6][PH0=0.00][P=1.00e-100]	6	-	tRNA*			ncRNA
chr17	39154883	39154884	CITS_553[gene=chr17_r_c764][PH=3][PH0=0.00][P=1.56e-03]	3	-	Alu			TE
chr17	39278996	39278997	CITS_554[gene=chr17_r_c764][PH=3][PH0=0.00][P=1.56e-03]	3	-	Alu	ENSG00000108306.14		TE
chr17	39371268	39371269	CITS_555[gene=chr17_r_c764][PH=3][PH0=0.00][P=1.56e-03]	3	-	First intron	ENSG00000108306.14		Genic
chr17	39380854	39380855	CITS_556[gene=chr17_r_c764][PH=3][PH0=0.00][P=1.56e-03]	3	-	First intron	ENSG00000108306.14		Genic
chr17	39392856	39392857	CITS_557[gene=chr17_r_c764][PH=3][PH0=0.00][P=1.56e-03]	3	-	Alu	ENSG00000108306.14		TE
chr17	39954139	39954140	CITS_558[gene=chr17_r_c767][PH=3][PH0=0.00][P=1.13e-04]	3	-	Alu			TE
chr17	40057318	40057319	CITS_559[gene=chr17_r_c767][PH=4][PH0=0.00][P=2.10e-08]	4	-	Alu	ENSG00000008838.22		TE
chr17	40104935	40104936	CITS_560[gene=chr17_r_c767][PH=22][PH0=0.00][P=1.00e-100]	22	-	Deep intronic			Genic
chr17	41894654	41894655	CITS_561[gene=chr17_r_c784][PH=5][PH0=0.00][P=1.33e-08]	5	-	LINE	ENSG00000131473.18		TE
chr17	41912025	41912026	CITS_562[gene=chr17_r_c784][PH=4][PH0=0.00][P=2.46e-05]	4	-	Alu	ENSG00000131473.18		TE
chr17	43120904	43120905	CITS_563[gene=chr17_r_c784][PH=5][PH0=0.00][P=1.33e-08]	5	-	Alu	ENSG00000012048.27		TE
chr17	43273290	43273291	CITS_564[gene=chr17_r_c784][PH=14][PH0=0.00][P=1.00e-100]	14	-	First intron	ENSG00000236383.9	CCDC200	Genic
chr17	43290312	43290313	CITS_565[gene=chr17_r_c784][PH=13][PH0=0.00][P=1.00e-100]	13	-	First intron	ENSG00000236383.9	CCDC200	Genic
chr17	43956553	43956554	CITS_566[gene=chr17_r_c784][PH=44][PH0=0.00][P=1.00e-100]	44	-	Deep intronic	ENSG00000131096.12		Genic
chr17	44037180	44037181	CITS_567[gene=chr17_r_c784][PH=4][PH0=0.00][P=2.46e-05]	4	-	Deep intronic	ENSG00000161654.11		Genic
chr17	44052119	44052120	CITS_568[gene=chr17_r_c784][PH=6][PH0=0.00][P=1.00e-100]	6	-	Alu	ENSG00000161654.11		TE
chr17	44056459	44056460	CITS_569[gene=chr17_r_c784][PH=4][PH0=0.00][P=2.46e-05]	4	-	Alu	ENSG00000161654.11		TE
chr17	44056832	44056833	CITS_570[gene=chr17_r_c784][PH=4][PH0=0.00][P=2.46e-05]	4	-	Alu	ENSG00000161654.11		TE
chr17	44060991	44060992	CITS_571[gene=chr17_r_c784][PH=4][PH0=0.00][P=2.46e-05]	4	-	First intron	ENSG00000161654.11		Genic
chr17	44179211	44179212	CITS_572[gene=chr17_r_c784][PH=4][PH0=0.00][P=2.46e-05]	4	-	Deep intronic	ENSG00000267080.9	ASB16-AS1	Genic
chr17	44475221	44475222	CITS_573[gene=chr17_r_c784][PH=4][PH0=0.00][P=2.46e-05]	4	-	Alu	ENSG00000186566.14		TE
chr17	45567588	45567589	CITS_574[gene=chr17_r_c784][PH=4][PH0=0.00][P=2.46e-05]	4	-	Alu	ENSG00000291175.2	""	TE
chr17	45569641	45569642	CITS_575[gene=chr17_r_c784][PH=6][PH0=0.00][P=1.00e-100]	6	-	Alu	ENSG00000291175.2	""	TE
chr17	46146460	46146461	CITS_577[gene=chr17_r_c784][PH=4][PH0=0.00][P=2.46e-05]	4	-	First intron	ENSG00000120071.16		Genic
chr17	46180333	46180334	CITS_578[gene=chr17_r_c784][PH=6][PH0=0.00][P=1.00e-100]	6	-	Alu	ENSG00000120071.16		TE
chr17	46335036	46335037	CITS_579[gene=chr17_r_c784][PH=5][PH0=0.00][P=1.33e-08]	5	-	3'UTR	ENSG00000228696.13		Genic
chr17	46347538	46347539	CITS_580[gene=chr17_r_c784][PH=5][PH0=0.00][P=1.33e-08]	5	-	Alu	ENSG00000228696.13		TE
chr17	46351933	46351934	CITS_581[gene=chr17_r_c784][PH=6][PH0=0.00][P=1.00e-100]	6	-	Deep intronic	ENSG00000228696.13		Genic
chr17	46543783	46543784	CITS_582[gene=chr17_r_c784][PH=4][PH0=0.00][P=2.46e-05]	4	-	Deep intronic	ENSG00000185829.19	ARL17A	Genic
chr17	46552890	46552891	CITS_583[gene=chr17_r_c784][PH=5][PH0=0.00][P=1.33e-08]	5	-	3'UTR	ENSG00000185829.19	ARL17A	Genic
chr17	46565473	46565474	CITS_584[gene=chr17_r_c784][PH=5][PH0=0.00][P=1.33e-08]	5	-	Alu	ENSG00000185829.19	ARL17A	TE
chr17	46569872	46569873	CITS_585[gene=chr17_r_c784][PH=6][PH0=0.00][P=1.00e-100]	6	-	Deep intronic	ENSG00000185829.19	ARL17A	Genic
chr17	47145049	47145050	CITS_586[gene=chr17_r_c784][PH=4][PH0=0.00][P=2.46e-05]	4	-	Deep intronic	ENSG00000004897.13		Genic
chr17	47146033	47146034	CITS_587[gene=chr17_r_c784][PH=8][PH0=0.00][P=1.00e-100]	8	-	LTR/ERV	ENSG00000004897.13		TE
chr17	47149215	47149216	CITS_588[gene=chr17_r_c784][PH=5][PH0=0.00][P=1.33e-08]	5	-	LINE	ENSG00000004897.13		TE
chr17	47149640	47149641	CITS_589[gene=chr17_r_c784][PH=4][PH0=0.00][P=2.46e-05]	4	-	LINE	ENSG00000004897.13		TE
chr17	48549709	48549710	CITS_590[gene=chr17_r_c814][PH=3][PH0=0.00][P=6.57e-03]	3	-	3'UTR	ENSG00000120093.13		Genic
chr17	48559268	48559269	CITS_591[gene=chr17_r_c814][PH=3][PH0=0.00][P=6.57e-03]	3	-	First intron	ENSG00000120093.13		Genic
chr17	48604683	48604684	CITS_592[gene=chr17_r_c814][PH=4][PH0=0.00][P=9.44e-06]	4	-	3'UTR-distal	ENSG00000108511.11		Genic
chr17	48624138	48624139	CITS_593[gene=chr17_r_c814][PH=3][PH0=0.00][P=6.57e-03]	3	-	First intron	ENSG00000170689.10	HOXB9	Genic
chr17	48893222	48893223	CITS_595[gene=chr17_r_c818][PH=3][PH0=0.00][P=2.56e-04]	3	-	First intron	ENSG00000293025.2	""	Genic
chr17	48935063	48935064	CITS_596[gene=chr17_r_c818][PH=5][PH0=0.00][P=1.00e-100]	5	-	Deep intronic	ENSG00000159210.11		Genic
chr17	48937468	48937469	CITS_597[gene=chr17_r_c818][PH=3][PH0=0.00][P=2.56e-04]	3	-	Alu	ENSG00000159210.11		TE
chr17	48949521	48949522	CITS_598[gene=chr17_r_c818][PH=4][PH0=0.00][P=8.11e-08]	4	-	3'UTR-distal			Genic
chr17	49355919	49355920	CITS_599[gene=chr17_r_c935][PH=5][PH0=0.00][P=1.00e-100]	5	-	First intron	ENSG00000198740.10		Genic
chr17	49357010	49357011	CITS_600[gene=chr17_r_c935][PH=5][PH0=0.00][P=1.00e-100]	5	-	Satellite/LC	ENSG00000198740.10		TE
chr17	49379370	49379371	CITS_601[gene=chr17_r_c935][PH=3][PH0=0.00][P=9.66e-04]	3	-	Alu	ENSG00000300094.1	""	TE
chr17	49657026	49657027	CITS_602[gene=chr17_r_c935][PH=3][PH0=0.00][P=9.66e-04]	3	-	Alu	ENSG00000121067.20		TE
chr17	50150689	50150690	CITS_603[gene=chr17_r_c935][PH=4][PH0=0.00][P=4.17e-07]	4	-	5'UTR	ENSG00000108819.12		Genic
chr17	50316708	50316709	CITS_604[gene=chr17_r_c955][PH=3][PH0=0.00][P=4.87e-05]	3	-	Intergenic			Intergenic
chr17	50862898	50862899	CITS_605[gene=chr17_r_c976][PH=3][PH0=0.00][P=5.73e-04]	3	-	3'UTR	ENSG00000141232.6		Genic
chr17	50990610	50990611	CITS_606[gene=chr17_r_c976][PH=7][PH0=0.00][P=1.00e-100]	7	-	CDS	ENSG00000008294.23		Genic
chr17	51082237	51082238	CITS_607[gene=chr17_r_c976][PH=4][PH0=0.00][P=1.44e-07]	4	-	Alu	ENSG00000008294.23		TE
chr17	51101050	51101051	CITS_608[gene=chr17_r_c976][PH=3][PH0=0.00][P=5.73e-04]	3	-	First intron	ENSG00000008294.23		Genic
chr17	51190242	51190243	CITS_609[gene=chr17_r_c976][PH=3][PH0=0.00][P=5.73e-04]	3	-	Deep intronic	ENSG00000011258.17		Genic
chr17	51885833	51885834	CITS_610[gene=chr17_r_c976][PH=3][PH0=0.00][P=5.73e-04]	3	-	Deep intronic	ENSG00000154975.15		Genic
chr17	54056712	54056713	CITS_611[gene=chr17_r_c1009][PH=3][PH0=0.00][P=5.34e-07]	3	-	Alu	ENSG00000285939.3	""	TE
chr17	54093243	54093244	CITS_612[gene=chr17_r_c1009][PH=2][PH0=0.00][P=6.60e-03]	2	-	Deep intronic	ENSG00000285939.3	""	Genic
chr17	54693072	54693073	CITS_613[gene=chr17_r_c1048][PH=2][PH0=0.00][P=6.92e-03]	2	-	First intron	ENSG00000288036.2	""	Genic
chr17	54771495	54771496	CITS_614[gene=chr17_r_c1048][PH=2][PH0=0.00][P=6.92e-03]	2	-	Deep intronic			Genic
chr17	55406872	55406873	CITS_615[gene=chr17_r_c1058][PH=3][PH0=0.00][P=4.31e-05]	3	-	Alu	ENSG00000108960.10		TE
chr17	55817457	55817458	CITS_616[gene=chr17_r_c1081][PH=2][PH0=0.00][P=5.54e-03]	2	-	Deep intronic			Genic
chr17	57696579	57696580	CITS_617[gene=chr17_r_c1126][PH=2][PH0=0.00][P=5.49e-03]	2	-	Alu			TE
chr17	57791392	57791393	CITS_618[gene=chr17_r_c1131][PH=91][PH0=0.00][P=1.00e-100]	91	-	LINE	ENSG00000265542.6	""	TE
chr17	57847155	57847156	CITS_619[gene=chr17_r_c1131][PH=3][PH0=0.00][P=4.49e-03]	3	-	Alu	ENSG00000181610.14		TE
chr17	57993567	57993568	CITS_620[gene=chr17_r_c1131][PH=3][PH0=0.00][P=4.49e-03]	3	-	3'UTR-distal	ENSG00000264112.2	""	Genic
chr17	57994460	57994461	CITS_621[gene=chr17_r_c1131][PH=3][PH0=0.00][P=4.49e-03]	3	-	3'UTR-distal	ENSG00000264112.2	""	Genic
chr17	57995414	57995415	CITS_622[gene=chr17_r_c1131][PH=3][PH0=0.00][P=4.49e-03]	3	-	3'UTR-distal	ENSG00000266086.3	""	Genic
chr17	57995693	57995694	CITS_623[gene=chr17_r_c1131][PH=3][PH0=0.00][P=4.49e-03]	3	-	3'UTR-distal	ENSG00000266086.3	""	Genic
chr17	57996185	57996186	CITS_624[gene=chr17_r_c1131][PH=3][PH0=0.00][P=4.49e-03]	3	-	3'UTR-distal	ENSG00000266086.3	""	Genic
chr17	57996575	57996576	CITS_625[gene=chr17_r_c1131][PH=3][PH0=0.00][P=4.49e-03]	3	-	3'UTR-distal	ENSG00000266086.3	""	Genic
chr17	57996612	57996613	CITS_626[gene=chr17_r_c1131][PH=3][PH0=0.00][P=4.49e-03]	3	-	3'UTR-distal	ENSG00000266086.3	""	Genic
chr17	57998567	57998568	CITS_627[gene=chr17_r_c1131][PH=3][PH0=0.00][P=4.49e-03]	3	-	3'UTR-distal	ENSG00000266086.3	""	Genic
chr17	57999452	57999453	CITS_628[gene=chr17_r_c1131][PH=4][PH0=0.00][P=2.59e-06]	4	-	3'UTR-distal	ENSG00000266086.3	""	Genic
chr17	58000905	58000906	CITS_629[gene=chr17_r_c1131][PH=4][PH0=0.00][P=2.59e-06]	4	-	3'UTR-distal	ENSG00000266086.3	""	Genic
chr17	58001599	58001600	CITS_631[gene=chr17_r_c1131][PH=3][PH0=0.00][P=4.49e-03]	3	-	3'UTR	ENSG00000136450.13	SRSF1	Genic
chr17	58001813	58001814	CITS_632[gene=chr17_r_c1131][PH=5][PH0=0.00][P=1.75e-09]	5	-	3'UTR	ENSG00000136450.13	SRSF1	Genic
chr17	58002063	58002064	CITS_633[gene=chr17_r_c1131][PH=4][PH0=0.00][P=2.59e-06]	4	-	3'UTR	ENSG00000136450.13	SRSF1	Genic
chr17	58002410	58002411	CITS_634[gene=chr17_r_c1131][PH=3][PH0=0.00][P=4.49e-03]	3	-	3'UTR	ENSG00000136450.13	SRSF1	Genic
chr17	58002584	58002585	CITS_635[gene=chr17_r_c1131][PH=3][PH0=0.00][P=4.49e-03]	3	-	3'UTR	ENSG00000136450.13	SRSF1	Genic
chr17	58002697	58002698	CITS_636[gene=chr17_r_c1131][PH=10][PH0=0.00][P=1.00e-100]	10	-	3'UTR	ENSG00000136450.13	SRSF1	Genic
chr17	58003177	58003178	CITS_637[gene=chr17_r_c1131][PH=3][PH0=0.00][P=4.49e-03]	3	-	3'UTR	ENSG00000136450.13	SRSF1	Genic
chr17	58003623	58003624	CITS_638[gene=chr17_r_c1131][PH=9][PH0=0.00][P=1.00e-100]	9	-	3'UTR	ENSG00000136450.13	SRSF1	Genic
chr17	58003729	58003730	CITS_639[gene=chr17_r_c1131][PH=7][PH0=0.00][P=1.00e-100]	7	-	3'UTR	ENSG00000136450.13	SRSF1	Genic
chr17	58003779	58003780	CITS_640[gene=chr17_r_c1131][PH=8][PH0=0.00][P=1.00e-100]	8	-	3'UTR	ENSG00000136450.13	SRSF1	Genic
chr17	58003825	58003826	CITS_641[gene=chr17_r_c1131][PH=8][PH0=0.00][P=1.00e-100]	8	-	3'UTR	ENSG00000136450.13	SRSF1	Genic
chr17	58003909	58003910	CITS_642[gene=chr17_r_c1131][PH=5][PH0=0.00][P=1.75e-09]	5	-	3'UTR	ENSG00000136450.13	SRSF1	Genic
chr17	58004136	58004137	CITS_643[gene=chr17_r_c1131][PH=4][PH0=0.00][P=2.59e-06]	4	-	3'UTR	ENSG00000136450.13	SRSF1	Genic
chr17	58004592	58004593	CITS_644[gene=chr17_r_c1131][PH=3][PH0=0.00][P=4.49e-03]	3	-	3'UTR	ENSG00000136450.13	SRSF1	Genic
chr17	58004701	58004702	CITS_645[gene=chr17_r_c1131][PH=16][PH0=0.00][P=1.00e-100]	16	-	3'UTR	ENSG00000136450.13	SRSF1	Genic
chr17	58004774	58004775	CITS_646[gene=chr17_r_c1131][PH=5][PH0=0.00][P=1.75e-09]	5	-	3'UTR	ENSG00000136450.13	SRSF1	Genic
chr17	58004977	58004978	CITS_647[gene=chr17_r_c1131][PH=4][PH0=0.00][P=2.59e-06]	4	-	3'UTR	ENSG00000136450.13	SRSF1	Genic
chr17	58348826	58348827	CITS_648[gene=chr17_r_c1131][PH=15][PH0=0.00][P=1.00e-100]	15	-	3'UTR-distal	ENSG00000213246.7	SUPT4H1	Genic
chr17	59045478	59045479	CITS_649[gene=chr17_r_c1131][PH=3][PH0=0.00][P=4.49e-03]	3	-	Alu	ENSG00000108395.15		TE
chr17	59084774	59084775	CITS_651[gene=chr17_r_c1131][PH=3][PH0=0.00][P=4.49e-03]	3	-	LTR/ERV	ENSG00000108395.15		TE
chr17	59129443	59129444	CITS_652[gene=chr17_r_c1131][PH=12][PH0=0.00][P=1.00e-100]	12	-	First intron	ENSG00000182628.14		Genic
chr17	59795487	59795488	CITS_653[gene=chr17_r_c1232][PH=3][PH0=0.00][P=2.00e-03]	3	-	Deep intronic			Genic
chr17	59956509	59956510	CITS_654[gene=chr17_r_c1232][PH=3][PH0=0.00][P=2.00e-03]	3	-	CDS	ENSG00000189050.17		Genic
chr17	59981858	59981859	CITS_655[gene=chr17_r_c1232][PH=3][PH0=0.00][P=2.00e-03]	3	-	Alu	ENSG00000266992.1	DHX40P1	TE
chr17	60504540	60504541	CITS_656[gene=chr17_r_c1232][PH=3][PH0=0.00][P=2.00e-03]	3	-	LINE	ENSG00000062725.11		TE
chr17	61257260	61257261	CITS_657[gene=chr17_r_c1257][PH=5][PH0=0.00][P=1.00e-100]	5	-	Alu			TE
chr17	61653821	61653822	CITS_658[gene=chr17_r_c1257][PH=6][PH0=0.00][P=1.00e-100]	6	-	Alu			TE
chr17	61710883	61710884	CITS_659[gene=chr17_r_c1257][PH=3][PH0=0.00][P=2.12e-04]	3	-	Alu	ENSG00000136492.11		TE
chr17	61713314	61713315	CITS_660[gene=chr17_r_c1257][PH=3][PH0=0.00][P=2.12e-04]	3	-	Deep intronic	ENSG00000136492.11		Genic
chr17	61729141	61729142	CITS_661[gene=chr17_r_c1257][PH=9][PH0=0.00][P=1.00e-100]	9	-	Alu	ENSG00000136492.11		TE
chr17	61730587	61730588	CITS_662[gene=chr17_r_c1257][PH=3][PH0=0.00][P=2.12e-04]	3	-	Deep intronic	ENSG00000136492.11		Genic
chr17	61735814	61735815	CITS_663[gene=chr17_r_c1257][PH=3][PH0=0.00][P=2.12e-04]	3	-	LTR/ERV	ENSG00000136492.11		TE
chr17	61764678	61764679	CITS_664[gene=chr17_r_c1257][PH=3][PH0=0.00][P=2.12e-04]	3	-	Deep intronic	ENSG00000136492.11		Genic
chr17	61779014	61779015	CITS_665[gene=chr17_r_c1284][PH=4][PH0=0.09][P=7.19e-04]	4	-	Deep intronic	ENSG00000136492.11		Genic
chr17	61801458	61801459	CITS_666[gene=chr17_r_c1315][PH=5][PH0=0.00][P=4.17e-08]	5	-	CDS	ENSG00000136492.11		Genic
chr17	61997826	61997827	CITS_667[gene=chr17_r_c1315][PH=4][PH0=0.00][P=3.78e-05]	4	-	Deep intronic	ENSG00000108510.11		Genic
chr17	62003451	62003452	CITS_668[gene=chr17_r_c1315][PH=4][PH0=0.00][P=3.78e-05]	4	-	Alu	ENSG00000108510.11		TE
chr17	62006628	62006629	CITS_669[gene=chr17_r_c1315][PH=4][PH0=0.00][P=3.78e-05]	4	-	Deep intronic	ENSG00000108510.11		Genic
chr17	62008166	62008167	CITS_670[gene=chr17_r_c1315][PH=4][PH0=0.00][P=3.78e-05]	4	-	Alu	ENSG00000108510.11		TE
chr17	62037100	62037101	CITS_671[gene=chr17_r_c1315][PH=5][PH0=0.00][P=4.17e-08]	5	-	Alu	ENSG00000108510.11		TE
chr17	62038062	62038063	CITS_672[gene=chr17_r_c1315][PH=4][PH0=0.00][P=3.78e-05]	4	-	Deep intronic	ENSG00000108510.11		Genic
chr17	62048253	62048254	CITS_673[gene=chr17_r_c1315][PH=5][PH0=0.00][P=4.17e-08]	5	-	Alu	ENSG00000108510.11		TE
chr17	62445667	62445668	CITS_674[gene=chr17_r_c1316][PH=5][PH0=0.00][P=1.00e-15]	5	-	Alu			TE
chr17	62501078	62501079	CITS_675[gene=chr17_r_c1316][PH=4][PH0=0.00][P=3.17e-06]	4	-	Alu			TE
chr17	63586624	63586625	CITS_676[gene=chr17_r_c1316][PH=4][PH0=0.00][P=3.17e-06]	4	-	Alu			TE
chr17	63715315	63715316	CITS_677[gene=chr17_r_c1316][PH=5][PH0=0.00][P=1.00e-15]	5	-	Other SINE	ENSG00000125695.12	""	TE
chr17	63720946	63720947	CITS_678[gene=chr17_r_c1316][PH=4][PH0=0.00][P=3.17e-06]	4	-	Alu	ENSG00000125695.12	""	TE
chr17	63760405	63760406	CITS_679[gene=chr17_r_c1316][PH=3][PH0=0.00][P=5.99e-03]	3	-	Deep intronic	ENSG00000108588.16		Genic
chr17	63766103	63766104	CITS_680[gene=chr17_r_c1316][PH=3][PH0=0.00][P=5.99e-03]	3	-	CDS	ENSG00000108588.16		Genic
chr17	63839570	63839571	CITS_681[gene=chr17_r_c1316][PH=3][PH0=0.00][P=5.99e-03]	3	-	Satellite/LC	ENSG00000108604.19		TE
chr17	63907624	63907625	CITS_682[gene=chr17_r_c1316][PH=3][PH0=0.00][P=5.99e-03]	3	-	3'UTR-distal			Genic
chr17	64305868	64305869	CITS_683[gene=chr17_r_c1316][PH=5][PH0=0.00][P=1.00e-15]	5	-	Alu			TE
chr17	64344542	64344543	CITS_684[gene=chr17_r_c1316][PH=3][PH0=0.00][P=5.99e-03]	3	-	Deep intronic	ENSG00000261371.7		Genic
chr17	64488464	64488465	CITS_686[gene=chr17_r_c1316][PH=3][PH0=0.00][P=5.99e-03]	3	-	3'UTR-distal	ENSG00000256525.9		Genic
chr17	64499734	64499735	CITS_687[gene=chr17_r_c1316][PH=10][PH0=0.00][P=1.00e-100]	10	-	3'UTR	ENSG00000108654.17		Genic
chr17	64499780	64499781	CITS_688[gene=chr17_r_c1316][PH=3][PH0=0.00][P=5.99e-03]	3	-	3'UTR	ENSG00000108654.17		Genic
chr17	64499846	64499847	CITS_689[gene=chr17_r_c1316][PH=3][PH0=0.00][P=5.99e-03]	3	-	3'UTR	ENSG00000108654.17		Genic
chr17	64500095	64500096	CITS_690[gene=chr17_r_c1316][PH=3][PH0=0.00][P=5.99e-03]	3	-	CDS	ENSG00000108654.17		Genic
chr17	64500877	64500878	CITS_691[gene=chr17_r_c1316][PH=7][PH0=0.00][P=1.00e-100]	7	-	Deep intronic	ENSG00000108654.17		Genic
chr17	64500943	64500944	CITS_692[gene=chr17_r_c1316][PH=6][PH0=0.00][P=1.00e-100]	6	-	Deep intronic	ENSG00000108654.17		Genic
chr17	64500972	64500973	CITS_693[gene=chr17_r_c1316][PH=3][PH0=0.00][P=5.99e-03]	3	-	Deep intronic	ENSG00000108654.17		Genic
chr17	64501104	64501105	CITS_694[gene=chr17_r_c1316][PH=12][PH0=0.00][P=1.00e-100]	12	-	Deep intronic	ENSG00000108654.17		Genic
chr17	64501200	64501201	CITS_695[gene=chr17_r_c1316][PH=31][PH0=0.00][P=1.00e-100]	31	-	Deep intronic	ENSG00000108654.17		Genic
chr17	64501272	64501273	CITS_696[gene=chr17_r_c1316][PH=6][PH0=0.00][P=1.00e-100]	6	-	Deep intronic	ENSG00000108654.17		Genic
chr17	64501532	64501533	CITS_697[gene=chr17_r_c1316][PH=12][PH0=0.00][P=1.00e-100]	12	-	Deep intronic	ENSG00000108654.17		Genic
chr17	64501583	64501584	CITS_698[gene=chr17_r_c1316][PH=21][PH0=0.00][P=1.00e-100]	21	-	Deep intronic	ENSG00000108654.17		Genic
chr17	64501857	64501858	CITS_699[gene=chr17_r_c1316][PH=6][PH0=0.00][P=1.00e-100]	6	-	Deep intronic	ENSG00000108654.17		Genic
chr17	64501915	64501916	CITS_700[gene=chr17_r_c1316][PH=4][PH0=0.00][P=3.17e-06]	4	-	Proximal intronic	ENSG00000108654.17		Genic
chr17	64502494	64502495	CITS_701[gene=chr17_r_c1316][PH=3][PH0=0.00][P=5.99e-03]	3	-	CDS	ENSG00000108654.17		Genic
chr17	64504715	64504716	CITS_702[gene=chr17_r_c1316][PH=4][PH0=0.00][P=3.17e-06]	4	-	CDS	ENSG00000108654.17		Genic
chr17	64634002	64634003	CITS_703[gene=chr17_r_c1316][PH=3][PH0=0.00][P=5.99e-03]	3	-	Alu	ENSG00000108854.17		TE
chr17	64653078	64653079	CITS_704[gene=chr17_r_c1316][PH=3][PH0=0.00][P=5.99e-03]	3	-	LINE	ENSG00000108854.17		TE
chr17	64657265	64657266	CITS_705[gene=chr17_r_c1316][PH=3][PH0=0.00][P=5.99e-03]	3	-	LINE	ENSG00000108854.17		TE
chr17	64889305	64889306	CITS_706[gene=chr17_r_c1316][PH=3][PH0=0.00][P=5.99e-03]	3	-	Deep intronic	ENSG00000176809.11	LRRC37A3	Genic
chr17	64903726	64903727	CITS_707[gene=chr17_r_c1316][PH=3][PH0=0.00][P=5.99e-03]	3	-	Deep intronic	ENSG00000176809.11	LRRC37A3	Genic
chr17	64903845	64903846	CITS_708[gene=chr17_r_c1316][PH=3][PH0=0.00][P=5.99e-03]	3	-	Deep intronic	ENSG00000176809.11	LRRC37A3	Genic
chr17	64914561	64914562	CITS_709[gene=chr17_r_c1316][PH=4][PH0=0.00][P=3.17e-06]	4	-	Alu	ENSG00000176809.11	LRRC37A3	TE
chr17	64916617	64916618	CITS_710[gene=chr17_r_c1316][PH=6][PH0=0.00][P=1.00e-100]	6	-	Alu	ENSG00000176809.11	LRRC37A3	TE
chr17	64917661	64917662	CITS_711[gene=chr17_r_c1316][PH=3][PH0=0.00][P=5.99e-03]	3	-	Deep intronic	ENSG00000176809.11	LRRC37A3	Genic
chr17	64932953	64932954	CITS_712[gene=chr17_r_c1316][PH=3][PH0=0.00][P=5.99e-03]	3	-	Alu	ENSG00000303765.1	""	TE
chr17	64944157	64944158	CITS_713[gene=chr17_r_c1316][PH=4][PH0=0.00][P=3.17e-06]	4	-	Alu	ENSG00000303765.1	""	TE
chr17	64953205	64953206	CITS_714[gene=chr17_r_c1316][PH=4][PH0=0.00][P=3.17e-06]	4	-	First intron	ENSG00000303765.1	""	Genic
chr17	64954573	64954574	CITS_715[gene=chr17_r_c1316][PH=3][PH0=0.00][P=5.99e-03]	3	-	First intron	ENSG00000303765.1	""	Genic
chr17	65045161	65045162	CITS_716[gene=chr17_r_c1316][PH=3][PH0=0.00][P=5.99e-03]	3	-	First intron	ENSG00000120063.11		Genic
chr17	65050991	65050992	CITS_717[gene=chr17_r_c1316][PH=3][PH0=0.00][P=5.99e-03]	3	-	First intron	ENSG00000120063.11		Genic
chr17	65989067	65989068	CITS_718[gene=chr17_r_c1336][PH=3][PH0=0.00][P=3.83e-04]	3	-	Alu	ENSG00000154240.19		TE
chr17	66465946	66465947	CITS_719[gene=chr17_r_c1351][PH=12][PH0=0.00][P=1.00e-100]	12	-	Deep intronic			Genic
chr17	67071750	67071751	CITS_720[gene=chr17_r_c1352][PH=4][PH0=0.00][P=6.50e-07]	4	-	3'UTR	ENSG00000198265.13		Genic
chr17	67074694	67074695	CITS_721[gene=chr17_r_c1352][PH=3][PH0=0.00][P=1.39e-03]	3	-	3'UTR	ENSG00000198265.13		Genic
chr17	67103169	67103170	CITS_722[gene=chr17_r_c1352][PH=3][PH0=0.00][P=1.39e-03]	3	-	LINE	ENSG00000198265.13		TE
chr17	67167523	67167524	CITS_723[gene=chr17_r_c1352][PH=8][PH0=0.00][P=1.00e-100]	8	-	CDS	ENSG00000198265.13		Genic
chr17	67355834	67355835	CITS_724[gene=chr17_r_c1352][PH=3][PH0=0.00][P=1.39e-03]	3	-	Alu	ENSG00000197170.11		TE
chr17	67356263	67356264	CITS_725[gene=chr17_r_c1352][PH=4][PH0=0.00][P=6.50e-07]	4	-	First intron	ENSG00000197170.11		Genic
chr17	67363648	67363649	CITS_726[gene=chr17_r_c1352][PH=3][PH0=0.00][P=1.39e-03]	3	-	First intron	ENSG00000197170.11		Genic
chr17	67429541	67429542	CITS_727[gene=chr17_r_c1352][PH=3][PH0=0.00][P=1.39e-03]	3	-	Alu			TE
chr17	67676050	67676051	CITS_728[gene=chr17_r_c1352][PH=3][PH0=0.00][P=1.39e-03]	3	-	Alu	ENSG00000288109.2	""	TE
