chr	start	end	name	score	strand	tagNumber(k)	mutationFreq(m)	FDR	count(>=m,k)	annotation	gene	external_gene_name	grouped_annotation
chrM	2456	2457	chrM_f_c22[k=69][m=4]	4	+	69	4	0	1	Other exon	ENSG00000210082.2	MT-RNR2	Genic
chr2	54668708	54668709	chr2_f_c70[k=88][m=4]	4	+	88	4	0	1	3'UTR	ENSG00000115306.18		Genic
chr9	6835729	6835730	chr9_f_c13[k=102][m=4]	4	+	102	4	0	1	Deep intronic	ENSG00000107077.22		Genic
chr17	28723720	28723721	chr17_f_c45[k=144][m=4]	4	+	144	4	0	1	Proximal intronic	ENSG00000198242.15		Genic
chr5	80299535	80299536	chr5_r_c138[k=144][m=4]	4	-	144	4	0	1	Deep intronic			Genic
chr21	8393850	8393851	chr21_f_c46[k=157][m=4]	4	+	157	4	0	1	Deep intronic	ENSG00000280441.4	""	Genic
chr1	30949143	30949144	chr1_r_c71[k=183][m=4]	4	-	183	4	0	1	Deep intronic	ENSG00000134644.17		Genic
chr1	30935714	30935715	chr1_r_c68[k=184][m=4]	4	-	184	4	0	1	Deep intronic	ENSG00000134644.17		Genic
chr15	66501283	66501284	chr15_r_c76[k=189][m=4]	4	-	189	4	0	1	First intron	ENSG00000174444.16		Genic
chr9	133350879	133350880	chr9_f_c178[k=190][m=4]	4	+	190	4	0	1	Proximal intronic	ENSG00000148303.18		Genic
chr15	66502054	66502055	chr15_r_c80[k=191][m=4]	4	-	191	4	0	1	First intron	ENSG00000174444.16		Genic
chr5	94569484	94569485	chr5_r_c191[k=260][m=4]	4	-	260	4	0	1	First intron	ENSG00000185261.16	KIAA0825	Genic
chr9	131485733	131485734	chr9_f_c164[k=339][m=4]	4	+	339	4	0	1	Deep intronic	ENSG00000235284.1	SNORD62A	Genic
chr9	131490554	131490555	chr9_f_c166[k=340][m=4]	4	+	340	4	0	1	Deep intronic	ENSG00000231587.1	SNORD62B	Genic
chr11	62854656	62854657	chr11_r_c133[k=428][m=4]	4	-	428	4	0	1	Proximal intronic	ENSG00000255717.10	SNHG1	Genic
chr11	62855591	62855592	chr11_r_c142[k=484][m=4]	4	-	484	4	0	1	First intron	ENSG00000255717.10	SNHG1	Genic
chr7	5527623	5527624	chr7_r_c7[k=684][m=4]	4	-	684	4	0	1	3'UTR	ENSG00000075624.18		Genic
chr7	5527606	5527607	chr7_r_c6[k=712][m=4]	4	-	712	4	0	1	3'UTR	ENSG00000075624.18		Genic
chr8	66922505	66922506	chr8_r_c58[k=913][m=4]	4	-	913	4	0	1	Proximal intronic	ENSG00000245910.10	SNHG6	Genic
chr10	104669525	104669526	chr10_r_c130[k=1][m=3]	3	-	1	3	0	8	LINE			TE
chr10	46839413	46839414	chr10_f_c59[k=1][m=3]	3	+	1	3	0	8	Deep intronic			Genic
chr10	70824721	70824722	chr10_r_c95[k=1][m=3]	3	-	1	3	0	8	Deep intronic			Genic
chr10	79512850	79512851	chr10_f_c108[k=1][m=3]	3	+	1	3	0	8	CDS	ENSG00000253626.4	EIF5AL1	Genic
chr10	80247479	80247480	chr10_r_c100[k=1][m=3]	3	-	1	3	0	8	Other exon	ENSG00000234743.1	EIF5AP4	Genic
chr11	12371535	12371536	chr11_r_c40[k=1][m=3]	3	-	1	3	0	9	LINE			TE
chr11	125760167	125760168	chr11_f_c235[k=1][m=3]	3	+	1	3	0	9	LINE			TE
chr11	16732252	16732253	chr11_r_c53[k=1][m=3]	3	-	1	3	0	9	LINE			TE
chr1	120171322	120171323	chr1_r_c268[k=1][m=3]	3	-	1	3	0	45	First intron	ENSG00000265808.5		Genic
chr11	31576078	31576079	chr11_f_c40[k=1][m=3]	3	+	1	3	0	9	LINE	ENSG00000109911.20		TE
chr11	43004730	43004731	chr11_f_c51[k=1][m=3]	3	+	1	3	0	9	LINE			TE
chr1	143822787	143822788	chr1_f_c266[k=1][m=3]	3	+	1	3	0	45	LINE			TE
chr1	144888961	144888962	chr1_r_c277[k=1][m=3]	3	-	1	3	0	45	3'UTR	ENSG00000196369.13		Genic
chr1	146156204	146156205	chr1_r_c285[k=1][m=3]	3	-	1	3	0	45	3'UTR	ENSG00000264343.8		Genic
chr1	148607134	148607135	chr1_r_c290[k=1][m=3]	3	-	1	3	0	45	CDS	ENSG00000286019.4		Genic
chr1	148786892	148786893	chr1_r_c293[k=1][m=3]	3	-	1	3	0	45	TSS-proximal			Genic
chr1	149343358	149343359	chr1_f_c282[k=1][m=3]	3	+	1	3	0	45	Deep intronic	ENSG00000274265.6	""	Genic
chr1	149464100	149464101	chr1_f_c284[k=1][m=3]	3	+	1	3	0	45	CDS	ENSG00000286185.1	""	Genic
chr1	178306124	178306125	chr1_r_c370[k=1][m=3]	3	-	1	3	0	45	LINE			TE
chr1	180701499	180701500	chr1_r_c373[k=1][m=3]	3	-	1	3	0	45	LINE			TE
chr1	191203306	191203307	chr1_r_c381[k=1][m=3]	3	-	1	3	0	45	LINE			TE
chr11	99325	99326	chr11_r_c0[k=1][m=3]	3	-	1	3	0	9	Intergenic			Intergenic
chr1	206409780	206409781	chr1_f_c405[k=1][m=3]	3	+	1	3	0	45	Alu	ENSG00000266028.9		TE
chr1	225218444	225218445	chr1_f_c446[k=1][m=3]	3	+	1	3	0	45	LINE	ENSG00000185842.16	DNAH14	TE
chr1	241427906	241427907	chr1_r_c475[k=1][m=3]	3	-	1	3	0	45	LINE			TE
chr12	54122514	54122515	chr12_r_c104[k=1][m=3]	3	-	1	3	0	4	First intron	ENSG00000250432.6	FAM242C	Genic
chr12	7660879	7660880	chr12_f_c18[k=1][m=3]	3	+	1	3	0	4	LINE			TE
chr13	20057312	20057313	chr13_f_c4[k=1][m=3]	3	+	1	3	0	5	Alu	ENSG00000121741.18		TE
chr13	25639659	25639660	chr13_f_c8[k=1][m=3]	3	+	1	3	0	5	LINE	ENSG00000132932.19	ATP8A2	TE
chr13	54281890	54281891	chr13_f_c54[k=1][m=3]	3	+	1	3	0	5	LINE	ENSG00000294129.1	""	TE
chr14	19085967	19085968	chr14_f_c2[k=1][m=3]	3	+	1	3	0	7	LTR/ERV	ENSG00000293329.2	DUXAP9	TE
chr14	19113417	19113418	chr14_f_c4[k=1][m=3]	3	+	1	3	0	7	Deep intronic	ENSG00000293329.2	DUXAP9	Genic
chr14	19286570	19286571	chr14_r_c0[k=1][m=3]	3	-	1	3	0	7	Deep intronic	ENSG00000292986.2	DUXAP10	Genic
chr14	19314078	19314079	chr14_r_c2[k=1][m=3]	3	-	1	3	0	7	LTR/ERV	ENSG00000292986.2	DUXAP10	TE
chr1	463096	463097	chr1_r_c0[k=1][m=3]	3	-	1	3	0	45	Intergenic	ENSG00000290385.2	""	Intergenic
chr14	69869138	69869139	chr14_r_c96[k=1][m=3]	3	-	1	3	0	7	LINE	ENSG00000308116.1	""	TE
chr15	30645229	30645230	chr15_f_c7[k=1][m=3]	3	+	1	3	0	9	First intron	ENSG00000284906.3	""	Genic
chr15	68661572	68661573	chr15_r_c88[k=1][m=3]	3	-	1	3	0	9	Deep intronic			Genic
chr15	82387413	82387414	chr15_f_c101[k=1][m=3]	3	+	1	3	0	9	First intron	ENSG00000290945.2	""	Genic
chr15	84258555	84258556	chr15_f_c107[k=1][m=3]	3	+	1	3	0	9	Deep intronic	ENSG00000291062.2	""	Genic
chr15	84372608	84372609	chr15_f_c108[k=1][m=3]	3	+	1	3	0	9	Deep intronic	ENSG00000291062.2	""	Genic
chr16	16335677	16335678	chr16_f_c10[k=1][m=3]	3	+	1	3	0	9	LINE	ENSG00000183889.15		TE
chr16	22497941	22497942	chr16_f_c18[k=1][m=3]	3	+	1	3	0	9	LINE			TE
chr1	65163496	65163497	chr1_f_c135[k=1][m=3]	3	+	1	3	0	45	LTR/ERV	ENSG00000162433.16		TE
chr17	30606657	30606658	chr17_f_c54[k=1][m=3]	3	+	1	3	0	10	First intron	ENSG00000214719.14	""	Genic
chr17	31020156	31020157	chr17_f_c59[k=1][m=3]	3	+	1	3	0	10	First intron	ENSG00000266865.9	""	Genic
chr17	4431616	4431617	chr17_f_c3[k=1][m=3]	3	+	1	3	0	10	Alu			TE
chr17	64595307	64595308	chr17_r_c118[k=1][m=3]	3	-	1	3	0	10	Deep intronic	ENSG00000108854.17		Genic
chr17	7311053	7311054	chr17_f_c8[k=1][m=3]	3	+	1	3	0	10	CDS	ENSG00000132507.19		Genic
chr19	37921862	37921863	chr19_f_c68[k=1][m=3]	3	+	1	3	0	5	Alu	ENSG00000105738.12		TE
chr19	57821587	57821588	chr19_f_c119[k=1][m=3]	3	+	1	3	0	5	3'UTR-distal	ENSG00000268750.7	""	Genic
chr19	57852292	57852293	chr19_f_c121[k=1][m=3]	3	+	1	3	0	5	3'UTR-distal	ENSG00000198466.13		Genic
chr19	57914752	57914753	chr19_r_c64[k=1][m=3]	3	-	1	3	0	5	3'UTR-distal	ENSG00000173480.11	ZNF417	Genic
chr20	29481325	29481326	chr20_r_c26[k=1][m=3]	3	-	1	3	0	3	Proximal intronic	ENSG00000282995.1	FRG1EP	Genic
chr20	29552090	29552091	chr20_f_c76[k=1][m=3]	3	+	1	3	0	3	Other SINE	ENSG00000287889.2	FAM242B	TE
chr20	30332317	30332318	chr20_r_c27[k=1][m=3]	3	-	1	3	0	3	First intron	ENSG00000231934.3	FAM242A	Genic
chr2	106911462	106911463	chr2_f_c129[k=1][m=3]	3	+	1	3	0	19	LINE			TE
chr2	108686934	108686935	chr2_f_c132[k=1][m=3]	3	+	1	3	0	19	3'UTR	ENSG00000169756.18		Genic
chr2	109826744	109826745	chr2_f_c136[k=1][m=3]	3	+	1	3	0	19	CDS	ENSG00000015568.14		Genic
chr2	109925313	109925314	chr2_f_c137[k=1][m=3]	3	+	1	3	0	19	3'UTR	ENSG00000256977.13	LIMS3	Genic
chr2	110446190	110446191	chr2_r_c170[k=1][m=3]	3	-	1	3	0	19	3'UTR	ENSG00000256671.7	LIMS4	Genic
chr2	110544761	110544762	chr2_r_c171[k=1][m=3]	3	-	1	3	0	19	CDS	ENSG00000183054.14		Genic
chr2	111409550	111409551	chr2_r_c172[k=1][m=3]	3	-	1	3	0	19	LTR/ERV	ENSG00000172965.18	MIR4435-2HG	TE
chr2	112399324	112399325	chr2_r_c173[k=1][m=3]	3	-	1	3	0	19	CDS	ENSG00000169629.13		Genic
chr2	113413609	113413610	chr2_r_c174[k=1][m=3]	3	-	1	3	0	19	LTR/ERV			TE
chr2	130075020	130075021	chr2_r_c186[k=1][m=3]	3	-	1	3	0	19	CDS	ENSG00000196604.13	POTEF	Genic
chr21	36355511	36355512	chr21_r_c33[k=1][m=3]	3	-	1	3	0	18	Deep intronic			Genic
chr21	5556726	5556727	chr21_f_c0[k=1][m=3]	3	+	1	3	0	18	First intron	ENSG00000274333.5	LINC03104	Genic
chr21	5558712	5558713	chr21_f_c1[k=1][m=3]	3	+	1	3	0	18	First intron	ENSG00000274333.5	LINC03104	Genic
chr21	6253392	6253393	chr21_r_c1[k=1][m=3]	3	-	1	3	0	18	LINE	ENSG00000275496.5	""	TE
chr21	6262256	6262257	chr21_r_c2[k=1][m=3]	3	-	1	3	0	18	First intron	ENSG00000275496.5	""	Genic
chr21	6264238	6264239	chr21_r_c3[k=1][m=3]	3	-	1	3	0	18	First intron	ENSG00000275496.5	""	Genic
chr21	7433726	7433727	chr21_f_c9[k=1][m=3]	3	+	1	3	0	18	First intron	ENSG00000276077.5	LINC03105	Genic
chr21	7435712	7435713	chr21_f_c10[k=1][m=3]	3	+	1	3	0	18	First intron	ENSG00000276077.5	LINC03105	Genic
chr21	7444578	7444579	chr21_f_c11[k=1][m=3]	3	+	1	3	0	18	LINE	ENSG00000276077.5	LINC03105	TE
chr21	8239902	8239903	chr21_r_c10[k=1][m=3]	3	-	1	3	0	18	Deep intronic			Genic
chr21	8394097	8394098	chr21_f_c47[k=1][m=3]	3	+	1	3	0	18	Deep intronic	ENSG00000280441.4	""	Genic
chr21	8422926	8422927	chr21_r_c11[k=1][m=3]	3	-	1	3	0	18	Deep intronic			Genic
chr21	8438307	8438308	chr21_f_c85[k=1][m=3]	3	+	1	3	0	18	Deep intronic	ENSG00000280441.4	""	Genic
chr21	8467486	8467487	chr21_r_c12[k=1][m=3]	3	-	1	3	0	18	Deep intronic			Genic
chr2	186395784	186395785	chr2_f_c306[k=1][m=3]	3	+	1	3	0	19	LINE			TE
chr22	12797367	12797368	chr22_r_c3[k=1][m=3]	3	-	1	3	0	6	Deep intronic			Genic
chr22	15808529	15808530	chr22_f_c3[k=1][m=3]	3	+	1	3	0	6	LTR/ERV	ENSG00000206195.12	DUXAP8	TE
chr22	15835749	15835750	chr22_f_c4[k=1][m=3]	3	+	1	3	0	6	Deep intronic	ENSG00000206195.12	DUXAP8	Genic
chr22	18556138	18556139	chr22_r_c6[k=1][m=3]	3	-	1	3	0	6	First intron	ENSG00000290425.2	PI4KAP1	Genic
chr22	21439187	21439188	chr22_f_c13[k=1][m=3]	3	+	1	3	0	6	First intron	ENSG00000169635.11		Genic
chr22	21495663	21495664	chr22_r_c13[k=1][m=3]	3	-	1	3	0	6	First intron	ENSG00000293427.2	""	Genic
chr2	87541259	87541260	chr2_f_c111[k=1][m=3]	3	+	1	3	0	19	LTR/ERV	ENSG00000222041.13	CYTOR	TE
chr2	88775676	88775677	chr2_f_c112[k=1][m=3]	3	+	1	3	0	19	First intron	ENSG00000291127.2	ANKRD36BP2	Genic
chr2	97167021	97167022	chr2_f_c117[k=1][m=3]	3	+	1	3	0	19	Deep intronic	ENSG00000135976.21	ANKRD36	Genic
chr2	97239339	97239340	chr2_f_c118[k=1][m=3]	3	+	1	3	0	19	LINE	ENSG00000135976.21	ANKRD36	TE
chr3	140617551	140617552	chr3_f_c331[k=1][m=3]	3	+	1	3	0	12	LINE			TE
chr3	145965652	145965653	chr3_r_c272[k=1][m=3]	3	-	1	3	0	12	Alu			TE
chr3	178814094	178814095	chr3_f_c409[k=1][m=3]	3	+	1	3	0	12	LINE	ENSG00000197584.14		TE
chr3	182944275	182944276	chr3_r_c349[k=1][m=3]	3	-	1	3	0	12	3'UTR	ENSG00000043093.16		Genic
chr3	19038738	19038739	chr3_f_c146[k=1][m=3]	3	+	1	3	0	12	LINE	ENSG00000300901.1	""	TE
chr3	58277456	58277457	chr3_r_c140[k=1][m=3]	3	-	1	3	0	12	LINE			TE
chr4	108201265	108201266	chr4_f_c240[k=1][m=3]	3	+	1	3	0	24	Alu	ENSG00000232021.10	LEF1-AS1	TE
chr4	111290504	111290505	chr4_f_c243[k=1][m=3]	3	+	1	3	0	24	LINE	ENSG00000288692.2	""	TE
chr4	122113832	122113833	chr4_f_c254[k=1][m=3]	3	+	1	3	0	24	LINE			TE
chr4	132352076	132352077	chr4_f_c263[k=1][m=3]	3	+	1	3	0	24	LTR/ERV			TE
chr4	141398513	141398514	chr4_f_c271[k=1][m=3]	3	+	1	3	0	24	LINE	ENSG00000306779.1	""	TE
chr4	17454851	17454852	chr4_f_c39[k=1][m=3]	3	+	1	3	0	24	Deep intronic			Genic
chr4	25603433	25603434	chr4_f_c75[k=1][m=3]	3	+	1	3	0	24	Alu	ENSG00000248545.4	""	TE
chr4	49179926	49179927	chr4_f_c108[k=1][m=3]	3	+	1	3	0	24	Deep intronic	ENSG00000309878.1	""	Genic
chr4	49616947	49616948	chr4_r_c89[k=1][m=3]	3	-	1	3	0	24	Intergenic			Intergenic
chr4	52156624	52156625	chr4_r_c90[k=1][m=3]	3	-	1	3	0	24	LINE	ENSG00000306485.1	""	TE
chr4	63182529	63182530	chr4_r_c102[k=1][m=3]	3	-	1	3	0	24	LINE			TE
chr4	71967110	71967111	chr4_f_c176[k=1][m=3]	3	+	1	3	0	24	Alu			TE
chr5	154695286	154695287	chr5_f_c255[k=1][m=3]	3	+	1	3	0	27	Alu	ENSG00000155506.20		TE
chr5	174398361	174398362	chr5_r_c290[k=1][m=3]	3	-	1	3	0	27	LTR/ERV			TE
chr5	180536148	180536149	chr5_r_c302[k=1][m=3]	3	-	1	3	0	27	Alu			TE
chr5	69596045	69596046	chr5_f_c115[k=1][m=3]	3	+	1	3	0	27	3'UTR-distal			Genic
chr5	69982555	69982556	chr5_f_c121[k=1][m=3]	3	+	1	3	0	27	Deep intronic	ENSG00000295602.1	""	Genic
chr5	70135617	70135618	chr5_r_c117[k=1][m=3]	3	-	1	3	0	27	Deep intronic	ENSG00000300022.1	""	Genic
chr5	70451183	70451184	chr5_f_c122[k=1][m=3]	3	+	1	3	0	27	LTR/ERV			TE
chr5	71031842	71031843	chr5_r_c121[k=1][m=3]	3	-	1	3	0	27	3'UTR-distal			Genic
chr5	71135931	71135932	chr5_r_c122[k=1][m=3]	3	-	1	3	0	27	Deep intronic	ENSG00000296329.1	""	Genic
chr5	73456445	73456446	chr5_f_c130[k=1][m=3]	3	+	1	3	0	27	LINE			TE
chr5	98018580	98018581	chr5_f_c164[k=1][m=3]	3	+	1	3	0	27	Alu			TE
chr6	100531865	100531866	chr6_f_c106[k=1][m=3]	3	+	1	3	0	13	Deep intronic			Genic
chr6	109755458	109755459	chr6_f_c136[k=1][m=3]	3	+	1	3	0	13	LINE	ENSG00000112367.13		TE
chr6	118273	118274	chr6_r_c0[k=1][m=3]	3	-	1	3	0	13	Deep intronic	ENSG00000293023.2	""	Genic
chr6	131711661	131711662	chr6_r_c204[k=1][m=3]	3	-	1	3	0	13	LINE			TE
chr6	152028938	152028939	chr6_r_c236[k=1][m=3]	3	-	1	3	0	13	LINE			TE
chr6	26721219	26721220	chr6_r_c21[k=1][m=3]	3	-	1	3	0	13	First intron	ENSG00000308216.1	""	Genic
chr6	26780464	26780465	chr6_f_c24[k=1][m=3]	3	+	1	3	0	13	Deep intronic			Genic
chr6	51901453	51901454	chr6_f_c52[k=1][m=3]	3	+	1	3	0	13	LINE			TE
chr6	57822814	57822815	chr6_f_c64[k=1][m=3]	3	+	1	3	0	13	TSS-proximal			Genic
chr6	68160607	68160608	chr6_f_c74[k=1][m=3]	3	+	1	3	0	13	LTR/ERV	ENSG00000285838.3	""	TE
chr6	72188869	72188870	chr6_f_c77[k=1][m=3]	3	+	1	3	0	13	LTR/ERV	ENSG00000079841.20	RIMS1	TE
chr7	102348395	102348396	chr7_f_c159[k=1][m=3]	3	+	1	3	0	19	Deep intronic			Genic
chr7	102539973	102539974	chr7_r_c152[k=1][m=3]	3	-	1	3	0	19	Satellite/LC	ENSG00000284981.2	UPK3BL2	TE
chr7	102560879	102560880	chr7_r_c154[k=1][m=3]	3	-	1	3	0	19	3'UTR-distal	ENSG00000168255.20	POLR2J3	Genic
chr7	102639081	102639082	chr7_r_c155[k=1][m=3]	3	-	1	3	0	19	Satellite/LC	ENSG00000205236.6	""	TE
chr7	102659969	102659970	chr7_r_c157[k=1][m=3]	3	-	1	3	0	19	3'UTR-distal	ENSG00000267645.5	POLR2J2-UPK3BL1	Genic
chr7	110746312	110746313	chr7_f_c167[k=1][m=3]	3	+	1	3	0	19	LINE			TE
chr7	119323843	119323844	chr7_r_c198[k=1][m=3]	3	-	1	3	0	19	LINE			TE
chr7	144182855	144182856	chr7_f_c258[k=1][m=3]	3	+	1	3	0	19	LINE			TE
chr7	144269894	144269895	chr7_r_c287[k=1][m=3]	3	-	1	3	0	19	LINE	ENSG00000244479.8	OR2A1-AS1	TE
chr7	35895203	35895204	chr7_f_c56[k=1][m=3]	3	+	1	3	0	19	Deep intronic	ENSG00000122545.22	SEPTIN7	Genic
chr7	43986559	43986560	chr7_r_c74[k=1][m=3]	3	-	1	3	0	19	Satellite/LC	ENSG00000239556.4	UPK3BL3P	TE
chr7	57063370	57063371	chr7_r_c95[k=1][m=3]	3	-	1	3	0	19	Deep intronic			Genic
chr7	62864711	62864712	chr7_f_c91[k=1][m=3]	3	+	1	3	0	19	LINE			TE
chr7	63236155	63236156	chr7_r_c96[k=1][m=3]	3	-	1	3	0	19	Deep intronic	ENSG00000244550.2	""	Genic
chr7	63507398	63507399	chr7_f_c92[k=1][m=3]	3	+	1	3	0	19	Deep intronic			Genic
chr8	117681325	117681326	chr8_r_c145[k=1][m=3]	3	-	1	3	0	7	Alu	ENSG00000297002.1	""	TE
chr8	16035123	16035124	chr8_r_c5[k=1][m=3]	3	-	1	3	0	7	LINE			TE
chr8	25595915	25595916	chr8_f_c20[k=1][m=3]	3	+	1	3	0	7	Alu	ENSG00000253100.3	""	TE
chr8	84405419	84405420	chr8_f_c99[k=1][m=3]	3	+	1	3	0	7	LINE	ENSG00000184672.12	RALYL	TE
chr9	133020700	133020701	chr9_f_c168[k=1][m=3]	3	+	1	3	0	21	Other exon	ENSG00000196205.8	EEF1A1P5	Genic
chr9	203584	203585	chr9_f_c0[k=1][m=3]	3	+	1	3	0	21	LTR/ERV			TE
chr9	39991910	39991911	chr9_r_c48[k=1][m=3]	3	-	1	3	0	21	LINE	ENSG00000284116.2	""	TE
chr9	41015158	41015159	chr9_f_c54[k=1][m=3]	3	+	1	3	0	21	LTR/ERV	ENSG00000276291.8	FRG1HP	TE
chr9	41472413	41472414	chr9_f_c55[k=1][m=3]	3	+	1	3	0	21	LINE	ENSG00000288891.3	""	TE
chr9	41477978	41477979	chr9_f_c56[k=1][m=3]	3	+	1	3	0	21	First intron	ENSG00000288891.3	""	Genic
chr9	62258806	62258807	chr9_f_c57[k=1][m=3]	3	+	1	3	0	21	LINE			TE
chr9	62264339	62264340	chr9_f_c58[k=1][m=3]	3	+	1	3	0	21	First intron	ENSG00000293628.1	""	Genic
chr9	66389783	66389784	chr9_f_c60[k=1][m=3]	3	+	1	3	0	21	Deep intronic			Genic
chr9	7882418	7882419	chr9_f_c16[k=1][m=3]	3	+	1	3	0	21	LINE			TE
chrX	115992485	115992486	chrX_r_c87[k=1][m=3]	3	-	1	3	0	12	Other exon	ENSG00000266828.2	RN7SL712P	Genic
chrX	16412436	16412437	chrX_f_c13[k=1][m=3]	3	+	1	3	0	12	Intergenic			Intergenic
chrX	77049968	77049969	chrX_f_c65[k=1][m=3]	3	+	1	3	0	12	LINE			TE
chr1	121268155	121268156	chr1_f_c255[k=2][m=3]	3	+	2	3	0	10	LINE	ENSG00000171943.13		TE
chr1	143699477	143699478	chr1_r_c271[k=2][m=3]	3	-	2	3	0	10	Other exon	ENSG00000207349.1	RNVU1-17	Genic
chr1	145012137	145012138	chr1_r_c280[k=2][m=3]	3	-	2	3	0	10	LINE	ENSG00000196369.13		TE
chr1	206286629	206286630	chr1_f_c404[k=2][m=3]	3	+	2	3	0	10	LINE	ENSG00000266028.9		TE
chr14	34546850	34546851	chr14_f_c64[k=2][m=3]	3	+	2	3	0	2	First intron	ENSG00000206596.1	RNU1-27P	Genic
chr20	29101578	29101579	chr20_f_c74[k=2][m=3]	3	+	2	3	0	1	Proximal intronic	ENSG00000282870.1	FRG1DP	Genic
chr2	130463592	130463593	chr2_r_c188[k=2][m=3]	3	-	2	3	0	3	CDS	ENSG00000196834.14	POTEI	Genic
chr21	7062800	7062801	chr21_f_c7[k=2][m=3]	3	+	2	3	0	5	LINE	ENSG00000277067.5	""	TE
chr21	8437517	8437518	chr21_f_c72[k=2][m=3]	3	+	2	3	0	5	Deep intronic	ENSG00000280441.4	""	Genic
chr22	12625456	12625457	chr22_f_c2[k=2][m=3]	3	+	2	3	0	1	Proximal intronic	ENSG00000283023.1	FRG1GP	Genic
chr2	95936196	95936197	chr2_r_c149[k=2][m=3]	3	-	2	3	0	3	Deep intronic	ENSG00000174501.15	ANKRD36C	Genic
chr2	97517844	97517845	chr2_r_c152[k=2][m=3]	3	-	2	3	0	3	LINE	ENSG00000196912.13	ANKRD36B	TE
chr3	6626271	6626272	chr3_f_c45[k=2][m=3]	3	+	2	3	0	1	Alu	ENSG00000189229.13	""	TE
chr4	2916559	2916560	chr4_f_c11[k=2][m=3]	3	+	2	3	0	2	LINE	ENSG00000087274.20		TE
chr5	119561227	119561228	chr5_r_c230[k=2][m=3]	3	-	2	3	0	3	LINE			TE
chr5	121195940	121195941	chr5_r_c231[k=2][m=3]	3	-	2	3	0	3	Deep intronic			Genic
chr5	34171751	34171752	chr5_r_c61[k=2][m=3]	3	-	2	3	0	3	Deep intronic	ENSG00000290548.2	""	Genic
chr6	26874853	26874854	chr6_r_c22[k=2][m=3]	3	-	2	3	0	4	LTR/ERV	ENSG00000290474.2	""	TE
chr6	33339988	33339989	chr6_f_c30[k=2][m=3]	3	+	2	3	0	4	Alu			TE
chr6	57915643	57915644	chr6_r_c63[k=2][m=3]	3	-	2	3	0	4	LTR/ERV	ENSG00000290555.2	LINC00680	TE
chr6	73518076	73518077	chr6_r_c72[k=2][m=3]	3	-	2	3	0	4	CDS	ENSG00000156508.21		Genic
chr7	102542321	102542322	chr7_r_c153[k=2][m=3]	3	-	2	3	0	11	First intron	ENSG00000168255.20	POLR2J3	Genic
chr7	102641432	102641433	chr7_r_c156[k=2][m=3]	3	-	2	3	0	11	First intron	ENSG00000205236.6	""	Genic
chr7	22510783	22510784	chr7_r_c46[k=2][m=3]	3	-	2	3	0	11	First intron	ENSG00000105889.17		Genic
chr7	43988906	43988907	chr7_r_c75[k=2][m=3]	3	-	2	3	0	11	First intron	ENSG00000239556.4	UPK3BL3P	Genic
chr7	54938218	54938219	chr7_f_c84[k=2][m=3]	3	+	2	3	0	11	Deep intronic			Genic
chr7	5529172	5529173	chr7_r_c9[k=2][m=3]	3	-	2	3	0	11	CDS	ENSG00000075624.18		Genic
chr9	33565922	33565923	chr9_f_c32[k=2][m=3]	3	+	2	3	0	3	Proximal intronic	ENSG00000230453.11	ANKRD18B	Genic
chr9	38578443	38578444	chr9_r_c46[k=2][m=3]	3	-	2	3	0	3	Proximal intronic	ENSG00000180071.21	ANKRD18A	Genic
chr9	97163141	97163142	chr9_r_c97[k=2][m=3]	3	-	2	3	0	3	Deep intronic	ENSG00000159712.10	ANKRD18CP	Genic
chr10	117288371	117288372	chr10_r_c142[k=3][m=3]	3	-	3	3	0	1	Deep intronic	ENSG00000165650.13		Genic
chr1	20956599	20956600	chr1_r_c37[k=3][m=3]	3	-	3	3	0	5	Deep intronic	ENSG00000075151.24	EIF4G3	Genic
chr14	81182088	81182089	chr14_r_c107[k=3][m=3]	3	-	3	3	0	1	LINE	ENSG00000165417.13		TE
chr16	24731002	24731003	chr16_f_c20[k=3][m=3]	3	+	3	3	0	1	Deep intronic	ENSG00000090905.20		Genic
chr17	16166730	16166731	chr17_r_c27[k=3][m=3]	3	-	3	3	0	2	First intron	ENSG00000141027.24		Genic
chr17	66757010	66757011	chr17_f_c149[k=3][m=3]	3	+	3	3	0	2	LINE	ENSG00000154229.13		TE
chr1	87102789	87102790	chr1_f_c169[k=3][m=3]	3	+	3	3	0	5	Other SINE	ENSG00000153936.18	HS2ST1	TE
chr19	11665733	11665734	chr19_f_c19[k=3][m=3]	3	+	3	3	0	2	Deep intronic	ENSG00000197332.10	ZNF833P	Genic
chr19	58307649	58307650	chr19_f_c125[k=3][m=3]	3	+	3	3	0	2	3'UTR-distal	ENSG00000142396.12		Genic
chr5	168558140	168558141	chr5_r_c281[k=3][m=3]	3	-	3	3	0	2	Deep intronic	ENSG00000120137.8		Genic
chr7	140126431	140126432	chr7_r_c273[k=3][m=3]	3	-	3	3	0	2	Deep intronic	ENSG00000006459.12		Genic
chr7	54936497	54936498	chr7_f_c83[k=3][m=3]	3	+	3	3	0	2	Other exon	ENSG00000218586.3	""	Genic
chr1	144560687	144560688	chr1_r_c273[k=4][m=3]	3	-	4	3	0	2	Other exon	ENSG00000277918.1	RNVU1-28	Genic
chr14	32154982	32154983	chr14_f_c58[k=4][m=3]	3	+	4	3	0	1	3'UTR	ENSG00000100852.15		Genic
chr17	51175629	51175630	chr17_f_c103[k=4][m=3]	3	+	4	3	0	1	3'UTR-distal			Genic
