chr	start	end	name	score	strand	NormedTC_ENCFF289OFA	NormedTC_ENCFF647KDW	NormedTC_HepG2_RBFOX2	BC_HepG2_RBFOX2	annotation	gene	external_gene_name	grouped_annotation
chr1	2239428	2239448	chr1-1134	23.2	+	3.3261	3.0903	6.4164	2	First intron	ENSG00000157933.12		Genic
chr1	2240146	2240166	chr1-1730	18.5	+	3.0885	3.3281	6.4166	2	First intron	ENSG00000157933.12		Genic
chr1	2240502	2240522	chr1-992	24.3	+	3.0885	4.5166	7.6052	2	First intron	ENSG00000157933.12		Genic
chr1	2241421	2241441	chr1-4310	8.11	+	1.4255	0.4754	1.9009	2	Alu	ENSG00000157933.12		TE
chr1	2242009	2242029	chr1-535	29	+	5.9394	5.943	11.8824	2	Satellite/LC	ENSG00000157933.12		TE
chr1	2242075	2242095	chr1-648	31.3	+	3.0885	6.6561	9.7446	2	First intron	ENSG00000157933.12		Genic
chr1	2242376	2242396	chr1-1731	18.5	+	3.5637	2.1395	5.7031	2	First intron	ENSG00000157933.12		Genic
chr1	2243543	2243563	chr1-1732	18.5	+	3.3261	1.664	4.9901	2	First intron	ENSG00000157933.12		Genic
chr1	2243721	2243741	chr1-2020	15.1	+	2.1382	2.3772	4.5154	2	First intron	ENSG00000157933.12		Genic
chr1	2246755	2246775	chr1-2393	13.9	+	1.9006	3.0903	4.991	2	First intron	ENSG00000157933.12		Genic
chr1	2247286	2247306	chr1-993	23.2	+	3.3261	3.5658	6.8919	2	First intron	ENSG00000157933.12		Genic
chr1	2247544	2247564	chr1-2873	13.9	+	2.3758	1.664	4.0398	2	First intron	ENSG00000157933.12		Genic
chr1	2247988	2248008	chr1-2394	16.2	+	1.9006	3.0903	4.991	2	First intron	ENSG00000157933.12		Genic
chr1	2251081	2251101	chr1-4316	10.4	+	1.9006	1.664	3.5647	2	First intron	ENSG00000157933.12		Genic
chr1	2251640	2251660	chr1-2021	18.5	+	2.6134	2.8526	5.466	2	First intron	ENSG00000157933.12		Genic
chr1	2253728	2253748	chr1-2874	13.9	+	1.1879	2.6149	3.8028	2	First intron	ENSG00000157933.12		Genic
chr1	2254127	2254147	chr1-1494	18.5	+	2.6134	2.3772	4.9905	2	First intron	ENSG00000157933.12		Genic
chr1	2254776	2254796	chr1-716	27.8	+	4.2764	5.2298	9.5062	2	First intron	ENSG00000157933.12		Genic
chr1	2256887	2256907	chr1-3496	10.4	+	1.1879	1.1886	2.3765	2	LINE	ENSG00000157933.12		TE
chr1	2259705	2259725	chr1-5428	9.27	+	1.4255	0.9509	2.3763	2	LINE	ENSG00000157933.12		TE
chr1	2261779	2261799	chr1-5430	9.27	+	2.1382	1.1886	3.3268	2	LINE	ENSG00000157933.12		TE
chr1	2261855	2261875	chr1-2875	12.7	+	1.1879	1.664	2.8519	2	First intron	ENSG00000157933.12		Genic
chr1	2262294	2262314	chr1-2876	13.9	+	1.4255	1.9017	3.3272	2	First intron	ENSG00000157933.12		Genic
chr1	2262438	2262458	chr1-994	20.9	+	2.8509	4.0412	6.8921	2	First intron	ENSG00000157933.12		Genic
chr1	2264746	2264766	chr1-2022	17.4	+	1.9006	1.9017	3.8024	2	LINE	ENSG00000157933.12		TE
chr1	2266084	2266104	chr1-2877	10.4	+	0.9503	1.664	2.6143	2	LINE	ENSG00000157933.12		TE
chr1	2266555	2266575	chr1-5435	10.4	+	1.1879	1.4263	2.6142	2	LINE	ENSG00000157933.12		TE
chr1	2266631	2266651	chr1-4318	11.6	+	1.4255	1.1886	2.6141	2	LINE	ENSG00000157933.12		TE
chr1	2267552	2267572	chr1-1733	19.7	+	3.0885	4.2789	7.3674	2	First intron	ENSG00000157933.12		Genic
chr1	2267669	2267689	chr1-231	60.3	+	5.4643	10.935	16.3993	2	First intron	ENSG00000157933.12		Genic
chr1	2268325	2268345	chr1-373	41.7	+	3.5637	8.7956	12.3592	2	First intron	ENSG00000157933.12		Genic
chr1	2268499	2268519	chr1-64	99.7	+	9.9783	15.214	25.1922	2	First intron	ENSG00000157933.12		Genic
chr1	2268759	2268779	chr1-805	22	+	2.8509	4.7544	7.6053	2	First intron	ENSG00000157933.12		Genic
chr1	2269126	2269146	chr1-1307	20.9	+	3.0885	1.1886	4.2771	2	Alu	ENSG00000157933.12		TE
chr1	2269702	2269722	chr1-995	23.2	+	4.0388	4.0412	8.08	2	First intron	ENSG00000157933.12		Genic
chr1	2271030	2271050	chr1-2395	13.9	+	2.8509	2.6149	5.4658	2	First intron	ENSG00000157933.12		Genic
chr1	2271752	2271772	chr1-2878	12.7	+	2.3758	1.664	4.0398	2	First intron	ENSG00000157933.12		Genic
chr1	2273266	2273286	chr1-4323	12.7	+	1.1879	2.6149	3.8028	2	First intron	ENSG00000157933.12		Genic
chr1	2273451	2273471	chr1-588	34.8	+	3.3261	5.943	9.269	2	First intron	ENSG00000157933.12		Genic
chr1	2274798	2274818	chr1-1734	16.2	+	1.9006	2.3772	4.2778	2	First intron	ENSG00000157933.12		Genic
chr1	2275844	2275864	chr1-5443	9.27	+	1.1879	1.4263	2.6142	2	First intron	ENSG00000157933.12		Genic
chr1	2276250	2276270	chr1-4324	9.27	+	0.7127	1.9017	2.6145	2	First intron	ENSG00000157933.12		Genic
chr1	2276366	2276386	chr1-5444	10.4	+	1.1879	1.4263	2.6142	2	First intron	ENSG00000157933.12		Genic
chr1	2277362	2277382	chr1-2879	10.4	+	1.663	0.7132	2.3762	2	LTR/ERV	ENSG00000157933.12		TE
chr1	2277760	2277780	chr1-2396	16.2	+	0.7127	2.8526	3.5654	2	First intron	ENSG00000157933.12		Genic
chr1	2277960	2277980	chr1-3503	10.4	+	1.1879	1.9017	3.0896	2	First intron	ENSG00000157933.12		Genic
chr1	2279409	2279429	chr1-2880	10.4	+	1.1879	1.4263	2.6142	2	First intron	ENSG00000157933.12		Genic
chr1	2283700	2283720	chr1-178	68.4	+	8.0777	7.607	15.6846	2	First intron	ENSG00000157933.12		Genic
chr1	2283854	2283874	chr1-1135	19.7	+	2.1382	3.0903	5.2285	2	First intron	ENSG00000157933.12		Genic
chr1	2284316	2284336	chr1-2881	15.1	+	2.1382	1.664	3.8022	2	First intron	ENSG00000157933.12		Genic
chr1	2284533	2284553	chr1-2397	12.7	+	2.6134	2.3772	4.9905	2	First intron	ENSG00000157933.12		Genic
chr1	2284663	2284683	chr1-2398	12.7	+	1.4255	2.3772	3.8026	2	First intron	ENSG00000157933.12		Genic
chr1	2285744	2285764	chr1-13064	5.79	+	0.9503	0.2377	1.188	2	Alu	ENSG00000157933.12		TE
chr1	2285892	2285912	chr1-9361	5.79	+	0.7127	0.4754	1.1882	2	Alu	ENSG00000157933.12		TE
chr1	2286839	2286859	chr1-2024	18.5	+	2.1382	3.5658	5.704	2	First intron	ENSG00000157933.12		Genic
chr1	2287609	2287629	chr1-285	40.6	+	5.9394	5.943	11.8824	2	First intron	ENSG00000157933.12		Genic
chr1	2287709	2287729	chr1-254	60.3	+	9.7407	11.6482	21.3889	2	First intron	ENSG00000157933.12		Genic
chr1	2287862	2287882	chr1-649	23.2	+	2.1382	4.7544	6.8926	2	Satellite/LC	ENSG00000157933.12		TE
chr1	2288315	2288335	chr1-1136	23.2	+	3.8012	1.4263	5.2276	2	Alu	ENSG00000157933.12		TE
chr1	2288767	2288787	chr1-1496	20.9	+	1.1879	3.5658	4.7537	2	First intron	ENSG00000157933.12		Genic
chr1	2289041	2289061	chr1-1735	16.2	+	3.8012	3.3281	7.1293	2	First intron	ENSG00000157933.12		Genic
chr1	2289627	2289647	chr1-2884	13.9	+	1.1879	2.3772	3.5651	2	First intron	ENSG00000157933.12		Genic
chr1	2290343	2290363	chr1-1736	17.4	+	2.3758	1.9017	4.2775	2	First intron	ENSG00000157933.12		Genic
chr1	2291395	2291415	chr1-2885	12.7	+	1.9006	1.9017	3.8024	2	First intron	ENSG00000157933.12		Genic
chr1	2292353	2292373	chr1-1737	17.4	+	2.6134	2.1395	4.7528	2	First intron	ENSG00000157933.12		Genic
chr1	2293049	2293069	chr1-996	18.5	+	3.3261	4.0412	7.3673	2	First intron	ENSG00000157933.12		Genic
chr1	2293168	2293188	chr1-2026	16.2	+	1.9006	3.5658	5.4664	2	First intron	ENSG00000157933.12		Genic
chr1	2294084	2294104	chr1-2399	16.2	+	2.1382	2.6149	4.7531	2	First intron	ENSG00000157933.12		Genic
chr1	2294685	2294705	chr1-131	84.6	+	9.9783	11.4105	21.3887	2	First intron	ENSG00000157933.12		Genic
chr1	2294948	2294968	chr1-806	23.2	+	4.2764	4.2789	8.5553	2	First intron	ENSG00000157933.12		Genic
chr1	2295509	2295529	chr1-2890	18.5	+	3.0885	1.664	4.7525	2	LINE	ENSG00000157933.12		TE
chr1	2295857	2295877	chr1-2400	12.7	+	1.1879	1.4263	2.6142	2	LINE	ENSG00000157933.12		TE
chr1	2295933	2295953	chr1-2892	15.1	+	2.8509	1.1886	4.0395	2	LINE	ENSG00000157933.12		TE
chr1	2296145	2296165	chr1-2893	15.1	+	2.1382	1.664	3.8022	2	Alu	ENSG00000157933.12		TE
chr1	2296490	2296510	chr1-1308	18.5	+	3.8012	1.4263	5.2276	2	LINE	ENSG00000157933.12		TE
chr1	2296804	2296824	chr1-650	24.3	+	2.6134	3.8035	6.4168	2	First intron	ENSG00000157933.12		Genic
chr1	2297784	2297804	chr1-807	26.7	+	4.0388	4.5166	8.5555	2	First intron	ENSG00000157933.12		Genic
chr1	2299251	2299271	chr1-1739	13.9	+	1.4255	4.2789	5.7044	2	First intron	ENSG00000157933.12		Genic
chr1	2300195	2300215	chr1-997	26.7	+	2.1382	5.943	8.0812	2	First intron	ENSG00000157933.12		Genic
chr1	2301170	2301190	chr1-1309	18.5	+	1.9006	3.5658	5.4664	2	First intron	ENSG00000157933.12		Genic
chr1	2301444	2301464	chr1-2027	15.1	+	0.7127	3.0903	3.8031	2	First intron	ENSG00000157933.12		Genic
chr1	2301516	2301536	chr1-2402	12.7	+	1.1879	2.3772	3.5651	2	First intron	ENSG00000157933.12		Genic
chr1	2302242	2302262	chr1-4334	11.6	+	1.1879	1.4263	2.6142	2	First intron	ENSG00000157933.12		Genic
chr1	2302596	2302616	chr1-2403	13.9	+	1.663	1.9017	3.5648	2	First intron	ENSG00000157933.12		Genic
chr1	2302884	2302904	chr1-5461	9.27	+	0.7127	2.8526	3.5654	2	First intron	ENSG00000157933.12		Genic
chr1	2303439	2303459	chr1-2028	17.4	+	1.663	3.0903	4.7534	2	Proximal intronic	ENSG00000157933.12		Genic
chr1	2303596	2303616	chr1-717	22	+	2.1382	4.7544	6.8926	2	Proximal intronic	ENSG00000157933.12		Genic
chr1	2304163	2304183	chr1-1497	17.4	+	3.0885	2.8526	5.9411	2	Proximal intronic	ENSG00000157933.12		Genic
chr1	2305583	2305603	chr1-1310	18.5	+	3.5637	2.1395	5.7031	2	Deep intronic	ENSG00000157933.12		Genic
chr1	2306514	2306534	chr1-4335	9.27	+	1.4255	1.9017	3.3272	2	Proximal intronic	ENSG00000157933.12		Genic
chr1	2308468	2308488	chr1-5463	9.27	+	1.9006	0.4754	2.3761	2	3'UTR	ENSG00000157933.12		Genic
chr1	2309592	2309612	chr1-3514	10.4	+	1.9006	0.7132	2.6138	2	3'UTR	ENSG00000157933.12		Genic
chr1	2309992	2310012	chr1-3515	10.4	+	1.9006	2.1395	4.0401	2	3'UTR	ENSG00000157933.12		Genic
chr1	2311390	2311410	chr1-2896	11.6	+	1.9006	1.9017	3.8024	2	3'UTR-distal			Genic
chr1	2311506	2311526	chr1-4336	10.4	+	1.663	0.9509	2.6139	2	3'UTR-distal			Genic
chr1	2378279	2378299	chr1-13091	4.64	-	0.4752	0.4754	0.9506	2	Deep intronic	ENSG00000116151.15		Genic
chr1	2388254	2388274	chr1-13093	4.64	-	0.2376	0.7132	0.9507	2	CDS	ENSG00000116151.15		Genic
chr1	2392057	2392077	chr1-589	29	+	2.6134	7.1315	9.7449	2	5'UTR	ENSG00000157916.21		Genic
chr1	2392210	2392230	chr1-590	27.8	+	3.5637	9.9842	13.5478	2	5'UTR	ENSG00000157916.21		Genic
chr1	2392287	2392307	chr1-998	26.7	+	2.6134	3.5658	6.1791	2	5'UTR	ENSG00000157916.21		Genic
chr1	2392888	2392908	chr1-2404	13.9	+	2.1382	2.3772	4.5154	2	5'UTR	ENSG00000157916.21		Genic
chr1	2395797	2395817	chr1-7025	6.95	+	0.9503	0.4754	1.4257	2	CDS	ENSG00000157916.21		Genic
chr1	2400435	2400455	chr1-7026	5.79	+	0.9503	1.1886	2.1389	2	Deep intronic	ENSG00000157916.21		Genic
chr1	2401762	2401782	chr1-7027	8.11	+	0.4752	1.1886	1.6637	2	Deep intronic	ENSG00000157916.21		Genic
chr1	2402418	2402438	chr1-3517	9.27	+	1.1879	1.9017	3.0896	2	Deep intronic	ENSG00000157916.21		Genic
chr1	2405328	2405348	chr1-3518	11.6	-	1.1879	1.664	2.8519	2	3'UTR	ENSG00000157911.12		Genic
chr1	2408372	2408392	chr1-2897	12.7	-	1.4255	1.9017	3.3272	2	Proximal intronic	ENSG00000157911.12		Genic
chr1	2409171	2409191	chr1-999	25.5	-	4.514	3.8035	8.3175	2	LINE	ENSG00000157911.12		TE
chr1	2409352	2409372	chr1-1311	22	-	4.0388	2.6149	6.6537	2	LINE	ENSG00000157911.12		TE
chr1	2409433	2409453	chr1-883	19.7	-	5.7019	4.7544	10.4562	2	LINE	ENSG00000157911.12		TE
chr1	2409622	2409642	chr1-2898	18.5	-	1.9006	3.3281	5.2287	2	Deep intronic	ENSG00000157911.12		Genic
chr1	2412889	2412909	chr1-5466	8.11	-	0.9503	0.9509	1.9012	2	TSS-proximal			Genic
chr1	2413749	2413769	chr1-9393	5.79	-	0.9503	0.4754	1.4257	2	Deep intronic			Genic
chr1	2440619	2440639	chr1-9394	5.79	+	0.4752	0.9509	1.426	2	Intergenic			Intergenic
chr1	2498534	2498554	chr1-13107	4.64	+	0.4752	0.4754	0.9506	2	CDS	ENSG00000149527.18	PLCH2	Genic
chr1	2503111	2503131	chr1-2406	13.9	+	2.1382	1.4263	3.5645	2	Deep intronic	ENSG00000149527.18	PLCH2	Genic
chr1	2507961	2507981	chr1-9396	5.79	-	0.4752	0.7132	1.1883	2	3'UTR-distal			Genic
chr1	2508083	2508103	chr1-7032	6.95	-	0.7127	0.7132	1.4259	2	3'UTR-distal			Genic
chr1	2509609	2509629	chr1-5468	10.4	-	0.9503	1.664	2.6143	2	Deep intronic	ENSG00000157881.17		Genic
chr1	2510530	2510550	chr1-3519	11.6	-	1.1879	1.4263	2.6142	2	Proximal intronic	ENSG00000157881.17		Genic
chr1	2511245	2511265	chr1-4339	8.11	-	0.9503	2.8526	3.8029	2	Deep intronic	ENSG00000157881.17		Genic
chr1	2515966	2515986	chr1-884	25.5	-	3.8012	7.1315	10.9328	2	Deep intronic	ENSG00000157881.17		Genic
chr1	2516234	2516254	chr1-67	99.7	-	11.8789	16.878	28.7569	2	Deep intronic	ENSG00000157881.17		Genic
chr1	2516546	2516566	chr1-374	45.2	-	7.6025	9.0333	16.6358	2	Deep intronic	ENSG00000157881.17		Genic
chr1	2518410	2518430	chr1-2902	15.1	-	1.1879	3.3281	4.5159	2	Deep intronic	ENSG00000157881.17		Genic
chr1	2520097	2520117	chr1-1740	18.5	-	3.0885	1.9017	4.9903	2	3'UTR-distal	ENSG00000157881.17		Genic
chr1	2521512	2521532	chr1-4345	10.4	-	0.9503	1.9017	2.8521	2	3'UTR-distal	ENSG00000157881.17		Genic
chr1	2521661	2521681	chr1-4346	9.27	-	0.7127	1.664	2.3768	2	3'UTR-distal	ENSG00000157881.17		Genic
chr1	2526372	2526392	chr1-9405	5.79	-	1.1879	0.9509	2.1388	2	3'UTR-distal	ENSG00000157881.17		Genic
chr1	2554905	2554925	chr1-9406	5.79	-	0.2376	0.9509	1.1885	2	Deep intronic	ENSG00000238164.7	TNFRSF14-AS1	Genic
chr1	2556044	2556064	chr1-5472	6.95	-	0.4752	1.1886	1.6637	2	Proximal intronic	ENSG00000238164.7	TNFRSF14-AS1	Genic
chr1	2556222	2556242	chr1-7040	6.95	+	0.4752	1.1886	1.6637	2	5'UTR	ENSG00000157873.19		Genic
chr1	2556802	2556822	chr1-4347	12.7	-	1.9006	1.664	3.5647	2	First intron	ENSG00000238164.7	TNFRSF14-AS1	Genic
chr1	2558611	2558631	chr1-3522	13.9	+	1.1879	2.3772	3.5651	2	CDS	ENSG00000157873.19		Genic
chr1	2559216	2559236	chr1-1498	25.5	+	2.8509	4.2789	7.1299	2	Deep intronic	ENSG00000157873.19		Genic
chr1	2559304	2559324	chr1-403	34.8	+	5.2267	4.5166	9.7434	2	Deep intronic	ENSG00000157873.19		Genic
chr1	2559472	2559492	chr1-203	62.6	+	8.3152	10.935	19.2503	2	Deep intronic	ENSG00000157873.19		Genic
chr1	2560744	2560764	chr1-2407	17.4	+	1.1879	4.0412	5.2291	2	Proximal intronic	ENSG00000157873.19		Genic
chr1	2561037	2561057	chr1-2903	13.9	+	1.663	1.9017	3.5648	2	Deep intronic	ENSG00000157873.19		Genic
chr1	2561202	2561222	chr1-2408	13.9	+	1.9006	4.7544	6.655	2	Deep intronic	ENSG00000157873.19		Genic
chr1	2562973	2562993	chr1-2904	11.6	+	0.9503	2.1395	3.0898	2	Proximal intronic	ENSG00000157873.19		Genic
chr1	2563107	2563127	chr1-3525	11.6	+	1.9006	1.1886	3.0892	2	Proximal intronic	ENSG00000157873.19		Genic
chr1	2586832	2586852	chr1-1312	19.7	+	4.9891	2.8526	7.8418	2	5'UTR	ENSG00000157870.18		Genic
chr1	2586939	2586959	chr1-1313	20.9	+	3.3261	4.2789	7.605	2	CDS	ENSG00000157870.18		Genic
chr1	2587034	2587054	chr1-1499	17.4	+	3.8012	3.0903	6.8916	2	Satellite/LC	ENSG00000157870.18		TE
chr1	2589103	2589123	chr1-4351	11.6	+	1.1879	1.4263	2.6142	2	Proximal intronic	ENSG00000157870.18		Genic
chr1	2591017	2591037	chr1-2409	20.9	+	2.3758	3.3281	5.7038	2	3'UTR	ENSG00000157870.18		Genic
chr1	2639936	2639956	chr1-3526	12.7	-	0.9503	2.6149	3.5652	2	3'UTR	ENSG00000215912.13	TTC34	Genic
chr1	2642405	2642425	chr1-2410	12.7	-	1.663	2.1395	3.8025	2	Deep intronic	ENSG00000215912.13	TTC34	Genic
chr1	3068597	3068617	chr1-2031	12.7	-	1.663	2.6149	4.2779	2	Proximal intronic	ENSG00000177133.15	PRDM16-DT	Genic
chr1	3068727	3068747	chr1-5476	9.27	-	2.1382	0.9509	3.0891	2	Proximal intronic	ENSG00000177133.15	PRDM16-DT	Genic
chr1	3078273	3078293	chr1-4354	6.95	+	0.4752	2.1395	2.6146	2	First intron	ENSG00000142611.17	PRDM16	Genic
chr1	3097833	3097853	chr1-13154	4.64	+	0.2376	0.7132	0.9507	2	First intron	ENSG00000142611.17	PRDM16	Genic
chr1	3224459	3224479	chr1-9426	5.79	+	0.4752	0.9509	1.426	2	Satellite/LC	ENSG00000142611.17	PRDM16	TE
chr1	3252035	3252055	chr1-9427	5.79	+	0.7127	0.7132	1.4259	2	Deep intronic	ENSG00000142611.17	PRDM16	Genic
chr1	3321219	3321239	chr1-4355	9.27	+	1.4255	0.7132	2.1386	2	Deep intronic	ENSG00000142611.17	PRDM16	Genic
chr1	3321524	3321544	chr1-5478	9.27	+	1.663	0.9509	2.6139	2	Satellite/LC	ENSG00000142611.17	PRDM16	TE
chr1	3321979	3321999	chr1-5479	10.4	+	1.4255	0.7132	2.1386	2	Satellite/LC	ENSG00000142611.17	PRDM16	TE
chr1	3340307	3340327	chr1-2906	11.6	-	0.9503	1.664	2.6143	2	Deep intronic			Genic
chr1	3452042	3452062	chr1-5480	9.27	-	1.1879	1.9017	3.0896	2	Deep intronic			Genic
chr1	3452772	3452792	chr1-5481	9.27	-	1.4255	0.7132	2.1386	2	Deep intronic			Genic
chr1	3453929	3453949	chr1-1741	17.4	-	3.0885	2.3772	5.4657	2	First intron	ENSG00000297626.1	""	Genic
chr1	3453996	3454016	chr1-885	24.3	-	4.0388	2.6149	6.6537	2	First intron	ENSG00000297626.1	""	Genic
chr1	3454558	3454578	chr1-1137	25.5	-	3.8012	4.7544	8.5556	2	TSS-proximal			Genic
chr1	3454773	3454793	chr1-2032	18.5	-	2.8509	3.5658	6.4167	2	TSS-proximal			Genic
chr1	3455002	3455022	chr1-718	24.3	-	4.7516	3.5658	8.3173	2	TSS-proximal			Genic
chr1	3455215	3455235	chr1-2908	11.6	+	1.663	1.1886	2.8516	2	First intron	ENSG00000130762.16		Genic
chr1	3456477	3456497	chr1-1138	20.9	-	2.1382	3.3281	5.4663	2	Deep intronic			Genic
chr1	3456546	3456566	chr1-886	24.3	-	3.0885	3.8035	6.892	2	Other SINE			TE
chr1	3464182	3464202	chr1-2411	12.7	+	1.9006	1.9017	3.8024	2	Deep intronic	ENSG00000130762.16		Genic
chr1	3464261	3464281	chr1-2034	11.6	+	1.663	1.9017	3.5648	2	Deep intronic	ENSG00000130762.16		Genic
chr1	3465471	3465491	chr1-2909	12.7	+	1.1879	3.0903	4.2782	2	Deep intronic	ENSG00000130762.16		Genic
chr1	3466597	3466617	chr1-2910	10.4	+	1.663	1.4263	3.0894	2	First intron	ENSG00000130762.16		Genic
chr1	3468957	3468977	chr1-2412	10.4	+	1.663	1.4263	3.0894	2	Proximal intronic	ENSG00000130762.16		Genic
chr1	3470121	3470141	chr1-651	31.3	+	6.8898	2.8526	9.7424	2	Deep intronic	ENSG00000130762.16		Genic
chr1	3470284	3470304	chr1-591	31.3	+	9.7407	3.5658	13.3065	2	Deep intronic	ENSG00000130762.16		Genic
chr1	3470714	3470734	chr1-1314	29	+	7.3649	4.5166	11.8816	2	Deep intronic	ENSG00000130762.16		Genic
chr1	3471014	3471034	chr1-808	30.1	+	7.6025	2.1395	9.742	2	Deep intronic	ENSG00000130762.16		Genic
chr1	3471435	3471455	chr1-1501	19.7	+	2.6134	2.6149	5.2283	2	Deep intronic	ENSG00000130762.16		Genic
chr1	3471544	3471564	chr1-1139	17.4	+	1.663	4.7544	6.4174	2	Satellite/LC	ENSG00000130762.16		TE
chr1	3471697	3471717	chr1-2035	17.4	+	2.6134	2.3772	4.9905	2	Deep intronic	ENSG00000130762.16		Genic
chr1	3472128	3472148	chr1-1742	16.2	+	2.1382	2.3772	4.5154	2	Deep intronic	ENSG00000130762.16		Genic
chr1	3474282	3474302	chr1-4361	10.4	+	0.9503	1.9017	2.8521	2	Deep intronic	ENSG00000130762.16		Genic
chr1	3475970	3475990	chr1-5497	8.11	+	0.7127	1.4263	2.139	2	CDS	ENSG00000130762.16		Genic
chr1	3478042	3478062	chr1-1140	23.2	+	1.9006	5.943	7.8436	2	Proximal intronic	ENSG00000130762.16		Genic
chr1	3478347	3478367	chr1-1000	19.7	+	2.3758	4.2789	6.6547	2	Proximal intronic	ENSG00000130762.16		Genic
chr1	3478871	3478891	chr1-3533	10.4	+	0.7127	2.1395	2.8522	2	Proximal intronic	ENSG00000130762.16		Genic
chr1	3479936	3479956	chr1-2036	13.9	+	1.663	3.0903	4.7534	2	Proximal intronic	ENSG00000130762.16		Genic
chr1	3479996	3480016	chr1-1502	26.7	+	1.1879	4.9921	6.18	2	Proximal intronic	ENSG00000130762.16		Genic
chr1	3481042	3481062	chr1-2413	12.7	+	1.9006	1.4263	3.3269	2	3'UTR	ENSG00000130762.16		Genic
chr1	3481839	3481859	chr1-3535	15.1	+	2.3758	3.0903	5.4661	2	3'UTR-distal			Genic
chr1	3497754	3497774	chr1-404	34.8	-	4.514	11.8859	16.3999	2	Deep intronic	ENSG00000162591.18		Genic
chr1	3498043	3498063	chr1-160	76.5	-	9.5031	14.2631	23.7662	2	Deep intronic	ENSG00000162591.18		Genic
chr1	3498129	3498149	chr1-592	33.6	-	3.3261	7.8447	11.1708	2	Deep intronic	ENSG00000162591.18		Genic
chr1	3498314	3498334	chr1-593	29	-	5.4643	12.8368	18.3011	2	Deep intronic	ENSG00000162591.18		Genic
chr1	3498957	3498977	chr1-1001	24.3	-	2.8509	4.7544	7.6053	2	Deep intronic	ENSG00000162591.18		Genic
chr1	3499094	3499114	chr1-1743	20.9	-	2.6134	2.6149	5.2283	2	Deep intronic	ENSG00000162591.18		Genic
chr1	3499277	3499297	chr1-1744	18.5	-	2.6134	4.0412	6.6546	2	Deep intronic	ENSG00000162591.18		Genic
chr1	3499983	3500003	chr1-1002	25.5	-	2.1382	5.2298	7.368	2	Deep intronic	ENSG00000162591.18		Genic
chr1	3500177	3500197	chr1-536	45.2	-	4.9891	9.0333	14.0224	2	Deep intronic	ENSG00000162591.18		Genic
chr1	3501271	3501291	chr1-719	27.8	-	5.2267	7.607	12.8337	2	CDS	ENSG00000162591.18		Genic
chr1	3501328	3501348	chr1-809	27.8	-	2.8509	5.7052	8.5562	2	Deep intronic	ENSG00000162591.18		Genic
chr1	3501435	3501455	chr1-319	33.6	-	4.2764	9.7464	14.0228	2	Deep intronic	ENSG00000162591.18		Genic
chr1	3501626	3501646	chr1-375	42.9	-	3.8012	9.5087	13.31	2	Proximal intronic	ENSG00000162591.18		Genic
chr1	3501706	3501726	chr1-810	23.2	-	1.4255	5.7052	7.1307	2	Proximal intronic	ENSG00000162591.18		Genic
chr1	3502066	3502086	chr1-1318	17.4	-	1.1879	3.8035	4.9914	2	Proximal intronic	ENSG00000162591.18		Genic
chr1	3505684	3505704	chr1-4371	10.4	-	0.9503	2.1395	3.0898	2	Proximal intronic	ENSG00000162591.18		Genic
chr1	3506408	3506428	chr1-4372	12.7	-	1.1879	2.1395	3.3274	2	Proximal intronic	ENSG00000162591.18		Genic
chr1	3509334	3509354	chr1-1505	22	-	2.1382	5.943	8.0812	2	Proximal intronic	ENSG00000162591.18		Genic
chr1	3509631	3509651	chr1-1003	30.1	-	3.8012	5.2298	9.031	2	Proximal intronic	ENSG00000162591.18		Genic
chr1	3510724	3510744	chr1-1141	29	-	2.6134	4.9921	7.6054	2	Deep intronic	ENSG00000162591.18		Genic
chr1	3510944	3510964	chr1-444	30.1	-	3.5637	5.943	9.5066	2	Deep intronic	ENSG00000162591.18		Genic
chr1	3511415	3511435	chr1-2419	20.9	-	1.9006	3.0903	4.991	2	Deep intronic	ENSG00000162591.18		Genic
chr1	3514904	3514924	chr1-811	29	-	1.663	6.1807	7.8437	2	Satellite/LC	ENSG00000162591.18		TE
chr1	3515254	3515274	chr1-1142	18.5	-	1.4255	4.0412	5.4667	2	Deep intronic	ENSG00000162591.18		Genic
chr1	3516942	3516962	chr1-9482	5.79	-	0.4752	0.7132	1.1883	2	Deep intronic	ENSG00000162591.18		Genic
chr1	3518879	3518899	chr1-13210	4.64	-	0.4752	0.4754	0.9506	2	Deep intronic	ENSG00000162591.18		Genic
chr1	3525125	3525145	chr1-5513	6.95	-	0.4752	1.664	2.1392	2	First intron	ENSG00000162591.18		Genic
chr1	3531108	3531128	chr1-9484	5.79	-	0.4752	0.9509	1.426	2	CDS	ENSG00000162591.18		Genic
chr1	3536214	3536234	chr1-3543	10.4	-	1.4255	1.1886	2.6141	2	Deep intronic	ENSG00000162591.18		Genic
chr1	3537716	3537736	chr1-376	38.2	-	5.9394	3.8035	9.7429	2	Deep intronic	ENSG00000162591.18		Genic
chr1	3538646	3538666	chr1-2421	11.6	-	1.663	1.4263	3.0894	2	Deep intronic	ENSG00000162591.18		Genic
chr1	3540786	3540806	chr1-5518	8.11	-	1.9006	0.7132	2.6138	2	LTR/ERV	ENSG00000162591.18		TE
chr1	3545732	3545752	chr1-5520	10.4	-	1.663	0.9509	2.6139	2	Deep intronic	ENSG00000162591.18		Genic
