chr	start	end	name	score	strand	NormedTC_SRR32609679	NormedTC_SRR32609680	NormedTC_SRR32609681	NormedTC_SRR32609682	NormedTC_SRR32609683	NormedTC_SRR37853278	NormedTC_SRR37853279	NormedTC_SRR37853280	NormedTC_HNRNPC_WT	BC_HNRNPC_WT	annotation	gene	external_gene_name	grouped_annotation
chr11	14478402	14478422	chr11-99	50.5	-	1.2158	0	0	0	0	16.3761	27.9045	0	45.4964	3	Alu	ENSG00000129083.14		TE
chr11	14645776	14645796	chr11-1086	14.4	+	4.863	0	0	0	0	0	0	0	4.863	1	First intron	ENSG00000152270.11		Genic
chr11	14650379	14650399	chr11-653	18	+	0	0	0	2.7469	0	9.8257	3.1005	0	15.6731	3	Alu	ENSG00000152270.11		TE
chr11	14686569	14686589	chr11-654	18	+	3.6473	0	0	2.7469	0	0	3.1005	0	9.4947	3	First intron	ENSG00000152270.11		Genic
chr11	14694545	14694565	chr11-1087	14.4	+	1.2158	0	0	0	13.6848	6.5505	0	0	21.451	3	First intron	ENSG00000152270.11		Genic
chr11	14712650	14712670	chr11-1088	14.4	+	1.2158	0	0	0	0	9.8257	0	0	11.0414	2	Alu	ENSG00000152270.11		TE
chr11	14736684	14736704	chr11-1089	14.4	+	1.2158	3.8207	0	0	13.6848	0	0	6.6937	25.4149	4	LINE	ENSG00000152270.11		TE
chr11	15110186	15110206	chr11-1090	14.4	+	0	0	0	0	0	0	12.402	0	12.402	1	Alu			TE
chr11	16753534	16753554	chr11-1091	18	+	0	0	0	0	0	0	9.3015	13.3873	22.6888	2	Alu	ENSG00000110696.11		TE
chr11	17074673	17074693	chr11-117	79.4	-	3.6473	30.5655	17.248	21.9755	54.739	0	6.201	0	134.3763	6	Proximal intronic	ENSG00000110700.8		Genic
chr11	17075823	17075843	chr11-307	32.5	-	2.4315	19.1034	7.392	0	13.6848	0	0	0	42.6117	4	Deep intronic	ENSG00000110700.8		Genic
chr11	17131958	17131978	chr11-1093	14.4	-	2.4315	0	0	0	13.6848	0	6.201	0	22.3173	3	CDS	ENSG00000011405.15		Genic
chr11	17134829	17134849	chr11-308	25.3	-	3.6473	3.8207	4.928	2.7469	0	3.2752	0	6.6937	25.1118	6	CDS	ENSG00000011405.15		Genic
chr11	17199891	17199911	chr11-436	32.5	-	0	0	0	0	0	13.1009	15.5025	0	28.6034	2	Alu	ENSG00000011405.15		TE
chr11	17280098	17280118	chr11-437	18	+	1.2158	0	0	0	0	13.1009	3.1005	0	17.4172	3	First intron	ENSG00000070081.19		Genic
chr11	17317994	17318014	chr11-438	21.7	+	2.4315	0	2.464	0	0	0	12.402	0	17.2975	3	Alu	ENSG00000070081.19		TE
chr11	17356816	17356836	chr11-1094	14.4	+	1.2158	3.8207	2.464	0	0	0	6.201	0	13.7014	4	CDS	ENSG00000188211.9	NCR3LG1	Genic
chr11	17363097	17363117	chr11-1095	14.4	+	0	0	0	0	0	13.1009	0	0	13.1009	1	Alu	ENSG00000188211.9	NCR3LG1	TE
chr11	17983816	17983836	chr11-1097	14.4	-	0	0	0	10.9878	0	0	0	0	10.9878	1	LINE	ENSG00000129158.12		TE
chr11	18003846	18003866	chr11-1098	14.4	-	1.2158	0	0	8.2408	0	0	0	0	9.4566	2	LINE	ENSG00000129158.12		TE
chr11	18009380	18009400	chr11-655	21.7	-	1.2158	0	0	0	0	9.8257	3.1005	13.3873	27.5293	4	3'UTR-distal	ENSG00000129158.12		Genic
chr11	18077727	18077747	chr11-1099	14.4	-	1.2158	0	0	2.7469	13.6848	0	3.1005	0	20.7479	4	3'UTR-distal			Genic
chr11	18083284	18083304	chr11-1100	14.4	-	1.2158	0	0	2.7469	0	3.2752	3.1005	0	10.3384	4	LINE	ENSG00000166788.11		TE
chr11	18345966	18345986	chr11-1102	14.4	+	1.2158	0	0	0	0	6.5505	3.1005	0	10.8667	3	Alu	ENSG00000110768.13		TE
chr11	18402133	18402153	chr11-439	21.7	+	0	0	0	0	0	19.6514	0	6.6937	26.345	2	Alu	ENSG00000134333.16		TE
chr11	18473227	18473247	chr11-1104	14.4	-	0	0	0	2.7469	0	6.5505	3.1005	0	12.3979	3	Deep intronic	ENSG00000074319.14		Genic
chr11	18528400	18528420	chr11-656	18	+	0	7.6414	0	0	0	0	9.3015	0	16.9429	2	Alu			TE
chr11	18580847	18580867	chr11-1105	14.4	-	1.2158	0	2.464	0	0	3.2752	0	6.6937	13.6486	4	First intron	ENSG00000151116.18		Genic
chr11	18602756	18602776	chr11-1106	14.4	+	1.2158	7.6414	0	0	0	0	3.1005	0	11.9576	3	Deep intronic	ENSG00000247595.5	MISFA	Genic
chr11	18621123	18621143	chr11-1107	14.4	-	0	3.8207	2.464	0	0	0	3.1005	6.6937	16.0788	4	Alu	ENSG00000179119.15	SPTY2D1	TE
chr11	20388502	20388522	chr11-1108	18	+	2.4315	3.8207	4.928	0	0	0	0	0	11.1802	3	3'UTR-distal	ENSG00000185238.14		Genic
chr11	20394791	20394811	chr11-440	21.7	+	3.6473	0	0	0	0	0	3.1005	13.3873	20.1351	3	LINE	ENSG00000185238.14		TE
chr11	20395532	20395552	chr11-1110	14.4	+	1.2158	0	0	8.2408	0	3.2752	0	0	12.7318	3	Alu	ENSG00000185238.14		TE
chr11	20403984	20404004	chr11-441	21.7	+	4.863	3.8207	0	0	27.3695	6.5505	0	0	42.6037	4	Deep intronic	ENSG00000185238.14		Genic
chr11	20404540	20404560	chr11-309	21.7	+	3.6473	3.8207	2.464	0	0	0	0	13.3873	23.3193	4	Deep intronic	ENSG00000185238.14		Genic
chr11	20502746	20502766	chr11-658	18	+	4.863	0	0	2.7469	0	0	0	0	7.61	2	Deep intronic	ENSG00000185238.14		Genic
chr11	22210481	22210501	chr11-659	21.7	+	3.6473	0	0	2.7469	0	0	3.1005	6.6937	16.1884	4	First intron	ENSG00000171714.14		Genic
chr11	22268280	22268300	chr11-660	18	+	3.6473	0	2.464	0	0	0	3.1005	0	9.2117	3	LINE	ENSG00000171714.14		TE
chr11	27461195	27461215	chr11-1115	14.4	-	1.2158	11.4621	0	0	0	0	0	0	12.6778	2	First intron	ENSG00000205213.15		Genic
chr11	28057655	28057675	chr11-310	25.3	-	3.6473	0	0	0	0	0	12.402	0	16.0492	2	LINE	ENSG00000121621.8		TE
chr11	28097791	28097811	chr11-1116	14.4	-	3.6473	3.8207	2.464	0	0	0	0	0	9.9319	3	CDS	ENSG00000121621.8		Genic
chr11	28112788	28112808	chr11-1117	14.4	+	1.2158	0	0	2.7469	0	0	6.201	6.6937	16.8574	4	First intron	ENSG00000169519.22		Genic
chr11	28114321	28114341	chr11-442	21.7	+	2.4315	3.8207	7.392	0	0	0	3.1005	0	16.7447	4	LINE	ENSG00000169519.22		TE
chr11	28119770	28119790	chr11-1119	14.4	+	0	0	4.928	5.4939	0	0	3.1005	0	13.5224	3	Deep intronic	ENSG00000169519.22		Genic
chr11	28129292	28129312	chr11-661	18	+	1.2158	0	4.928	0	0	3.2752	6.201	0	15.62	4	Deep intronic	ENSG00000169519.22		Genic
chr11	28131079	28131099	chr11-662	21.7	+	1.2158	0	4.928	2.7469	0	0	6.201	0	15.0917	4	Deep intronic	ENSG00000169519.22		Genic
chr11	28142465	28142485	chr11-1121	14.4	+	0	7.6414	0	5.4939	0	0	0	0	13.1353	2	LTR/ERV	ENSG00000169519.22		TE
chr11	28152241	28152261	chr11-443	21.7	+	1.2158	0	0	0	0	16.3761	0	0	17.5919	2	Other SINE	ENSG00000169519.22		TE
chr11	28171975	28171995	chr11-234	28.9	+	2.4315	0	2.464	5.4939	0	0	9.3015	0	19.6909	4	Alu	ENSG00000169519.22		TE
chr11	28178718	28178738	chr11-1122	14.4	+	1.2158	3.8207	0	2.7469	0	0	0	6.6937	14.477	4	Deep intronic	ENSG00000169519.22		Genic
chr11	28233048	28233068	chr11-1124	14.4	+	0	0	0	0	0	0	12.402	0	12.402	1	Deep intronic	ENSG00000169519.22		Genic
chr11	28308675	28308695	chr11-1125	14.4	+	1.2158	0	0	0	0	3.2752	6.201	0	10.692	3	Deep intronic	ENSG00000169519.22		Genic
chr11	28319464	28319484	chr11-1126	14.4	+	1.2158	3.8207	0	5.4939	0	0	0	0	10.5303	3	Deep intronic	ENSG00000169519.22		Genic
chr11	28325619	28325639	chr11-1127	14.4	+	1.2158	0	0	0	0	0	9.3015	0	10.5172	2	Deep intronic	ENSG00000169519.22		Genic
chr11	30479626	30479646	chr11-1129	14.4	-	0	0	9.856	0	0	0	0	0	9.856	1	Deep intronic	ENSG00000066382.18		Genic
chr11	30645735	30645755	chr11-1130	14.4	-	0	0	0	0	0	13.1009	0	0	13.1009	1	Deep intronic	ENSG00000309197.1	""	Genic
chr11	31379504	31379524	chr11-1131	14.4	+	1.2158	3.8207	0	5.4939	0	0	0	0	10.5303	3	Deep intronic	ENSG00000170946.16		Genic
chr11	31415973	31415993	chr11-663	18	+	1.2158	0	4.928	5.4939	0	0	0	0	11.6376	3	Deep intronic	ENSG00000170946.16		Genic
chr11	31445492	31445512	chr11-664	14.4	-	0	3.8207	2.464	2.7469	0	3.2752	6.201	0	18.5078	5	First intron	ENSG00000148950.12		Genic
chr11	31461818	31461838	chr11-1134	14.4	-	1.2158	0	4.928	0	0	0	3.1005	0	9.2442	3	First intron	ENSG00000148950.12		Genic
chr11	31467256	31467276	chr11-1136	18	-	2.4315	0	2.464	2.7469	0	0	3.1005	6.6937	17.4366	5	LINE	ENSG00000148950.12		TE
chr11	31472589	31472609	chr11-665	18	-	1.2158	0	0	0	0	3.2752	6.201	6.6937	17.3856	4	First intron	ENSG00000148950.12		Genic
chr11	31477860	31477880	chr11-666	18	-	2.4315	0	0	2.7469	0	0	3.1005	6.6937	14.9726	4	First intron	ENSG00000148950.12		Genic
chr11	31493033	31493053	chr11-444	21.7	-	4.863	0	4.928	2.7469	0	3.2752	0	0	15.8132	4	First intron	ENSG00000148950.12		Genic
chr11	31501767	31501787	chr11-1139	14.4	-	1.2158	0	2.464	0	0	0	3.1005	13.3873	20.1676	4	Alu	ENSG00000148950.12		TE
chr11	31507939	31507959	chr11-445	21.7	-	1.2158	7.6414	2.464	2.7469	0	0	3.1005	0	17.1686	5	First intron	ENSG00000148950.12		Genic
chr11	31668496	31668516	chr11-199	32.5	+	3.6473	0	0	5.4939	0	6.5505	6.201	0	21.8926	4	Alu	ENSG00000109911.20		TE
chr11	31672351	31672371	chr11-667	14.4	+	2.4315	0	2.464	0	0	0	6.201	0	11.0965	3	Deep intronic	ENSG00000109911.20		Genic
chr11	31721499	31721519	chr11-668	14.4	+	3.6473	0	4.928	0	0	0	0	0	8.5752	2	Deep intronic	ENSG00000109911.20		Genic
chr11	31727163	31727183	chr11-1140	14.4	+	0	0	2.464	0	0	9.8257	0	0	12.2897	2	Deep intronic	ENSG00000109911.20		Genic
chr11	31890077	31890097	chr11-446	21.7	+	0	0	4.928	0	0	9.8257	0	6.6937	21.4473	3	Alu	ENSG00000281880.2	PAUPAR	TE
chr11	32096239	32096259	chr11-1141	14.4	+	2.4315	0	0	0	0	0	3.1005	6.6937	12.2257	3	First intron	ENSG00000049449.11		Genic
chr11	32592801	32592821	chr11-1144	14.4	+	1.2158	0	4.928	0	0	3.2752	0	6.6937	16.1126	4	Alu	ENSG00000149100.14		TE
chr11	32595967	32595987	chr11-669	21.7	+	2.4315	0	7.392	0	0	0	0	6.6937	16.5172	3	CDS	ENSG00000149100.14		Genic
chr11	32598331	32598351	chr11-1146	14.4	+	0	0	2.464	0	0	3.2752	6.201	0	11.9402	3	Deep intronic	ENSG00000149100.14		Genic
chr11	32895971	32895991	chr11-1148	14.4	+	0	3.8207	2.464	0	0	0	3.1005	6.6937	16.0788	4	First intron	ENSG00000060749.17	QSER1	Genic
chr11	32903787	32903807	chr11-1150	18	+	0	0	0	0	0	6.5505	3.1005	13.3873	23.0383	3	Alu	ENSG00000060749.17	QSER1	TE
chr11	32904198	32904218	chr11-200	32.5	+	0	0	0	8.2408	0	9.8257	0	20.081	38.1475	3	Alu	ENSG00000060749.17	QSER1	TE
chr11	32908467	32908487	chr11-1152	14.4	+	1.2158	3.8207	0	2.7469	0	3.2752	0	0	11.0586	4	First intron	ENSG00000060749.17	QSER1	Genic
chr11	32909370	32909390	chr11-1153	14.4	+	1.2158	3.8207	2.464	0	13.6848	0	0	0	21.1852	4	First intron	ENSG00000060749.17	QSER1	Genic
chr11	32915237	32915257	chr11-447	25.3	+	0	3.8207	12.32	2.7469	0	0	0	0	18.8876	3	First intron	ENSG00000060749.17	QSER1	Genic
chr11	32919293	32919313	chr11-448	25.3	+	0	0	0	0	0	9.8257	6.201	20.081	36.1077	3	Alu	ENSG00000060749.17	QSER1	TE
chr11	32926770	32926790	chr11-670	18	+	1.2158	0	0	2.7469	13.6848	3.2752	0	6.6937	27.6163	5	Other SINE	ENSG00000060749.17	QSER1	TE
chr11	32930840	32930860	chr11-671	18	+	2.4315	11.4621	0	0	0	0	0	0	13.8936	2	LINE	ENSG00000060749.17	QSER1	TE
chr11	32956947	32956967	chr11-1155	14.4	+	0	0	0	2.7469	0	6.5505	0	6.6937	15.9911	3	Alu	ENSG00000060749.17	QSER1	TE
chr11	32976827	32976847	chr11-235	25.3	+	7.2945	3.8207	4.928	0	0	0	0	0	16.0432	3	3'UTR	ENSG00000060749.17	QSER1	Genic
chr11	33110867	33110887	chr11-672	18	-	1.2158	0	0	0	0	0	3.1005	20.081	24.3972	3	LINE	ENSG00000176102.14		TE
chr11	33113879	33113899	chr11-1158	14.4	-	1.2158	0	0	0	0	0	9.3015	0	10.5172	2	Alu	ENSG00000176102.14		TE
chr11	33123167	33123187	chr11-1160	14.4	-	3.6473	0	0	0	13.6848	0	0	0	17.332	2	LINE	ENSG00000176102.14		TE
chr11	33126036	33126056	chr11-449	21.7	-	3.6473	0	2.464	2.7469	0	6.5505	3.1005	0	18.5092	5	First intron	ENSG00000176102.14		Genic
chr11	33129696	33129716	chr11-450	21.7	-	2.4315	3.8207	0	5.4939	0	6.5505	0	0	18.2965	4	First intron	ENSG00000176102.14		Genic
chr11	33132331	33132351	chr11-675	18	-	1.2158	0	0	0	0	6.5505	3.1005	6.6937	17.5604	4	First intron	ENSG00000176102.14		Genic
chr11	33133511	33133531	chr11-1168	14.4	-	2.4315	0	0	2.7469	0	0	0	6.6937	11.8721	3	LINE	ENSG00000176102.14		TE
chr11	33134198	33134218	chr11-676	18	-	3.6473	0	0	0	0	3.2752	3.1005	6.6937	16.7166	4	LINE	ENSG00000176102.14		TE
chr11	33135176	33135196	chr11-236	28.9	-	4.863	3.8207	0	5.4939	0	3.2752	0	0	17.4528	4	First intron	ENSG00000176102.14		Genic
chr11	33138211	33138231	chr11-311	21.7	-	6.0788	0	4.928	0	0	6.5505	6.201	13.3873	37.1455	5	First intron	ENSG00000176102.14		Genic
chr11	33144804	33144824	chr11-163	36.1	-	6.0788	0	0	2.7469	0	3.2752	9.3015	0	21.4024	4	Alu	ENSG00000176102.14		TE
chr11	33144961	33144981	chr11-452	21.7	-	0	0	2.464	0	13.6848	0	0	26.7747	42.9234	3	Alu	ENSG00000176102.14		TE
chr11	33145882	33145902	chr11-312	25.3	-	2.4315	0	2.464	5.4939	13.6848	0	3.1005	0	27.1746	5	First intron	ENSG00000176102.14		Genic
chr11	33146845	33146865	chr11-89	54.1	-	1.2158	3.8207	0	0	27.3695	13.1009	27.9045	0	73.4113	5	LINE	ENSG00000176102.14		TE
chr11	33149381	33149401	chr11-1172	14.4	-	2.4315	0	2.464	0	0	0	3.1005	0	7.996	3	First intron	ENSG00000176102.14		Genic
chr11	33149483	33149503	chr11-1173	14.4	-	1.2158	0	2.464	0	0	0	6.201	6.6937	16.5744	4	First intron	ENSG00000176102.14		Genic
chr11	33150327	33150347	chr11-237	18	-	3.6473	0	4.928	2.7469	0	6.5505	9.3015	13.3873	40.5615	6	First intron	ENSG00000176102.14		Genic
chr11	33157024	33157044	chr11-453	18	-	3.6473	3.8207	0	2.7469	0	0	9.3015	0	19.5164	4	First intron	ENSG00000176102.14		Genic
chr11	33158446	33158466	chr11-1175	14.4	-	0	0	4.928	2.7469	0	0	3.1005	0	10.7754	3	First intron	ENSG00000176102.14		Genic
chr11	33193497	33193517	chr11-1176	14.4	+	0	0	0	0	0	13.1009	0	0	13.1009	1	Alu	ENSG00000247151.8	CSTF3-DT	TE
chr11	33196329	33196349	chr11-100	54.1	-	0	0	0	0	0	16.3761	21.7035	20.081	58.1606	3	Alu			TE
chr11	33397868	33397888	chr11-454	21.7	+	0	0	0	0	0	19.6514	0	0	19.6514	1	Satellite/LC	ENSG00000110427.18		TE
chr11	33706538	33706558	chr11-313	25.3	-	0	7.6414	0	13.7347	0	0	0	0	21.3761	2	3'UTR	ENSG00000085063.19		Genic
chr11	34054733	34054753	chr11-455	25.3	+	1.2158	3.8207	0	5.4939	0	3.2752	3.1005	6.6937	23.5997	6	First intron	ENSG00000135387.22		Genic
chr11	34054801	34054821	chr11-164	32.5	+	7.2945	3.8207	4.928	10.9878	0	6.5505	3.1005	13.3873	50.0692	7	First intron	ENSG00000135387.22		Genic
chr11	34055771	34055791	chr11-679	18	+	2.4315	0	0	0	13.6848	0	3.1005	6.6937	25.9104	4	First intron	ENSG00000135387.22		Genic
chr11	34056039	34056059	chr11-456	18	+	0	3.8207	2.464	0	0	9.8257	3.1005	0	19.2109	4	First intron	ENSG00000135387.22		Genic
chr11	34064078	34064098	chr11-457	21.7	+	2.4315	0	0	5.4939	0	3.2752	0	6.6937	17.8943	4	First intron	ENSG00000135387.22		Genic
chr11	34066142	34066162	chr11-314	25.3	+	1.2158	0	0	0	0	13.1009	12.402	0	26.7187	3	Alu	ENSG00000135387.22		TE
chr11	34066806	34066826	chr11-680	21.7	+	0	3.8207	0	0	0	0	15.5025	0	19.3232	2	Alu	ENSG00000135387.22		TE
chr11	34067108	34067128	chr11-238	28.9	+	2.4315	0	0	2.7469	0	13.1009	3.1005	0	21.3799	4	Alu	ENSG00000135387.22		TE
chr11	34067248	34067268	chr11-165	36.1	+	0	3.8207	2.464	2.7469	0	6.5505	12.402	6.6937	34.6777	6	First intron	ENSG00000135387.22		Genic
chr11	34067510	34067530	chr11-239	28.9	+	2.4315	0	2.464	2.7469	0	0	3.1005	20.081	30.8239	5	Alu	ENSG00000135387.22		TE
chr11	34087650	34087670	chr11-1186	14.4	+	1.2158	0	0	0	13.6848	0	3.1005	6.6937	24.6947	4	Deep intronic	ENSG00000135387.22		Genic
chr11	34087708	34087728	chr11-458	21.7	+	3.6473	0	2.464	5.4939	0	0	0	0	11.6051	3	Deep intronic	ENSG00000135387.22		Genic
chr11	34092538	34092558	chr11-682	18	+	2.4315	3.8207	0	0	0	3.2752	0	6.6937	16.2211	4	Alu	ENSG00000135387.22		TE
chr11	34093206	34093226	chr11-683	21.7	+	0	0	2.464	8.2408	0	6.5505	0	0	17.2553	3	Alu	ENSG00000135387.22		TE
chr11	34107452	34107472	chr11-1189	14.4	+	0	0	7.392	2.7469	13.6848	0	0	0	23.8237	3	3'UTR-distal	ENSG00000135372.11		Genic
chr11	34116907	34116927	chr11-1190	14.4	+	0	0	2.464	0	0	6.5505	0	6.6937	15.7081	3	Alu	ENSG00000135372.11		TE
chr11	34127202	34127222	chr11-459	21.7	+	4.863	0	0	0	0	3.2752	6.201	0	14.3392	3	Other SINE	ENSG00000135372.11		TE
chr11	34456098	34456118	chr11-1193	14.4	+	2.4315	3.8207	0	0	0	3.2752	0	0	9.5274	3	CDS	ENSG00000121691.8		Genic
chr11	34898236	34898256	chr11-1194	10.8	-	1.2158	0	2.464	2.7469	0	3.2752	0	0	9.7019	4	LTR/ERV	ENSG00000149089.14		TE
chr11	35740455	35740475	chr11-1195	14.4	+	2.4315	0	0	0	0	6.5505	0	6.6937	15.6756	3	Deep intronic	ENSG00000166326.8		Genic
chr11	35795586	35795606	chr11-684	18	+	0	0	2.464	0	0	0	12.402	0	14.866	2	Deep intronic	ENSG00000166326.8		Genic
chr11	36017137	36017157	chr11-1196	14.4	+	3.6473	0	0	0	13.6848	0	0	0	17.332	2	First intron	ENSG00000179241.14		Genic
chr11	42956334	42956354	chr11-1197	14.4	-	1.2158	3.8207	0	0	13.6848	3.2752	0	0	21.9964	4	Alu			TE
chr11	43335581	43335601	chr11-1198	14.4	+	0	11.4621	0	0	0	0	0	6.6937	18.1557	2	Deep intronic	ENSG00000166181.14		Genic
chr11	43342905	43342925	chr11-1199	14.4	+	3.6473	3.8207	0	0	0	0	0	0	7.4679	2	3'UTR	ENSG00000166181.14		Genic
chr11	43384892	43384912	chr11-1200	14.4	+	1.2158	0	4.928	2.7469	0	0	0	0	8.8907	3	First intron	ENSG00000052841.17		Genic
chr11	43392052	43392072	chr11-1201	14.4	+	2.4315	0	0	2.7469	0	3.2752	0	0	8.4537	3	First intron	ENSG00000052841.17		Genic
chr11	43399337	43399357	chr11-315	21.7	+	2.4315	3.8207	4.928	5.4939	0	0	0	0	16.6741	4	Deep intronic	ENSG00000052841.17		Genic
chr11	43425483	43425503	chr11-1203	14.4	+	2.4315	0	0	2.7469	0	3.2752	0	0	8.4537	3	Deep intronic	ENSG00000052841.17		Genic
chr11	43432782	43432802	chr11-460	18	+	2.4315	3.8207	2.464	2.7469	0	0	0	6.6937	18.1568	5	Deep intronic	ENSG00000052841.17		Genic
chr11	43444578	43444598	chr11-1205	18	+	0	0	0	0	13.6848	3.2752	6.201	6.6937	29.8546	4	Deep intronic	ENSG00000052841.17		Genic
chr11	43681967	43681987	chr11-1206	14.4	+	1.2158	0	0	2.7469	0	3.2752	3.1005	0	10.3384	4	First intron	ENSG00000149084.14		Genic
chr11	43682703	43682723	chr11-685	14.4	+	4.863	3.8207	0	2.7469	0	0	0	0	11.4306	3	First intron	ENSG00000149084.14		Genic
chr11	43683398	43683418	chr11-316	25.3	+	0	3.8207	9.856	0	0	0	0	13.3873	27.064	3	First intron	ENSG00000149084.14		Genic
chr11	43760459	43760479	chr11-317	21.7	+	3.6473	0	0	2.7469	0	3.2752	6.201	0	15.8704	4	First intron	ENSG00000149084.14		Genic
chr11	43785088	43785108	chr11-1207	14.4	+	1.2158	3.8207	0	0	0	0	0	20.081	25.1174	3	LTR/ERV	ENSG00000149084.14		TE
chr11	43826488	43826508	chr11-1208	14.4	+	1.2158	0	0	2.7469	0	3.2752	3.1005	0	10.3384	4	Deep intronic	ENSG00000149084.14		Genic
chr11	43893493	43893513	chr11-461	21.7	+	0	0	2.464	0	0	6.5505	9.3015	0	18.3159	3	Deep intronic	ENSG00000166199.14		Genic
chr11	44085310	44085330	chr11-686	18	+	1.2158	0	2.464	0	0	3.2752	6.201	0	13.156	4	3'UTR-distal			Genic
chr11	44215825	44215845	chr11-687	21.7	+	3.6473	0	0	0	0	0	6.201	6.6937	16.5419	3	Deep intronic	ENSG00000151348.17		Genic
chr11	44235414	44235434	chr11-1209	14.4	+	1.2158	0	0	0	0	9.8257	0	0	11.0414	2	Alu	ENSG00000151348.17		TE
chr11	44239111	44239131	chr11-1210	14.4	+	0	0	0	5.4939	0	0	6.201	0	11.6949	2	Deep intronic	ENSG00000151348.17		Genic
chr11	44245112	44245132	chr11-462	21.7	+	4.863	0	2.464	2.7469	13.6848	0	0	0	23.7587	4	3'UTR	ENSG00000151348.17		Genic
chr11	46072967	46072987	chr11-1211	14.4	-	2.4315	0	2.464	0	0	0	3.1005	0	7.996	3	Deep intronic	ENSG00000135365.18		Genic
chr11	46112239	46112259	chr11-463	18	-	3.6473	0	4.928	0	0	0	0	6.6937	15.2689	3	First intron	ENSG00000135365.18		Genic
chr11	46113814	46113834	chr11-1212	14.4	-	0	15.2827	0	0	0	0	0	0	15.2827	1	Alu	ENSG00000135365.18		TE
chr11	46118231	46118251	chr11-1213	14.4	-	2.4315	3.8207	0	0	0	3.2752	0	0	9.5274	3	5'UTR	ENSG00000135365.18		Genic
chr11	46119051	46119071	chr11-1214	14.4	-	1.2158	0	2.464	0	0	3.2752	6.201	0	13.156	4	5'UTR	ENSG00000135365.18		Genic
chr11	46457950	46457970	chr11-688	18	-	2.4315	0	0	2.7469	0	0	6.201	0	11.3794	3	Deep intronic	ENSG00000110497.16		Genic
chr11	46525574	46525594	chr11-690	18	-	0	0	0	0	0	9.8257	6.201	0	16.0267	2	Alu	ENSG00000110497.16		TE
chr11	46551696	46551716	chr11-464	25.3	-	3.6473	0	0	0	0	3.2752	9.3015	13.3873	29.6113	4	Alu	ENSG00000110497.16		TE
chr11	46552753	46552773	chr11-1215	14.4	-	2.4315	0	2.464	0	0	0	3.1005	0	7.996	3	LINE	ENSG00000110497.16		TE
chr11	46557493	46557513	chr11-166	36.1	-	0	3.8207	0	2.7469	0	9.8257	9.3015	13.3873	39.0821	5	First intron	ENSG00000110497.16		Genic
chr11	46563398	46563418	chr11-691	18	+	0	0	0	0	0	0	0	33.4683	33.4683	1	Alu			TE
chr11	46564135	46564155	chr11-1217	14.4	-	2.4315	0	0	0	0	6.5505	0	0	8.982	2	Alu	ENSG00000110497.16		TE
chr11	46565308	46565328	chr11-465	21.7	-	1.2158	0	4.928	8.2408	0	0	0	0	14.3846	3	LINE	ENSG00000110497.16		TE
chr11	46565685	46565705	chr11-201	28.9	-	2.4315	0	2.464	0	0	9.8257	0	20.081	34.8022	4	Alu	ENSG00000110497.16		TE
chr11	46568601	46568621	chr11-1218	14.4	-	0	3.8207	0	0	13.6848	0	9.3015	0	26.8069	3	Alu	ENSG00000110497.16		TE
chr11	46572785	46572805	chr11-466	21.7	-	3.6473	3.8207	4.928	2.7469	0	0	0	0	15.1429	4	First intron	ENSG00000110497.16		Genic
chr11	46572907	46572927	chr11-167	36.1	-	0	0	0	0	13.6848	16.3761	6.201	20.081	56.3429	4	Alu	ENSG00000110497.16		TE
chr11	46577630	46577650	chr11-318	21.7	-	3.6473	0	0	0	0	0	12.402	0	16.0492	2	Satellite/LC	ENSG00000110497.16		TE
chr11	46578300	46578320	chr11-467	21.7	-	3.6473	3.8207	0	0	0	0	6.201	0	13.6689	3	Alu	ENSG00000110497.16		TE
chr11	46581589	46581609	chr11-1219	14.4	-	2.4315	0	0	0	0	3.2752	3.1005	0	8.8072	3	Alu	ENSG00000110497.16		TE
chr11	46588952	46588972	chr11-692	18	-	3.6473	3.8207	0	0	0	0	0	6.6937	14.1616	3	Other SINE	ENSG00000110497.16		TE
chr11	46593154	46593174	chr11-1221	14.4	-	1.2158	0	0	2.7469	0	0	3.1005	6.6937	13.7569	4	3'UTR-distal	ENSG00000110497.16		Genic
chr11	46624180	46624200	chr11-693	21.7	+	1.2158	3.8207	0	2.7469	0	9.8257	0	0	17.6091	4	Alu	ENSG00000175224.18		TE
chr11	46634410	46634430	chr11-468	18	+	0	0	0	0	0	0	18.603	0	18.603	1	Alu	ENSG00000175224.18		TE
chr11	46635182	46635202	chr11-1222	14.4	+	1.2158	0	0	0	0	0	6.201	6.6937	14.1104	3	Alu	ENSG00000175224.18		TE
chr11	46762475	46762495	chr11-1223	14.4	-	1.2158	11.4621	0	0	0	0	0	0	12.6778	2	Deep intronic	ENSG00000175216.16		Genic
chr11	46794280	46794300	chr11-202	28.9	-	3.6473	0	2.464	2.7469	0	6.5505	9.3015	0	24.7101	5	Alu	ENSG00000175216.16		TE
chr11	46800044	46800064	chr11-1226	10.8	-	1.2158	7.6414	0	2.7469	0	0	0	0	11.6041	3	Deep intronic	ENSG00000175216.16		Genic
chr11	46810486	46810506	chr11-1227	14.4	+	3.6473	0	0	0	0	0	3.1005	0	6.7478	2	Alu			TE
chr11	46838603	46838623	chr11-101	50.5	-	4.863	0	2.464	0	0	6.5505	21.7035	0	35.5809	4	Alu	ENSG00000175216.16		TE
