chr	start	end	name	score	strand	NormedTC_ERR018282	NormedTC_ERR018283	NormedTC_ERR018284	NormedTC_HNRNPC_WT	BC_HNRNPC_WT	annotation	gene	external_gene_name	grouped_annotation
chr10	67827368	67827388	chr10-170	58.6	-	8.0619	6.0503	0	14.1121	2	Alu	ENSG00000108176.16		TE
chr10	67947714	67947734	chr10-171	58.6	-	8.0619	6.0503	0	14.1121	2	LINE	ENSG00000148634.17		TE
chr10	67976629	67976649	chr10-172	58.6	-	8.0619	6.0503	0	14.1121	2	LINE	ENSG00000148634.17		TE
chr10	68021826	68021846	chr10-46	78.2	-	16.1238	0	0	16.1238	1	Alu	ENSG00000148634.17		TE
chr10	68028998	68029018	chr10-19	97.7	-	4.0309	6.0503	31.2956	41.3768	3	Alu	ENSG00000148634.17		TE
chr10	68068648	68068668	chr10-47	78.2	-	12.0928	0	10.4319	22.5247	2	3'UTR	ENSG00000148634.17		Genic
chr10	68074434	68074454	chr10-176	97.7	-	8.0619	6.0503	20.8638	34.9759	3	5'UTR	ENSG00000148634.17		Genic
chr10	68335248	68335268	chr10-48	78.2	+	8.0619	12.1005	0	20.1624	2	5'UTR	ENSG00000096746.19		Genic
chr10	68339697	68339717	chr10-179	78.2	+	12.0928	6.0503	0	18.1431	2	Alu	ENSG00000096746.19		TE
chr10	68414499	68414519	chr10-180	58.6	-	4.0309	12.1005	0	16.1315	2	3'UTR	ENSG00000138346.17		Genic
chr10	68518763	68518783	chr10-49	58.6	-	4.0309	6.0503	20.8638	30.945	3	Alu	ENSG00000122912.16		TE
chr10	68519897	68519917	chr10-50	78.2	-	4.0309	6.0503	20.8638	30.945	3	Alu	ENSG00000122912.16		TE
chr10	68758699	68758719	chr10-182	58.6	+	4.0309	12.1005	0	16.1315	2	Alu	ENSG00000060339.15		TE
chr10	68762773	68762793	chr10-183	58.6	+	8.0619	6.0503	0	14.1121	2	LINE	ENSG00000060339.15		TE
chr10	70168198	70168218	chr10-184	58.6	-	4.0309	12.1005	0	16.1315	2	First intron	ENSG00000079332.17		Genic
chr10	70426766	70426786	chr10-51	117.3	+	8.0619	6.0503	31.2956	45.4078	3	3'UTR	ENSG00000148730.8		Genic
chr10	70877993	70878013	chr10-52	78.2	+	8.0619	6.0503	10.4319	24.544	3	3'UTR	ENSG00000166224.19	SGPL1	Genic
chr10	72275662	72275682	chr10-188	58.6	+	8.0619	6.0503	0	14.1121	2	3'UTR	ENSG00000168209.7		Genic
chr10	72761549	72761569	chr10-189	58.6	+	8.0619	6.0503	0	14.1121	2	First intron	ENSG00000156026.16		Genic
chr10	73007443	73007463	chr10-190	58.6	-	0	12.1005	10.4319	22.5324	2	3'UTR	ENSG00000122884.14		Genic
chr10	73037827	73037847	chr10-191	58.6	-	0	18.1508	0	18.1508	1	Deep intronic	ENSG00000122884.14		Genic
chr10	73376761	73376781	chr10-192	58.6	-	0	18.1508	0	18.1508	1	LINE	ENSG00000138279.17		TE
chr10	73477737	73477757	chr10-20	97.7	-	8.0619	12.1005	10.4319	30.5943	3	Alu	ENSG00000107758.17		TE
chr10	73614695	73614715	chr10-193	58.6	-	4.0309	0	20.8638	24.8947	2	LINE	ENSG00000166348.21		TE
chr10	73731158	73731178	chr10-194	58.6	+	8.0619	0	10.4319	18.4938	2	First intron	ENSG00000250959.5	GLUD1P3	Genic
chr10	73837105	73837125	chr10-195	58.6	-	0	6.0503	20.8638	26.914	2	Deep intronic	ENSG00000148660.23		Genic
chr10	74041173	74041193	chr10-196	58.6	+	8.0619	0	10.4319	18.4938	2	First intron	ENSG00000035403.19		Genic
chr10	74053626	74053646	chr10-197	58.6	+	4.0309	12.1005	0	16.1315	2	Alu	ENSG00000035403.19		TE
chr10	74109579	74109599	chr10-198	58.6	+	12.0928	0	0	12.0928	1	Deep intronic	ENSG00000035403.19		Genic
chr10	74113590	74113610	chr10-199	58.6	+	4.0309	0	20.8638	24.8947	2	Deep intronic	ENSG00000035403.19		Genic
chr10	74336233	74336253	chr10-200	58.6	+	4.0309	12.1005	0	16.1315	2	LINE	ENSG00000156110.16		TE
chr10	74337777	74337797	chr10-53	78.2	+	0	24.2011	0	24.2011	1	Alu	ENSG00000156110.16		TE
chr10	74401034	74401054	chr10-54	78.2	+	16.1238	0	0	16.1238	1	Deep intronic	ENSG00000156110.16		Genic
chr10	74474130	74474150	chr10-202	58.6	+	0	18.1508	0	18.1508	1	Alu	ENSG00000156110.16		TE
chr10	74619896	74619916	chr10-203	58.6	+	8.0619	0	10.4319	18.4938	2	Alu	ENSG00000156110.16		TE
chr10	75179693	75179713	chr10-204	78.2	+	8.0619	0	20.8638	28.9256	2	3'UTR	ENSG00000156671.16		Genic
chr10	78652362	78652382	chr10-55	78.2	-	16.1238	0	0	16.1238	1	Other SINE	ENSG00000228683.2	""	TE
chr10	78786829	78786849	chr10-205	58.6	-	12.0928	0	0	12.0928	1	Alu			TE
chr10	79092873	79092893	chr10-206	58.6	+	4.0309	6.0503	10.4319	20.5131	3	First intron	ENSG00000108175.20		Genic
chr10	79682791	79682811	chr10-56	78.2	-	12.0928	6.0503	0	18.1431	2	Alu	ENSG00000225484.8	NUTM2B-AS1	TE
chr10	86436867	86436887	chr10-207	78.2	-	12.0928	6.0503	10.4319	28.575	3	3'UTR	ENSG00000062650.21		Genic
chr10	86452272	86452292	chr10-208	58.6	-	8.0619	6.0503	0	14.1121	2	Satellite/LC	ENSG00000062650.21		TE
chr10	86515246	86515266	chr10-209	58.6	-	12.0928	0	0	12.0928	1	Alu	ENSG00000062650.21		TE
chr10	86758381	86758401	chr10-210	58.6	+	12.0928	0	0	12.0928	1	Satellite/LC	ENSG00000107779.17		TE
chr10	86781874	86781894	chr10-211	58.6	+	0	6.0503	20.8638	26.914	2	Alu	ENSG00000107779.17		TE
chr10	86906937	86906957	chr10-212	58.6	+	12.0928	0	0	12.0928	1	LINE	ENSG00000107779.17		TE
chr10	87098785	87098805	chr10-213	58.6	+	8.0619	0	10.4319	18.4938	2	Alu	ENSG00000122376.13		TE
chr10	87152953	87152973	chr10-214	58.6	+	0	18.1508	0	18.1508	1	First intron	ENSG00000122376.13		Genic
chr10	87908219	87908239	chr10-9	117.3	+	8.0619	18.1508	10.4319	36.6446	3	LINE	ENSG00000171862.16	PTEN	TE
chr10	87966928	87966948	chr10-4	156.4	+	8.0619	24.2011	20.8638	53.1267	3	3'UTR	ENSG00000171862.16	PTEN	Genic
chr10	89704574	89704594	chr10-57	78.2	+	0	24.2011	0	24.2011	1	Alu	ENSG00000138182.16		TE
chr10	89727269	89727289	chr10-58	117.3	+	8.0619	12.1005	20.8638	41.0262	3	Alu	ENSG00000138182.16		TE
chr10	91412481	91412501	chr10-217	58.6	+	8.0619	6.0503	10.4319	24.544	3	Alu	ENSG00000165338.17	HECTD2	TE
chr10	91416005	91416025	chr10-218	78.2	+	12.0928	6.0503	0	18.1431	2	First intron	ENSG00000165338.17	HECTD2	Genic
chr10	91438094	91438114	chr10-219	58.6	+	4.0309	12.1005	0	16.1315	2	LINE	ENSG00000165338.17	HECTD2	TE
chr10	91830233	91830253	chr10-221	78.2	+	0	12.1005	20.8638	32.9643	2	Alu	ENSG00000107854.7	TNKS2	TE
chr10	91843877	91843897	chr10-222	58.6	+	8.0619	0	10.4319	18.4938	2	Deep intronic	ENSG00000107854.7	TNKS2	Genic
chr10	94563118	94563138	chr10-2	215	+	24.1856	12.1005	31.2956	67.5818	3	Alu	ENSG00000119969.17		TE
chr10	94564622	94564642	chr10-10	117.3	+	12.0928	0	41.7275	53.8203	2	Alu	ENSG00000119969.17		TE
chr10	94565910	94565930	chr10-60	78.2	+	8.0619	0	20.8638	28.9256	2	Alu	ENSG00000119969.17		TE
chr10	94567296	94567316	chr10-61	97.7	+	12.0928	12.1005	20.8638	45.0571	3	Alu	ENSG00000119969.17		TE
chr10	94570053	94570073	chr10-63	78.2	+	4.0309	6.0503	20.8638	30.945	3	Alu	ENSG00000119969.17		TE
chr10	94570893	94570913	chr10-11	97.7	+	8.0619	12.1005	31.2956	51.458	3	Deep intronic	ENSG00000119969.17		Genic
chr10	94572968	94572988	chr10-64	97.7	+	16.1238	0	10.4319	26.5556	2	Alu	ENSG00000119969.17		TE
chr10	94574078	94574098	chr10-65	78.2	+	8.0619	0	20.8638	28.9256	2	CDS	ENSG00000119969.17		Genic
chr10	94598016	94598036	chr10-238	58.6	+	4.0309	0	20.8638	24.8947	2	LINE	ENSG00000119969.17		TE
chr10	94602702	94602722	chr10-21	97.7	+	20.1547	12.1005	0	32.2552	2	3'UTR	ENSG00000119969.17		Genic
chr10	94604143	94604163	chr10-12	117.3	+	8.0619	24.2011	10.4319	42.6948	3	3'UTR-distal	ENSG00000244332.1	""	Genic
chr10	94604778	94604798	chr10-22	97.7	+	16.1238	12.1005	0	28.2243	2	3'UTR-distal	ENSG00000244332.1	""	Genic
chr10	94605257	94605277	chr10-23	97.7	+	4.0309	24.2011	0	28.232	2	3'UTR-distal	ENSG00000244332.1	""	Genic
chr10	94608824	94608844	chr10-69	78.2	+	4.0309	18.1508	20.8638	43.0455	3	3'UTR-distal	ENSG00000244332.1	""	Genic
chr10	94610607	94610627	chr10-3	156.4	+	12.0928	24.2011	20.8638	57.1576	3	3'UTR-distal	ENSG00000244332.1	""	Genic
chr10	96521709	96521729	chr10-70	78.2	-	12.0928	6.0503	10.4319	28.575	3	3'UTR	ENSG00000077147.17		Genic
chr10	96525142	96525162	chr10-243	58.6	-	4.0309	6.0503	10.4319	20.5131	3	Deep intronic	ENSG00000077147.17		Genic
chr10	96836211	96836231	chr10-244	58.6	+	4.0309	12.1005	0	16.1315	2	First intron	ENSG00000196233.15		Genic
chr10	96869583	96869603	chr10-245	58.6	+	4.0309	0	20.8638	24.8947	2	Alu	ENSG00000196233.15		TE
chr10	98246265	98246285	chr10-246	58.6	+	0	0	31.2956	31.2956	1	3'UTR-distal			Genic
chr10	99146847	99146867	chr10-247	58.6	-	12.0928	0	0	12.0928	1	Alu	ENSG00000172987.14	HPSE2	TE
chr10	99885497	99885517	chr10-71	78.2	-	4.0309	18.1508	0	22.1817	2	Alu	ENSG00000107554.18		TE
chr10	100000846	100000866	chr10-248	58.6	-	0	12.1005	10.4319	22.5324	2	Satellite/LC	ENSG00000107554.18		TE
chr10	100360008	100360028	chr10-249	58.6	+	4.0309	6.0503	10.4319	20.5131	3	Deep intronic	ENSG00000099194.7		Genic
chr10	100913582	100913602	chr10-251	58.6	+	8.0619	6.0503	0	14.1121	2	3'UTR	ENSG00000119906.14		Genic
chr10	101004860	101004880	chr10-252	58.6	+	4.0309	0	20.8638	24.8947	2	Alu	ENSG00000107816.18		TE
chr10	101040601	101040621	chr10-72	78.2	+	8.0619	6.0503	10.4319	24.544	3	3'UTR	ENSG00000107819.16		Genic
chr10	101361964	101361984	chr10-253	58.6	+	0	0	31.2956	31.2956	1	Alu	ENSG00000166167.19		TE
chr10	101364910	101364930	chr10-5	175.9	-	8.0619	30.2513	20.8638	59.177	3	Other exon	ENSG00000222414.1	RNU2-59P	Genic
chr10	101369228	101369248	chr10-254	58.6	+	4.0309	6.0503	10.4319	20.5131	3	Alu	ENSG00000166167.19		TE
chr10	101517756	101517776	chr10-255	58.6	+	0	0	31.2956	31.2956	1	LINE	ENSG00000166167.19		TE
chr10	101795793	101795813	chr10-13	117.3	-	20.1547	6.0503	0	26.205	2	Deep intronic	ENSG00000198408.15		Genic
chr10	101797322	101797342	chr10-14	136.8	-	0	36.3016	10.4319	46.7335	2	3'UTR	ENSG00000198408.15		Genic
chr10	101910715	101910735	chr10-256	58.6	-	0	0	31.2956	31.2956	1	Alu	ENSG00000120029.14		TE
chr10	102163023	102163043	chr10-24	97.7	+	4.0309	18.1508	31.2956	53.4774	3	3'UTR	ENSG00000166197.18		Genic
chr10	102282563	102282583	chr10-257	58.6	+	0	12.1005	10.4319	22.5324	2	Deep intronic	ENSG00000107862.8		Genic
chr10	103151913	103151933	chr10-258	58.6	-	12.0928	0	0	12.0928	1	First intron	ENSG00000076685.20		Genic
chr10	103436403	103436423	chr10-259	58.6	+	8.0619	0	10.4319	18.4938	2	Deep intronic	ENSG00000148843.16		Genic
chr10	103598629	103598649	chr10-73	78.2	+	0	24.2011	0	24.2011	1	3'UTR-distal			Genic
chr10	104287817	104287837	chr10-260	58.6	+	4.0309	12.1005	0	16.1315	2	Deep intronic	ENSG00000065621.16		Genic
chr10	110873035	110873055	chr10-261	58.6	+	8.0619	0	10.4319	18.4938	2	5'UTR	ENSG00000150593.19		Genic
chr10	110875242	110875262	chr10-74	78.2	+	4.0309	12.1005	10.4319	26.5633	3	First intron	ENSG00000150593.19		Genic
chr10	110876273	110876293	chr10-75	78.2	+	4.0309	12.1005	10.4319	26.5633	3	Alu	ENSG00000150593.19		TE
chr10	110876463	110876483	chr10-25	97.7	+	12.0928	18.1508	0	30.2436	2	Deep intronic	ENSG00000150593.19		Genic
chr10	110898175	110898195	chr10-26	97.7	+	12.0928	12.1005	0	24.1934	2	3'UTR	ENSG00000150593.19		Genic
chr10	110925196	110925216	chr10-264	58.6	+	12.0928	6.0503	0	18.1431	2	First intron	ENSG00000108061.14		Genic
chr10	110980175	110980195	chr10-265	58.6	+	4.0309	6.0503	10.4319	20.5131	3	Alu	ENSG00000108061.14		TE
chr10	110986482	110986502	chr10-266	58.6	+	0	0	31.2956	31.2956	1	Alu	ENSG00000108061.14		TE
chr10	110993400	110993420	chr10-76	78.2	+	12.0928	6.0503	0	18.1431	2	First intron	ENSG00000108061.14		Genic
chr10	111016635	111016655	chr10-267	58.6	+	8.0619	0	10.4319	18.4938	2	3'UTR	ENSG00000108061.14		Genic
chr10	112433420	112433440	chr10-268	58.6	-	12.0928	0	0	12.0928	1	Deep intronic	ENSG00000023041.13		Genic
chr10	112463236	112463256	chr10-269	58.6	+	4.0309	6.0503	10.4319	20.5131	3	Deep intronic	ENSG00000151532.16		Genic
chr10	112685338	112685358	chr10-270	58.6	+	4.0309	6.0503	10.4319	20.5131	3	LINE	ENSG00000151532.16		TE
chr10	112697208	112697228	chr10-77	78.2	+	4.0309	0	31.2956	35.3266	2	Alu	ENSG00000151532.16		TE
chr10	112950482	112950502	chr10-78	78.2	+	8.0619	6.0503	10.4319	24.544	3	5'UTR	ENSG00000148737.19		Genic
chr10	112984308	112984328	chr10-271	78.2	+	8.0619	0	20.8638	28.9256	2	Satellite/LC	ENSG00000148737.19		TE
chr10	112987429	112987449	chr10-15	136.8	+	0	18.1508	41.7275	59.8783	2	Satellite/LC	ENSG00000148737.19		TE
chr10	113004686	113004706	chr10-27	78.2	+	4.0309	24.2011	0	28.232	2	Alu	ENSG00000148737.19		TE
chr10	113025697	113025717	chr10-272	58.6	+	8.0619	6.0503	0	14.1121	2	First intron	ENSG00000148737.19		Genic
chr10	113078417	113078437	chr10-79	78.2	+	16.1238	0	0	16.1238	1	Alu	ENSG00000148737.19		TE
chr10	113085081	113085101	chr10-274	58.6	+	0	18.1508	0	18.1508	1	Alu	ENSG00000148737.19		TE
chr10	113098762	113098782	chr10-275	58.6	+	0	6.0503	20.8638	26.914	2	Deep intronic	ENSG00000148737.19		Genic
chr10	113103093	113103113	chr10-276	58.6	+	12.0928	0	0	12.0928	1	Other SINE	ENSG00000148737.19		TE
chr10	113867758	113867778	chr10-277	58.6	+	0	18.1508	0	18.1508	1	Satellite/LC	ENSG00000196865.5		TE
chr10	114465413	114465433	chr10-279	58.6	-	8.0619	6.0503	0	14.1121	2	Proximal intronic	ENSG00000099204.23	ABLIM1	Genic
chr10	116889183	116889203	chr10-280	58.6	-	12.0928	0	0	12.0928	1	Deep intronic	ENSG00000187164.21		Genic
chr10	116890579	116890599	chr10-28	78.2	-	20.1547	6.0503	10.4319	36.6368	3	Satellite/LC	ENSG00000187164.21		TE
chr10	116893218	116893238	chr10-281	97.7	-	8.0619	12.1005	10.4319	30.5943	3	Deep intronic	ENSG00000187164.21		Genic
chr10	116896502	116896522	chr10-283	78.2	-	4.0309	24.2011	0	28.232	2	Deep intronic	ENSG00000187164.21		Genic
chr10	118689783	118689803	chr10-286	58.6	-	8.0619	0	10.4319	18.4938	2	Deep intronic	ENSG00000151893.16		Genic
chr10	119039650	119039670	chr10-287	58.6	-	4.0309	12.1005	0	16.1315	2	Alu	ENSG00000107581.15		TE
chr10	119212174	119212194	chr10-82	58.6	+	4.0309	18.1508	0	22.1817	2	First intron	ENSG00000198873.13		Genic
chr10	119656397	119656417	chr10-83	78.2	+	0	18.1508	10.4319	28.5827	2	Alu	ENSG00000151929.11		TE
chr10	120876158	120876178	chr10-290	58.6	+	12.0928	0	0	12.0928	1	Alu	ENSG00000120008.16	WDR11	TE
chr10	120890225	120890245	chr10-84	78.2	+	4.0309	0	31.2956	35.3266	2	Alu	ENSG00000120008.16	WDR11	TE
chr10	120907659	120907679	chr10-291	78.2	+	8.0619	12.1005	0	20.1624	2	Alu	ENSG00000120008.16	WDR11	TE
chr10	122383331	122383351	chr10-85	78.2	+	0	0	41.7275	41.7275	1	Alu	ENSG00000107679.16		TE
chr10	122389720	122389740	chr10-292	58.6	+	0	0	31.2956	31.2956	1	5'UTR	ENSG00000107679.16		Genic
chr10	124769764	124769784	chr10-87	78.2	-	12.0928	0	10.4319	22.5247	2	Alu	ENSG00000203791.16		TE
chr10	124776777	124776797	chr10-297	58.6	-	4.0309	12.1005	0	16.1315	2	Alu	ENSG00000203791.16		TE
chr10	124781736	124781756	chr10-29	97.7	-	8.0619	18.1508	0	26.2127	2	LINE	ENSG00000203791.16		TE
chr10	124974986	124975006	chr10-88	58.6	+	4.0309	18.1508	10.4319	32.6136	3	Alu	ENSG00000019995.6	ZRANB1	TE
chr10	124979984	124980004	chr10-301	58.6	+	0	18.1508	0	18.1508	1	LINE	ENSG00000019995.6	ZRANB1	TE
chr10	125096331	125096351	chr10-89	58.6	-	8.0619	6.0503	10.4319	24.544	3	First intron	ENSG00000175029.18		Genic
chr10	125736934	125736954	chr10-303	58.6	+	4.0309	12.1005	0	16.1315	2	LINE	ENSG00000107938.19		TE
chr10	125758461	125758481	chr10-305	58.6	+	12.0928	0	0	12.0928	1	LINE	ENSG00000107938.19		TE
chr10	127058588	127058608	chr10-306	58.6	+	0	12.1005	10.4319	22.5324	2	LINE	ENSG00000150760.14		TE
chr10	130178251	130178271	chr10-90	78.2	+	0	6.0503	31.2956	37.3459	2	Alu	ENSG00000108010.13		TE
chr10	133399843	133399863	chr10-307	58.6	+	8.0619	6.0503	0	14.1121	2	3'UTR-distal	ENSG00000148824.20		Genic
chr10	133413427	133413447	chr10-308	58.6	+	4.0309	12.1005	0	16.1315	2	Alu	ENSG00000148824.20		TE
chr11	492008	492028	chr11-175	58.6	+	4.0309	12.1005	10.4319	26.5633	3	3'UTR-distal			Genic
chr11	2946673	2946693	chr11-321	58.6	-	4.0309	12.1005	0	16.1315	2	3'UTR	ENSG00000205531.15		Genic
chr11	2963082	2963102	chr11-322	58.6	-	0	6.0503	20.8638	26.914	2	Alu	ENSG00000205531.15		TE
chr11	2983968	2983988	chr11-324	58.6	-	0	6.0503	20.8638	26.914	2	Alu	ENSG00000205531.15		TE
chr11	2985855	2985875	chr11-325	58.6	-	0	12.1005	10.4319	22.5324	2	First intron	ENSG00000205531.15		Genic
chr11	3364099	3364119	chr11-176	97.7	-	12.0928	6.0503	10.4319	28.575	3	LINE	ENSG00000005801.19		TE
chr11	3724252	3724272	chr11-177	78.2	-	8.0619	6.0503	10.4319	24.544	3	Alu	ENSG00000110713.19		TE
chr11	3737847	3737867	chr11-134	97.7	-	4.0309	24.2011	0	28.232	2	Deep intronic	ENSG00000110713.19		Genic
chr11	3767800	3767820	chr11-331	58.6	-	0	12.1005	10.4319	22.5324	2	Satellite/LC	ENSG00000110713.19		TE
chr11	6216024	6216044	chr11-332	58.6	-	0	6.0503	20.8638	26.914	2	Deep intronic	ENSG00000051009.12		Genic
chr11	6484267	6484287	chr11-178	78.2	+	16.1238	0	0	16.1238	1	3'UTR	ENSG00000132286.13		Genic
chr11	6536639	6536659	chr11-179	78.2	+	4.0309	12.1005	10.4319	26.5633	3	Deep intronic	ENSG00000179532.13	DNHD1	Genic
chr11	6595593	6595613	chr11-180	78.2	-	16.1238	0	0	16.1238	1	3'UTR	ENSG00000132275.12		Genic
chr11	8048411	8048431	chr11-333	58.6	+	4.0309	12.1005	0	16.1315	2	Alu	ENSG00000166402.10		TE
chr11	8103420	8103440	chr11-334	58.6	+	8.0619	6.0503	0	14.1121	2	3'UTR	ENSG00000166402.10		Genic
chr11	8104941	8104961	chr11-335	78.2	+	0	6.0503	31.2956	37.3459	2	3'UTR	ENSG00000166402.10		Genic
chr11	8105505	8105525	chr11-336	58.6	+	4.0309	12.1005	0	16.1315	2	3'UTR	ENSG00000166402.10		Genic
chr11	8683856	8683876	chr11-181	78.2	+	12.0928	0	10.4319	22.5247	2	Alu	ENSG00000166441.14		TE
chr11	9283564	9283584	chr11-337	58.6	-	4.0309	12.1005	0	16.1315	2	3'UTR	ENSG00000166471.12		Genic
chr11	9286449	9286469	chr11-338	58.6	-	4.0309	12.1005	0	16.1315	2	CDS	ENSG00000166471.12		Genic
chr11	9395895	9395915	chr11-342	58.6	+	4.0309	12.1005	0	16.1315	2	Alu	ENSG00000205339.11		TE
chr11	9426697	9426717	chr11-344	58.6	+	4.0309	6.0503	10.4319	20.5131	3	LINE	ENSG00000205339.11		TE
chr11	9427271	9427291	chr11-182	78.2	+	4.0309	12.1005	10.4319	26.5633	3	Alu	ENSG00000205339.11		TE
chr11	9666735	9666755	chr11-345	58.6	+	4.0309	0	20.8638	24.8947	2	Alu	ENSG00000133789.16		TE
chr11	9829091	9829111	chr11-183	78.2	-	8.0619	12.1005	0	20.1624	2	Alu	ENSG00000133812.19		TE
chr11	9882943	9882963	chr11-346	58.6	-	8.0619	0	10.4319	18.4938	2	Alu	ENSG00000133812.19		TE
chr11	10275607	10275627	chr11-347	58.6	-	0	12.1005	10.4319	22.5324	2	First intron	ENSG00000133812.19		Genic
chr11	10797245	10797265	chr11-348	58.6	-	4.0309	12.1005	0	16.1315	2	3'UTR	ENSG00000110321.19	EIF4G2	Genic
chr11	10801503	10801523	chr11-29	527.8	-	80.6188	96.8042	125.1825	302.6056	3	Deep intronic	ENSG00000110321.19	EIF4G2	Genic
chr11	10806559	10806579	chr11-104	117.3	-	16.1238	24.2011	10.4319	50.7567	3	Proximal intronic	ENSG00000110321.19	EIF4G2	Genic
chr11	11920362	11920382	chr11-350	58.6	+	8.0619	6.0503	0	14.1121	2	CDS	ENSG00000170242.20		Genic
chr11	12675764	12675784	chr11-184	78.2	+	16.1238	6.0503	0	22.174	2	First intron	ENSG00000187079.20	TEAD1	Genic
chr11	12676992	12677012	chr11-351	58.6	+	4.0309	6.0503	10.4319	20.5131	3	First intron	ENSG00000187079.20	TEAD1	Genic
chr11	12677165	12677185	chr11-352	58.6	+	4.0309	12.1005	0	16.1315	2	First intron	ENSG00000187079.20	TEAD1	Genic
chr11	12678742	12678762	chr11-136	78.2	+	8.0619	6.0503	20.8638	34.9759	3	First intron	ENSG00000187079.20	TEAD1	Genic
chr11	12694416	12694436	chr11-105	117.3	+	8.0619	24.2011	0	32.2629	2	First intron	ENSG00000187079.20	TEAD1	Genic
chr11	12706619	12706639	chr11-355	58.6	+	8.0619	6.0503	0	14.1121	2	First intron	ENSG00000187079.20	TEAD1	Genic
chr11	12709916	12709936	chr11-185	78.2	+	12.0928	0	10.4319	22.5247	2	First intron	ENSG00000187079.20	TEAD1	Genic
chr11	12714519	12714539	chr11-356	58.6	+	4.0309	6.0503	10.4319	20.5131	3	First intron	ENSG00000187079.20	TEAD1	Genic
chr11	12716501	12716521	chr11-357	78.2	+	12.0928	6.0503	0	18.1431	2	First intron	ENSG00000187079.20	TEAD1	Genic
chr11	12730437	12730457	chr11-186	78.2	+	0	0	41.7275	41.7275	1	Satellite/LC	ENSG00000187079.20	TEAD1	TE
chr11	12788153	12788173	chr11-187	78.2	+	4.0309	6.0503	20.8638	30.945	3	Alu	ENSG00000187079.20	TEAD1	TE
chr11	12819292	12819312	chr11-188	78.2	+	8.0619	12.1005	0	20.1624	2	Satellite/LC	ENSG00000187079.20	TEAD1	TE
chr11	12843859	12843879	chr11-189	58.6	+	8.0619	6.0503	10.4319	24.544	3	Deep intronic	ENSG00000187079.20	TEAD1	Genic
chr11	12863088	12863108	chr11-190	78.2	+	12.0928	0	10.4319	22.5247	2	Deep intronic	ENSG00000187079.20	TEAD1	Genic
chr11	12871511	12871531	chr11-363	58.6	+	4.0309	12.1005	0	16.1315	2	Deep intronic	ENSG00000187079.20	TEAD1	Genic
chr11	12874007	12874027	chr11-106	97.7	+	12.0928	30.2513	10.4319	52.776	3	Deep intronic	ENSG00000187079.20	TEAD1	Genic
chr11	12878450	12878470	chr11-191	78.2	+	12.0928	12.1005	0	24.1934	2	Deep intronic	ENSG00000187079.20	TEAD1	Genic
chr11	12879374	12879394	chr11-192	78.2	+	12.0928	0	10.4319	22.5247	2	Deep intronic	ENSG00000187079.20	TEAD1	Genic
chr11	12900650	12900670	chr11-366	58.6	+	4.0309	12.1005	0	16.1315	2	Deep intronic	ENSG00000187079.20	TEAD1	Genic
chr11	12928296	12928316	chr11-367	58.6	+	0	6.0503	20.8638	26.914	2	Alu	ENSG00000187079.20	TEAD1	TE
chr11	12937793	12937813	chr11-193	78.2	+	12.0928	18.1508	0	30.2436	2	3'UTR	ENSG00000187079.20	TEAD1	Genic
chr11	12943691	12943711	chr11-371	78.2	+	12.0928	6.0503	10.4319	28.575	3	3'UTR	ENSG00000187079.20	TEAD1	Genic
chr11	13711373	13711393	chr11-372	58.6	+	4.0309	12.1005	0	16.1315	2	Deep intronic	ENSG00000197601.16		Genic
chr11	13713764	13713784	chr11-373	58.6	+	8.0619	6.0503	0	14.1121	2	Deep intronic	ENSG00000197601.16		Genic
chr11	14478398	14478418	chr11-375	58.6	-	8.0619	0	10.4319	18.4938	2	Alu	ENSG00000129083.14		TE
chr11	14651424	14651444	chr11-137	97.7	+	4.0309	18.1508	10.4319	32.6136	3	LTR/ERV	ENSG00000152270.11		TE
chr11	14658969	14658989	chr11-377	58.6	+	12.0928	0	10.4319	22.5247	2	First intron	ENSG00000152270.11		Genic
chr11	14672930	14672950	chr11-194	78.2	+	8.0619	12.1005	0	20.1624	2	First intron	ENSG00000152270.11		Genic
chr11	14682802	14682822	chr11-379	58.6	+	8.0619	6.0503	0	14.1121	2	LINE	ENSG00000152270.11		TE
chr11	14683308	14683328	chr11-380	58.6	+	4.0309	12.1005	0	16.1315	2	LINE	ENSG00000152270.11		TE
chr11	14712098	14712118	chr11-382	58.6	+	4.0309	6.0503	10.4319	20.5131	3	Alu	ENSG00000152270.11		TE
chr11	14771900	14771920	chr11-195	78.2	+	16.1238	0	0	16.1238	1	First intron	ENSG00000152270.11		Genic
chr11	14832966	14832986	chr11-383	58.6	+	8.0619	6.0503	10.4319	24.544	3	Alu	ENSG00000152270.11		TE
chr11	17075797	17075817	chr11-384	58.6	-	4.0309	12.1005	10.4319	26.5633	3	Deep intronic	ENSG00000110700.8		Genic
chr11	17380498	17380518	chr11-196	78.2	+	8.0619	0	20.8638	28.9256	2	3'UTR-distal			Genic
chr11	18398622	18398642	chr11-385	58.6	+	12.0928	0	0	12.0928	1	Alu	ENSG00000134333.16		TE
chr11	18399772	18399792	chr11-107	117.3	+	12.0928	18.1508	0	30.2436	2	Alu	ENSG00000134333.16		TE
chr11	18405393	18405413	chr11-138	97.7	+	8.0619	18.1508	0	26.2127	2	Deep intronic	ENSG00000134333.16		Genic
chr11	18608895	18608915	chr11-389	58.6	-	4.0309	0	20.8638	24.8947	2	3'UTR	ENSG00000179119.15	SPTY2D1	Genic
