chr	start	end	name	score	strand	tagNumber(k)	mutationFreq(m)	FDR	count(>=m,k)	annotation	gene	external_gene_name	grouped_annotation
chr17	38077231	38077232	chr17_f_c1755[k=2][m=4]	4	+	2	4	0	47	Alu			TE
chr17	38077835	38077836	chr17_f_c1756[k=2][m=4]	4	+	2	4	0	47	TSS-proximal			Genic
chr17	38123501	38123502	chr17_f_c1780[k=2][m=4]	4	+	2	4	0	47	Deep intronic	ENSG00000274615.1	NPEPPSP1	Genic
chr17	38197006	38197007	chr17_r_c1674[k=2][m=4]	4	-	2	4	0	47	Deep intronic	ENSG00000274487.5	NPEPPSP1	Genic
chr17	38206111	38206112	chr17_r_c1683[k=2][m=4]	4	-	2	4	0	47	Deep intronic	ENSG00000274487.5	NPEPPSP1	Genic
chr17	38211140	38211141	chr17_r_c1686[k=2][m=4]	4	-	2	4	0	47	Deep intronic	ENSG00000274487.5	NPEPPSP1	Genic
chr17	38242707	38242708	chr17_r_c1696[k=2][m=4]	4	-	2	4	0	47	First intron	ENSG00000274487.5	NPEPPSP1	Genic
chr17	39420827	39420828	chr17_f_c1816[k=2][m=4]	4	+	2	4	0	47	Alu			TE
chr17	45504157	45504158	chr17_f_c2075[k=2][m=4]	4	+	2	4	0	47	LTR/ERV	ENSG00000267198.2	""	TE
chr17	45510735	45510736	chr17_f_c2079[k=2][m=4]	4	+	2	4	0	47	Alu	ENSG00000267198.2	""	TE
chr17	45522638	45522639	chr17_f_c2092[k=2][m=4]	4	+	2	4	0	47	LINE	ENSG00000267198.2	""	TE
chr17	45533411	45533412	chr17_f_c2095[k=2][m=4]	4	+	2	4	0	47	Alu	ENSG00000266918.1	""	TE
chr17	45540114	45540115	chr17_r_c2210[k=2][m=4]	4	-	2	4	0	47	Deep intronic	ENSG00000214425.11	LRRC37A4P	Genic
chr17	45576872	45576873	chr17_r_c2256[k=2][m=4]	4	-	2	4	0	47	LTR/ERV	ENSG00000291175.2	""	TE
chr17	46308194	46308195	chr17_r_c2416[k=2][m=4]	4	-	2	4	0	47	LINE	ENSG00000228696.13		TE
chr17	46312061	46312062	chr17_r_c2417[k=2][m=4]	4	-	2	4	0	47	Alu	ENSG00000228696.13		TE
chr17	46334378	46334379	chr17_r_c2443[k=2][m=4]	4	-	2	4	0	47	LINE	ENSG00000228696.13		TE
chr17	46334405	46334406	chr17_r_c2444[k=2][m=4]	4	-	2	4	0	47	Satellite/LC	ENSG00000228696.13		TE
chr17	46335101	46335102	chr17_r_c2445[k=2][m=4]	4	-	2	4	0	47	3'UTR	ENSG00000228696.13		Genic
chr17	46525787	46525788	chr17_r_c2484[k=2][m=4]	4	-	2	4	0	47	LINE	ENSG00000185829.19	ARL17A	TE
chr17	46529645	46529646	chr17_r_c2485[k=2][m=4]	4	-	2	4	0	47	Alu	ENSG00000185829.19	ARL17A	TE
chr17	46552231	46552232	chr17_r_c2515[k=2][m=4]	4	-	2	4	0	47	LINE	ENSG00000185829.19	ARL17A	TE
chr17	46552956	46552957	chr17_r_c2517[k=2][m=4]	4	-	2	4	0	47	3'UTR	ENSG00000185829.19	ARL17A	Genic
chr17	47045929	47045930	chr17_r_c2568[k=2][m=4]	4	-	2	4	0	47	LINE	ENSG00000262879.8	""	TE
chr17	47544879	47544880	chr17_f_c2379[k=2][m=4]	4	+	2	4	0	47	Alu	ENSG00000141279.19		TE
chr17	47545484	47545485	chr17_f_c2380[k=2][m=4]	4	+	2	4	0	47	First intron	ENSG00000141279.19		Genic
chr17	47591418	47591419	chr17_f_c2404[k=2][m=4]	4	+	2	4	0	47	Deep intronic	ENSG00000141279.19		Genic
chr17	58476788	58476789	chr17_r_c3057[k=2][m=4]	4	-	2	4	0	47	Deep intronic	ENSG00000176160.11	HSF5	Genic
chr17	64850623	64850624	chr17_f_c3464[k=2][m=4]	4	+	2	4	0	47	LTR/ERV	ENSG00000265218.2	""	TE
chr17	64856331	64856332	chr17_f_c3468[k=2][m=4]	4	+	2	4	0	47	Alu	ENSG00000265218.2	""	TE
chr17	64880327	64880328	chr17_f_c3479[k=2][m=4]	4	+	2	4	0	47	Alu	ENSG00000265218.2	""	TE
chr18	40114336	40114337	chr18_f_c991[k=2][m=4]	4	+	2	4	0	3	LINE			TE
chr1	93505519	93505520	chr1_f_c3850[k=2][m=4]	4	+	2	4	0	95	LTR/ERV	ENSG00000137942.19		TE
chr1	96447304	96447305	chr1_f_c3923[k=2][m=4]	4	+	2	4	0	95	Other exon	ENSG00000228502.1	EEF1A1P11	Genic
chr20	31264019	31264020	chr20_f_c652[k=2][m=4]	4	+	2	4	0	1	LINE			TE
chr2	108757926	108757927	chr2_f_c2549[k=2][m=4]	4	+	2	4	0	32	First intron	ENSG00000153201.18		Genic
chr2	110562045	110562046	chr2_r_c2793[k=2][m=4]	4	-	2	4	0	32	First intron	ENSG00000183054.14		Genic
chr2	111810728	111810729	chr2_r_c2844[k=2][m=4]	4	-	2	4	0	32	Alu	ENSG00000153107.14		TE
chr2	111811809	111811810	chr2_r_c2845[k=2][m=4]	4	-	2	4	0	32	LTR/ERV	ENSG00000153107.14		TE
chr2	111814528	111814529	chr2_r_c2847[k=2][m=4]	4	-	2	4	0	32	LTR/ERV	ENSG00000153107.14		TE
chr2	111814918	111814919	chr2_r_c2848[k=2][m=4]	4	-	2	4	0	32	LTR/ERV	ENSG00000153107.14		TE
chr2	111842765	111842766	chr2_r_c2861[k=2][m=4]	4	-	2	4	0	32	Deep intronic	ENSG00000153107.14		Genic
chr2	112416626	112416627	chr2_r_c2913[k=2][m=4]	4	-	2	4	0	32	First intron	ENSG00000169629.13		Genic
chr2	114005603	114005604	chr2_r_c2946[k=2][m=4]	4	-	2	4	0	32	Other exon	ENSG00000212182.2	U3	Genic
chr2	131688286	131688287	chr2_f_c3065[k=2][m=4]	4	+	2	4	0	32	LINE	ENSG00000287151.2	LINC03124	TE
chr2	131696826	131696827	chr2_f_c3070[k=2][m=4]	4	+	2	4	0	32	LINE	ENSG00000287151.2	LINC03124	TE
chr2	131707568	131707569	chr2_f_c3075[k=2][m=4]	4	+	2	4	0	32	Deep intronic	ENSG00000287151.2	LINC03124	Genic
chr21	6725922	6725923	chr21_f_c57[k=2][m=4]	4	+	2	4	0	12	Deep intronic			Genic
chr2	167664502	167664503	chr2_f_c3788[k=2][m=4]	4	+	2	4	0	32	LINE	ENSG00000172318.7		TE
chr21	7052991	7052992	chr21_f_c65[k=2][m=4]	4	+	2	4	0	12	First intron	ENSG00000277067.5	""	Genic
chr21	7446881	7446882	chr21_f_c84[k=2][m=4]	4	+	2	4	0	12	LINE	ENSG00000276077.5	LINC03105	TE
chr2	177216017	177216018	chr2_f_c4269[k=2][m=4]	4	+	2	4	0	32	CDS	ENSG00000170144.24		Genic
chr21	8215877	8215878	chr21_f_c152[k=2][m=4]	4	+	2	4	0	12	Deep intronic	ENSG00000278996.2	""	Genic
chr21	8217689	8217690	chr21_f_c171[k=2][m=4]	4	+	2	4	0	12	Deep intronic	ENSG00000278996.2	""	Genic
chr2	207596932	207596933	chr2_f_c5232[k=2][m=4]	4	+	2	4	0	32	CDS	ENSG00000118260.16		Genic
chr22	10847231	10847232	chr22_f_c3[k=2][m=4]	4	+	2	4	0	6	Intergenic			Intergenic
chr22	15790781	15790782	chr22_f_c36[k=2][m=4]	4	+	2	4	0	6	LINE	ENSG00000206195.12	DUXAP8	TE
chr22	15800383	15800384	chr22_f_c62[k=2][m=4]	4	+	2	4	0	6	LINE	ENSG00000206195.12	DUXAP8	TE
chr2	216660564	216660565	chr2_f_c5430[k=2][m=4]	4	+	2	4	0	32	CDS	ENSG00000115457.11		Genic
chr2	231312628	231312629	chr2_f_c5631[k=2][m=4]	4	+	2	4	0	32	Deep intronic	ENSG00000135931.20		Genic
chr2	233525549	233525550	chr2_r_c5448[k=2][m=4]	4	-	2	4	0	32	CDS	ENSG00000085982.17		Genic
chr22	36520667	36520668	chr22_r_c1308[k=2][m=4]	4	-	2	4	0	6	CDS	ENSG00000100353.19		Genic
chr2	241255466	241255467	chr2_r_c5589[k=2][m=4]	4	-	2	4	0	32	CDS	ENSG00000115677.19		Genic
chr22	46356046	46356047	chr22_f_c1984[k=2][m=4]	4	+	2	4	0	6	CDS	ENSG00000100416.16		Genic
chr2	71403896	71403897	chr2_f_c1766[k=2][m=4]	4	+	2	4	0	32	CDS	ENSG00000075292.21		Genic
chr2	86908659	86908660	chr2_f_c2073[k=2][m=4]	4	+	2	4	0	32	Deep intronic	ENSG00000233673.8	ANAPC1P1	Genic
chr2	86918348	86918349	chr2_f_c2075[k=2][m=4]	4	+	2	4	0	32	First intron	ENSG00000187627.18	RGPD1	Genic
chr2	87039074	87039075	chr2_r_c2251[k=2][m=4]	4	-	2	4	0	32	Alu	ENSG00000231259.5	ANAPC1P2	TE
chr2	87040163	87040164	chr2_r_c2252[k=2][m=4]	4	-	2	4	0	32	LTR/ERV	ENSG00000231259.5	ANAPC1P2	TE
chr2	87042872	87042873	chr2_r_c2254[k=2][m=4]	4	-	2	4	0	32	LTR/ERV	ENSG00000231259.5	ANAPC1P2	TE
chr2	87150933	87150934	chr2_f_c2095[k=2][m=4]	4	+	2	4	0	32	LTR/ERV	ENSG00000204745.4	""	TE
chr2	87153643	87153644	chr2_f_c2097[k=2][m=4]	4	+	2	4	0	32	LTR/ERV	ENSG00000204745.4	""	TE
chr2	87727046	87727047	chr2_f_c2136[k=2][m=4]	4	+	2	4	0	32	LTR/ERV	ENSG00000234231.4	ANAPC1P4	TE
chr2	87729755	87729756	chr2_f_c2137[k=2][m=4]	4	+	2	4	0	32	LTR/ERV	ENSG00000234231.4	ANAPC1P4	TE
chr2	87985053	87985054	chr2_r_c2274[k=2][m=4]	4	-	2	4	0	32	Deep intronic	ENSG00000275597.1	ANAPC1P5	Genic
chr3	12279386	12279387	chr3_f_c388[k=2][m=4]	4	+	2	4	0	16	Alu			TE
chr3	132538533	132538534	chr3_f_c3958[k=2][m=4]	4	+	2	4	0	16	3'UTR	ENSG00000138246.17	DNAJC13	Genic
chr3	15841354	15841355	chr3_r_c394[k=2][m=4]	4	-	2	4	0	16	LINE	ENSG00000206560.12	ANKRD28	TE
chr3	16108234	16108235	chr3_f_c548[k=2][m=4]	4	+	2	4	0	16	LTR/ERV	ENSG00000287042.4	""	TE
chr3	175782576	175782577	chr3_f_c5105[k=2][m=4]	4	+	2	4	0	16	LINE	ENSG00000177694.16	NAALADL2	TE
chr3	183706125	183706126	chr3_f_c5216[k=2][m=4]	4	+	2	4	0	16	First intron	ENSG00000163872.17		Genic
chr3	75214931	75214932	chr3_f_c2689[k=2][m=4]	4	+	2	4	0	16	First intron	ENSG00000213300.5	HNRNPA3P6	Genic
chr3	75490033	75490034	chr3_f_c2701[k=2][m=4]	4	+	2	4	0	16	LINE	ENSG00000272690.7	LINC02018	TE
chr4	118593097	118593098	chr4_f_c2449[k=2][m=4]	4	+	2	4	0	9	First intron	ENSG00000291201.2	""	Genic
chr4	118615109	118615110	chr4_f_c2455[k=2][m=4]	4	+	2	4	0	9	Deep intronic	ENSG00000291201.2	""	Genic
chr4	122858586	122858587	chr4_f_c2589[k=2][m=4]	4	+	2	4	0	9	Alu	ENSG00000138685.18	FGF2	TE
chr4	151101073	151101074	chr4_f_c2989[k=2][m=4]	4	+	2	4	0	9	CDS	ENSG00000145425.11		Genic
chr4	151102919	151102920	chr4_f_c2994[k=2][m=4]	4	+	2	4	0	9	CDS	ENSG00000145425.11		Genic
chr4	56312917	56312918	chr4_f_c1345[k=2][m=4]	4	+	2	4	0	9	Proximal intronic	ENSG00000109265.16		Genic
chr4	96796971	96796972	chr4_f_c2052[k=2][m=4]	4	+	2	4	0	9	LINE	ENSG00000248510.3	LINC02267	TE
chr5	178231501	178231502	chr5_r_c3370[k=2][m=4]	4	-	2	4	0	51	3'UTR-distal	ENSG00000175309.17		Genic
chr5	180505288	180505289	chr5_f_c4155[k=2][m=4]	4	+	2	4	0	51	Alu	ENSG00000113300.14		TE
chr5	180505580	180505581	chr5_f_c4156[k=2][m=4]	4	+	2	4	0	51	Alu	ENSG00000113300.14		TE
chr5	21504987	21504988	chr5_f_c283[k=2][m=4]	4	+	2	4	0	51	Deep intronic	ENSG00000291102.2	GUSBP1	Genic
chr5	34179926	34179927	chr5_r_c306[k=2][m=4]	4	-	2	4	0	51	Deep intronic	ENSG00000215158.10	GUSBP18	Genic
chr5	69640029	69640030	chr5_r_c873[k=2][m=4]	4	-	2	4	0	51	Proximal intronic	ENSG00000290560.2	GUSBP3	Genic
chr5	69663026	69663027	chr5_r_c875[k=2][m=4]	4	-	2	4	0	51	First intron	ENSG00000253203.7	GUSBP3	Genic
chr5	69850690	69850691	chr5_f_c1208[k=2][m=4]	4	+	2	4	0	51	LINE	ENSG00000295602.1	""	TE
chr5	69923424	69923425	chr5_f_c1213[k=2][m=4]	4	+	2	4	0	51	LTR/ERV	ENSG00000295602.1	""	TE
chr5	69965362	69965363	chr5_f_c1225[k=2][m=4]	4	+	2	4	0	51	Other SINE	ENSG00000295602.1	""	TE
chr5	69975845	69975846	chr5_f_c1227[k=2][m=4]	4	+	2	4	0	51	Proximal intronic	ENSG00000295602.1	""	Genic
chr5	69976648	69976649	chr5_f_c1228[k=2][m=4]	4	+	2	4	0	51	LINE	ENSG00000295602.1	""	TE
chr5	69978608	69978609	chr5_f_c1231[k=2][m=4]	4	+	2	4	0	51	LTR/ERV	ENSG00000295602.1	""	TE
chr5	69981687	69981688	chr5_f_c1236[k=2][m=4]	4	+	2	4	0	51	Deep intronic	ENSG00000295602.1	""	Genic
chr5	70136485	70136486	chr5_r_c896[k=2][m=4]	4	-	2	4	0	51	Deep intronic	ENSG00000300022.1	""	Genic
chr5	70139563	70139564	chr5_r_c900[k=2][m=4]	4	-	2	4	0	51	LTR/ERV	ENSG00000300022.1	""	TE
chr5	70141529	70141530	chr5_r_c903[k=2][m=4]	4	-	2	4	0	51	LINE	ENSG00000300022.1	""	TE
chr5	70142335	70142336	chr5_r_c904[k=2][m=4]	4	-	2	4	0	51	Deep intronic	ENSG00000300022.1	""	Genic
chr5	70152811	70152812	chr5_r_c906[k=2][m=4]	4	-	2	4	0	51	Other SINE	ENSG00000300022.1	""	TE
chr5	70189726	70189727	chr5_r_c915[k=2][m=4]	4	-	2	4	0	51	LINE	ENSG00000300022.1	""	TE
chr5	70194028	70194029	chr5_r_c918[k=2][m=4]	4	-	2	4	0	51	Deep intronic	ENSG00000300022.1	""	Genic
chr5	70194695	70194696	chr5_r_c920[k=2][m=4]	4	-	2	4	0	51	LTR/ERV	ENSG00000300022.1	""	TE
chr5	70242767	70242768	chr5_r_c924[k=2][m=4]	4	-	2	4	0	51	First intron	ENSG00000253816.3	GUSBP14	Genic
chr5	70494861	70494862	chr5_r_c931[k=2][m=4]	4	-	2	4	0	51	Deep intronic	ENSG00000300109.1	""	Genic
chr5	70516145	70516146	chr5_r_c935[k=2][m=4]	4	-	2	4	0	51	Proximal intronic	ENSG00000300109.1	""	Genic
chr5	70539143	70539144	chr5_r_c939[k=2][m=4]	4	-	2	4	0	51	First intron	ENSG00000196302.5	GUSBP15	Genic
chr5	70579842	70579843	chr5_r_c943[k=2][m=4]	4	-	2	4	0	51	LINE	ENSG00000300109.1	""	TE
chr5	70798473	70798474	chr5_f_c1336[k=2][m=4]	4	+	2	4	0	51	LTR/ERV	ENSG00000297805.1	""	TE
chr5	70803442	70803443	chr5_f_c1341[k=2][m=4]	4	+	2	4	0	51	LINE	ENSG00000297805.1	""	TE
chr5	70840433	70840434	chr5_f_c1348[k=2][m=4]	4	+	2	4	0	51	Other SINE	ENSG00000297805.1	""	TE
chr5	70850917	70850918	chr5_f_c1350[k=2][m=4]	4	+	2	4	0	51	Other exon	ENSG00000297805.1	""	Genic
chr5	70851720	70851721	chr5_f_c1351[k=2][m=4]	4	+	2	4	0	51	LINE	ENSG00000297805.1	""	TE
chr5	70853680	70853681	chr5_f_c1353[k=2][m=4]	4	+	2	4	0	51	LTR/ERV	ENSG00000297805.1	""	TE
chr5	70856770	70856771	chr5_f_c1358[k=2][m=4]	4	+	2	4	0	51	Deep intronic	ENSG00000297805.1	""	Genic
chr5	71136799	71136800	chr5_r_c1011[k=2][m=4]	4	-	2	4	0	51	Deep intronic	ENSG00000296329.1	""	Genic
chr5	71139877	71139878	chr5_r_c1014[k=2][m=4]	4	-	2	4	0	51	LTR/ERV	ENSG00000296329.1	""	TE
chr5	71141843	71141844	chr5_r_c1016[k=2][m=4]	4	-	2	4	0	51	LINE	ENSG00000296329.1	""	TE
chr5	71142649	71142650	chr5_r_c1017[k=2][m=4]	4	-	2	4	0	51	Other exon	ENSG00000296329.1	""	Genic
chr5	71153126	71153127	chr5_r_c1019[k=2][m=4]	4	-	2	4	0	51	Other SINE	ENSG00000296329.1	""	TE
chr5	71190129	71190130	chr5_r_c1026[k=2][m=4]	4	-	2	4	0	51	LINE	ENSG00000296329.1	""	TE
chr5	71195085	71195086	chr5_r_c1031[k=2][m=4]	4	-	2	4	0	51	LTR/ERV	ENSG00000296329.1	""	TE
chr5	71220119	71220120	chr5_r_c1034[k=2][m=4]	4	-	2	4	0	51	First intron	ENSG00000296329.1	""	Genic
chr5	71243105	71243106	chr5_r_c1037[k=2][m=4]	4	-	2	4	0	51	First intron	ENSG00000235558.3	GUSBP17	Genic
chr5	79170286	79170287	chr5_r_c1277[k=2][m=4]	4	-	2	4	0	51	YRNA	ENSG00000201955.1	RNY3P1	ncRNA
chr5	89672845	89672846	chr5_f_c1920[k=2][m=4]	4	+	2	4	0	51	Alu	ENSG00000250437.1	LINC02161	TE
chr7	102347713	102347714	chr7_f_c3107[k=2][m=4]	4	+	2	4	0	30	Deep intronic			Genic
chr7	102371549	102371550	chr7_f_c3125[k=2][m=4]	4	+	2	4	0	30	LINE	ENSG00000128563.14		TE
chr7	133580334	133580335	chr7_f_c3949[k=2][m=4]	4	+	2	4	0	30	LINE	ENSG00000131558.17		TE
chr7	148983801	148983802	chr7_f_c4460[k=2][m=4]	4	+	2	4	0	30	YRNA	ENSG00000202354.1	RNY3	ncRNA
chr7	22511622	22511623	chr7_r_c408[k=2][m=4]	4	-	2	4	0	30	First intron	ENSG00000105889.17		Genic
chr7	43997156	43997157	chr7_r_c1165[k=2][m=4]	4	-	2	4	0	30	Deep intronic	ENSG00000290758.3	POLR2J4	Genic
chr7	44797480	44797481	chr7_f_c1312[k=2][m=4]	4	+	2	4	0	30	5'UTR	ENSG00000196262.16		Genic
chr7	4826570	4826571	chr7_r_c119[k=2][m=4]	4	-	2	4	0	30	Alu	ENSG00000157927.18		TE
chr7	65042249	65042250	chr7_f_c1459[k=2][m=4]	4	+	2	4	0	30	First intron	ENSG00000290860.2	CCT6P3	Genic
chr7	65876035	65876036	chr7_f_c1554[k=2][m=4]	4	+	2	4	0	30	First intron	ENSG00000196715.8		Genic
chr7	67287006	67287007	chr7_r_c1505[k=2][m=4]	4	-	2	4	0	30	Deep intronic	ENSG00000291154.2	""	Genic
chr7	72886689	72886690	chr7_f_c2017[k=2][m=4]	4	+	2	4	0	30	LINE	ENSG00000196313.14		TE
chr7	72908403	72908404	chr7_f_c2031[k=2][m=4]	4	+	2	4	0	30	LTR/ERV	ENSG00000196313.14		TE
chr7	77063303	77063304	chr7_f_c2365[k=2][m=4]	4	+	2	4	0	30	Deep intronic			Genic
chr8	126219579	126219580	chr8_f_c2234[k=2][m=4]	4	+	2	4	0	2	LTR/ERV			TE
chr8	1828423	1828424	chr8_f_c15[k=2][m=4]	4	+	2	4	0	2	First intron	ENSG00000104728.17		Genic
chr9	40302725	40302726	chr9_f_c817[k=2][m=4]	4	+	2	4	0	39	LTR/ERV	ENSG00000290718.2	FAM95B1	TE
chr9	40318498	40318499	chr9_f_c819[k=2][m=4]	4	+	2	4	0	39	LTR/ERV	ENSG00000290718.2	FAM95B1	TE
chr9	41364822	41364823	chr9_f_c845[k=2][m=4]	4	+	2	4	0	39	First intron	ENSG00000288891.3	""	Genic
chr9	41713332	41713333	chr9_f_c880[k=2][m=4]	4	+	2	4	0	39	Deep intronic	ENSG00000275297.2	""	Genic
chr9	41748619	41748620	chr9_f_c889[k=2][m=4]	4	+	2	4	0	39	LINE	ENSG00000275297.2	""	TE
chr9	42933983	42933984	chr9_f_c900[k=2][m=4]	4	+	2	4	0	39	LTR/ERV	ENSG00000291166.2	""	TE
chr9	42943544	42943545	chr9_f_c902[k=2][m=4]	4	+	2	4	0	39	LTR/ERV	ENSG00000291166.2	""	TE
chr9	61461284	61461285	chr9_f_c917[k=2][m=4]	4	+	2	4	0	39	Deep intronic			Genic
chr9	64448958	64448959	chr9_f_c964[k=2][m=4]	4	+	2	4	0	39	LTR/ERV	ENSG00000289725.2	""	TE
chr9	64458526	64458527	chr9_f_c965[k=2][m=4]	4	+	2	4	0	39	LTR/ERV	ENSG00000289725.2	""	TE
chr9	65688005	65688006	chr9_f_c981[k=2][m=4]	4	+	2	4	0	39	LINE	ENSG00000147996.18		TE
chrM	4248	4249	chrM_r_c4[k=2][m=4]	4	-	2	4	0	1	Deep intronic			Genic
chrX	106628836	106628837	chrX_f_c1951[k=2][m=4]	4	+	2	4	0	11	Alu	ENSG00000147231.14	RADX	TE
chrX	119786685	119786686	chrX_r_c3097[k=2][m=4]	4	-	2	4	0	11	CDS	ENSG00000198918.9		Genic
chrX	154399820	154399821	chrX_f_c2850[k=2][m=4]	4	+	2	4	0	11	CDS	ENSG00000147403.19		Genic
chrX	156016453	156016454	chrX_r_c3945[k=2][m=4]	4	-	2	4	0	11	First intron	ENSG00000185203.13	WASIR1	Genic
chrX	24714341	24714342	chrX_f_c410[k=2][m=4]	4	+	2	4	0	11	Alu	ENSG00000101868.14		TE
chrX	3832454	3832455	chrX_r_c78[k=2][m=4]	4	-	2	4	0	11	Alu	ENSG00000285756.3	""	TE
chrX	48935759	48935760	chrX_r_c769[k=2][m=4]	4	-	2	4	0	11	Alu	ENSG00000068308.16		TE
chrX	53299960	53299961	chrX_f_c1015[k=2][m=4]	4	+	2	4	0	11	Alu			TE
chrX	55962806	55962807	chrX_f_c1063[k=2][m=4]	4	+	2	4	0	11	First intron	ENSG00000227486.5	""	Genic
chrX	74258782	74258783	chrX_r_c2179[k=2][m=4]	4	-	2	4	0	11	LTR/ERV	ENSG00000230590.13	FTX	TE
chrY	24161845	24161846	chrY_f_c63[k=2][m=4]	4	+	2	4	0	4	Alu			TE
chrY	57202973	57202974	chrY_r_c96[k=2][m=4]	4	-	2	4	0	4	First intron	ENSG00000292370.2	WASIR1	Genic
chr10	46792487	46792488	chr10_f_c1161[k=3][m=4]	4	+	3	4	0	19	LINE	ENSG00000204177.13	BMS1P1	TE
chr10	46799524	46799525	chr10_f_c1171[k=3][m=4]	4	+	3	4	0	19	Deep intronic	ENSG00000204177.13	BMS1P1	Genic
chr10	46805908	46805909	chr10_f_c1186[k=3][m=4]	4	+	3	4	0	19	Deep intronic	ENSG00000291069.2	BMS1P1	Genic
chr10	49978113	49978114	chr10_f_c1316[k=3][m=4]	4	+	3	4	0	19	3'UTR-distal	ENSG00000178440.9	TIMM23B-AGAP6	Genic
chr10	49981119	49981120	chr10_f_c1318[k=3][m=4]	4	+	3	4	0	19	3'UTR-distal	ENSG00000178440.9	TIMM23B-AGAP6	Genic
chr1	100015318	100015319	chr1_f_c4058[k=3][m=4]	4	+	3	4	0	85	CDS	ENSG00000117620.16		Genic
chr1	1054478	1054479	chr1_f_c42[k=3][m=4]	4	+	3	4	0	85	CDS	ENSG00000188157.16	AGRN	Genic
chr11	108211379	108211380	chr11_r_c2476[k=3][m=4]	4	-	3	4	0	1	Alu	ENSG00000149308.19		TE
chr1	120424367	120424368	chr1_f_c4785[k=3][m=4]	4	+	3	4	0	85	Deep intronic	ENSG00000270231.6		Genic
chr1	120752338	120752339	chr1_f_c4810[k=3][m=4]	4	+	3	4	0	85	First intron	ENSG00000273136.9	NBPF26	Genic
chr1	121189150	121189151	chr1_f_c4845[k=3][m=4]	4	+	3	4	0	85	First intron	ENSG00000171943.13		Genic
chr1	121196966	121196967	chr1_f_c4851[k=3][m=4]	4	+	3	4	0	85	First intron	ENSG00000171943.13		Genic
chr1	121198872	121198873	chr1_f_c4853[k=3][m=4]	4	+	3	4	0	85	Other SINE	ENSG00000171943.13		TE
chr1	121202159	121202160	chr1_f_c4857[k=3][m=4]	4	+	3	4	0	85	First intron	ENSG00000171943.13		Genic
chr1	121202167	121202168	chr1_f_c4858[k=3][m=4]	4	+	3	4	0	85	First intron	ENSG00000171943.13		Genic
chr1	121212869	121212870	chr1_f_c4862[k=3][m=4]	4	+	3	4	0	85	First intron	ENSG00000171943.13		Genic
chr1	121216595	121216596	chr1_f_c4866[k=3][m=4]	4	+	3	4	0	85	First intron	ENSG00000171943.13		Genic
chr1	121227033	121227034	chr1_f_c4878[k=3][m=4]	4	+	3	4	0	85	First intron	ENSG00000171943.13		Genic
chr1	121249035	121249036	chr1_f_c4890[k=3][m=4]	4	+	3	4	0	85	LINE	ENSG00000171943.13		TE
chr1	121379907	121379908	chr1_f_c4942[k=3][m=4]	4	+	3	4	0	85	LINE	ENSG00000171943.13		TE
chr1	143976787	143976788	chr1_f_c4971[k=3][m=4]	4	+	3	4	0	85	First intron	ENSG00000270872.2	SRGAP2D	Genic
chr1	143986501	143986502	chr1_f_c4979[k=3][m=4]	4	+	3	4	0	85	Other SINE	ENSG00000270872.2	SRGAP2D	TE
chr1	143989785	143989786	chr1_f_c4982[k=3][m=4]	4	+	3	4	0	85	First intron	ENSG00000270872.2	SRGAP2D	Genic
chr1	143989793	143989794	chr1_f_c4983[k=3][m=4]	4	+	3	4	0	85	First intron	ENSG00000270872.2	SRGAP2D	Genic
chr1	144000485	144000486	chr1_f_c4988[k=3][m=4]	4	+	3	4	0	85	First intron	ENSG00000270872.2	SRGAP2D	Genic
chr1	144004210	144004211	chr1_f_c4993[k=3][m=4]	4	+	3	4	0	85	First intron	ENSG00000270872.2	SRGAP2D	Genic
chr1	144014637	144014638	chr1_f_c5004[k=3][m=4]	4	+	3	4	0	85	First intron	ENSG00000270872.2	SRGAP2D	Genic
chr1	144036683	144036684	chr1_f_c5017[k=3][m=4]	4	+	3	4	0	85	LINE	ENSG00000270872.2	SRGAP2D	TE
chr1	144060375	144060376	chr1_f_c5034[k=3][m=4]	4	+	3	4	0	85	LINE	ENSG00000270872.2	SRGAP2D	TE
chr1	146947925	146947926	chr1_f_c5115[k=3][m=4]	4	+	3	4	0	85	First intron	ENSG00000268043.10		Genic
chr1	146948036	146948037	chr1_f_c5116[k=3][m=4]	4	+	3	4	0	85	Alu	ENSG00000268043.10		TE
chr1	149192298	149192299	chr1_f_c5212[k=3][m=4]	4	+	3	4	0	85	First intron	ENSG00000274265.6	""	Genic
chr1	149405970	149405971	chr1_f_c5234[k=3][m=4]	4	+	3	4	0	85	First intron	ENSG00000286185.1	""	Genic
chr1	149464796	149464797	chr1_f_c5253[k=3][m=4]	4	+	3	4	0	85	3'UTR	ENSG00000286185.1	""	Genic
chr1	149623569	149623570	chr1_f_c5277[k=3][m=4]	4	+	3	4	0	85	First intron	ENSG00000291158.2	LINC00869	Genic
chr1	198944	198945	chr1_r_c6[k=3][m=4]	4	-	3	4	0	85	First intron	ENSG00000310527.1	WASH9P	Genic
chr1	206207668	206207669	chr1_f_c7343[k=3][m=4]	4	+	3	4	0	85	First intron	ENSG00000266028.9		Genic
chr1	206217390	206217391	chr1_f_c7351[k=3][m=4]	4	+	3	4	0	85	Other SINE	ENSG00000266028.9		TE
chr1	206220676	206220677	chr1_f_c7356[k=3][m=4]	4	+	3	4	0	85	First intron	ENSG00000266028.9		Genic
