chr	start	end	name	score	strand	annotation	gene	external_gene_name	grouped_annotation
chr12	131920585	131920586	CITS_41[gene=chr12_f_c8936][PH=4][PH0=0.08][P=4.96e-04]	4	+	Alu	ENSG00000177169.11		TE
chr12	9239695	9239696	CITS_42[gene=chr12_r_c473][PH=4][PH0=0.14][P=2.50e-03]	4	-	Deep intronic	ENSG00000256069.8	A2MP1	Genic
chr12	9431235	9431236	CITS_43[gene=chr12_r_c501][PH=3][PH0=0.07][P=9.77e-03]	3	-	Other SINE	ENSG00000214826.6		TE
chr12	12124214	12124215	CITS_44[gene=chr12_r_c961][PH=3][PH0=0.00][P=2.01e-06]	3	-	Alu	ENSG00000070018.10		TE
chr12	46360673	46360674	CITS_45[gene=chr12_r_c3281][PH=4][PH0=0.13][P=8.04e-03]	4	-	3'UTR	ENSG00000134294.15		Genic
chr12	46365545	46365546	CITS_46[gene=chr12_r_c3298][PH=6][PH0=0.12][P=2.47e-06]	6	-	Deep intronic	ENSG00000134294.15		Genic
chr12	46368093	46368094	CITS_47[gene=chr12_r_c3317][PH=5][PH0=0.15][P=3.53e-04]	5	-	Alu	ENSG00000134294.15		TE
chr12	46369963	46369964	CITS_48[gene=chr12_r_c3330][PH=5][PH0=0.12][P=1.48e-04]	5	-	First intron	ENSG00000134294.15		Genic
chr12	49127842	49127843	CITS_49[gene=chr12_r_c3642][PH=2][PH0=0.00][P=1.98e-03]	2	-	3'UTR	ENSG00000123416.16		Genic
chr12	50108984	50108985	CITS_50[gene=chr12_r_c3740][PH=5][PH0=0.00][P=1.00e-100]	5	-	Alu	ENSG00000295262.1	""	TE
chr12	51331395	51331396	CITS_51[gene=chr12_r_c3929][PH=2][PH0=0.00][P=2.55e-04]	2	-	Alu	ENSG00000139610.2	CELA1	TE
chr12	52898011	52898012	CITS_52[gene=chr12_r_c3946][PH=2][PH0=0.00][P=1.96e-03]	2	-	Alu	ENSG00000170421.14		TE
chr12	54240027	54240028	CITS_53[gene=chr12_r_c4058][PH=3][PH0=0.05][P=3.95e-03]	3	-	3'UTR	ENSG00000094916.17		Genic
chr12	56663700	56663701	CITS_54[gene=chr12_r_c4359][PH=3][PH0=0.00][P=6.84e-05]	3	-	3'UTR	ENSG00000110958.17		Genic
chr12	76043233	76043234	CITS_55[gene=chr12_r_c5016][PH=2][PH0=0.00][P=2.23e-03]	2	-	3'UTR	ENSG00000187109.16		Genic
chr12	96393813	96393814	CITS_56[gene=chr12_r_c6363][PH=2][PH0=0.00][P=1.19e-03]	2	-	First intron	ENSG00000059758.9		Genic
chr12	102119533	102119534	CITS_57[gene=chr12_r_c6737][PH=2][PH0=0.00][P=2.12e-03]	2	-	First intron	ENSG00000075188.10		Genic
chr12	109339212	109339213	CITS_58[gene=chr12_r_c7117][PH=3][PH0=0.06][P=4.73e-03]	3	-	Alu			TE
chr12	120291525	120291526	CITS_59[gene=chr12_r_c8323][PH=4][PH0=0.00][P=1.37e-08]	4	-	First intron	ENSG00000310566.1	""	Genic
chr12	120291832	120291833	CITS_60[gene=chr12_r_c8323][PH=5][PH0=0.00][P=1.00e-100]	5	-	First intron	ENSG00000202538.2	RNU4-2	Genic
chr12	120293165	120293166	CITS_62[gene=chr12_r_c8323][PH=3][PH0=0.00][P=5.62e-05]	3	-	Other exon	ENSG00000200795.2	RNU4-1	Genic
chr12	120293200	120293201	CITS_63[gene=chr12_r_c8323][PH=4][PH0=0.00][P=1.37e-08]	4	-	Other exon	ENSG00000200795.2	RNU4-1	Genic
chr12	121458649	121458650	CITS_64[gene=chr12_r_c8425][PH=2][PH0=0.00][P=5.84e-03]	2	-	Alu	ENSG00000089094.21	KDM2B	TE
chr12	121787057	121787058	CITS_65[gene=chr12_r_c8434][PH=2][PH0=0.00][P=4.00e-03]	2	-	Alu	ENSG00000139725.8	RHOF	TE
chr12	121796877	121796878	CITS_66[gene=chr12_r_c8434][PH=2][PH0=0.00][P=4.00e-03]	2	-	Alu	ENSG00000212694.8	LINC01089	TE
chr13	19873585	19873586	CITS_1[gene=chr13_f_c103][PH=2][PH0=0.00][P=6.21e-03]	2	+	Alu			TE
chr13	28275319	28275320	CITS_2[gene=chr13_f_c433][PH=2][PH0=0.00][P=8.42e-03]	2	+	Deep intronic	ENSG00000152520.15		Genic
chr13	50954855	50954856	CITS_3[gene=chr13_f_c2229][PH=2][PH0=0.00][P=4.48e-03]	2	+	3'UTR	ENSG00000136104.23		Genic
chr13	96167434	96167435	CITS_4[gene=chr13_f_c5731][PH=3][PH0=0.05][P=5.37e-03]	3	+	First intron	ENSG00000185352.10	HS6ST3	Genic
chr13	96224341	96224342	CITS_5[gene=chr13_f_c5821][PH=3][PH0=0.00][P=5.55e-04]	3	+	Alu	ENSG00000185352.10	HS6ST3	TE
chr13	96224491	96224492	CITS_6[gene=chr13_f_c5821][PH=3][PH0=0.00][P=5.55e-04]	3	+	Alu	ENSG00000185352.10	HS6ST3	TE
chr13	96281015	96281016	CITS_7[gene=chr13_f_c5821][PH=3][PH0=0.00][P=5.55e-04]	3	+	Alu	ENSG00000185352.10	HS6ST3	TE
chr13	109615691	109615692	CITS_8[gene=chr13_f_c7313][PH=3][PH0=0.06][P=4.91e-03]	3	+	LINE			TE
chr13	19721824	19721825	CITS_9[gene=chr13_r_c99][PH=3][PH0=0.00][P=1.02e-04]	3	-	Deep intronic	ENSG00000121390.20		Genic
chr13	106543922	106543923	CITS_10[gene=chr13_r_c4895][PH=3][PH0=0.00][P=2.41e-05]	3	-	3'UTR	ENSG00000134884.16		Genic
chr13	106559235	106559236	CITS_11[gene=chr13_r_c4895][PH=3][PH0=0.00][P=2.41e-05]	3	-	First intron	ENSG00000134884.16		Genic
chr14	39180230	39180231	CITS_1[gene=chr14_f_c908][PH=2][PH0=0.00][P=4.72e-03]	2	+	Proximal intronic	ENSG00000100941.10		Genic
chr14	49639136	49639137	CITS_2[gene=chr14_f_c1219][PH=2][PH0=0.00][P=4.39e-03]	2	+	Alu			TE
chr14	49639319	49639320	CITS_3[gene=chr14_f_c1219][PH=2][PH0=0.00][P=4.39e-03]	2	+	Alu			TE
chr14	61718828	61718829	CITS_4[gene=chr14_f_c2382][PH=3][PH0=0.05][P=6.66e-03]	3	+	First intron	ENSG00000100644.18		Genic
chr14	69972546	69972547	CITS_5[gene=chr14_f_c3901][PH=4][PH0=0.05][P=8.67e-05]	4	+	Deep intronic	ENSG00000198732.12		Genic
chr14	69978784	69978785	CITS_6[gene=chr14_f_c3916][PH=4][PH0=0.12][P=3.06e-03]	4	+	Deep intronic	ENSG00000198732.12		Genic
chr14	77465090	77465091	CITS_7[gene=chr14_f_c5214][PH=2][PH0=0.00][P=3.54e-04]	2	+	CDS	ENSG00000100591.9		Genic
chr14	89991016	89991017	CITS_8[gene=chr14_f_c5582][PH=2][PH0=0.00][P=3.44e-03]	2	+	Deep intronic	ENSG00000042088.15		Genic
chr14	92027169	92027170	CITS_9[gene=chr14_f_c5609][PH=5][PH0=0.00][P=1.00e-100]	5	+	Deep intronic			Genic
chr14	103650595	103650596	CITS_10[gene=chr14_f_c6654][PH=4][PH0=0.00][P=4.45e-09]	4	+	5'UTR	ENSG00000126214.23		Genic
chr14	21209069	21209070	CITS_11[gene=chr14_r_c139][PH=2][PH0=0.00][P=9.96e-03]	2	-	3'UTR	ENSG00000092199.20		Genic
chr14	21210628	21210629	CITS_12[gene=chr14_r_c139][PH=2][PH0=0.00][P=9.96e-03]	2	-	3'UTR	ENSG00000092199.20		Genic
chr14	21265015	21265016	CITS_13[gene=chr14_r_c196][PH=4][PH0=0.01][P=2.26e-05]	4	-	5'UTR	ENSG00000092199.20		Genic
chr14	34437711	34437712	CITS_14[gene=chr14_r_c924][PH=3][PH0=0.00][P=9.21e-05]	3	-	First intron	ENSG00000165389.7	SPTSSA	Genic
chr14	34448362	34448363	CITS_15[gene=chr14_r_c924][PH=3][PH0=0.00][P=9.21e-05]	3	-	LTR/ERV	ENSG00000165389.7	SPTSSA	TE
chr14	34450425	34450426	CITS_16[gene=chr14_r_c924][PH=3][PH0=0.00][P=9.21e-05]	3	-	First intron	ENSG00000165389.7	SPTSSA	Genic
chr14	34452086	34452087	CITS_17[gene=chr14_r_c924][PH=3][PH0=0.00][P=9.21e-05]	3	-	Alu	ENSG00000165389.7	SPTSSA	TE
chr14	34452755	34452756	CITS_18[gene=chr14_r_c924][PH=3][PH0=0.00][P=9.21e-05]	3	-	First intron	ENSG00000165389.7	SPTSSA	Genic
chr14	34556040	34556041	CITS_19[gene=chr14_r_c932][PH=3][PH0=0.00][P=1.47e-05]	3	-	3'UTR-distal	ENSG00000259002.3	""	Genic
chr14	34556091	34556092	CITS_20[gene=chr14_r_c932][PH=3][PH0=0.00][P=1.47e-05]	3	-	3'UTR-distal	ENSG00000259002.3	""	Genic
chr14	66012654	66012655	CITS_21[gene=chr14_r_c3121][PH=5][PH0=0.25][P=1.78e-03]	5	-	First intron	ENSG00000258847.2	""	Genic
chr14	102260178	102260179	CITS_22[gene=chr14_r_c5079][PH=3][PH0=0.00][P=1.37e-07]	3	-	Alu	ENSG00000080823.24		TE
chr14	103205639	103205640	CITS_23[gene=chr14_r_c5119][PH=2][PH0=0.00][P=9.82e-05]	2	-	Alu	ENSG00000296766.1	""	TE
chr15	48342139	48342140	CITS_1[gene=chr15_f_c2040][PH=3][PH0=0.07][P=8.83e-03]	3	+	3'UTR	ENSG00000128951.15		Genic
chr15	50032134	50032135	CITS_2[gene=chr15_f_c2134][PH=3][PH0=0.06][P=4.91e-03]	3	+	LINE			TE
chr15	65296091	65296092	CITS_3[gene=chr15_f_c3347][PH=9][PH0=0.00][P=1.00e-100]	9	+	Other exon	ENSG00000199568.2	RNU5A-1	Genic
chr15	65296128	65296129	CITS_4[gene=chr15_f_c3347][PH=3][PH0=0.00][P=1.68e-05]	3	+	Other exon	ENSG00000199568.2	RNU5A-1	Genic
chr15	65296196	65296197	CITS_5[gene=chr15_f_c3347][PH=3][PH0=0.00][P=1.68e-05]	3	+	Deep intronic			Genic
chr15	65296464	65296465	CITS_6[gene=chr15_f_c3347][PH=3][PH0=0.00][P=1.68e-05]	3	+	Deep intronic			Genic
chr15	65304717	65304718	CITS_7[gene=chr15_f_c3347][PH=6][PH0=0.00][P=1.00e-100]	6	+	Other exon	ENSG00000200156.2	RNU5B-1	Genic
chr15	78885917	78885918	CITS_8[gene=chr15_f_c4316][PH=2][PH0=0.00][P=6.39e-03]	2	+	First intron	ENSG00000185787.17		Genic
chr15	84999581	84999582	CITS_9[gene=chr15_f_c4563][PH=3][PH0=0.00][P=1.15e-04]	3	+	Satellite/LC	ENSG00000073417.16		TE
chr15	43404744	43404745	CITS_10[gene=chr15_r_c1555][PH=2][PH0=0.00][P=5.01e-03]	2	-	3'UTR	ENSG00000067369.15		Genic
chr15	52548486	52548487	CITS_11[gene=chr15_r_c2490][PH=4][PH0=0.19][P=8.68e-03]	4	-	3'UTR	ENSG00000128989.12		Genic
chr15	62888543	62888544	CITS_12[gene=chr15_r_c3465][PH=6][PH0=0.52][P=2.16e-03]	6	-	Alu			TE
chr16	3613927	3613928	CITS_2[gene=chr16_f_c451][PH=2][PH0=0.00][P=2.46e-03]	2	+	Alu			TE
chr16	12496679	12496680	CITS_3[gene=chr16_f_c920][PH=3][PH0=0.06][P=4.55e-03]	3	+	Alu	ENSG00000048471.15		TE
chr16	22542251	22542252	CITS_4[gene=chr16_f_c1829][PH=2][PH0=0.00][P=3.95e-03]	2	+	3'UTR-distal			Genic
chr16	30195934	30195935	CITS_5[gene=chr16_f_c2439][PH=2][PH0=0.00][P=5.49e-03]	2	+	3'UTR-distal	ENSG00000132207.20		Genic
chr16	30196112	30196113	CITS_6[gene=chr16_f_c2439][PH=2][PH0=0.00][P=5.49e-03]	2	+	3'UTR-distal	ENSG00000132207.20		Genic
chr16	31185346	31185347	CITS_7[gene=chr16_f_c2524][PH=6][PH0=0.00][P=1.00e-100]	6	+	Deep intronic	ENSG00000089280.21		Genic
chr16	31186451	31186452	CITS_8[gene=chr16_f_c2524][PH=4][PH0=0.00][P=1.77e-09]	4	+	Deep intronic	ENSG00000089280.21		Genic
chr16	47170598	47170599	CITS_9[gene=chr16_f_c2653][PH=3][PH0=0.06][P=4.55e-03]	3	+	Alu			TE
chr16	55505988	55505989	CITS_10[gene=chr16_f_c3307][PH=2][PH0=0.00][P=6.76e-04]	2	+	3'UTR	ENSG00000087245.13	MMP2	Genic
chr16	70538055	70538056	CITS_11[gene=chr16_f_c4116][PH=8][PH0=0.31][P=9.16e-07]	8	+	Proximal intronic	ENSG00000189091.14		Genic
chr16	73061387	73061388	CITS_12[gene=chr16_f_c4270][PH=2][PH0=0.00][P=6.70e-04]	2	+	Satellite/LC	ENSG00000271009.3	""	TE
chr16	84188016	84188017	CITS_14[gene=chr16_f_c4958][PH=2][PH0=0.00][P=2.02e-03]	2	+	3'UTR-distal			Genic
chr16	89517690	89517691	CITS_15[gene=chr16_f_c5282][PH=3][PH0=0.00][P=1.85e-05]	3	+	Alu	ENSG00000197912.17		TE
chr16	89519161	89519162	CITS_16[gene=chr16_f_c5282][PH=3][PH0=0.00][P=1.85e-05]	3	+	Alu	ENSG00000197912.17		TE
chr16	89894671	89894672	CITS_17[gene=chr16_f_c5397][PH=4][PH0=0.18][P=8.07e-03]	4	+	Alu	ENSG00000141002.21		TE
chr16	2979359	2979360	CITS_18[gene=chr16_r_c287][PH=2][PH0=0.00][P=1.16e-03]	2	-	Alu	ENSG00000127564.18		TE
chr16	4429673	4429674	CITS_19[gene=chr16_r_c703][PH=2][PH0=0.00][P=7.99e-03]	2	-	Alu			TE
chr16	4473930	4473931	CITS_20[gene=chr16_r_c703][PH=2][PH0=0.00][P=7.99e-03]	2	-	Alu	ENSG00000153406.15		TE
chr16	14591064	14591065	CITS_21[gene=chr16_r_c1288][PH=2][PH0=0.00][P=7.97e-03]	2	-	Alu	ENSG00000140694.19		TE
chr16	21516642	21516643	CITS_22[gene=chr16_r_c1675][PH=3][PH0=0.00][P=2.74e-04]	3	-	Alu	ENSG00000291073.2	""	TE
chr16	70062884	70062885	CITS_23[gene=chr16_r_c3680][PH=2][PH0=0.00][P=1.31e-03]	2	-	First intron	ENSG00000196696.14	PDXDC2P-NPIPB14P	Genic
chr16	72969264	72969265	CITS_24[gene=chr16_r_c4175][PH=4][PH0=0.08][P=3.04e-04]	4	-	First intron	ENSG00000140836.17	ZFHX3	Genic
chr16	80995501	80995502	CITS_25[gene=chr16_r_c4860][PH=3][PH0=0.07][P=6.53e-03]	3	-	Alu	ENSG00000103121.10		TE
chr16	87830453	87830454	CITS_26[gene=chr16_r_c5310][PH=6][PH0=0.07][P=1.52e-07]	6	-	3'UTR	ENSG00000103257.11	SLC7A5	Genic
chr17	4717010	4717011	CITS_1[gene=chr17_f_c304][PH=2][PH0=0.00][P=8.30e-04]	2	+	Alu	ENSG00000141480.19		TE
chr17	4825478	4825479	CITS_2[gene=chr17_f_c308][PH=2][PH0=0.00][P=4.34e-03]	2	+	3'UTR-distal			Genic
chr17	16302602	16302603	CITS_3[gene=chr17_f_c1161][PH=2][PH0=0.00][P=5.78e-03]	2	+	Alu	ENSG00000108474.17	PIGL	TE
chr17	16441590	16441591	CITS_4[gene=chr17_f_c1169][PH=4][PH0=0.08][P=1.03e-03]	4	+	3'UTR-distal	ENSG00000175061.21	SNHG29	Genic
chr17	16441735	16441736	CITS_5[gene=chr17_f_c1170][PH=7][PH0=0.21][P=3.63e-06]	7	+	3'UTR-distal	ENSG00000175061.21	SNHG29	Genic
chr17	16795636	16795637	CITS_6[gene=chr17_f_c1237][PH=2][PH0=0.00][P=1.97e-03]	2	+	Alu	ENSG00000266302.6	""	TE
chr17	19062008	19062009	CITS_7[gene=chr17_f_c1604][PH=9][PH0=0.35][P=9.33e-08]	9	+	Other exon	ENSG00000265185.6	SNORD3B-1	Genic
chr17	19188050	19188051	CITS_8[gene=chr17_f_c1605][PH=12][PH0=0.00][P=1.00e-100]	12	+	Other exon	ENSG00000263934.5	SNORD3A	Genic
chr17	19188112	19188113	CITS_9[gene=chr17_f_c1605][PH=9][PH0=0.00][P=1.00e-100]	9	+	Other exon	ENSG00000263934.5	SNORD3A	Genic
chr17	19188232	19188233	CITS_10[gene=chr17_f_c1605][PH=4][PH0=0.00][P=1.25e-08]	4	+	Other exon	ENSG00000263934.5	SNORD3A	Genic
chr17	19188363	19188364	CITS_11[gene=chr17_f_c1605][PH=5][PH0=0.00][P=1.00e-100]	5	+	Other exon	ENSG00000263934.5	SNORD3A	Genic
chr17	28195817	28195818	CITS_12[gene=chr17_f_c2127][PH=4][PH0=0.10][P=6.84e-04]	4	+	3'UTR	ENSG00000087095.14		Genic
chr17	28720574	28720575	CITS_13[gene=chr17_f_c2198][PH=3][PH0=0.01][P=9.33e-04]	3	+	5'UTR	ENSG00000198242.15		Genic
chr17	30734141	30734142	CITS_14[gene=chr17_f_c2567][PH=3][PH0=0.06][P=5.66e-03]	3	+	Alu	ENSG00000264538.8	SUZ12P1	TE
chr17	47679711	47679712	CITS_16[gene=chr17_f_c4661][PH=3][PH0=0.00][P=2.72e-05]	3	+	Alu	ENSG00000108424.12		TE
chr17	50754680	50754681	CITS_17[gene=chr17_f_c5006][PH=3][PH0=0.06][P=6.88e-03]	3	+	3'UTR	ENSG00000108848.16	LUC7L3	Genic
chr17	57437256	57437257	CITS_18[gene=chr17_f_c5450][PH=3][PH0=0.06][P=4.91e-03]	3	+	LINE	ENSG00000153944.13		TE
chr17	59186569	59186570	CITS_19[gene=chr17_f_c5645][PH=2][PH0=0.00][P=9.65e-03]	2	+	Alu	ENSG00000068489.13	PRR11	TE
chr17	59837939	59837940	CITS_20[gene=chr17_f_c5649][PH=8][PH0=0.00][P=1.00e-100]	8	+	Deep intronic	ENSG00000062716.14		Genic
chr17	59838118	59838119	CITS_21[gene=chr17_f_c5649][PH=3][PH0=0.00][P=1.42e-03]	3	+	Satellite/LC	ENSG00000062716.14		TE
chr17	59838161	59838162	CITS_22[gene=chr17_f_c5649][PH=4][PH0=0.00][P=8.17e-07]	4	+	Proximal intronic	ENSG00000062716.14		Genic
chr17	59838768	59838769	CITS_23[gene=chr17_f_c5649][PH=3][PH0=0.00][P=1.42e-03]	3	+	Deep intronic	ENSG00000062716.14		Genic
chr17	59839008	59839009	CITS_24[gene=chr17_f_c5649][PH=5][PH0=0.00][P=5.51e-10]	5	+	Alu	ENSG00000062716.14		TE
chr17	59839163	59839164	CITS_25[gene=chr17_f_c5649][PH=6][PH0=0.00][P=1.00e-100]	6	+	Alu	ENSG00000062716.14		TE
chr17	59839304	59839305	CITS_26[gene=chr17_f_c5649][PH=3][PH0=0.00][P=1.42e-03]	3	+	Deep intronic	ENSG00000062716.14		Genic
chr17	59840016	59840017	CITS_27[gene=chr17_f_c5649][PH=6][PH0=0.00][P=1.00e-100]	6	+	3'UTR	ENSG00000062716.14		Genic
chr17	59840072	59840073	CITS_28[gene=chr17_f_c5649][PH=7][PH0=0.00][P=1.00e-100]	7	+	3'UTR	ENSG00000062716.14		Genic
chr17	59840124	59840125	CITS_29[gene=chr17_f_c5649][PH=3][PH0=0.00][P=1.42e-03]	3	+	3'UTR	ENSG00000062716.14		Genic
chr17	59840523	59840524	CITS_30[gene=chr17_f_c5649][PH=3][PH0=0.00][P=1.42e-03]	3	+	3'UTR	ENSG00000062716.14		Genic
chr17	59840603	59840604	CITS_31[gene=chr17_f_c5649][PH=4][PH0=0.00][P=8.17e-07]	4	+	3'UTR	ENSG00000062716.14		Genic
chr17	59841187	59841188	CITS_32[gene=chr17_f_c5649][PH=12][PH0=0.00][P=1.00e-100]	12	+	3'UTR	ENSG00000062716.14		Genic
chr17	66531652	66531653	CITS_33[gene=chr17_f_c6810][PH=3][PH0=0.04][P=2.64e-03]	3	+	Deep intronic	ENSG00000154229.13		Genic
chr17	67377770	67377771	CITS_34[gene=chr17_f_c6891][PH=3][PH0=0.00][P=3.97e-05]	3	+	5'UTR	ENSG00000154217.16	PITPNC1	Genic
chr17	77837160	77837161	CITS_35[gene=chr17_f_c7684][PH=2][PH0=0.00][P=1.21e-04]	2	+	Alu			TE
chr17	3566340	3566341	CITS_36[gene=chr17_r_c468][PH=2][PH0=0.00][P=1.70e-03]	2	-	3'UTR	ENSG00000196689.14		Genic
chr17	4396561	4396562	CITS_37[gene=chr17_r_c766][PH=2][PH0=0.00][P=5.24e-03]	2	-	Alu			TE
chr17	8173540	8173541	CITS_39[gene=chr17_r_c1095][PH=4][PH0=0.00][P=2.29e-10]	4	-	3'UTR	ENSG00000179029.16		Genic
chr17	8173588	8173589	CITS_40[gene=chr17_r_c1095][PH=3][PH0=0.00][P=3.12e-06]	3	-	3'UTR	ENSG00000179029.16		Genic
chr17	10088997	10088998	CITS_41[gene=chr17_r_c1218][PH=5][PH0=0.32][P=6.02e-03]	5	-	Alu	ENSG00000007237.20		TE
chr17	19063786	19063787	CITS_42[gene=chr17_r_c1744][PH=5][PH0=0.12][P=6.86e-05]	5	-	Deep intronic	ENSG00000197665.8	GRAPL-AS1	Genic
chr17	19064038	19064039	CITS_43[gene=chr17_r_c1747][PH=9][PH0=0.29][P=1.90e-08]	9	-	Deep intronic	ENSG00000197665.8	GRAPL-AS1	Genic
chr17	19112286	19112287	CITS_44[gene=chr17_r_c1753][PH=5][PH0=0.11][P=6.85e-05]	5	-	First intron	ENSG00000197665.8	GRAPL-AS1	Genic
chr17	19112538	19112539	CITS_45[gene=chr17_r_c1754][PH=9][PH0=0.35][P=9.33e-08]	9	-	Proximal intronic	ENSG00000197665.8	GRAPL-AS1	Genic
chr17	19189896	19189897	CITS_46[gene=chr17_r_c1760][PH=5][PH0=0.09][P=4.90e-05]	5	-	First intron	ENSG00000262202.5	""	Genic
chr17	19190209	19190210	CITS_47[gene=chr17_r_c1762][PH=12][PH0=0.52][P=6.30e-10]	12	-	Other exon	ENSG00000262202.5	""	Genic
chr17	20749361	20749362	CITS_48[gene=chr17_r_c1883][PH=2][PH0=0.00][P=6.32e-05]	2	-	Other exon	ENSG00000187870.7	RNFT1P3	Genic
chr17	35038691	35038692	CITS_49[gene=chr17_r_c2614][PH=2][PH0=0.00][P=6.57e-03]	2	-	LINE	ENSG00000092871.18		TE
chr17	35073045	35073046	CITS_50[gene=chr17_r_c2614][PH=2][PH0=0.00][P=6.57e-03]	2	-	Alu	ENSG00000092871.18		TE
chr17	38627783	38627784	CITS_51[gene=chr17_r_c2942][PH=2][PH0=0.00][P=6.05e-03]	2	-	Alu			TE
chr17	38734927	38734928	CITS_52[gene=chr17_r_c2942][PH=2][PH0=0.00][P=6.05e-03]	2	-	3'UTR	ENSG00000277258.6		Genic
chr17	39783769	39783770	CITS_53[gene=chr17_r_c3106][PH=2][PH0=0.00][P=4.82e-03]	2	-	Alu	ENSG00000161405.18	IKZF3	TE
chr17	40053978	40053979	CITS_54[gene=chr17_r_c3106][PH=2][PH0=0.00][P=4.82e-03]	2	-	5'UTR	ENSG00000008838.22		Genic
chr17	40108787	40108788	CITS_55[gene=chr17_r_c3106][PH=2][PH0=0.00][P=4.82e-03]	2	-	Alu			TE
chr17	42424483	42424484	CITS_56[gene=chr17_r_c3495][PH=3][PH0=0.00][P=1.85e-06]	3	-	Alu			TE
chr17	43368044	43368045	CITS_57[gene=chr17_r_c3647][PH=7][PH0=0.56][P=2.96e-03]	7	-	Deep intronic	ENSG00000188825.17	LINC00910	Genic
chr17	43368079	43368080	CITS_58[gene=chr17_r_c3647][PH=8][PH0=0.56][P=2.39e-04]	8	-	Deep intronic	ENSG00000188825.17	LINC00910	Genic
chr17	48740474	48740475	CITS_59[gene=chr17_r_c4626][PH=2][PH0=0.00][P=4.74e-04]	2	-	Alu			TE
chr17	48933588	48933589	CITS_60[gene=chr17_r_c4629][PH=3][PH0=0.00][P=4.71e-06]	3	-	Alu	ENSG00000159210.11		TE
chr17	50862537	50862538	CITS_61[gene=chr17_r_c4780][PH=3][PH0=0.03][P=1.42e-03]	3	-	3'UTR	ENSG00000141232.6		Genic
chr17	58004135	58004136	CITS_62[gene=chr17_r_c5244][PH=3][PH0=0.05][P=4.12e-03]	3	-	3'UTR	ENSG00000136450.13	SRSF1	Genic
chr17	58631450	58631451	CITS_63[gene=chr17_r_c5266][PH=3][PH0=0.00][P=1.64e-05]	3	-	Alu	ENSG00000121101.17		TE
chr17	59700076	59700077	CITS_65[gene=chr17_r_c5315][PH=3][PH0=0.00][P=1.32e-05]	3	-	5'UTR	ENSG00000141378.16		Genic
chr17	59886462	59886463	CITS_66[gene=chr17_r_c5332][PH=2][PH0=0.00][P=7.79e-03]	2	-	First intron	ENSG00000108423.17		Genic
chr17	59958328	59958329	CITS_67[gene=chr17_r_c5332][PH=2][PH0=0.00][P=7.79e-03]	2	-	CDS	ENSG00000189050.17		Genic
chr17	81510096	81510097	CITS_68[gene=chr17_r_c7134][PH=5][PH0=0.29][P=8.13e-03]	5	-	3'UTR	ENSG00000184009.14		Genic
chr17	81510265	81510266	CITS_69[gene=chr17_r_c7135][PH=6][PH0=0.09][P=4.46e-07]	6	-	3'UTR	ENSG00000184009.14		Genic
chr17	82094789	82094790	CITS_70[gene=chr17_r_c7236][PH=4][PH0=0.00][P=8.04e-10]	4	-	3'UTR-distal	ENSG00000169710.10		Genic
chr18	46109499	46109500	CITS_1[gene=chr18_f_c3495][PH=2][PH0=0.00][P=3.64e-03]	2	+	LINE	ENSG00000152240.14		TE
chr18	50411358	50411359	CITS_2[gene=chr18_f_c3818][PH=4][PH0=0.19][P=8.68e-03]	4	+	Alu			TE
chr18	62443236	62443237	CITS_3[gene=chr18_f_c4278][PH=5][PH0=0.33][P=6.09e-03]	5	+	Satellite/LC			TE
chr18	62443594	62443595	CITS_4[gene=chr18_f_c4279][PH=4][PH0=0.10][P=1.25e-03]	4	+	Deep intronic			Genic
chr18	74808027	74808028	CITS_5[gene=chr18_f_c4726][PH=3][PH0=0.07][P=8.54e-03]	3	+	Alu	ENSG00000215421.11		TE
chr18	75222416	75222417	CITS_6[gene=chr18_f_c4863][PH=2][PH0=0.00][P=3.76e-03]	2	+	First intron	ENSG00000179981.11	TSHZ1	Genic
chr18	80040264	80040265	CITS_7[gene=chr18_f_c5041][PH=2][PH0=0.00][P=2.54e-03]	2	+	Alu	ENSG00000101546.13	RBFA	TE
chr18	3614858	3614859	CITS_8[gene=chr18_r_c151][PH=2][PH0=0.00][P=2.42e-03]	2	-	Alu	ENSG00000170579.19	DLGAP1	TE
chr18	21506401	21506402	CITS_9[gene=chr18_r_c1178][PH=2][PH0=0.00][P=4.04e-04]	2	-	Alu			TE
chr18	21511368	21511369	CITS_10[gene=chr18_r_c1178][PH=2][PH0=0.00][P=4.04e-04]	2	-	Alu			TE
chr18	24348611	24348612	CITS_11[gene=chr18_r_c1370][PH=2][PH0=0.00][P=5.16e-03]	2	-	Alu	ENSG00000141447.20		TE
chr18	36785137	36785138	CITS_12[gene=chr18_r_c2019][PH=2][PH0=0.00][P=1.31e-03]	2	-	Alu	ENSG00000134779.16		TE
chr18	38242970	38242971	CITS_13[gene=chr18_r_c2028][PH=7][PH0=0.30][P=1.17e-05]	7	-	Satellite/LC			TE
chr18	47907939	47907940	CITS_14[gene=chr18_r_c2672][PH=3][PH0=0.06][P=4.91e-03]	3	-	Alu	ENSG00000175387.17		TE
chr19	4433901	4433902	CITS_1[gene=chr19_f_c425][PH=3][PH0=0.00][P=1.82e-05]	3	+	Deep intronic	ENSG00000167670.17		Genic
chr19	11223823	11223824	CITS_2[gene=chr19_f_c938][PH=5][PH0=0.00][P=1.00e-100]	5	+	Alu			TE
chr19	14622925	14622926	CITS_3[gene=chr19_f_c1061][PH=3][PH0=0.00][P=3.71e-06]	3	+	Satellite/LC			TE
