chr	start	end	name	score	strand	tagNumber(k)	mutationFreq(m)	FDR	count(>=m,k)	annotation	gene	external_gene_name	grouped_annotation
chr4	8570574	8570575	chr4_f_c2[k=7][m=3]	3	+	7	3	0	1	Deep intronic	ENSMUSG00000047187.10	Rab2a	Genic
chr19	37005697	37005698	chr19_r_c76[k=8][m=3]	3	-	8	3	0	3	LTR/ERV	ENSMUSG00000039652.17	Cpeb3	TE
chr19	41515287	41515288	chr19_f_c36[k=8][m=3]	3	+	8	3	0	3	Deep intronic	ENSMUSG00000025019.18	Lcor	Genic
chr19	41515292	41515293	chr19_f_c37[k=8][m=3]	3	+	8	3	0	3	Deep intronic	ENSMUSG00000025019.18	Lcor	Genic
chr3	59676203	59676204	chr3_f_c39[k=8][m=3]	3	+	8	3	0	2	Deep intronic			Genic
chr3	59676208	59676209	chr3_f_c40[k=8][m=3]	3	+	8	3	0	2	Deep intronic			Genic
chr9	89973825	89973826	chr9_r_c71[k=8][m=3]	3	-	8	3	0	2	3'UTR	ENSMUSG00000062270.15	Morf4l1	Genic
chr9	89973833	89973834	chr9_r_c72[k=8][m=3]	3	-	8	3	0	2	3'UTR	ENSMUSG00000062270.15	Morf4l1	Genic
chr1	136292728	136292729	chr1_f_c87[k=10][m=3]	3	+	10	3	0	1	Intergenic			Intergenic
chr14	8566395	8566396	chr14_r_c3[k=10][m=3]	3	-	10	3	0	1	Deep intronic			Genic
chr19	21258886	21258887	chr19_f_c15[k=10][m=3]	3	+	10	3	0	2	3'UTR	ENSMUSG00000024750.12	Zfand5	Genic
chr19	21259134	21259135	chr19_f_c17[k=10][m=3]	3	+	10	3	0	2	3'UTR	ENSMUSG00000024750.12	Zfand5	Genic
chr6	120120663	120120664	chr6_r_c88[k=10][m=3]	3	-	10	3	0	1	Other exon	ENSMUSG00000119208.1	Gm25327	Genic
chr15	89650914	89650915	chr15_f_c73[k=11][m=3]	3	+	11	3	0	1	First intron	ENSMUSG00000128549.1	""	Genic
chr2	121983268	121983269	chr2_f_c142[k=11][m=3]	3	+	11	3	0	1	3'UTR	ENSMUSG00000060802.9	B2m	Genic
chr1	191934082	191934083	chr1_f_c126[k=13][m=3]	3	+	13	3	0	2	Deep intronic	ENSMUSG00000058248.13	Kcnh1	Genic
chr1	191934252	191934253	chr1_f_c128[k=13][m=3]	3	+	13	3	0	2	Deep intronic	ENSMUSG00000058248.13	Kcnh1	Genic
chr12	36426464	36426465	chr12_r_c21[k=13][m=3]	3	-	13	3	0	1	Deep intronic			Genic
chr2	156230382	156230383	chr2_r_c144[k=13][m=3]	3	-	13	3	0	3	Deep intronic	ENSMUSG00000102869.5	Norad	Genic
chr2	156233493	156233494	chr2_r_c149[k=13][m=3]	3	-	13	3	0	3	Deep intronic	ENSMUSG00000102869.5	Norad	Genic
chr6	117694683	117694684	chr6_f_c130[k=13][m=3]	3	+	13	3	0	2	Other exon	ENSMUSG00000104222.3	Gm7292	Genic
chr1	191934116	191934117	chr1_f_c127[k=14][m=3]	3	+	14	3	0	1	Deep intronic	ENSMUSG00000058248.13	Kcnh1	Genic
chr12	36426459	36426460	chr12_r_c20[k=15][m=3]	3	-	15	3	0	2	Deep intronic			Genic
chr12	36428134	36428135	chr12_r_c23[k=15][m=3]	3	-	15	3	0	2	Deep intronic			Genic
chr15	89652359	89652360	chr15_f_c76[k=15][m=3]	3	+	15	3	0	1	First intron	ENSMUSG00000128549.1	""	Genic
chr2	156230377	156230378	chr2_r_c143[k=15][m=3]	3	-	15	3	0	2	Deep intronic	ENSMUSG00000102869.5	Norad	Genic
chr2	156232047	156232048	chr2_r_c146[k=15][m=3]	3	-	15	3	0	2	Deep intronic	ENSMUSG00000102869.5	Norad	Genic
chr1	63632287	63632288	chr1_f_c26[k=16][m=3]	3	+	16	3	0	1	3'UTR	ENSMUSG00000025964.16	Adam23	Genic
chr16	35802165	35802166	chr16_r_c39[k=17][m=3]	3	-	17	3	0	1	First intron	ENSMUSG00000086324.11	Gm15564	Genic
chr8	122551876	122551877	chr8_r_c89[k=17][m=3]	3	-	17	3	0	1	First intron	ENSMUSG00000040263.17	Klhdc4	Genic
chrX	21546852	21546853	chrX_r_c2[k=17][m=3]	3	-	17	3	0	1	LINE			TE
chr4	103590353	103590354	chr4_f_c71[k=20][m=3]	3	+	20	3	0	3	First intron	ENSMUSG00000028519.17	Dab1	Genic
chr4	103590401	103590402	chr4_f_c72[k=20][m=3]	3	+	20	3	0	3	First intron	ENSMUSG00000028519.17	Dab1	Genic
chr4	103590449	103590450	chr4_f_c73[k=20][m=3]	3	+	20	3	0	3	First intron	ENSMUSG00000028519.17	Dab1	Genic
chr1	149280223	149280224	chr1_f_c94[k=21][m=3]	3	+	21	3	0	1	Deep intronic			Genic
chr12	36426382	36426383	chr12_r_c19[k=23][m=3]	3	-	23	3	0	1	Deep intronic			Genic
chr2	156230300	156230301	chr2_r_c142[k=23][m=3]	3	-	23	3	0	1	Deep intronic	ENSMUSG00000102869.5	Norad	Genic
chr8	14356885	14356886	chr8_f_c4[k=23][m=3]	3	+	23	3	0	2	Deep intronic	ENSMUSG00000047495.16	Dlgap2	Genic
chr8	14357039	14357040	chr8_f_c5[k=23][m=3]	3	+	23	3	0	2	Deep intronic	ENSMUSG00000047495.16	Dlgap2	Genic
chr1	193315230	193315231	chr1_f_c132[k=24][m=3]	3	+	24	3	0	1	First intron	ENSMUSG00000120108.2	Gm31870	Genic
chr9	123291112	123291113	chr9_f_c135[k=24][m=3]	3	+	24	3	0	1	3'UTR	ENSMUSG00000035202.9	Lars2	Genic
chr13	9884356	9884357	chr13_r_c0[k=29][m=3]	3	-	29	3	0	1	LINE			TE
chr19	13032305	13032306	chr19_f_c6[k=33][m=3]	3	+	33	3	0	1	Deep intronic			Genic
chr9	118504036	118504037	chr9_r_c100[k=36][m=3]	3	-	36	3	0	1	Deep intronic			Genic
chr3	18065471	18065472	chr3_f_c16[k=38][m=3]	3	+	38	3	0	2	Deep intronic			Genic
chr9	56131125	56131126	chr9_r_c43[k=39][m=3]	3	-	39	3	0	1	Deep intronic	ENSMUSG00000074305.10	Peak1	Genic
chr11	77187035	77187036	chr11_f_c58[k=40][m=3]	3	+	40	3	0	1	First intron	ENSMUSG00000037926.16	Ssh2	Genic
chr12	110657660	110657661	chr12_r_c70[k=43][m=3]	3	-	43	3	0	1	3'UTR	ENSMUSG00000021270.14	Hsp90aa1	Genic
chr16	10961886	10961887	chr16_f_c41[k=63][m=3]	3	+	63	3	0	1	First intron	ENSMUSG00000141422.1	""	Genic
chr9	56130908	56130909	chr9_r_c42[k=66][m=3]	3	-	66	3	0	1	Deep intronic	ENSMUSG00000074305.10	Peak1	Genic
chr9	118504067	118504068	chr9_r_c102[k=78][m=3]	3	-	78	3	0	1	Deep intronic			Genic
chr1	193315199	193315200	chr1_f_c130[k=83][m=3]	3	+	83	3	0	1	First intron	ENSMUSG00000120108.2	Gm31870	Genic
chr12	109525778	109525779	chr12_f_c106[k=87][m=3]	3	+	87	3	0	1	Deep intronic	ENSMUSG00000021268.20	Meg3	Genic
chr19	5847658	5847659	chr19_r_c14[k=89][m=3]	3	-	89	3	0	1	Other exon	ENSMUSG00000092341.7	Malat1	Genic
chr12	78397799	78397800	chr12_f_c50[k=90][m=3]	3	+	90	3	0	1	Deep intronic	ENSMUSG00000047454.13	Gphn	Genic
chr16	17040350	17040351	chr16_f_c53[k=96][m=3]	3	+	96	3	0	1	3'UTR-distal			Genic
chr9	118504062	118504063	chr9_r_c101[k=99][m=3]	3	-	99	3	0	1	Deep intronic			Genic
chr1	193315204	193315205	chr1_f_c131[k=104][m=3]	3	+	104	3	0	1	First intron	ENSMUSG00000120108.2	Gm31870	Genic
chr6	44770222	44770223	chr6_f_c57[k=108][m=3]	3	+	108	3	0	1	Intergenic			Intergenic
chr2	20905010	20905011	chr2_f_c22[k=124][m=3]	3	+	124	3	0	1	Deep intronic			Genic
chr17	71270689	71270690	chr17_f_c123[k=129][m=3]	3	+	129	3	0	1	Deep intronic			Genic
chr2	102659778	102659779	chr2_r_c96[k=135][m=3]	3	-	135	3	0	1	Deep intronic	ENSMUSG00000005087.18	Cd44	Genic
chr6	49213473	49213474	chr6_r_c36[k=151][m=3]	3	-	151	3	0	1	3'UTR-distal			Genic
chr2	73698298	73698299	chr2_f_c88[k=172][m=3]	3	+	172	3	0	1	Deep intronic			Genic
chr13	9884382	9884383	chr13_r_c1[k=191][m=3]	3	-	191	3	0	1	LINE			TE
chr16	10962132	10962133	chr16_f_c43[k=202][m=3]	3	+	202	3	0	1	First intron	ENSMUSG00000141422.1	""	Genic
chr10	82791113	82791114	chr10_r_c69[k=217][m=3]	3	-	217	3	0	1	Deep intronic			Genic
chr17	40158711	40158712	chr17_f_c102[k=272][m=3]	3	+	272	3	0	1	Other exon	ENSMUSG00000119584.1	Rn18s-rs5	Genic
chr17	40158003	40158004	chr17_f_c69[k=304][m=3]	3	+	304	3	0	1	Other exon	ENSMUSG00000119584.1	Rn18s-rs5	Genic
chr6	3201201	3201202	chr6_f_c10[k=304][m=3]	3	+	304	3	0	1	Deep intronic	ENSMUSG00000133541.1	""	Genic
chrM	348	349	chrM_f_c1[k=313][m=3]	3	+	313	3	0	1	Other exon	ENSMUSG00000064337.1	mt-Rnr1	Genic
chr6	3201496	3201497	chr6_f_c19[k=318][m=3]	3	+	318	3	0	1	Deep intronic	ENSMUSG00000133541.1	""	Genic
chr9	123291202	123291203	chr9_f_c138[k=351][m=3]	3	+	351	3	0	1	3'UTR	ENSMUSG00000035202.9	Lars2	Genic
chr5	136961817	136961818	chr5_f_c105[k=391][m=3]	3	+	391	3	0	1	First intron	ENSMUSG00000097908.10	4933404O12Rik	Genic
chr13	45023119	45023120	chr13_r_c27[k=392][m=3]	3	-	392	3	0	1	Deep intronic			Genic
chr11	17171292	17171293	chr11_f_c9[k=404][m=3]	3	+	404	3	0	1	Deep intronic	ENSMUSG00000078970.6	Dnaaf10	Genic
chr11	108902521	108902522	chr11_r_c121[k=475][m=3]	3	-	475	3	0	1	Deep intronic			Genic
chr8	15569946	15569947	chr8_f_c12[k=475][m=3]	3	+	475	3	0	1	Intergenic			Intergenic
chr10	82791125	82791126	chr10_r_c70[k=551][m=3]	3	-	551	3	0	1	Deep intronic			Genic
chr11	108902723	108902724	chr11_r_c123[k=603][m=3]	3	-	603	3	0	1	Deep intronic			Genic
chr1	131501588	131501589	chr1_f_c84[k=728][m=3]	3	+	728	3	0	1	Deep intronic			Genic
chr17	40158419	40158420	chr17_f_c87[k=2262][m=3]	3	+	2262	3	0	1	Other exon	ENSMUSG00000119584.1	Rn18s-rs5	Genic
chr10	14946177	14946178	chr10_f_c10[k=1][m=2]	2	+	1	2	0	11	LINE			TE
chr10	19201063	19201064	chr10_f_c11[k=1][m=2]	2	+	1	2	0	11	LINE	ENSMUSG00000111052.3	Gm20139	TE
chr10	22559339	22559340	chr10_f_c15[k=1][m=2]	2	+	1	2	0	11	LTR/ERV	ENSMUSG00000037490.6	Slc2a12	TE
chr10	22566267	22566268	chr10_f_c16[k=1][m=2]	2	+	1	2	0	11	LTR/ERV	ENSMUSG00000037490.6	Slc2a12	TE
chr10	38815435	38815436	chr10_f_c21[k=1][m=2]	2	+	1	2	0	11	LINE			TE
chr10	57659069	57659070	chr10_f_c30[k=1][m=2]	2	+	1	2	0	11	Deep intronic			Genic
chr10	6419103	6419104	chr10_f_c2[k=1][m=2]	2	+	1	2	0	11	Intergenic			Intergenic
chr11	114832387	114832388	chr11_r_c125[k=1][m=2]	2	-	1	2	0	7	Deep intronic			Genic
chr1	112585851	112585852	chr1_r_c72[k=1][m=2]	2	-	1	2	0	17	LINE			TE
chr1	117614035	117614036	chr1_r_c75[k=1][m=2]	2	-	1	2	0	17	LINE			TE
chr1	130620045	130620046	chr1_r_c98[k=1][m=2]	2	-	1	2	0	17	Deep intronic	ENSMUSG00000026409.15	Pfkfb2	Genic
chr11	3081900	3081901	chr11_f_c0[k=1][m=2]	2	+	1	2	0	7	Deep intronic	ENSMUSG00000121500.2	""	Genic
chr1	136321407	136321408	chr1_f_c88[k=1][m=2]	2	+	1	2	0	17	Other SINE	ENSMUSG00000143464.1	""	TE
chr1	137565277	137565278	chr1_r_c112[k=1][m=2]	2	-	1	2	0	17	Satellite/LC			TE
chr11	41390931	41390932	chr11_f_c26[k=1][m=2]	2	+	1	2	0	7	Other exon	ENSMUSG00000058809.9	Hspd1-ps3	Genic
chr1	158479358	158479359	chr1_f_c103[k=1][m=2]	2	+	1	2	0	17	Deep intronic	ENSMUSG00000026587.16	Astn1	Genic
chr11	58541487	58541488	chr11_f_c37[k=1][m=2]	2	+	1	2	0	7	Deep intronic	ENSMUSG00000037124.7	Trim58	Genic
chr1	161641269	161641270	chr1_r_c127[k=1][m=2]	2	-	1	2	0	17	3'UTR-distal	ENSMUSG00000103625.2	Gm37357	Genic
chr1	184368722	184368723	chr1_r_c158[k=1][m=2]	2	-	1	2	0	17	LINE			TE
chr12	101830898	101830899	chr12_f_c94[k=1][m=2]	2	+	1	2	0	11	LINE			TE
chr12	116632669	116632670	chr12_f_c149[k=1][m=2]	2	+	1	2	0	11	LTR/ERV	ENSMUSG00000056553.15	Ptprn2	TE
chr12	14095634	14095635	chr12_f_c13[k=1][m=2]	2	+	1	2	0	11	LINE	ENSMUSG00000113522.3	Gm48479	TE
chr12	23180059	23180060	chr12_f_c18[k=1][m=2]	2	+	1	2	0	11	LINE			TE
chr12	27265653	27265654	chr12_r_c12[k=1][m=2]	2	-	1	2	0	11	LINE			TE
chr12	3297611	3297612	chr12_f_c3[k=1][m=2]	2	+	1	2	0	11	First intron	ENSMUSG00000079179.12	Rab10os	Genic
chr12	36155037	36155038	chr12_r_c17[k=1][m=2]	2	-	1	2	0	11	Deep intronic	ENSMUSG00000020547.6	Bzw2	Genic
chr12	36155111	36155112	chr12_r_c18[k=1][m=2]	2	-	1	2	0	11	Deep intronic	ENSMUSG00000020547.6	Bzw2	Genic
chr12	51354455	51354456	chr12_r_c26[k=1][m=2]	2	-	1	2	0	11	LINE			TE
chr13	104804839	104804840	chr13_f_c51[k=1][m=2]	2	+	1	2	0	9	LINE			TE
chr13	54115217	54115218	chr13_f_c24[k=1][m=2]	2	+	1	2	0	9	LINE			TE
chr13	86758198	86758199	chr13_f_c43[k=1][m=2]	2	+	1	2	0	9	LINE			TE
chr13	89724672	89724673	chr13_r_c50[k=1][m=2]	2	-	1	2	0	9	Deep intronic			Genic
chr14	36857696	36857697	chr14_r_c41[k=1][m=2]	2	-	1	2	0	6	TSS-proximal			Genic
chr14	64914858	64914859	chr14_f_c41[k=1][m=2]	2	+	1	2	0	6	Deep intronic	ENSMUSG00000060012.10	Kif13b	Genic
chr14	80550123	80550124	chr14_f_c53[k=1][m=2]	2	+	1	2	0	6	Deep intronic			Genic
chr1	55118235	55118236	chr1_r_c39[k=1][m=2]	2	-	1	2	0	17	CDS	ENSMUSG00000025980.15	Hspd1	Genic
chr15	59287917	59287918	chr15_f_c53[k=1][m=2]	2	+	1	2	0	2	CDS	ENSMUSG00000059586.11	Nsmce2	Genic
chr16	5141953	5141954	chr16_f_c5[k=1][m=2]	2	+	1	2	0	2	First intron	ENSMUSG00000008658.18	Rbfox1	Genic
chr16	76200171	76200172	chr16_r_c84[k=1][m=2]	2	-	1	2	0	2	Other exon	ENSMUSG00000050299.9	Gm9843	Genic
chr17	17293748	17293749	chr17_f_c24[k=1][m=2]	2	+	1	2	0	17	LINE	ENSMUSG00000096696.2	Zfp960	TE
chr17	17350918	17350919	chr17_f_c25[k=1][m=2]	2	+	1	2	0	17	LINE	ENSMUSG00000095990.2	Zfp97	TE
chr17	18229126	18229127	chr17_r_c18[k=1][m=2]	2	-	1	2	0	17	LINE			TE
chr17	21504403	21504404	chr17_r_c19[k=1][m=2]	2	-	1	2	0	17	Other exon	ENSMUSG00002075486.1	Gm55632	Genic
chr17	21594438	21594439	chr17_f_c26[k=1][m=2]	2	+	1	2	0	17	LTR/ERV	ENSMUSG00000116768.2	Gm18269	TE
chr17	35044531	35044532	chr17_r_c33[k=1][m=2]	2	-	1	2	0	17	LTR/ERV	ENSMUSG00000061207.12	Stk19	TE
chr17	35106628	35106629	chr17_f_c38[k=1][m=2]	2	+	1	2	0	17	LTR/ERV	ENSMUSG00000049823.10	Zbtb12	TE
chr17	54800100	54800101	chr17_f_c114[k=1][m=2]	2	+	1	2	0	17	LINE			TE
chr17	6275931	6275932	chr17_f_c6[k=1][m=2]	2	+	1	2	0	17	Deep intronic	ENSMUSG00000034377.11	Tulp4	Genic
chr17	6789719	6789720	chr17_r_c1[k=1][m=2]	2	-	1	2	0	17	Deep intronic	ENSMUSG00000116560.2	Gm2808	Genic
chr18	60584412	60584413	chr18_f_c56[k=1][m=2]	2	+	1	2	0	2	LTR/ERV			TE
chr19	32798662	32798663	chr19_f_c30[k=1][m=2]	2	+	1	2	0	6	3'UTR	ENSMUSG00000013663.9	Pten	Genic
chr19	60187491	60187492	chr19_r_c97[k=1][m=2]	2	-	1	2	0	6	3'UTR	ENSMUSG00000057858.9	Fam204a	Genic
chr19	6109468	6109469	chr19_f_c2[k=1][m=2]	2	+	1	2	0	6	3'UTR-distal	ENSMUSG00000038274.14	Fau	Genic
chr2	103901139	103901140	chr2_f_c119[k=1][m=2]	2	+	1	2	0	21	3'UTR-distal	ENSMUSG00000068686.14	Cd59b	Genic
chr2	103927147	103927148	chr2_f_c120[k=1][m=2]	2	+	1	2	0	21	3'UTR-distal	ENSMUSG00000032679.13	Cd59a	Genic
chr2	113313831	113313832	chr2_f_c125[k=1][m=2]	2	+	1	2	0	21	Deep intronic	ENSMUSG00000044042.20	Fmn1	Genic
chr2	113313901	113313902	chr2_f_c126[k=1][m=2]	2	+	1	2	0	21	Deep intronic	ENSMUSG00000044042.20	Fmn1	Genic
chr2	120337716	120337717	chr2_r_c114[k=1][m=2]	2	-	1	2	0	21	3'UTR	ENSMUSG00000027288.17	Zfp106	Genic
chr2	16958458	16958459	chr2_f_c17[k=1][m=2]	2	+	1	2	0	21	Deep intronic			Genic
chr2	174900471	174900472	chr2_r_c164[k=1][m=2]	2	-	1	2	0	21	3'UTR-distal			Genic
chr2	176781507	176781508	chr2_f_c215[k=1][m=2]	2	+	1	2	0	21	Other SINE			TE
chr2	5555009	5555010	chr2_f_c12[k=1][m=2]	2	+	1	2	0	21	LTR/ERV			TE
chr2	81339436	81339437	chr2_f_c90[k=1][m=2]	2	+	1	2	0	21	LTR/ERV			TE
chr2	81623398	81623399	chr2_f_c91[k=1][m=2]	2	+	1	2	0	21	LTR/ERV			TE
chr2	81955079	81955080	chr2_r_c80[k=1][m=2]	2	-	1	2	0	21	LINE			TE
chr2	98049008	98049009	chr2_f_c109[k=1][m=2]	2	+	1	2	0	21	LINE			TE
chr3	23042851	23042852	chr3_f_c19[k=1][m=2]	2	+	1	2	0	16	LINE			TE
chr3	24173300	24173301	chr3_r_c6[k=1][m=2]	2	-	1	2	0	16	Satellite/LC	ENSMUSG00000102758.4	Naaladl2	TE
chr3	35729916	35729917	chr3_f_c27[k=1][m=2]	2	+	1	2	0	16	Satellite/LC	ENSMUSG00000129136.1	""	TE
chr3	4723479	4723480	chr3_f_c0[k=1][m=2]	2	+	1	2	0	16	Deep intronic			Genic
chr3	51736395	51736396	chr3_r_c18[k=1][m=2]	2	-	1	2	0	16	Deep intronic	ENSMUSG00000061143.16	Maml3	Genic
chr3	63077880	63077881	chr3_r_c32[k=1][m=2]	2	-	1	2	0	16	Deep intronic			Genic
chr3	63078101	63078102	chr3_r_c33[k=1][m=2]	2	-	1	2	0	16	Deep intronic			Genic
chr3	69500123	69500124	chr3_f_c50[k=1][m=2]	2	+	1	2	0	16	First intron	ENSMUSG00000130959.1	""	Genic
chr3	70297581	70297582	chr3_r_c36[k=1][m=2]	2	-	1	2	0	16	LTR/ERV			TE
chr3	73370699	73370700	chr3_f_c53[k=1][m=2]	2	+	1	2	0	16	LINE	ENSMUSG00000102820.3	Gm38353	TE
chr4	101809786	101809787	chr4_f_c61[k=1][m=2]	2	+	1	2	0	25	LINE			TE
chr4	103955311	103955312	chr4_r_c74[k=1][m=2]	2	-	1	2	0	25	Deep intronic			Genic
chr4	130482971	130482972	chr4_f_c100[k=1][m=2]	2	+	1	2	0	25	Deep intronic	ENSMUSG00000028580.16	Pum1	Genic
chr4	134941413	134941414	chr4_r_c88[k=1][m=2]	2	-	1	2	0	25	3'UTR	ENSMUSG00000037242.9	Clic4	Genic
chr4	134941634	134941635	chr4_r_c89[k=1][m=2]	2	-	1	2	0	25	3'UTR	ENSMUSG00000037242.9	Clic4	Genic
chr4	28150269	28150270	chr4_r_c8[k=1][m=2]	2	-	1	2	0	25	Deep intronic			Genic
chr4	34311206	34311207	chr4_f_c17[k=1][m=2]	2	+	1	2	0	25	First intron	ENSMUSG00000141726.1	""	Genic
chr4	41866391	41866392	chr4_f_c20[k=1][m=2]	2	+	1	2	0	25	TSS-proximal			Genic
chr4	42184147	42184148	chr4_f_c23[k=1][m=2]	2	+	1	2	0	25	Deep intronic	ENSMUSG00000142490.1	""	Genic
chr4	42215632	42215633	chr4_f_c25[k=1][m=2]	2	+	1	2	0	25	First intron	ENSMUSG00000091542.2	Gm17167	Genic
chr4	42681306	42681307	chr4_f_c28[k=1][m=2]	2	+	1	2	0	25	Deep intronic	ENSMUSG00000054885.14	4930578G10Rik	Genic
chr4	57773877	57773878	chr4_f_c40[k=1][m=2]	2	+	1	2	0	25	Other SINE	ENSMUSG00000038729.25	Pakap	TE
chr4	6449845	6449846	chr4_f_c1[k=1][m=2]	2	+	1	2	0	25	Deep intronic			Genic
chr5	17519672	17519673	chr5_f_c5[k=1][m=2]	2	+	1	2	0	13	LTR/ERV			TE
chr5	29541716	29541717	chr5_r_c16[k=1][m=2]	2	-	1	2	0	13	LTR/ERV	ENSMUSG00000010721.16	Lmbr1	TE
chr5	32893687	32893688	chr5_r_c18[k=1][m=2]	2	-	1	2	0	13	3'UTR	ENSMUSG00000023452.20	Pisd	Genic
chr5	48688271	48688272	chr5_f_c36[k=1][m=2]	2	+	1	2	0	13	LINE			TE
chr5	69919667	69919668	chr5_r_c50[k=1][m=2]	2	-	1	2	0	13	LINE			TE
chr5	86177932	86177933	chr5_r_c55[k=1][m=2]	2	-	1	2	0	13	Other SINE	ENSMUSG00000029253.13	Cenpc1	TE
chr5	89040412	89040413	chr5_f_c61[k=1][m=2]	2	+	1	2	0	13	First intron	ENSMUSG00000060961.17	Slc4a4	Genic
chr5	89040824	89040825	chr5_f_c62[k=1][m=2]	2	+	1	2	0	13	First intron	ENSMUSG00000060961.17	Slc4a4	Genic
chr5	96696799	96696800	chr5_f_c70[k=1][m=2]	2	+	1	2	0	13	LINE	ENSMUSG00000034687.9	Fras1	TE
chr5	9710490	9710491	chr5_f_c0[k=1][m=2]	2	+	1	2	0	13	LTR/ERV			TE
chr6	118549964	118549965	chr6_r_c81[k=1][m=2]	2	-	1	2	0	14	LTR/ERV			TE
chr6	127258446	127258447	chr6_r_c95[k=1][m=2]	2	-	1	2	0	14	Deep intronic			Genic
chr6	128628795	128628796	chr6_r_c97[k=1][m=2]	2	-	1	2	0	14	LINE			TE
chr6	36934496	36934497	chr6_r_c24[k=1][m=2]	2	-	1	2	0	14	Deep intronic	ENSMUSG00000038665.16	Dgki	Genic
chr6	39537518	39537519	chr6_r_c29[k=1][m=2]	2	-	1	2	0	14	Other SINE			TE
chr6	40373396	40373397	chr6_f_c55[k=1][m=2]	2	+	1	2	0	14	3'UTR	ENSMUSG00000029916.12	Agk	Genic
chr6	60221448	60221449	chr6_f_c77[k=1][m=2]	2	+	1	2	0	14	Satellite/LC			TE
chr6	60323392	60323393	chr6_r_c41[k=1][m=2]	2	-	1	2	0	14	Satellite/LC	ENSMUSG00000046764.10	A530053G22Rik	TE
chr6	70900356	70900357	chr6_r_c42[k=1][m=2]	2	-	1	2	0	14	Satellite/LC			TE
chr6	88263681	88263682	chr6_r_c55[k=1][m=2]	2	-	1	2	0	14	LINE	ENSMUSG00000033216.10	Eefsec	TE
chr7	27553344	27553345	chr7_r_c22[k=1][m=2]	2	-	1	2	0	6	Deep intronic			Genic
chr7	42861637	42861638	chr7_f_c19[k=1][m=2]	2	+	1	2	0	6	LTR/ERV			TE
chr7	59325494	59325495	chr7_r_c39[k=1][m=2]	2	-	1	2	0	6	Deep intronic	ENSMUSG00000100826.8	Snhg14	Genic
chr8	59716978	59716979	chr8_r_c49[k=1][m=2]	2	-	1	2	0	4	Satellite/LC			TE
chr8	60337506	60337507	chr8_f_c34[k=1][m=2]	2	+	1	2	0	4	LINE	ENSMUSG00000110406.3	4930470O06Rik	TE
chr8	9438109	9438110	chr8_r_c3[k=1][m=2]	2	-	1	2	0	4	LINE	ENSMUSG00000079157.5	Nalf1	TE
chr9	105445597	105445598	chr9_f_c110[k=1][m=2]	2	+	1	2	0	11	LINE			TE
chr9	114856539	114856540	chr9_f_c126[k=1][m=2]	2	+	1	2	0	11	Alu	ENSMUSG00000040875.13	Osbpl10	TE
chr9	114857582	114857583	chr9_f_c127[k=1][m=2]	2	+	1	2	0	11	Alu	ENSMUSG00000040875.13	Osbpl10	TE
chr9	122546184	122546185	chr9_f_c131[k=1][m=2]	2	+	1	2	0	11	Deep intronic			Genic
chr9	123702048	123702049	chr9_f_c139[k=1][m=2]	2	+	1	2	0	11	Deep intronic			Genic
chr9	123702141	123702142	chr9_f_c140[k=1][m=2]	2	+	1	2	0	11	Deep intronic			Genic
chr9	35302076	35302077	chr9_f_c37[k=1][m=2]	2	+	1	2	0	11	LTR/ERV			TE
chr9	78385848	78385849	chr9_r_c65[k=1][m=2]	2	-	1	2	0	11	3'UTR	ENSMUSG00000037742.15	Eef1a1	Genic
chr9	9433756	9433757	chr9_r_c3[k=1][m=2]	2	-	1	2	0	11	LINE	ENSMUSG00000111061.3	Gm46102	TE
chrX	141495655	141495656	chrX_f_c61[k=1][m=2]	2	+	1	2	0	10	LINE	ENSMUSG00000047045.18	Tmem164	TE
chrX	14386539	14386540	chrX_f_c6[k=1][m=2]	2	+	1	2	0	10	LINE			TE
chrX	14984527	14984528	chrX_r_c1[k=1][m=2]	2	-	1	2	0	10	LINE			TE
chrX	31880582	31880583	chrX_f_c11[k=1][m=2]	2	+	1	2	0	10	LTR/ERV			TE
chrX	32792142	32792143	chrX_f_c12[k=1][m=2]	2	+	1	2	0	10	LTR/ERV			TE
chrX	63670069	63670070	chrX_f_c26[k=1][m=2]	2	+	1	2	0	10	LINE			TE
chrX	69300211	69300212	chrX_f_c28[k=1][m=2]	2	+	1	2	0	10	LINE			TE
chrX	76823625	76823626	chrX_f_c35[k=1][m=2]	2	+	1	2	0	10	LTR/ERV			TE
chrY	14597971	14597972	chrY_f_c0[k=1][m=2]	2	+	1	2	0	2	Satellite/LC			TE
chrY	19310295	19310296	chrY_f_c1[k=1][m=2]	2	+	1	2	0	2	Satellite/LC			TE
chr10	69860638	69860639	chr10_f_c47[k=2][m=2]	2	+	2	2	0	2	3'UTR	ENSMUSG00000069601.16		Genic
chr10	83146880	83146881	chr10_r_c75[k=2][m=2]	2	-	2	2	0	2	Satellite/LC	ENSMUSG00000034591.6	Slc41a2	TE
chr12	24885608	24885609	chr12_f_c19[k=2][m=2]	2	+	2	2	0	3	First intron	ENSMUSG00000020646.18	Mboat2	Genic
chr12	81574133	81574134	chr12_r_c49[k=2][m=2]	2	-	2	2	0	3	Other SINE	ENSMUSG00000021139.18	S2bpcox16	TE
chr1	37744574	37744575	chr1_r_c29[k=2][m=2]	2	-	2	2	0	3	First intron	ENSMUSG00000026090.17	Cracdl	Genic
