chr	start	end	name	score	strand	annotation	gene	external_gene_name	grouped_annotation	pval
chr15	82420839	82420840	CITS_133[gene=chr15_f_c18399][PH=6][PH0=0.20][P=2.50e-05]	6	+	Satellite/LC	ENSG00000278202.1	GOLGA6L9-AS1	TE	2.5e-05
chr15	82990554	82990555	CITS_135[gene=chr15_f_c18449][PH=5][PH0=0.00][P=1.00e-100]	5	+	3'UTR	ENSG00000169612.5	""	Genic	1e-100
chr15	84805764	84805765	CITS_138[gene=chr15_f_c18653][PH=5][PH0=0.00][P=1.00e-15]	5	+	3'UTR	ENSG00000166716.11	""	Genic	1e-15
chr15	84807593	84807594	CITS_139[gene=chr15_f_c18653][PH=7][PH0=0.00][P=1.00e-100]	7	+	3'UTR-distal	""	""	Genic	1e-100
chr15	85426509	85426510	CITS_150[gene=chr15_f_c19221][PH=17][PH0=0.88][P=8.40e-14]	17	+	First intron	ENSG00000170776.23	""	Genic	8.4e-14
chr15	85458407	85458408	CITS_151[gene=chr15_f_c19336][PH=5][PH0=0.15][P=1.23e-04]	5	+	LINE	ENSG00000170776.23	""	TE	0.000123
chr15	85482224	85482225	CITS_152[gene=chr15_f_c19376][PH=9][PH0=0.00][P=1.00e-100]	9	+	LINE	ENSG00000170776.23	""	TE	1e-100
chr15	85649307	85649308	CITS_163[gene=chr15_f_c19376][PH=6][PH0=0.00][P=1.00e-100]	6	+	Other SINE	ENSG00000170776.23	""	TE	1e-100
chr15	85746319	85746320	CITS_166[gene=chr15_f_c19376][PH=5][PH0=0.00][P=3.07e-09]	5	+	3'UTR	ENSG00000170776.23	""	Genic	3.07e-09
chr15	92900673	92900674	CITS_173[gene=chr15_f_c21047][PH=6][PH0=0.29][P=2.24e-04]	6	+	5'UTR	ENSG00000173575.24	CHD2	Genic	0.000224
chr15	92900751	92900752	CITS_174[gene=chr15_f_c21048][PH=6][PH0=0.20][P=5.24e-05]	6	+	5'UTR	ENSG00000173575.24	CHD2	Genic	5.24e-05
chr15	92901367	92901368	CITS_175[gene=chr15_f_c21054][PH=7][PH0=0.35][P=3.29e-05]	7	+	CDS	ENSG00000173575.24	CHD2	Genic	3.29e-05
chr15	92944257	92944258	CITS_177[gene=chr15_f_c21225][PH=6][PH0=0.13][P=2.62e-06]	6	+	Satellite/LC	ENSG00000173575.24	CHD2	TE	2.62e-06
chr15	92983783	92983784	CITS_179[gene=chr15_f_c21326][PH=5][PH0=0.12][P=8.04e-05]	5	+	Satellite/LC	ENSG00000173575.24	CHD2	TE	8.04e-05
chr15	98649545	98649546	CITS_180[gene=chr15_f_c22380][PH=7][PH0=0.22][P=1.53e-06]	7	+	5'UTR	ENSG00000140443.15	IGF1R	Genic	1.53e-06
chr15	99371205	99371206	CITS_184[gene=chr15_f_c22751][PH=5][PH0=0.00][P=1.02e-09]	5	+	Deep intronic	ENSG00000168904.16	""	Genic	1.02e-09
chr15	99636890	99636891	CITS_186[gene=chr15_f_c23059][PH=6][PH0=0.18][P=1.85e-05]	6	+	LINE	ENSG00000068305.20	""	TE	1.85e-05
chr15	99649492	99649493	CITS_187[gene=chr15_f_c23163][PH=9][PH0=0.43][P=2.56e-07]	9	+	Deep intronic	ENSG00000068305.20	""	Genic	2.56e-07
chr15	99661424	99661425	CITS_188[gene=chr15_f_c23249][PH=7][PH0=0.55][P=4.60e-04]	7	+	LINE	ENSG00000068305.20	""	TE	0.00046
chr15	34488922	34488923	CITS_209[gene=chr15_r_c2502][PH=13][PH0=0.92][P=9.83e-09]	13	-	Satellite/LC	ENSG00000308291.1	""	TE	9.83e-09
chr15	39212356	39212357	CITS_218[gene=chr15_r_c4974][PH=7][PH0=0.25][P=3.77e-06]	7	-	First intron	ENSG00000259345.8	""	Genic	3.77e-06
chr15	39233936	39233937	CITS_219[gene=chr15_r_c5038][PH=5][PH0=0.21][P=4.98e-04]	5	-	LINE	ENSG00000259345.8	""	TE	0.000498
chr15	39401730	39401731	CITS_220[gene=chr15_r_c5687][PH=5][PH0=0.14][P=1.01e-04]	5	-	LTR/ERV	ENSG00000259345.8	""	TE	0.000101
chr15	39980066	39980067	CITS_222[gene=chr15_r_c5854][PH=7][PH0=0.44][P=7.48e-05]	7	-	Deep intronic	""	""	Genic	7.48e-05
chr15	41044696	41044697	CITS_224[gene=chr15_r_c6012][PH=6][PH0=0.00][P=1.00e-100]	6	-	LINE	ENSG00000128908.20	""	TE	1e-100
chr15	42579765	42579766	CITS_225[gene=chr15_r_c6286][PH=5][PH0=0.00][P=1.00e-100]	5	-	Deep intronic	""	""	Genic	1e-100
chr15	43988602	43988603	CITS_227[gene=chr15_r_c6859][PH=13][PH0=0.68][P=2.22e-10]	13	-	First intron	ENSG00000171877.21	FRMD5	Genic	2.22e-10
chr15	43989029	43989030	CITS_228[gene=chr15_r_c6861][PH=52][PH0=1.58][P=1.00e-100]	52	-	First intron	ENSG00000171877.21	FRMD5	Genic	1e-100
chr15	45003022	45003023	CITS_229[gene=chr15_r_c7159][PH=5][PH0=0.22][P=5.01e-04]	5	-	Other exon	ENSG00000212550.1	RNU1-78P	Genic	0.000501
chr15	45228734	45228735	CITS_230[gene=chr15_r_c7189][PH=82][PH0=4.37][P=1.00e-100]	82	-	Deep intronic	""	""	Genic	1e-100
chr15	48724658	48724659	CITS_234[gene=chr15_r_c7719][PH=5][PH0=0.00][P=1.00e-100]	5	-	Deep intronic	""	""	Genic	1e-100
chr15	49588075	49588076	CITS_237[gene=chr15_r_c7822][PH=84][PH0=0.00][P=1.00e-100]	84	-	CDS	ENSG00000166262.17	""	Genic	1e-100
chr15	50278407	50278408	CITS_239[gene=chr15_r_c7863][PH=5][PH0=0.00][P=1.00e-100]	5	-	3'UTR	ENSG00000104064.19	""	Genic	1e-100
chr15	50560981	50560982	CITS_243[gene=chr15_r_c7867][PH=5][PH0=0.00][P=2.24e-09]	5	-	3'UTR	ENSG00000092439.16	TRPM7	Genic	2.24e-09
chr15	50567453	50567454	CITS_244[gene=chr15_r_c7867][PH=5][PH0=0.00][P=2.24e-09]	5	-	LINE	ENSG00000092439.16	TRPM7	TE	2.24e-09
chr15	50599151	50599152	CITS_246[gene=chr15_r_c7867][PH=7][PH0=0.00][P=1.00e-100]	7	-	CDS	ENSG00000092439.16	TRPM7	Genic	1e-100
chr15	52751877	52751878	CITS_252[gene=chr15_r_c8822][PH=17][PH0=0.75][P=1.00e-15]	17	-	3'UTR-distal	""	""	Genic	1e-15
chr15	52755435	52755436	CITS_253[gene=chr15_r_c8863][PH=11][PH0=0.89][P=1.77e-06]	11	-	3'UTR	ENSG00000169856.9	ONECUT1	Genic	1.77e-06
chr15	55612014	55612015	CITS_255[gene=chr15_r_c9948][PH=6][PH0=0.37][P=5.03e-04]	6	-	3'UTR	ENSG00000166450.13	PRTG	Genic	0.000503
chr15	58596071	58596072	CITS_258[gene=chr15_r_c11180][PH=9][PH0=0.82][P=1.42e-04]	9	-	3'UTR	ENSG00000137845.16	""	Genic	0.000142
chr15	58596395	58596396	CITS_259[gene=chr15_r_c11184][PH=10][PH0=0.34][P=4.04e-09]	10	-	3'UTR	ENSG00000137845.16	""	Genic	4.04e-09
chr15	58596502	58596503	CITS_260[gene=chr15_r_c11185][PH=5][PH0=0.22][P=6.56e-04]	5	-	3'UTR	ENSG00000137845.16	""	Genic	0.000656
chr15	64155879	64155880	CITS_273[gene=chr15_r_c13274][PH=5][PH0=0.00][P=1.00e-100]	5	-	3'UTR	ENSG00000166794.8	""	Genic	1e-100
chr15	65767953	65767954	CITS_282[gene=chr15_r_c13983][PH=5][PH0=0.16][P=1.26e-04]	5	-	LINE	ENSG00000174485.17	""	TE	0.000126
chr15	65869076	65869077	CITS_289[gene=chr15_r_c14052][PH=12][PH0=0.00][P=1.00e-100]	12	-	tRNA*	""	""	ncRNA	1e-100
chr15	66501297	66501298	CITS_290[gene=chr15_r_c14134][PH=31][PH0=0.00][P=1.00e-100]	31	-	First intron	ENSG00000174444.16	""	Genic	1e-100
chr15	66502055	66502056	CITS_291[gene=chr15_r_c14134][PH=55][PH0=0.00][P=1.00e-100]	55	-	First intron	ENSG00000174444.16	""	Genic	1e-100
chr15	66502875	66502876	CITS_292[gene=chr15_r_c14139][PH=13][PH0=0.74][P=2.78e-09]	13	-	First intron	ENSG00000174444.16	""	Genic	2.78e-09
chr15	66503278	66503279	CITS_293[gene=chr15_r_c14141][PH=19][PH0=0.90][P=1.00e-100]	19	-	First intron	ENSG00000174444.16	""	Genic	1e-100
chr15	66987498	66987499	CITS_294[gene=chr15_r_c14187][PH=6][PH0=0.00][P=1.00e-100]	6	-	LTR/ERV	ENSG00000259347.10	SMAD3-DT	TE	1e-100
chr15	70655774	70655775	CITS_304[gene=chr15_r_c14908][PH=5][PH0=0.14][P=1.01e-04]	5	-	3'UTR	ENSG00000137831.16	""	Genic	0.000101
chr15	70691270	70691271	CITS_305[gene=chr15_r_c15076][PH=19][PH0=0.07][P=1.00e-100]	19	-	Deep intronic	ENSG00000137831.16	""	Genic	1e-100
chr15	70706714	70706715	CITS_306[gene=chr15_r_c15176][PH=6][PH0=0.30][P=1.46e-04]	6	-	LINE	ENSG00000137831.16	""	TE	0.000146
chr15	70727651	70727652	CITS_311[gene=chr15_r_c15219][PH=5][PH0=0.01][P=7.79e-08]	5	-	First intron	ENSG00000137831.16	""	Genic	7.79e-08
chr15	70760953	70760954	CITS_314[gene=chr15_r_c15401][PH=11][PH0=0.33][P=5.74e-11]	11	-	LINE	ENSG00000137831.16	""	TE	5.74e-11
chr15	73560092	73560093	CITS_320[gene=chr15_r_c16298][PH=10][PH0=0.44][P=6.22e-08]	10	-	3'UTR	ENSG00000156642.18	""	Genic	6.22e-08
chr15	73560180	73560181	CITS_321[gene=chr15_r_c16298][PH=10][PH0=0.44][P=6.22e-08]	10	-	3'UTR	ENSG00000156642.18	""	Genic	6.22e-08
chr15	73560259	73560260	CITS_322[gene=chr15_r_c16299][PH=19][PH0=0.81][P=1.00e-100]	19	-	3'UTR	ENSG00000156642.18	""	Genic	1e-100
chr15	73560615	73560616	CITS_323[gene=chr15_r_c16304][PH=7][PH0=0.20][P=1.46e-06]	7	-	3'UTR	ENSG00000156642.18	""	Genic	1.46e-06
chr15	75512746	75512747	CITS_330[gene=chr15_r_c16848][PH=5][PH0=0.00][P=2.25e-10]	5	-	Deep intronic	ENSG00000169410.12	""	Genic	2.25e-10
chr15	76244665	76244666	CITS_332[gene=chr15_r_c17125][PH=8][PH0=0.38][P=1.56e-06]	8	-	First intron	ENSG00000140374.18	""	Genic	1.56e-06
chr15	76253129	76253130	CITS_333[gene=chr15_r_c17182][PH=5][PH0=0.20][P=3.75e-04]	5	-	LINE	ENSG00000140374.18	""	TE	0.000375
chr15	79856487	79856488	CITS_343[gene=chr15_r_c19309][PH=5][PH0=0.00][P=8.20e-10]	5	-	LINE	ENSG00000136371.12	""	TE	8.2e-10
chr15	82584881	82584882	CITS_345[gene=chr15_r_c19999][PH=8][PH0=0.86][P=4.42e-04]	8	-	LINE	ENSG00000214575.11	""	TE	0.000442
chr15	82691577	82691578	CITS_346[gene=chr15_r_c20011][PH=6][PH0=0.25][P=1.61e-04]	6	-	First intron	ENSG00000103723.17	AP3B2	Genic	0.000161
chr15	83017703	83017704	CITS_348[gene=chr15_r_c20205][PH=8][PH0=0.20][P=3.31e-08]	8	-	3'UTR	ENSG00000064726.11	""	Genic	3.31e-08
chr15	84526015	84526016	CITS_350[gene=chr15_r_c20358][PH=6][PH0=0.20][P=2.50e-05]	6	-	Satellite/LC	ENSG00000291027.2	UBE2Q2P1	TE	2.5e-05
chr15	88988842	88988843	CITS_353[gene=chr15_r_c20969][PH=5][PH0=0.12][P=6.15e-05]	5	-	TSS-proximal	""	""	Genic	6.15e-05
chr15	90966820	90966821	CITS_354[gene=chr15_r_c21362][PH=6][PH0=0.33][P=2.26e-04]	6	-	3'UTR	ENSG00000198901.15	""	Genic	0.000226
chr15	92292685	92292686	CITS_356[gene=chr15_r_c21555][PH=21][PH0=1.74][P=1.26e-13]	21	-	First intron	ENSG00000260661.2	""	Genic	1.26e-13
chr16	1701364	1701365	CITS_3[gene=chr16_f_c198][PH=6][PH0=0.30][P=1.69e-04]	6	+	3'UTR	ENSG00000206053.14	""	Genic	0.000169
chr16	2759878	2759879	CITS_5[gene=chr16_f_c416][PH=20][PH0=0.57][P=1.00e-100]	20	+	Satellite/LC	ENSG00000167978.19	SRRM2	TE	1e-100
chr16	3150709	3150710	CITS_8[gene=chr16_f_c496][PH=14][PH0=0.00][P=1.00e-100]	14	+	3'UTR-distal	""	""	Genic	1e-100
chr16	10389893	10389894	CITS_9[gene=chr16_f_c1393][PH=5][PH0=0.00][P=1.00e-100]	5	+	First intron	ENSG00000166669.15	""	Genic	1e-100
chr16	15017056	15017057	CITS_18[gene=chr16_f_c2405][PH=8][PH0=0.44][P=8.08e-06]	8	+	Proximal intronic	ENSG00000179889.22	""	Genic	8.08e-06
chr16	15564347	15564348	CITS_19[gene=chr16_f_c2502][PH=15][PH0=0.71][P=1.92e-12]	15	+	First intron	ENSG00000166780.12	""	Genic	1.92e-12
chr16	18950154	18950155	CITS_25[gene=chr16_f_c2807][PH=64][PH0=0.00][P=1.00e-100]	64	+	Intergenic	""	""	Intergenic	1e-100
chr16	22492473	22492474	CITS_35[gene=chr16_f_c3570][PH=5][PH0=0.00][P=1.00e-100]	5	+	LINE	""	""	TE	1e-100
chr16	22506096	22506097	CITS_39[gene=chr16_f_c3570][PH=6][PH0=0.00][P=1.00e-100]	6	+	Alu	""	""	TE	1e-100
chr16	22507078	22507079	CITS_40[gene=chr16_f_c3570][PH=5][PH0=0.00][P=1.00e-100]	5	+	Deep intronic	""	""	Genic	1e-100
chr16	24750588	24750589	CITS_42[gene=chr16_f_c3938][PH=6][PH0=0.21][P=2.59e-05]	6	+	Proximal intronic	ENSG00000090905.20	""	Genic	2.59e-05
chr16	29810674	29810675	CITS_46[gene=chr16_f_c4523][PH=13][PH0=0.50][P=1.86e-11]	13	+	3'UTR	ENSG00000103495.15	MAZ	Genic	1.86e-11
chr16	29810705	29810706	CITS_47[gene=chr16_f_c4523][PH=9][PH0=0.50][P=3.35e-06]	9	+	3'UTR	ENSG00000103495.15	MAZ	Genic	3.35e-06
chr16	31187817	31187818	CITS_49[gene=chr16_f_c4815][PH=7][PH0=0.27][P=7.64e-06]	7	+	Deep intronic	ENSG00000089280.21	""	Genic	7.64e-06
chr16	31728322	31728323	CITS_52[gene=chr16_f_c4901][PH=5][PH0=0.00][P=1.00e-100]	5	+	LINE	ENSG00000197302.12	""	TE	1e-100
chr16	35086312	35086313	CITS_55[gene=chr16_f_c5025][PH=5][PH0=0.00][P=1.00e-100]	5	+	Deep intronic	""	""	Genic	1e-100
chr16	50072531	50072532	CITS_63[gene=chr16_f_c5534][PH=6][PH0=0.14][P=2.89e-06]	6	+	Proximal intronic	ENSG00000155393.15	""	Genic	2.89e-06
chr16	51647046	51647047	CITS_66[gene=chr16_f_c5824][PH=30][PH0=2.07][P=1.00e-100]	30	+	3'UTR	ENSG00000224578.5	HNRNPA1L3	Genic	1e-100
chr16	53952143	53952144	CITS_69[gene=chr16_f_c6319][PH=6][PH0=0.23][P=5.19e-05]	6	+	Other SINE	ENSG00000140718.23	""	TE	5.19e-05
chr16	57147767	57147768	CITS_70[gene=chr16_f_c6896][PH=7][PH0=0.39][P=4.21e-05]	7	+	3'UTR	ENSG00000140848.18	""	Genic	4.21e-05
chr16	57239624	57239625	CITS_71[gene=chr16_f_c7003][PH=8][PH0=0.62][P=1.22e-04]	8	+	3'UTR	ENSG00000159579.15	""	Genic	0.000122
chr16	59959054	59959055	CITS_76[gene=chr16_f_c7196][PH=12][PH0=0.00][P=1.00e-100]	12	+	First intron	ENSG00000261807.2	LINC02141	Genic	1e-100
chr16	67871180	67871181	CITS_90[gene=chr16_f_c7809][PH=38][PH0=0.00][P=1.00e-100]	38	+	3'UTR	ENSG00000102898.14	""	Genic	1e-100
chr16	67871271	67871272	CITS_91[gene=chr16_f_c7809][PH=6][PH0=0.00][P=1.00e-100]	6	+	3'UTR	ENSG00000102898.14	""	Genic	1e-100
chr16	68299833	68299834	CITS_95[gene=chr16_f_c7830][PH=11][PH0=0.00][P=1.00e-100]	11	+	3'UTR	ENSG00000103064.16	""	Genic	1e-100
chr16	68833732	68833733	CITS_98[gene=chr16_f_c7883][PH=5][PH0=0.00][P=1.00e-100]	5	+	3'UTR	ENSG00000039068.21	""	Genic	1e-100
chr16	69301243	69301244	CITS_99[gene=chr16_f_c7979][PH=11][PH0=0.76][P=2.47e-07]	11	+	3'UTR	ENSG00000168807.18	""	Genic	2.47e-07
chr16	69463111	69463112	CITS_104[gene=chr16_f_c8111][PH=6][PH0=0.00][P=1.00e-100]	6	+	3'UTR	ENSG00000103018.19	""	Genic	1e-100
chr16	69463188	69463189	CITS_105[gene=chr16_f_c8111][PH=14][PH0=0.00][P=1.00e-100]	14	+	3'UTR	ENSG00000103018.19	""	Genic	1e-100
chr16	69634771	69634772	CITS_111[gene=chr16_f_c8118][PH=6][PH0=0.01][P=3.53e-10]	6	+	Other SINE	ENSG00000102908.24	""	TE	3.53e-10
chr16	69635422	69635423	CITS_112[gene=chr16_f_c8118][PH=7][PH0=0.01][P=1.00e-100]	7	+	Deep intronic	ENSG00000102908.24	""	Genic	1e-100
chr16	69640326	69640327	CITS_114[gene=chr16_f_c8118][PH=5][PH0=0.01][P=2.16e-07]	5	+	Satellite/LC	ENSG00000102908.24	""	TE	2.16e-07
chr16	69646449	69646450	CITS_115[gene=chr16_f_c8118][PH=5][PH0=0.01][P=2.16e-07]	5	+	Deep intronic	ENSG00000102908.24	""	Genic	2.16e-07
chr16	69697887	69697888	CITS_117[gene=chr16_f_c8118][PH=9][PH0=0.01][P=1.00e-100]	9	+	3'UTR	ENSG00000102908.24	""	Genic	1e-100
chr16	69697957	69697958	CITS_118[gene=chr16_f_c8118][PH=6][PH0=0.01][P=3.53e-10]	6	+	3'UTR	ENSG00000102908.24	""	Genic	3.53e-10
chr16	69700243	69700244	CITS_119[gene=chr16_f_c8118][PH=5][PH0=0.01][P=2.16e-07]	5	+	3'UTR	ENSG00000102908.24	""	Genic	2.16e-07
chr16	69701410	69701411	CITS_120[gene=chr16_f_c8118][PH=7][PH0=0.01][P=1.00e-100]	7	+	3'UTR	ENSG00000102908.24	""	Genic	1e-100
chr16	69704360	69704361	CITS_123[gene=chr16_f_c8118][PH=6][PH0=0.01][P=3.53e-10]	6	+	3'UTR	ENSG00000102908.24	""	Genic	3.53e-10
chr16	70142429	70142430	CITS_125[gene=chr16_f_c8246][PH=5][PH0=0.16][P=1.65e-04]	5	+	Satellite/LC	ENSG00000090857.15	""	TE	0.000165
chr16	70529554	70529555	CITS_127[gene=chr16_f_c8361][PH=9][PH0=0.00][P=1.00e-100]	9	+	Deep intronic	ENSG00000189091.14	""	Genic	1e-100
chr16	70538072	70538073	CITS_128[gene=chr16_f_c8361][PH=13][PH0=0.00][P=1.00e-100]	13	+	Proximal intronic	ENSG00000189091.14	""	Genic	1e-100
chr16	75577517	75577518	CITS_131[gene=chr16_f_c9189][PH=5][PH0=0.17][P=5.68e-04]	5	+	3'UTR	ENSG00000034713.8	GABARAPL2	Genic	0.000568
chr16	76868416	76868417	CITS_132[gene=chr16_f_c10974][PH=7][PH0=0.17][P=3.50e-07]	7	+	Satellite/LC	ENSG00000250514.2	LINC02125	TE	3.5e-07
chr16	78449907	78449908	CITS_141[gene=chr16_f_c11513][PH=5][PH0=0.01][P=2.03e-07]	5	+	Deep intronic	ENSG00000186153.19	WWOX	Genic	2.03e-07
chr16	78477620	78477621	CITS_142[gene=chr16_f_c11567][PH=6][PH0=0.30][P=2.31e-04]	6	+	Deep intronic	ENSG00000186153.19	WWOX	Genic	0.000231
chr16	78541917	78541918	CITS_144[gene=chr16_f_c11893][PH=7][PH0=0.20][P=7.66e-07]	7	+	Deep intronic	ENSG00000186153.19	WWOX	Genic	7.66e-07
chr16	78563326	78563327	CITS_145[gene=chr16_f_c11894][PH=5][PH0=0.01][P=1.18e-07]	5	+	Satellite/LC	ENSG00000186153.19	WWOX	TE	1.18e-07
chr16	78594313	78594314	CITS_147[gene=chr16_f_c11894][PH=13][PH0=0.01][P=1.00e-100]	13	+	Deep intronic	ENSG00000186153.19	WWOX	Genic	1e-100
chr16	78766779	78766780	CITS_152[gene=chr16_f_c11993][PH=6][PH0=0.27][P=8.02e-05]	6	+	LINE	ENSG00000186153.19	WWOX	TE	8.02e-05
chr16	81452901	81452902	CITS_155[gene=chr16_f_c13004][PH=6][PH0=0.24][P=1.01e-04]	6	+	Satellite/LC	ENSG00000153815.18	CMIP	TE	0.000101
chr16	81475514	81475515	CITS_156[gene=chr16_f_c13072][PH=5][PH0=0.17][P=3.55e-04]	5	+	First intron	ENSG00000153815.18	CMIP	Genic	0.000355
chr16	81479647	81479648	CITS_157[gene=chr16_f_c13081][PH=6][PH0=0.20][P=4.61e-05]	6	+	LINE	ENSG00000153815.18	CMIP	TE	4.61e-05
chr16	81488058	81488059	CITS_158[gene=chr16_f_c13112][PH=6][PH0=0.31][P=4.23e-04]	6	+	First intron	ENSG00000153815.18	CMIP	Genic	0.000423
chr16	89522256	89522257	CITS_172[gene=chr16_f_c14557][PH=5][PH0=0.00][P=1.00e-15]	5	+	Deep intronic	ENSG00000197912.17	""	Genic	1e-15
chr16	89561427	89561428	CITS_173[gene=chr16_f_c14557][PH=38][PH0=0.00][P=1.00e-100]	38	+	3'UTR-distal	ENSG00000167526.16	""	Genic	1e-100
chr16	2155042	2155043	CITS_175[gene=chr16_r_c309][PH=41][PH0=0.00][P=1.00e-100]	41	-	First intron	ENSG00000206630.1	SNORD60	Genic	1e-100
chr16	3372011	3372012	CITS_177[gene=chr16_r_c511][PH=132][PH0=3.65][P=1.00e-100]	132	-	Deep intronic	""	""	Genic	1e-100
chr16	8892935	8892936	CITS_182[gene=chr16_r_c1344][PH=5][PH0=0.00][P=1.00e-100]	5	-	3'UTR	ENSG00000187555.18	""	Genic	1e-100
chr16	11872306	11872307	CITS_189[gene=chr16_r_c1560][PH=5][PH0=0.00][P=1.00e-100]	5	-	3'UTR	ENSG00000103342.14	""	Genic	1e-100
chr16	11872383	11872384	CITS_190[gene=chr16_r_c1560][PH=5][PH0=0.00][P=1.00e-100]	5	-	3'UTR	ENSG00000103342.14	""	Genic	1e-100
chr16	12664841	12664842	CITS_193[gene=chr16_r_c1686][PH=6][PH0=0.17][P=1.20e-05]	6	-	3'UTR	ENSG00000103381.13	""	Genic	1.2e-05
chr16	14637394	14637395	CITS_196[gene=chr16_r_c1911][PH=11][PH0=0.55][P=4.02e-09]	11	-	tRNA*	""	""	ncRNA	4.02e-09
chr16	18791779	18791780	CITS_202[gene=chr16_r_c2436][PH=14][PH0=0.40][P=1.00e-100]	14	-	3'UTR	ENSG00000170540.17	""	Genic	1e-100
chr16	21431824	21431825	CITS_210[gene=chr16_r_c2793][PH=5][PH0=0.00][P=1.00e-100]	5	-	Deep intronic	""	""	Genic	1e-100
chr16	21432806	21432807	CITS_211[gene=chr16_r_c2793][PH=6][PH0=0.00][P=1.00e-100]	6	-	Alu	""	""	TE	1e-100
chr16	21446428	21446429	CITS_215[gene=chr16_r_c2793][PH=5][PH0=0.00][P=1.00e-100]	5	-	LINE	""	""	TE	1e-100
chr16	21864102	21864103	CITS_221[gene=chr16_r_c2793][PH=5][PH0=0.00][P=1.00e-100]	5	-	5'UTR	ENSG00000185864.21	""	Genic	1e-100
chr16	21865082	21865083	CITS_222[gene=chr16_r_c2793][PH=6][PH0=0.00][P=1.00e-100]	6	-	Alu	""	""	TE	1e-100
chr16	21878690	21878691	CITS_226[gene=chr16_r_c2793][PH=5][PH0=0.00][P=1.00e-100]	5	-	LINE	""	""	TE	1e-100
chr16	29526924	29526925	CITS_236[gene=chr16_r_c3676][PH=6][PH0=0.25][P=7.11e-05]	6	-	LINE	""	""	TE	7.11e-05
chr16	30266908	30266909	CITS_240[gene=chr16_r_c3868][PH=6][PH0=0.25][P=7.11e-05]	6	-	LINE	""	""	TE	7.11e-05
chr16	46659712	46659713	CITS_246[gene=chr16_r_c4409][PH=10][PH0=0.00][P=1.00e-100]	10	-	3'UTR	ENSG00000069329.20	""	Genic	1e-100
chr16	50869474	50869475	CITS_250[gene=chr16_r_c5169][PH=29][PH0=1.61][P=1.00e-100]	29	-	First intron	ENSG00000199771.1	RNA5SP426	Genic	1e-100
chr16	54012380	54012381	CITS_252[gene=chr16_r_c5730][PH=12][PH0=0.67][P=1.60e-09]	12	-	Deep intronic	""	""	Genic	1.6e-09
chr16	56429166	56429167	CITS_254[gene=chr16_r_c5992][PH=6][PH0=0.29][P=1.30e-04]	6	-	3'UTR	ENSG00000167005.15	""	Genic	0.00013
chr16	57300494	57300495	CITS_257[gene=chr16_r_c6143][PH=6][PH0=0.18][P=6.79e-06]	6	-	tRNA*	""	""	ncRNA	6.79e-06
chr16	58163255	58163256	CITS_259[gene=chr16_r_c6352][PH=6][PH0=0.33][P=4.24e-04]	6	-	3'UTR	ENSG00000070770.11	""	Genic	0.000424
chr16	58531663	58531664	CITS_260[gene=chr16_r_c6461][PH=5][PH0=0.13][P=9.70e-05]	5	-	Proximal intronic	ENSG00000125107.20	""	Genic	9.7e-05
chr16	58628602	58628603	CITS_261[gene=chr16_r_c6755][PH=6][PH0=0.38][P=6.87e-04]	6	-	First intron	ENSG00000125107.20	""	Genic	0.000687
chr16	66721503	66721504	CITS_266[gene=chr16_r_c7572][PH=11][PH0=0.33][P=1.93e-10]	11	-	3'UTR	ENSG00000135720.14	""	Genic	1.93e-10
chr16	66721740	66721741	CITS_267[gene=chr16_r_c7573][PH=8][PH0=0.33][P=1.42e-06]	8	-	3'UTR	ENSG00000135720.14	""	Genic	1.42e-06
chr16	66722836	66722837	CITS_268[gene=chr16_r_c7582][PH=23][PH0=1.02][P=1.00e-100]	23	-	3'UTR	ENSG00000135720.14	""	Genic	1e-100
chr16	66732654	66732655	CITS_269[gene=chr16_r_c7598][PH=9][PH0=0.83][P=1.02e-04]	9	-	Deep intronic	ENSG00000135720.14	""	Genic	0.000102
chr16	67321742	67321743	CITS_271[gene=chr16_r_c7744][PH=8][PH0=0.37][P=4.15e-06]	8	-	First intron	ENSG00000168676.11	KCTD19	Genic	4.15e-06
chr16	70023740	70023741	CITS_275[gene=chr16_r_c8143][PH=8][PH0=0.44][P=8.08e-06]	8	-	Proximal intronic	ENSG00000196696.14	PDXDC2P-NPIPB14P	Genic	8.08e-06
chr16	70031409	70031410	CITS_276[gene=chr16_r_c8159][PH=5][PH0=0.18][P=5.32e-04]	5	-	Deep intronic	ENSG00000196696.14	PDXDC2P-NPIPB14P	Genic	0.000532
chr16	70248992	70248993	CITS_277[gene=chr16_r_c8259][PH=5][PH0=0.18][P=2.64e-04]	5	-	3'UTR	ENSG00000223496.3	EXOSC6	Genic	0.000264
chr16	71758466	71758467	CITS_282[gene=chr16_r_c9094][PH=9][PH0=0.63][P=1.45e-05]	9	-	Deep intronic	ENSG00000166747.14	""	Genic	1.45e-05
chr16	72784915	72784916	CITS_286[gene=chr16_r_c10278][PH=5][PH0=0.14][P=2.10e-04]	5	-	3'UTR	ENSG00000140836.17	ZFHX3	Genic	0.00021
chr16	74933950	74933951	CITS_294[gene=chr16_r_c11081][PH=5][PH0=0.13][P=8.86e-05]	5	-	LTR/ERV	ENSG00000103091.16	""	TE	8.86e-05
chr16	75377775	75377776	CITS_295[gene=chr16_r_c11463][PH=5][PH0=0.23][P=6.75e-04]	5	-	Deep intronic	ENSG00000153774.10	""	Genic	0.000675
