chr	start	end	name	score	strand	NormedTC_ERR018282	NormedTC_ERR018283	NormedTC_ERR018284	NormedTC_HNRNPC_WT	BC_HNRNPC_WT	annotation	gene	external_gene_name	grouped_annotation
chr11	62852422	62852442	chr11-246	117.3	-	16.1238	18.1508	10.4319	44.7064	3	Alu	ENSG00000255717.10	SNHG1	TE
chr11	62854648	62854668	chr11-249	117.3	-	8.0619	12.1005	20.8638	41.0262	3	Proximal intronic	ENSG00000255717.10	SNHG1	Genic
chr11	62855785	62855805	chr11-58	195.5	-	28.2166	24.2011	31.2956	83.7133	3	Satellite/LC	ENSG00000255717.10	SNHG1	TE
chr11	62870737	62870757	chr11-250	78.2	+	0	0	41.7275	41.7275	1	5'UTR	ENSG00000168003.20	""	Genic
chr11	62882500	62882520	chr11-499	78.2	+	8.0619	12.1005	10.4319	30.5943	3	Alu	ENSG00000168003.20	""	TE
chr11	63626368	63626388	chr11-251	97.7	-	8.0619	6.0503	20.8638	34.9759	3	3'UTR	ENSG00000184743.14	""	Genic
chr11	63628814	63628834	chr11-502	78.2	-	8.0619	6.0503	10.4319	24.544	3	3'UTR	ENSG00000184743.14	""	Genic
chr11	63828134	63828154	chr11-504	58.6	+	0	0	31.2956	31.2956	1	3'UTR-distal	""	""	Genic
chr11	63873658	63873678	chr11-505	78.2	+	4.0309	12.1005	10.4319	26.5633	3	Alu	ENSG00000072518.24	""	TE
chr11	63946214	63946234	chr11-89	136.8	+	12.0928	12.1005	20.8638	45.0571	3	Alu	ENSG00000110583.14	""	TE
chr11	64070682	64070702	chr11-149	78.2	-	12.0928	12.1005	0	24.1934	2	Deep intronic	ENSG00000133315.13	""	Genic
chr11	64244521	64244541	chr11-90	175.9	-	16.1238	36.3016	20.8638	73.2891	3	3'UTR	ENSG00000173457.12	""	Genic
chr11	64765307	64765327	chr11-150	97.7	-	12.0928	24.2011	0	36.2939	2	3'UTR	ENSG00000168066.23	""	Genic
chr11	64770605	64770625	chr11-252	78.2	-	12.0928	12.1005	0	24.1934	2	Proximal intronic	ENSG00000168066.23	""	Genic
chr11	64775961	64775981	chr11-118	117.3	-	12.0928	18.1508	0	30.2436	2	3'UTR-distal	ENSG00000168066.23	""	Genic
chr11	64776368	64776388	chr11-119	156.4	-	16.1238	30.2513	20.8638	67.2388	3	3'UTR-distal	ENSG00000168066.23	""	Genic
chr11	64859514	64859534	chr11-510	58.6	-	0	6.0503	20.8638	26.914	2	Alu	ENSG00000110047.19	""	TE
chr11	65081794	65081814	chr11-511	58.6	-	12.0928	6.0503	10.4319	28.575	3	3'UTR-distal	ENSG00000146670.10	CDCA5	Genic
chr11	65323342	65323362	chr11-72	156.4	+	28.2166	12.1005	10.4319	50.749	3	3'UTR-distal	ENSG00000285816.1	""	Genic
chr11	65324502	65324522	chr11-255	78.2	+	0	12.1005	20.8638	32.9643	2	3'UTR-distal	ENSG00000285816.1	""	Genic
chr11	65419937	65419957	chr11-512	78.2	-	4.0309	12.1005	10.4319	26.5633	3	Alu	ENSG00000305830.1	""	TE
chr11	65424791	65424811	chr11-40	195.5	+	52.4022	36.3016	52.1594	140.8632	3	Other exon	ENSG00000245532.13	NEAT1	Genic
chr11	65425772	65425792	chr11-121	215	+	16.1238	18.1508	41.7275	76.0021	3	First intron	ENSG00000245532.13	NEAT1	Genic
chr11	65425947	65425967	chr11-41	254.1	+	48.3713	66.5529	52.1594	167.0836	3	First intron	ENSG00000245532.13	NEAT1	Genic
chr11	65426213	65426233	chr11-65	195.5	+	32.2475	30.2513	20.8638	83.3626	3	Other exon	ENSG00000245532.13	NEAT1	Genic
chr11	65428881	65428901	chr11-66	195.5	+	20.1547	24.2011	10.4319	54.7876	3	Other exon	ENSG00000245532.13	NEAT1	Genic
chr11	65429126	65429146	chr11-20	430	+	60.4641	42.3519	52.1594	154.9754	3	LINE	ENSG00000245532.13	NEAT1	TE
chr11	65429192	65429212	chr11-59	215	+	28.2166	30.2513	41.7275	100.1954	3	LINE	ENSG00000245532.13	NEAT1	TE
chr11	65431265	65431285	chr11-67	195.5	+	20.1547	12.1005	41.7275	73.9828	3	LINE	ENSG00000245532.13	NEAT1	TE
chr11	65431502	65431522	chr11-42	273.7	+	68.526	54.4524	104.3188	227.2972	3	LINE	ENSG00000245532.13	NEAT1	TE
chr11	65432248	65432268	chr11-95	136.8	+	16.1238	18.1508	20.8638	55.1383	3	Other exon	ENSG00000245532.13	NEAT1	Genic
chr11	65433051	65433071	chr11-68	195.5	+	32.2475	24.2011	10.4319	66.8805	3	LINE	ENSG00000245532.13	NEAT1	TE
chr11	65435016	65435036	chr11-154	136.8	+	16.1238	6.0503	20.8638	43.0378	3	Other exon	ENSG00000245532.13	NEAT1	Genic
chr11	65435487	65435507	chr11-96	195.5	+	16.1238	24.2011	41.7275	82.0523	3	Other exon	ENSG00000245532.13	NEAT1	Genic
chr11	65437370	65437390	chr11-17	430	+	56.4332	60.5026	73.0232	189.959	3	Other exon	ENSG00000245532.13	NEAT1	Genic
chr11	65437822	65437842	chr11-43	390.9	+	44.3404	42.3519	41.7275	128.4197	3	Other exon	ENSG00000245532.13	NEAT1	Genic
chr11	65438786	65438806	chr11-34	293.2	+	48.3713	18.1508	41.7275	108.2496	3	LINE	ENSG00000245532.13	NEAT1	TE
chr11	65438958	65438978	chr11-60	254.1	+	44.3404	36.3016	52.1594	132.8013	3	LINE	ENSG00000245532.13	NEAT1	TE
chr11	65439232	65439252	chr11-61	215	+	24.1856	48.4021	62.5913	135.179	3	LINE	ENSG00000245532.13	NEAT1	TE
chr11	65439308	65439328	chr11-54	215	+	44.3404	30.2513	20.8638	95.4554	3	LINE	ENSG00000245532.13	NEAT1	TE
chr11	65440193	65440213	chr11-6	742.8	+	76.5879	121.0053	166.9101	364.5032	3	LINE	ENSG00000245532.13	NEAT1	TE
chr11	65441637	65441657	chr11-69	175.9	+	32.2475	24.2011	73.0232	129.4717	3	LINE	ENSG00000245532.13	NEAT1	TE
chr11	65441764	65441784	chr11-48	254.1	+	40.3094	36.3016	41.7275	118.3385	3	LINE	ENSG00000245532.13	NEAT1	TE
chr11	65442146	65442166	chr11-18	508.2	+	64.4951	60.5026	83.455	208.4527	3	Other exon	ENSG00000245532.13	NEAT1	Genic
chr11	65443112	65443132	chr11-70	156.4	+	24.1856	42.3519	0	66.5375	2	Other exon	ENSG00000245532.13	NEAT1	Genic
chr11	65443439	65443459	chr11-62	273.7	+	52.4022	36.3016	41.7275	130.4313	3	Other exon	ENSG00000245532.13	NEAT1	Genic
chr11	65499130	65499150	chr11-9	430	+	60.4641	54.4524	41.7275	156.644	3	First intron	ENSG00000251562.13	MALAT1	Genic
chr11	65499209	65499229	chr11-21	430	+	44.3404	48.4021	52.1594	144.9019	3	First intron	ENSG00000251562.13	MALAT1	Genic
chr11	65499346	65499366	chr11-78	195.5	+	20.1547	42.3519	20.8638	83.3703	3	First intron	ENSG00000251562.13	MALAT1	Genic
chr11	65500354	65500374	chr11-10	1016.5	+	145.1139	163.3572	177.3419	485.813	3	First intron	ENSG00000251562.13	MALAT1	Genic
chr11	65500922	65500942	chr11-7	586.4	+	72.5569	78.6534	114.7507	265.9611	3	First intron	ENSG00000251562.13	MALAT1	Genic
chr11	65501022	65501042	chr11-3	879.6	+	116.8973	72.6032	166.9101	356.4105	3	First intron	ENSG00000251562.13	MALAT1	Genic
chr11	65501260	65501280	chr11-5	801.4	+	169.2995	211.7593	281.6607	662.7195	3	First intron	ENSG00000251562.13	MALAT1	Genic
chr11	65501457	65501477	chr11-22	606	+	72.5569	90.754	104.3188	267.6297	3	First intron	ENSG00000251562.13	MALAT1	Genic
chr11	65501516	65501536	chr11-8	664.6	+	104.8045	157.3069	166.9101	429.0214	3	First intron	ENSG00000251562.13	MALAT1	Genic
chr11	65501584	65501604	chr11-4	762.4	+	92.7116	114.955	104.3188	311.9855	3	First intron	ENSG00000251562.13	MALAT1	Genic
chr11	65502029	65502049	chr11-23	410.5	+	40.3094	36.3016	52.1594	128.7704	3	First intron	ENSG00000251562.13	MALAT1	Genic
chr11	65502285	65502305	chr11-16	488.7	+	52.4022	72.6032	114.7507	239.7561	3	First intron	ENSG00000251562.13	MALAT1	Genic
chr11	65502429	65502449	chr11-11	625.5	+	80.6188	114.955	104.3188	299.8926	3	First intron	ENSG00000251562.13	MALAT1	Genic
chr11	65502634	65502654	chr11-1	1563.8	+	217.6708	223.8598	344.252	785.7826	3	First intron	ENSG00000251562.13	MALAT1	Genic
chr11	65503339	65503359	chr11-44	606	+	68.526	60.5026	125.1825	254.2112	3	Proximal intronic	ENSG00000251562.13	MALAT1	Genic
chr11	65503420	65503440	chr11-37	527.8	+	52.4022	72.6032	62.5913	187.5967	3	Proximal intronic	ENSG00000251562.13	MALAT1	Genic
chr11	65504122	65504142	chr11-12	1094.7	+	104.8045	175.4577	156.4782	436.7403	3	First intron	ENSG00000251562.13	MALAT1	Genic
chr11	65504322	65504342	chr11-15	840.5	+	76.5879	96.8042	177.3419	350.7341	3	First intron	ENSG00000251562.13	MALAT1	Genic
chr11	65504604	65504624	chr11-14	645.1	+	137.052	145.2064	156.4782	438.7365	3	Proximal intronic	ENSG00000251562.13	MALAT1	Genic
chr11	65505184	65505204	chr11-2	1446.5	+	161.2376	217.8095	333.8201	712.8673	3	Proximal intronic	ENSG00000251562.13	MALAT1	Genic
chr11	65505319	65505339	chr11-13	1016.5	+	104.8045	163.3572	208.6376	476.7992	3	Deep intronic	ENSG00000251562.13	MALAT1	Genic
chr11	65505504	65505524	chr11-27	469.1	+	44.3404	72.6032	52.1594	169.1029	3	Deep intronic	ENSG00000251562.13	MALAT1	Genic
chr11	65505944	65505964	chr11-64	293.2	+	44.3404	36.3016	125.1825	205.8245	3	Deep intronic	ENSG00000251562.13	MALAT1	Genic
chr11	65506794	65506814	chr11-157	117.3	+	12.0928	18.1508	0	30.2436	2	Alu	""	""	TE
chr11	65855096	65855116	chr11-281	97.7	-	16.1238	6.0503	10.4319	32.6059	3	3'UTR	ENSG00000172757.13	CFL1	Genic
chr11	66618099	66618119	chr11-282	78.2	+	8.0619	6.0503	20.8638	34.9759	3	First intron	ENSG00000239306.6	""	Genic
chr11	66620615	66620635	chr11-283	78.2	+	4.0309	12.1005	10.4319	26.5633	3	First intron	ENSG00000239306.6	""	Genic
chr11	66621387	66621407	chr11-159	97.7	+	4.0309	0	41.7275	45.7585	2	Alu	ENSG00000239306.6	""	TE
chr11	66621553	66621573	chr11-82	175.9	+	24.1856	18.1508	0	42.3364	2	Alu	ENSG00000239306.6	""	TE
chr11	66627295	66627315	chr11-549	78.2	+	8.0619	6.0503	10.4319	24.544	3	3'UTR	ENSG00000239306.6	""	Genic
chr11	66640430	66640450	chr11-83	156.4	+	16.1238	18.1508	10.4319	44.7064	3	3'UTR	ENSG00000173933.22	""	Genic
chr11	66654697	66654717	chr11-286	78.2	+	12.0928	0	10.4319	22.5247	2	3'UTR-distal	ENSG00000173933.22	""	Genic
chr11	66666925	66666945	chr11-555	58.6	+	0	0	31.2956	31.2956	1	3'UTR	ENSG00000173933.22	""	Genic
chr11	66841785	66841805	chr11-557	78.2	-	0	12.1005	20.8638	32.9643	2	3'UTR-distal	""	""	Genic
chr11	66847164	66847184	chr11-160	97.7	-	8.0619	18.1508	0	26.2127	2	3'UTR-distal	""	""	Genic
chr11	66863159	66863179	chr11-288	117.3	-	4.0309	12.1005	31.2956	47.4271	3	Alu	ENSG00000173599.16	""	TE
chr11	66863320	66863340	chr11-289	97.7	-	12.0928	12.1005	10.4319	34.6252	3	Alu	ENSG00000173599.16	""	TE
chr11	66914852	66914872	chr11-161	97.7	-	16.1238	0	10.4319	26.5556	2	Alu	ENSG00000173599.16	""	TE
chr11	66925899	66925919	chr11-290	78.2	-	8.0619	6.0503	10.4319	24.544	3	LTR/ERV	ENSG00000173599.16	""	TE
chr11	66936054	66936074	chr11-292	117.3	-	12.0928	18.1508	0	30.2436	2	Alu	ENSG00000173599.16	""	TE
chr11	66946603	66946623	chr11-162	117.3	-	16.1238	0	20.8638	36.9875	2	Alu	ENSG00000173599.16	""	TE
chr11	66948660	66948680	chr11-564	78.2	-	8.0619	6.0503	10.4319	24.544	3	Alu	ENSG00000173599.16	""	TE
chr11	66957600	66957620	chr11-163	78.2	-	12.0928	6.0503	10.4319	28.575	3	5'UTR	ENSG00000173599.16	""	Genic
chr11	67123686	67123706	chr11-293	97.7	+	8.0619	12.1005	10.4319	30.5943	3	Alu	ENSG00000173120.16	""	TE
chr11	68470007	68470027	chr11-295	78.2	+	4.0309	12.1005	10.4319	26.5633	3	LINE	ENSG00000110075.16	""	TE
chr11	68480644	68480664	chr11-129	117.3	+	20.1547	6.0503	0	26.205	2	First intron	ENSG00000110075.16	""	Genic
chr11	68500302	68500322	chr11-296	78.2	+	24.1856	0	0	24.1856	1	LINE	ENSG00000110075.16	""	TE
chr11	68554624	68554644	chr11-576	58.6	+	0	6.0503	20.8638	26.914	2	Deep intronic	ENSG00000110075.16	""	Genic
chr11	68558039	68558059	chr11-297	78.2	+	8.0619	6.0503	10.4319	24.544	3	Deep intronic	ENSG00000110075.16	""	Genic
chr11	68613948	68613968	chr11-298	78.2	+	12.0928	0	20.8638	32.9566	2	3'UTR	ENSG00000110075.16	""	Genic
chr11	69666142	69666162	chr11-164	97.7	-	8.0619	12.1005	10.4319	30.5943	3	3'UTR	ENSG00000149716.14	""	Genic
chr11	70287503	70287523	chr11-299	97.7	+	0	18.1508	20.8638	39.0146	2	Alu	ENSG00000131626.20	""	TE
chr11	70418793	70418813	chr11-165	117.3	+	4.0309	6.0503	41.7275	51.8087	3	Alu	ENSG00000085733.17	""	TE
chr11	70422494	70422514	chr11-130	117.3	+	20.1547	6.0503	10.4319	36.6368	3	CDS	ENSG00000085733.17	""	Genic
chr11	71914674	71914694	chr11-590	58.6	-	4.0309	0	20.8638	24.8947	2	Alu	ENSG00000254469.12	""	TE
chr11	72017490	72017510	chr11-131	78.2	-	16.1238	0	20.8638	36.9875	2	Proximal intronic	ENSG00000137497.20	""	Genic
chr11	72779578	72779598	chr11-301	78.2	-	0	0	41.7275	41.7275	1	Alu	ENSG00000186635.17	""	TE
chr11	73691962	73691982	chr11-302	78.2	-	8.0619	0	20.8638	28.9256	2	Alu	ENSG00000175582.21	""	TE
chr11	73700399	73700419	chr11-594	58.6	-	0	12.1005	10.4319	22.5324	2	Alu	ENSG00000175582.21	""	TE
chr11	73826028	73826048	chr11-600	58.6	+	0	12.1005	10.4319	22.5324	2	Alu	ENSG00000175581.15	""	TE
chr11	74602108	74602128	chr11-604	58.6	+	4.0309	0	20.8638	24.8947	2	Alu	ENSG00000077514.10	""	TE
chr11	74842016	74842036	chr11-303	78.2	+	0	0	41.7275	41.7275	1	3'UTR	ENSG00000166439.7	""	Genic
chr11	83159103	83159123	chr11-167	97.7	+	4.0309	12.1005	20.8638	36.9952	3	First intron	ENSG00000165494.13	""	Genic
chr11	83170465	83170485	chr11-168	78.2	+	4.0309	18.1508	10.4319	32.6136	3	Deep intronic	ENSG00000165494.13	""	Genic
chr11	83179245	83179265	chr11-613	58.6	+	0	0	31.2956	31.2956	1	Alu	ENSG00000165494.13	""	TE
chr11	86007941	86007961	chr11-132	117.3	-	4.0309	18.1508	20.8638	43.0455	3	First intron	ENSG00000073921.19	""	Genic
chr11	86013292	86013312	chr11-620	58.6	-	0	12.1005	10.4319	22.5324	2	Alu	ENSG00000073921.19	""	TE
chr11	86257354	86257374	chr11-622	58.6	+	0	6.0503	20.8638	26.914	2	Proximal intronic	ENSG00000074266.24	EED	Genic
chr11	86339050	86339070	chr11-306	97.7	+	12.0928	6.0503	10.4319	28.575	3	Alu	ENSG00000149196.18	""	TE
chr11	93729383	93729403	chr11-625	78.2	-	4.0309	12.1005	10.4319	26.5633	3	3'UTR-distal	ENSG00000279696.1	""	Genic
chr11	93733265	93733285	chr11-103	156.4	-	8.0619	36.3016	10.4319	54.7954	3	3'UTR-distal	ENSG00000239195.1	SNORD5	Genic
chr11	93735350	93735370	chr11-169	117.3	-	16.1238	12.1005	10.4319	38.6562	3	3'UTR-distal	""	""	Genic
chr11	95166244	95166264	chr11-309	78.2	-	4.0309	12.1005	10.4319	26.5633	3	3'UTR	ENSG00000149212.12	SESN3	Genic
chr11	95819641	95819661	chr11-636	58.6	+	8.0619	6.0503	10.4319	24.544	3	Deep intronic	ENSG00000166037.12	""	Genic
chr11	95834790	95834810	chr11-310	78.2	-	8.0619	6.0503	10.4319	24.544	3	3'UTR	ENSG00000087053.20	MTMR2	Genic
chr11	96296319	96296339	chr11-311	58.6	-	8.0619	6.0503	10.4319	24.544	3	First intron	ENSG00000184384.15	MAML2	Genic
chr11	110292453	110292473	chr11-314	78.2	-	8.0619	0	20.8638	28.9256	2	Alu	ENSG00000137710.18	""	TE
chr11	117018328	117018348	chr11-647	58.6	-	4.0309	0	20.8638	24.8947	2	First intron	ENSG00000160584.18	""	Genic
chr11	117350785	117350805	chr11-651	58.6	+	4.0309	0	20.8638	24.8947	2	LINE	ENSG00000110274.17	""	TE
chr11	122142778	122142798	chr11-71	156.4	-	24.1856	24.2011	0	48.3867	2	Alu	ENSG00000255248.11	MIR100HG	TE
chr11	122154609	122154629	chr11-171	97.7	-	12.0928	12.1005	0	24.1934	2	Deep intronic	ENSG00000255248.11	MIR100HG	Genic
chr11	122283783	122283803	chr11-172	136.8	-	16.1238	6.0503	20.8638	43.0378	3	Deep intronic	ENSG00000255248.11	MIR100HG	Genic
chr11	122314028	122314048	chr11-670	78.2	-	4.0309	12.1005	10.4319	26.5633	3	Alu	ENSG00000255248.11	MIR100HG	TE
chr11	122335443	122335463	chr11-672	78.2	-	8.0619	0	31.2956	39.3575	2	First intron	ENSG00000255248.11	MIR100HG	Genic
chr11	122345322	122345342	chr11-173	97.7	-	12.0928	0	20.8638	32.9566	2	Alu	ENSG00000255248.11	MIR100HG	TE
chr11	122361945	122361965	chr11-316	78.2	-	12.0928	6.0503	10.4319	28.575	3	First intron	ENSG00000255248.11	MIR100HG	Genic
chr11	122390887	122390907	chr11-133	117.3	-	0	12.1005	41.7275	53.828	2	Alu	ENSG00000255248.11	MIR100HG	TE
chr11	123457731	123457751	chr11-317	97.7	+	4.0309	6.0503	31.2956	41.3768	3	Alu	ENSG00000023171.21	""	TE
chr11	123589457	123589477	chr11-681	58.6	+	4.0309	0	20.8638	24.8947	2	Alu	ENSG00000023171.21	""	TE
chr11	126390339	126390359	chr11-684	58.6	+	4.0309	0	20.8638	24.8947	2	LINE	ENSG00000110080.21	""	TE
chr11	130232991	130233011	chr11-687	58.6	-	4.0309	0	20.8638	24.8947	2	3'UTR	ENSG00000196323.15	""	Genic
chr12	386665	386685	chr12-332	58.6	-	4.0309	0	20.8638	24.8947	2	Alu	ENSG00000073614.13	KDM5A	TE
chr12	903330	903350	chr12-105	97.7	+	4.0309	24.2011	0	28.232	2	Deep intronic	ENSG00000060237.20	""	Genic
chr12	6590181	6590201	chr12-356	78.2	-	12.0928	0	10.4319	22.5247	2	Alu	ENSG00000111642.17	""	TE
chr12	6943835	6943855	chr12-3	488.7	+	44.3404	60.5026	93.8869	198.7299	3	3'UTR-distal	ENSG00000111678.12	""	Genic
chr12	7111151	7111171	chr12-180	78.2	+	8.0619	6.0503	10.4319	24.544	3	LINE	ENSG00000205885.9	C1RL-AS1	TE
chr12	8722383	8722403	chr12-361	58.6	+	0	6.0503	20.8638	26.914	2	First intron	ENSG00000166532.17	""	Genic
chr12	8776670	8776690	chr12-181	78.2	+	4.0309	24.2011	0	28.232	2	3'UTR	ENSG00000166532.17	""	Genic
chr12	9667162	9667182	chr12-365	58.6	+	0	12.1005	10.4319	22.5324	2	Alu	""	""	TE
chr12	9669654	9669674	chr12-366	58.6	+	0	0	31.2956	31.2956	1	TSS-proximal	""	""	Genic
chr12	10699140	10699160	chr12-106	97.7	-	12.0928	0	20.8638	32.9566	2	3'UTR	ENSG00000060138.14	""	Genic
chr12	10699250	10699270	chr12-23	136.8	-	12.0928	24.2011	31.2956	67.5895	3	3'UTR	ENSG00000060138.14	""	Genic
chr12	10846230	10846250	chr12-372	58.6	-	4.0309	0	20.8638	24.8947	2	LINE	ENSG00000111215.13	PRR4	TE
chr12	11101476	11101496	chr12-107	97.7	-	8.0619	12.1005	10.4319	30.5943	3	Alu	ENSG00000111215.13	PRR4	TE
chr12	11132434	11132454	chr12-64	117.3	-	8.0619	18.1508	10.4319	36.6446	3	3'UTR-distal	ENSG00000111215.13	PRR4	Genic
chr12	11168724	11168744	chr12-108	78.2	-	12.0928	0	20.8638	32.9566	2	First intron	ENSG00000111215.13	PRR4	Genic
chr12	12518500	12518520	chr12-109	97.7	-	4.0309	12.1005	20.8638	36.9952	3	Alu	ENSG00000111266.10	""	TE
chr12	12826446	12826466	chr12-376	58.6	+	4.0309	24.2011	0	28.232	2	Alu	ENSG00000213782.8	""	TE
chr12	14801063	14801083	chr12-381	78.2	-	4.0309	12.1005	10.4319	26.5633	3	3'UTR-distal	ENSG00000084463.9	""	Genic
chr12	19180804	19180824	chr12-65	117.3	+	16.1238	12.1005	0	28.2243	2	Deep intronic	ENSG00000052126.18	""	Genic
chr12	19494920	19494940	chr12-391	58.6	+	4.0309	0	20.8638	24.8947	2	Alu	ENSG00000139154.16	AEBP2	TE
chr12	19518981	19519001	chr12-184	97.7	+	8.0619	12.1005	31.2956	51.458	3	3'UTR	ENSG00000139154.16	AEBP2	Genic
chr12	20370427	20370447	chr12-66	136.8	+	16.1238	18.1508	31.2956	65.5702	3	Satellite/LC	ENSG00000172572.8	""	TE
chr12	20372128	20372148	chr12-111	136.8	+	12.0928	12.1005	31.2956	55.489	3	First intron	ENSG00000172572.8	""	Genic
chr12	20372285	20372305	chr12-38	136.8	+	24.1856	0	20.8638	45.0494	2	First intron	ENSG00000172572.8	""	Genic
chr12	20373037	20373057	chr12-186	117.3	+	16.1238	18.1508	10.4319	44.7064	3	First intron	ENSG00000172572.8	""	Genic
chr12	20373730	20373750	chr12-67	156.4	+	16.1238	18.1508	10.4319	44.7064	3	First intron	ENSG00000172572.8	""	Genic
chr12	20375355	20375375	chr12-188	78.2	+	4.0309	24.2011	0	28.232	2	First intron	ENSG00000172572.8	""	Genic
chr12	20376389	20376409	chr12-113	117.3	+	16.1238	18.1508	0	34.2746	2	First intron	ENSG00000172572.8	""	Genic
chr12	20376644	20376664	chr12-68	117.3	+	20.1547	12.1005	0	32.2552	2	First intron	ENSG00000172572.8	""	Genic
chr12	20378206	20378226	chr12-114	97.7	+	8.0619	12.1005	20.8638	41.0262	3	First intron	ENSG00000172572.8	""	Genic
chr12	20379279	20379299	chr12-69	117.3	+	20.1547	24.2011	20.8638	65.2195	3	First intron	ENSG00000172572.8	""	Genic
chr12	20380444	20380464	chr12-70	136.8	+	20.1547	36.3016	31.2956	87.7519	3	First intron	ENSG00000172572.8	""	Genic
chr12	20383610	20383630	chr12-17	175.9	+	24.1856	18.1508	20.8638	63.2002	3	First intron	ENSG00000172572.8	""	Genic
chr12	20384202	20384222	chr12-18	156.4	+	12.0928	42.3519	10.4319	64.8766	3	First intron	ENSG00000172572.8	""	Genic
chr12	20386502	20386522	chr12-40	156.4	+	24.1856	18.1508	20.8638	63.2002	3	Alu	ENSG00000172572.8	""	TE
chr12	20388465	20388485	chr12-1	449.6	+	56.4332	90.754	73.0232	220.2103	3	First intron	ENSG00000172572.8	""	Genic
chr12	20390687	20390707	chr12-195	97.7	+	8.0619	24.2011	20.8638	53.1267	3	First intron	ENSG00000172572.8	""	Genic
chr12	20394217	20394237	chr12-71	97.7	+	12.0928	12.1005	10.4319	34.6252	3	Satellite/LC	ENSG00000172572.8	""	TE
chr12	20394742	20394762	chr12-120	136.8	+	12.0928	18.1508	10.4319	40.6755	3	First intron	ENSG00000172572.8	""	Genic
chr12	20395897	20395917	chr12-24	156.4	+	20.1547	36.3016	20.8638	77.3201	3	Alu	ENSG00000172572.8	""	TE
chr12	20396822	20396842	chr12-25	195.5	+	12.0928	30.2513	31.2956	73.6398	3	LINE	ENSG00000172572.8	""	TE
chr12	20396870	20396890	chr12-122	136.8	+	24.1856	36.3016	20.8638	81.351	3	Other SINE	ENSG00000172572.8	""	TE
chr12	20398061	20398081	chr12-72	117.3	+	16.1238	6.0503	10.4319	32.6059	3	First intron	ENSG00000172572.8	""	Genic
chr12	20398801	20398821	chr12-73	136.8	+	16.1238	24.2011	20.8638	61.1886	3	LINE	ENSG00000172572.8	""	TE
chr12	20399720	20399740	chr12-74	195.5	+	16.1238	24.2011	31.2956	71.6205	3	First intron	ENSG00000172572.8	""	Genic
chr12	20400171	20400191	chr12-42	136.8	+	16.1238	30.2513	31.2956	77.6707	3	First intron	ENSG00000172572.8	""	Genic
chr12	20402171	20402191	chr12-12	273.7	+	32.2475	36.3016	20.8638	89.4129	3	Alu	ENSG00000172572.8	""	TE
chr12	20402325	20402345	chr12-26	195.5	+	20.1547	30.2513	31.2956	81.7017	3	Alu	ENSG00000172572.8	""	TE
chr12	20402753	20402773	chr12-43	136.8	+	16.1238	18.1508	20.8638	55.1383	3	First intron	ENSG00000172572.8	""	Genic
chr12	20403724	20403744	chr12-124	117.3	+	16.1238	12.1005	20.8638	49.0881	3	First intron	ENSG00000172572.8	""	Genic
chr12	20404845	20404865	chr12-44	136.8	+	8.0619	12.1005	31.2956	51.458	3	Satellite/LC	ENSG00000172572.8	""	TE
chr12	20406451	20406471	chr12-19	215	+	24.1856	24.2011	31.2956	79.6823	3	LINE	ENSG00000172572.8	""	TE
chr12	20407853	20407873	chr12-45	136.8	+	16.1238	18.1508	0	34.2746	2	First intron	ENSG00000172572.8	""	Genic
chr12	20409321	20409341	chr12-6	293.2	+	44.3404	48.4021	62.5913	155.3337	3	Satellite/LC	ENSG00000172572.8	""	TE
chr12	20409447	20409467	chr12-76	136.8	+	12.0928	12.1005	31.2956	55.489	3	First intron	ENSG00000172572.8	""	Genic
chr12	20412410	20412430	chr12-27	156.4	+	20.1547	18.1508	31.2956	69.6011	3	First intron	ENSG00000172572.8	""	Genic
chr12	20413366	20413386	chr12-28	136.8	+	20.1547	24.2011	0	44.3558	2	First intron	ENSG00000172572.8	""	Genic
chr12	20414814	20414834	chr12-46	136.8	+	28.2166	6.0503	0	34.2669	2	First intron	ENSG00000172572.8	""	Genic
chr12	20415428	20415448	chr12-4	390.9	+	36.2785	48.4021	52.1594	136.84	3	Alu	ENSG00000172572.8	""	TE
chr12	20416019	20416039	chr12-205	78.2	+	12.0928	0	31.2956	43.3885	2	First intron	ENSG00000172572.8	""	Genic
chr12	20419473	20419493	chr12-128	156.4	+	8.0619	18.1508	31.2956	57.5083	3	First intron	ENSG00000172572.8	""	Genic
chr12	20420390	20420410	chr12-78	136.8	+	8.0619	18.1508	20.8638	47.0764	3	First intron	ENSG00000172572.8	""	Genic
chr12	20422782	20422802	chr12-130	97.7	+	4.0309	18.1508	20.8638	43.0455	3	First intron	ENSG00000172572.8	""	Genic
chr12	20423049	20423069	chr12-79	156.4	+	12.0928	18.1508	31.2956	61.5393	3	First intron	ENSG00000172572.8	""	Genic
chr12	20423475	20423495	chr12-29	175.9	+	16.1238	18.1508	31.2956	65.5702	3	First intron	ENSG00000172572.8	""	Genic
chr12	20424407	20424427	chr12-209	97.7	+	12.0928	12.1005	0	24.1934	2	First intron	ENSG00000172572.8	""	Genic
chr12	20425309	20425329	chr12-5	312.8	+	36.2785	24.2011	31.2956	91.7752	3	First intron	ENSG00000172572.8	""	Genic
chr12	20429325	20429345	chr12-132	97.7	+	20.1547	0	10.4319	30.5866	2	First intron	ENSG00000172572.8	""	Genic
chr12	20429805	20429825	chr12-80	136.8	+	12.0928	24.2011	31.2956	67.5895	3	First intron	ENSG00000172572.8	""	Genic
