chr	start	end	name	score	strand	tagNumber(k)	mutationFreq(m)	FDR	count(>=m,k)	annotation	gene	external_gene_name	grouped_annotation
chr2	119432597	119432598	chr2_f_c132[k=5][m=3]	3	+	5	3	0	1	Deep intronic	ENSMUSG00000085438.4	Oip5os1	Genic
chr19	37005872	37005873	chr19_r_c78[k=6][m=3]	3	-	6	3	0	1	Deep intronic	ENSMUSG00000039652.17	Cpeb3	Genic
chr12	109514375	109514376	chr12_f_c101[k=7][m=3]	3	+	7	3	0	1	First intron	ENSMUSG00000021268.20	Meg3	Genic
chr19	37005853	37005854	chr19_r_c77[k=7][m=3]	3	-	7	3	0	1	Deep intronic	ENSMUSG00000039652.17	Cpeb3	Genic
chr4	8570574	8570575	chr4_f_c2[k=7][m=3]	3	+	7	3	0	1	Deep intronic	ENSMUSG00000047187.10	Rab2a	Genic
chr19	37005697	37005698	chr19_r_c76[k=8][m=3]	3	-	8	3	0	3	LTR/ERV	ENSMUSG00000039652.17	Cpeb3	TE
chr19	41515287	41515288	chr19_f_c36[k=8][m=3]	3	+	8	3	0	3	Deep intronic	ENSMUSG00000025019.18	Lcor	Genic
chr19	41515292	41515293	chr19_f_c37[k=8][m=3]	3	+	8	3	0	3	Deep intronic	ENSMUSG00000025019.18	Lcor	Genic
chr3	59676203	59676204	chr3_f_c39[k=8][m=3]	3	+	8	3	0	2	Deep intronic	""	""	Genic
chr3	59676208	59676209	chr3_f_c40[k=8][m=3]	3	+	8	3	0	2	Deep intronic	""	""	Genic
chr9	89973825	89973826	chr9_r_c71[k=8][m=3]	3	-	8	3	0	2	3'UTR	ENSMUSG00000062270.15	Morf4l1	Genic
chr9	89973833	89973834	chr9_r_c72[k=8][m=3]	3	-	8	3	0	2	3'UTR	ENSMUSG00000062270.15	Morf4l1	Genic
chr1	136292728	136292729	chr1_f_c87[k=10][m=3]	3	+	10	3	0	1	Intergenic	""	""	Intergenic
chr14	8566395	8566396	chr14_r_c3[k=10][m=3]	3	-	10	3	0	1	Deep intronic	""	""	Genic
chr19	21258886	21258887	chr19_f_c15[k=10][m=3]	3	+	10	3	0	2	3'UTR	ENSMUSG00000024750.12	Zfand5	Genic
chr19	21259134	21259135	chr19_f_c17[k=10][m=3]	3	+	10	3	0	2	3'UTR	ENSMUSG00000024750.12	Zfand5	Genic
chr6	120120663	120120664	chr6_r_c88[k=10][m=3]	3	-	10	3	0	1	Other exon	ENSMUSG00000119208.1	Gm25327	Genic
chr15	89650914	89650915	chr15_f_c73[k=11][m=3]	3	+	11	3	0	1	First intron	ENSMUSG00000128549.1	""	Genic
chr2	121983268	121983269	chr2_f_c142[k=11][m=3]	3	+	11	3	0	1	3'UTR	ENSMUSG00000060802.9	B2m	Genic
chr1	191934082	191934083	chr1_f_c126[k=13][m=3]	3	+	13	3	0	2	Deep intronic	ENSMUSG00000058248.13	Kcnh1	Genic
chr1	191934252	191934253	chr1_f_c128[k=13][m=3]	3	+	13	3	0	2	Deep intronic	ENSMUSG00000058248.13	Kcnh1	Genic
chr12	36426464	36426465	chr12_r_c21[k=13][m=3]	3	-	13	3	0	1	Deep intronic	""	""	Genic
chr2	156230382	156230383	chr2_r_c144[k=13][m=3]	3	-	13	3	0	3	Deep intronic	ENSMUSG00000102869.5	Norad	Genic
chr2	156233493	156233494	chr2_r_c149[k=13][m=3]	3	-	13	3	0	3	Deep intronic	ENSMUSG00000102869.5	Norad	Genic
chr6	117694683	117694684	chr6_f_c130[k=13][m=3]	3	+	13	3	0	2	Other exon	ENSMUSG00000104222.3	Gm7292	Genic
chr1	191934116	191934117	chr1_f_c127[k=14][m=3]	3	+	14	3	0	1	Deep intronic	ENSMUSG00000058248.13	Kcnh1	Genic
chr12	36426459	36426460	chr12_r_c20[k=15][m=3]	3	-	15	3	0	2	Deep intronic	""	""	Genic
chr12	36428134	36428135	chr12_r_c23[k=15][m=3]	3	-	15	3	0	2	Deep intronic	""	""	Genic
chr15	89652359	89652360	chr15_f_c76[k=15][m=3]	3	+	15	3	0	1	First intron	ENSMUSG00000128549.1	""	Genic
chr2	156230377	156230378	chr2_r_c143[k=15][m=3]	3	-	15	3	0	2	Deep intronic	ENSMUSG00000102869.5	Norad	Genic
chr2	156232047	156232048	chr2_r_c146[k=15][m=3]	3	-	15	3	0	2	Deep intronic	ENSMUSG00000102869.5	Norad	Genic
chr1	63632287	63632288	chr1_f_c26[k=16][m=3]	3	+	16	3	0	1	3'UTR	ENSMUSG00000025964.16	Adam23	Genic
chr16	35802165	35802166	chr16_r_c39[k=17][m=3]	3	-	17	3	0	1	First intron	ENSMUSG00000086324.11	Gm15564	Genic
chr8	122551876	122551877	chr8_r_c89[k=17][m=3]	3	-	17	3	0	1	First intron	ENSMUSG00000040263.17	Klhdc4	Genic
chrX	21546852	21546853	chrX_r_c2[k=17][m=3]	3	-	17	3	0	1	LINE	""	""	TE
chr4	103590353	103590354	chr4_f_c71[k=20][m=3]	3	+	20	3	0	3	First intron	ENSMUSG00000028519.17	Dab1	Genic
chr4	103590401	103590402	chr4_f_c72[k=20][m=3]	3	+	20	3	0	3	First intron	ENSMUSG00000028519.17	Dab1	Genic
chr4	103590449	103590450	chr4_f_c73[k=20][m=3]	3	+	20	3	0	3	First intron	ENSMUSG00000028519.17	Dab1	Genic
chr1	149280223	149280224	chr1_f_c94[k=21][m=3]	3	+	21	3	0	1	Deep intronic	""	""	Genic
chr12	36426382	36426383	chr12_r_c19[k=23][m=3]	3	-	23	3	0	1	Deep intronic	""	""	Genic
chr2	156230300	156230301	chr2_r_c142[k=23][m=3]	3	-	23	3	0	1	Deep intronic	ENSMUSG00000102869.5	Norad	Genic
chr8	14356885	14356886	chr8_f_c4[k=23][m=3]	3	+	23	3	0	2	Deep intronic	ENSMUSG00000047495.16	Dlgap2	Genic
chr8	14357039	14357040	chr8_f_c5[k=23][m=3]	3	+	23	3	0	2	Deep intronic	ENSMUSG00000047495.16	Dlgap2	Genic
chr1	193315230	193315231	chr1_f_c132[k=24][m=3]	3	+	24	3	0	1	First intron	ENSMUSG00000120108.2	Gm31870	Genic
chr9	123291112	123291113	chr9_f_c135[k=24][m=3]	3	+	24	3	0	1	3'UTR	ENSMUSG00000035202.9	Lars2	Genic
chr13	9884356	9884357	chr13_r_c0[k=29][m=3]	3	-	29	3	0	1	LINE	""	""	TE
chr19	13032305	13032306	chr19_f_c6[k=33][m=3]	3	+	33	3	0	1	Deep intronic	""	""	Genic
chr9	118504036	118504037	chr9_r_c100[k=36][m=3]	3	-	36	3	0	1	Deep intronic	""	""	Genic
chr3	18065471	18065472	chr3_f_c16[k=38][m=3]	3	+	38	3	0	2	Deep intronic	""	""	Genic
chr9	56131125	56131126	chr9_r_c43[k=39][m=3]	3	-	39	3	0	1	Deep intronic	ENSMUSG00000074305.10	Peak1	Genic
chr11	77187035	77187036	chr11_f_c58[k=40][m=3]	3	+	40	3	0	1	First intron	ENSMUSG00000037926.16	Ssh2	Genic
chr12	110657660	110657661	chr12_r_c70[k=43][m=3]	3	-	43	3	0	1	3'UTR	ENSMUSG00000021270.14	Hsp90aa1	Genic
chr16	10961886	10961887	chr16_f_c41[k=63][m=3]	3	+	63	3	0	1	First intron	ENSMUSG00000141422.1	""	Genic
chr9	56130908	56130909	chr9_r_c42[k=66][m=3]	3	-	66	3	0	1	Deep intronic	ENSMUSG00000074305.10	Peak1	Genic
chr9	118504067	118504068	chr9_r_c102[k=78][m=3]	3	-	78	3	0	1	Deep intronic	""	""	Genic
chr1	193315199	193315200	chr1_f_c130[k=83][m=3]	3	+	83	3	0	1	First intron	ENSMUSG00000120108.2	Gm31870	Genic
chr12	109525778	109525779	chr12_f_c106[k=87][m=3]	3	+	87	3	0	1	Deep intronic	ENSMUSG00000021268.20	Meg3	Genic
chr19	5847658	5847659	chr19_r_c14[k=89][m=3]	3	-	89	3	0	1	Other exon	ENSMUSG00000092341.7	Malat1	Genic
chr12	78397799	78397800	chr12_f_c50[k=90][m=3]	3	+	90	3	0	1	Deep intronic	ENSMUSG00000047454.13	Gphn	Genic
chr16	17040350	17040351	chr16_f_c53[k=96][m=3]	3	+	96	3	0	1	3'UTR-distal	""	""	Genic
chr9	118504062	118504063	chr9_r_c101[k=99][m=3]	3	-	99	3	0	1	Deep intronic	""	""	Genic
chr1	193315204	193315205	chr1_f_c131[k=104][m=3]	3	+	104	3	0	1	First intron	ENSMUSG00000120108.2	Gm31870	Genic
chr6	44770222	44770223	chr6_f_c57[k=108][m=3]	3	+	108	3	0	1	Intergenic	""	""	Intergenic
chr2	20905010	20905011	chr2_f_c22[k=124][m=3]	3	+	124	3	0	1	Deep intronic	""	""	Genic
chr17	71270689	71270690	chr17_f_c123[k=129][m=3]	3	+	129	3	0	1	Deep intronic	""	""	Genic
chr2	102659778	102659779	chr2_r_c96[k=135][m=3]	3	-	135	3	0	1	Deep intronic	ENSMUSG00000005087.18	Cd44	Genic
chr6	49213473	49213474	chr6_r_c36[k=151][m=3]	3	-	151	3	0	1	3'UTR-distal	""	""	Genic
chr2	73698298	73698299	chr2_f_c88[k=172][m=3]	3	+	172	3	0	1	Deep intronic	""	""	Genic
chr13	9884382	9884383	chr13_r_c1[k=191][m=3]	3	-	191	3	0	1	LINE	""	""	TE
chr16	10962132	10962133	chr16_f_c43[k=202][m=3]	3	+	202	3	0	1	First intron	ENSMUSG00000141422.1	""	Genic
chr10	82791113	82791114	chr10_r_c69[k=217][m=3]	3	-	217	3	0	1	Deep intronic	""	""	Genic
chr17	40158711	40158712	chr17_f_c102[k=272][m=3]	3	+	272	3	0	1	Other exon	ENSMUSG00000119584.1	Rn18s-rs5	Genic
chr17	40158003	40158004	chr17_f_c69[k=304][m=3]	3	+	304	3	0	1	Other exon	ENSMUSG00000119584.1	Rn18s-rs5	Genic
chr6	3201201	3201202	chr6_f_c10[k=304][m=3]	3	+	304	3	0	1	Deep intronic	ENSMUSG00000133541.1	""	Genic
chrM	348	349	chrM_f_c1[k=313][m=3]	3	+	313	3	0	1	Other exon	ENSMUSG00000064337.1	mt-Rnr1	Genic
chr6	3201496	3201497	chr6_f_c19[k=318][m=3]	3	+	318	3	0	1	Deep intronic	ENSMUSG00000133541.1	""	Genic
chr9	123291202	123291203	chr9_f_c138[k=351][m=3]	3	+	351	3	0	1	3'UTR	ENSMUSG00000035202.9	Lars2	Genic
chr5	136961817	136961818	chr5_f_c105[k=391][m=3]	3	+	391	3	0	1	First intron	ENSMUSG00000097908.10	4933404O12Rik	Genic
chr13	45023119	45023120	chr13_r_c27[k=392][m=3]	3	-	392	3	0	1	Deep intronic	""	""	Genic
chr11	17171292	17171293	chr11_f_c9[k=404][m=3]	3	+	404	3	0	1	Deep intronic	ENSMUSG00000078970.6	Dnaaf10	Genic
chr11	108902521	108902522	chr11_r_c121[k=475][m=3]	3	-	475	3	0	1	Deep intronic	""	""	Genic
chr8	15569946	15569947	chr8_f_c12[k=475][m=3]	3	+	475	3	0	1	Intergenic	""	""	Intergenic
chr10	82791125	82791126	chr10_r_c70[k=551][m=3]	3	-	551	3	0	1	Deep intronic	""	""	Genic
chr11	108902723	108902724	chr11_r_c123[k=603][m=3]	3	-	603	3	0	1	Deep intronic	""	""	Genic
chr1	131501588	131501589	chr1_f_c84[k=728][m=3]	3	+	728	3	0	1	Deep intronic	""	""	Genic
chr17	40158419	40158420	chr17_f_c87[k=2262][m=3]	3	+	2262	3	0	1	Other exon	ENSMUSG00000119584.1	Rn18s-rs5	Genic
