chr	start	end	name	score	strand	NormedTC_ENCFF289OFA	NormedTC_ENCFF647KDW	NormedTC_HepG2_RBFOX2	BC_HepG2_RBFOX2	annotation	gene	external_gene_name	grouped_annotation
chr14	22982556	22982576	chr14-410	22	-	2.3758	3.8035	6.1793	2	3'UTR-distal	""	""	Genic
chr14	23050223	23050243	chr14-452	31.3	-	5.7019	3.8035	9.5054	2	3'UTR-distal	ENSG00000139880.21	CDH24	Genic
chr14	23050397	23050417	chr14-147	35.9	-	7.3649	4.5166	11.8816	2	3'UTR-distal	ENSG00000139880.21	CDH24	Genic
chr14	23059107	23059127	chr14-808	19.7	-	2.1382	4.5166	6.6548	2	3'UTR	ENSG00000100813.16	""	Genic
chr14	23059245	23059265	chr14-809	22	-	5.2267	5.2298	10.4565	2	CDS	ENSG00000100813.16	""	Genic
chr14	23059425	23059445	chr14-513	24.3	-	3.8012	6.4184	10.2196	2	CDS	ENSG00000100813.16	""	Genic
chr14	23061448	23061468	chr14-1270	12.7	-	2.1382	3.8035	5.9417	2	CDS	ENSG00000100813.16	""	Genic
chr14	23062979	23062999	chr14-618	24.3	-	2.8509	4.9921	7.843	2	CDS	ENSG00000100813.16	""	Genic
chr14	23064283	23064303	chr14-706	20.9	-	3.3261	4.0412	7.3673	2	Proximal intronic	ENSG00000100813.16	""	Genic
chr14	23068737	23068757	chr14-44	69.5	-	6.8898	10.2219	17.1116	2	Deep intronic	ENSG00000100813.16	""	Genic
chr14	23069347	23069367	chr14-411	42.9	-	6.177	5.2298	11.4068	2	Proximal intronic	ENSG00000100813.16	""	Genic
chr14	23069422	23069442	chr14-148	44	-	6.6522	7.1315	13.7837	2	Proximal intronic	ENSG00000100813.16	""	Genic
chr14	23070456	23070476	chr14-163	38.2	-	6.4146	8.0824	14.497	2	First intron	ENSG00000100813.16	""	Genic
chr14	23071279	23071299	chr14-164	39.4	-	5.7019	4.2789	9.9808	2	5'UTR	ENSG00000100813.16	""	Genic
chr14	23071476	23071496	chr14-225	38.2	-	6.177	4.0412	10.2182	2	5'UTR	ENSG00000100813.16	""	Genic
chr14	23075145	23075165	chr14-244	34.8	-	8.5528	1.4263	9.9791	2	Deep intronic	ENSG00000100813.16	""	Genic
chr14	23093854	23093874	chr14-619	26.7	-	4.9891	1.4263	6.4154	2	3'UTR-distal	ENSG00000100813.16	""	Genic
chr14	23094553	23094573	chr14-263	37.1	-	5.9394	6.6561	12.5956	2	3'UTR-distal	ENSG00000100813.16	""	Genic
chr14	23306938	23306958	chr14-812	18.5	+	3.0885	5.2298	8.3183	2	5'UTR	ENSG00000129473.12	""	Genic
chr14	23308496	23308516	chr14-28	144.9	+	17.8184	29.477	47.2954	2	3'UTR	ENSG00000129473.12	""	Genic
chr14	23308647	23308667	chr14-115	56.8	+	7.8401	12.8368	20.6768	2	3'UTR	ENSG00000129473.12	""	Genic
chr14	23308863	23308883	chr14-72	70.7	+	12.5916	19.4929	32.0845	2	3'UTR	ENSG00000129473.12	""	Genic
chr14	23309218	23309238	chr14-50	90.4	+	12.8292	20.6815	33.5107	2	3'UTR	ENSG00000129473.12	""	Genic
chr14	23309459	23309479	chr14-2	290.9	+	43.9519	50.1585	94.1104	2	3'UTR	ENSG00000129473.12	""	Genic
chr14	23310049	23310069	chr14-48	62.6	+	9.5031	11.4105	20.9136	2	3'UTR	ENSG00000129473.12	""	Genic
chr14	23310306	23310326	chr14-19	133.3	+	15.205	15.6894	30.8944	2	3'UTR	ENSG00000129473.12	""	Genic
chr14	23310593	23310613	chr14-11	147.2	+	22.5699	21.1569	43.7268	2	3'UTR	ENSG00000129473.12	""	Genic
chr14	23310671	23310691	chr14-64	86.9	+	10.691	13.7876	24.4787	2	3'UTR	ENSG00000129473.12	""	Genic
chr14	23310760	23310780	chr14-283	40.6	+	4.9891	9.271	14.2601	2	3'UTR	ENSG00000129473.12	""	Genic
chr14	23321512	23321532	chr14-16	124	+	10.2159	31.1411	41.3569	2	3'UTR-distal	ENSG00000100836.12	""	Genic
chr14	23321576	23321596	chr14-12	239.9	+	28.7469	45.4041	74.1511	2	3'UTR-distal	ENSG00000100836.12	""	Genic
chr14	23321936	23321956	chr14-4	234.1	+	30.41	45.4041	75.8141	2	3'UTR-distal	ENSG00000100836.12	""	Genic
chr14	23322075	23322095	chr14-55	103.1	+	28.0342	28.2884	56.3226	2	3'UTR-distal	ENSG00000100836.12	""	Genic
chr14	23322350	23322370	chr14-165	59.1	+	10.9286	10.935	21.8636	2	3'UTR-distal	ENSG00000100836.12	""	Genic
chr14	23323173	23323193	chr14-284	29	+	3.5637	4.9921	8.5557	2	Proximal intronic	ENSG00000100836.12	""	Genic
chr14	23324318	23324338	chr14-116	53.3	+	5.7019	12.8368	18.5386	2	3'UTR	ENSG00000100836.12	""	Genic
chr14	23324439	23324459	chr14-314	31.3	+	6.8898	3.8035	10.6933	2	3'UTR	ENSG00000100836.12	""	Genic
chr14	23324591	23324611	chr14-206	49.8	+	6.6522	8.0824	14.7346	2	3'UTR	ENSG00000100836.12	""	Genic
chr14	23324658	23324678	chr14-454	47.5	+	6.8898	4.2789	11.1687	2	3'UTR	ENSG00000100836.12	""	Genic
chr14	23325168	23325188	chr14-39	81.1	+	7.3649	13.5499	20.9148	2	3'UTR	ENSG00000100836.12	""	Genic
chr14	23325242	23325262	chr14-89	73	+	7.6025	10.935	18.5375	2	3'UTR	ENSG00000100836.12	""	Genic
chr14	23325472	23325492	chr14-5	287.4	+	32.7858	57.5278	90.3135	2	3'UTR	ENSG00000100836.12	""	Genic
chr14	23325608	23325628	chr14-29	105.5	+	13.3044	21.1569	34.4613	2	3'UTR	ENSG00000100836.12	""	Genic
chr14	23325725	23325745	chr14-77	73	+	15.9177	14.5008	30.4185	2	3'UTR	ENSG00000100836.12	""	Genic
chr14	23326043	23326063	chr14-166	77.7	+	10.691	9.9842	20.6752	2	3'UTR	ENSG00000100836.12	""	Genic
chr14	23326098	23326118	chr14-207	51	+	8.3152	4.2789	12.5942	2	3'UTR	ENSG00000100836.12	""	Genic
chr14	23487423	23487443	chr14-68	51	+	7.1273	13.7876	20.915	2	Deep intronic	ENSG00000129460.18	""	Genic
chr14	23529430	23529450	chr14-375	26.7	+	4.514	2.8526	7.3666	2	Deep intronic	ENSG00000157306.15	ZFHX2-AS1	Genic
chr14	23529517	23529537	chr14-376	23.2	+	4.0388	4.0412	8.08	2	Deep intronic	ENSG00000157306.15	ZFHX2-AS1	Genic
chr14	23532226	23532246	chr14-343	31.3	+	2.8509	4.0412	6.8921	2	Deep intronic	ENSG00000157306.15	ZFHX2-AS1	Genic
chr14	23561916	23561936	chr14-179	37.1	-	3.8012	6.8938	10.6951	2	3'UTR-distal	ENSG00000213983.13	""	Genic
chr14	23562531	23562551	chr14-455	27.8	-	2.3758	8.5578	10.9336	2	3'UTR-distal	ENSG00000213983.13	""	Genic
chr14	23563911	23563931	chr14-58	97.4	-	13.3044	27.3376	40.6419	2	3'UTR-distal	ENSG00000213983.13	""	Genic
chr14	23564010	23564030	chr14-127	66.1	-	6.6522	11.8859	18.5381	2	3'UTR-distal	ENSG00000213983.13	""	Genic
chr14	23564498	23564518	chr14-377	23.2	-	2.8509	6.4184	9.2693	2	3'UTR-distal	ENSG00000213983.13	""	Genic
chr14	23565051	23565071	chr14-456	22	-	0.9503	5.2298	6.1801	2	3'UTR-distal	ENSG00000213983.13	""	Genic
chr14	23565107	23565127	chr14-316	27.8	-	2.3758	7.607	9.9828	2	3'UTR-distal	ENSG00000213983.13	""	Genic
chr14	23565301	23565321	chr14-457	27.8	-	3.0885	7.3693	10.4578	2	3'UTR-distal	ENSG00000213983.13	""	Genic
chr14	23565458	23565478	chr14-317	27.8	-	3.0885	6.1807	9.2692	2	3'UTR-distal	ENSG00000213983.13	""	Genic
chr14	23565972	23565992	chr14-378	27.8	-	3.0885	4.7544	7.8429	2	3'UTR-distal	ENSG00000213983.13	""	Genic
chr14	23566505	23566525	chr14-226	52.2	-	7.1273	6.8938	14.0212	2	3'UTR-distal	ENSG00000213983.13	""	Genic
chr14	23567399	23567419	chr14-56	82.3	-	9.5031	14.5008	24.0039	2	3'UTR-distal	ENSG00000213983.13	""	Genic
chr14	23567477	23567497	chr14-9	224.8	-	39.6755	59.4295	99.105	2	3'UTR-distal	ENSG00000213983.13	""	Genic
chr14	23567647	23567667	chr14-105	67.2	-	9.5031	11.1727	20.6759	2	3'UTR-distal	ENSG00000213983.13	""	Genic
chr14	23567755	23567775	chr14-93	64.9	-	6.8898	11.6482	18.5379	2	3'UTR-distal	ENSG00000213983.13	""	Genic
chr14	23583784	23583804	chr14-21	303.7	-	51.792	44.691	96.483	2	LINE	""	""	TE
chr14	23583897	23583917	chr14-59	78.8	-	6.8898	11.1727	18.0625	2	LINE	""	""	TE
chr14	23636435	23636455	chr14-459	29	+	4.7516	2.1395	6.891	2	5'UTR	ENSG00000100867.16	""	Genic
chr14	23636508	23636528	chr14-414	23.2	+	4.514	4.5166	9.0306	2	5'UTR	ENSG00000100867.16	""	Genic
chr14	23636907	23636927	chr14-563	24.3	+	5.2267	3.3281	8.5548	2	LTR/ERV	ENSG00000100867.16	""	TE
chr14	23637141	23637161	chr14-227	31.3	+	8.3152	2.8526	11.1678	2	5'UTR	ENSG00000100867.16	""	Genic
chr14	23637678	23637698	chr14-460	24.3	+	5.2267	3.8035	9.0302	2	5'UTR	ENSG00000100867.16	""	Genic
chr14	23638465	23638485	chr14-13	136.8	+	17.8184	18.0666	35.8849	2	5'UTR	ENSG00000100867.16	""	Genic
chr14	23638991	23639011	chr14-266	40.6	+	9.5031	9.0333	18.5364	2	CDS	ENSG00000100867.16	""	Genic
chr14	23639185	23639205	chr14-133	57.9	+	5.4643	9.271	14.7353	2	CDS	ENSG00000100867.16	""	Genic
chr14	23639322	23639342	chr14-41	126.3	+	25.4208	26.3867	51.8075	2	CDS	ENSG00000100867.16	""	Genic
chr14	23639643	23639663	chr14-245	52.2	+	6.6522	7.607	14.2592	2	Proximal intronic	ENSG00000100867.16	""	Genic
chr14	23639794	23639814	chr14-65	104.3	+	11.4037	16.6403	28.044	2	CDS	ENSG00000100867.16	""	Genic
chr14	23639859	23639879	chr14-138	44	+	6.177	11.8859	18.0629	2	CDS	ENSG00000100867.16	""	Genic
chr14	23639955	23639975	chr14-139	45.2	+	10.691	8.5578	19.2489	2	Proximal intronic	ENSG00000100867.16	""	Genic
chr14	23640745	23640765	chr14-461	20.9	+	5.9394	3.8035	9.7429	2	Deep intronic	ENSG00000100867.16	""	Genic
chr14	23641810	23641830	chr14-194	38.2	+	10.9286	5.7052	16.6338	2	Deep intronic	ENSG00000100867.16	""	Genic
chr14	23642029	23642049	chr14-180	68.4	+	10.9286	8.7956	19.7242	2	Deep intronic	ENSG00000100867.16	""	Genic
chr14	23642164	23642184	chr14-49	85.8	+	22.3323	12.5991	34.9314	2	LINE	ENSG00000100867.16	""	TE
chr14	23643098	23643118	chr14-519	20.9	+	6.6522	4.0412	10.6934	2	Proximal intronic	ENSG00000100867.16	""	Genic
chr14	23644307	23644327	chr14-246	32.5	+	3.8012	5.943	9.7442	2	Proximal intronic	ENSG00000100867.16	""	Genic
chr14	23644469	23644489	chr14-462	24.3	+	5.2267	5.2298	10.4565	2	CDS	ENSG00000100867.16	""	Genic
chr14	23645147	23645167	chr14-149	51	+	4.7516	6.6561	11.4077	2	CDS	ENSG00000100867.16	""	Genic
chr14	23645285	23645305	chr14-150	45.2	+	12.3541	10.935	23.2891	2	3'UTR	ENSG00000100867.16	""	Genic
chr14	23645472	23645492	chr14-18	150.7	+	33.9737	10.2219	44.1955	2	3'UTR	ENSG00000100867.16	""	Genic
chr14	24094364	24094384	chr14-631	22	+	3.0885	6.8938	9.9823	2	5'UTR	ENSG00000100889.13	""	Genic
chr14	24094660	24094680	chr14-520	20.9	+	2.6134	4.9921	7.6054	2	5'UTR	ENSG00000100889.13	""	Genic
chr14	24094980	24095000	chr14-286	25.5	+	2.6134	9.0333	11.6466	2	First intron	ENSG00000100889.13	""	Genic
chr14	24095616	24095636	chr14-379	30.1	+	3.0885	7.8447	10.9332	2	First intron	ENSG00000100889.13	""	Genic
chr14	24096794	24096814	chr14-463	29	+	4.2764	4.2789	8.5553	2	First intron	ENSG00000100889.13	""	Genic
chr14	24098296	24098316	chr14-181	39.4	+	4.514	7.607	12.121	2	5'UTR	ENSG00000100889.13	""	Genic
chr14	24098380	24098400	chr14-23	142.6	+	17.5808	26.6244	44.2052	2	CDS	ENSG00000100889.13	""	Genic
chr14	24100995	24101015	chr14-633	18.5	+	1.4255	4.2789	5.7044	2	Deep intronic	ENSG00000100889.13	""	Genic
chr14	24103728	24103748	chr14-722	20.9	+	2.6134	3.5658	6.1791	2	CDS	ENSG00000100889.13	""	Genic
chr14	24138435	24138455	chr14-957	13.9	+	3.5637	4.7544	8.318	2	3'UTR-distal	ENSG00000092010.16	""	Genic
chr14	24145547	24145567	chr14-380	33.6	-	6.4146	5.4675	11.8821	2	First intron	ENSG00000100911.17	""	Genic
chr14	24146642	24146662	chr14-32	117.1	-	14.4923	22.1078	36.6	2	5'UTR	ENSG00000100911.17	""	Genic
chr14	24146804	24146824	chr14-82	68.4	-	12.5916	16.878	29.4696	2	5'UTR	ENSG00000100911.17	""	Genic
chr14	24147586	24147606	chr14-464	26.7	+	3.8012	5.7052	9.5065	2	3'UTR-distal	ENSG00000092098.19	""	Genic
chr14	24147719	24147739	chr14-1296	17.4	+	2.1382	4.0412	6.1794	2	3'UTR-distal	ENSG00000092098.19	""	Genic
chr14	24149240	24149260	chr14-319	31.3	+	2.1382	4.5166	6.6548	2	Alu	ENSG00000092098.19	""	TE
chr14	24150253	24150273	chr14-74	66.1	+	8.3152	13.0745	21.3897	2	CDS	ENSG00000092098.19	""	Genic
chr14	24150301	24150321	chr14-78	68.4	+	8.0777	10.2219	18.2995	2	CDS	ENSG00000092098.19	""	Genic
chr14	24150904	24150924	chr14-381	27.8	+	4.7516	6.4184	11.1699	2	Proximal intronic	ENSG00000092098.19	""	Genic
chr14	24151122	24151142	chr14-267	38.2	+	7.3649	10.2219	17.5868	2	CDS	ENSG00000092098.19	""	Genic
chr14	24157664	24157684	chr14-382	26.7	+	2.6134	4.7544	7.3677	2	Proximal intronic	ENSG00000092098.19	""	Genic
chr14	24164205	24164225	chr14-247	30.1	+	7.3649	3.0903	10.4553	2	3'UTR-distal	ENSG00000213928.11	""	Genic
chr14	24164535	24164555	chr14-151	53.3	+	8.5528	16.878	25.4308	2	3'UTR-distal	ENSG00000213928.11	""	Genic
chr14	24165008	24165028	chr14-416	27.8	+	2.3758	4.5166	6.8924	2	3'UTR-distal	ENSG00000213928.11	""	Genic
chr14	24165113	24165133	chr14-521	22	+	4.0388	5.4675	9.5063	2	3'UTR-distal	ENSG00000213928.11	""	Genic
chr14	24165473	24165493	chr14-320	33.6	+	4.514	8.7956	13.3095	2	3'UTR-distal	ENSG00000213928.11	""	Genic
chr14	24165649	24165669	chr14-635	23.2	+	2.6134	3.3281	5.9414	2	3'UTR-distal	ENSG00000213928.11	""	Genic
chr14	24177963	24177983	chr14-417	34.8	+	2.6134	6.1807	8.794	2	3'UTR-distal	ENSG00000100918.15	""	Genic
chr14	24178249	24178269	chr14-168	51	-	6.6522	6.8938	13.546	2	3'UTR-distal	""	""	Genic
chr14	24185021	24185041	chr14-321	31.3	-	4.7516	5.7052	10.4568	2	3'UTR-distal	ENSG00000196497.18	""	Genic
chr14	24185145	24185165	chr14-169	39.4	-	4.7516	7.607	12.3585	2	3'UTR-distal	ENSG00000196497.18	""	Genic
chr14	24268304	24268324	chr14-828	17.4	-	1.663	4.0412	5.7043	2	Proximal intronic	ENSG00000100949.16	""	Genic
chr14	24271440	24271460	chr14-522	20.9	-	3.8012	3.3281	7.1293	2	5'UTR	ENSG00000100949.16	""	Genic
chr14	24276624	24276644	chr14-829	16.2	+	1.9006	3.8035	5.7041	2	First intron	ENSG00000288044.4	""	Genic
chr14	24277221	24277241	chr14-322	37.1	+	5.4643	5.2298	10.6941	2	First intron	ENSG00000288044.4	""	Genic
chr14	24281459	24281479	chr14-228	42.9	+	4.7516	5.4675	10.2191	2	First intron	ENSG00000288044.4	""	Genic
chr14	24287861	24287881	chr14-287	29	+	4.0388	3.5658	7.6046	2	First intron	ENSG00000288044.4	""	Genic
chr14	24292433	24292453	chr14-966	16.2	-	3.3261	4.9921	8.3182	2	Proximal intronic	ENSG00000157379.15	""	Genic
chr14	24295474	24295494	chr14-182	53.3	+	6.8898	7.607	14.4967	2	Deep intronic	ENSG00000288044.4	""	Genic
chr14	24305307	24305327	chr14-568	24.3	+	3.3261	4.9921	8.3182	2	3'UTR	ENSG00000196943.14	NOP9	Genic
chr14	24305682	24305702	chr14-288	40.6	+	5.7019	6.1807	11.8825	2	3'UTR	ENSG00000196943.14	NOP9	Genic
chr14	24307587	24307607	chr14-1129	13.9	+	2.8509	2.8526	5.7036	2	3'UTR	ENSG00000196943.14	NOP9	Genic
chr14	24308045	24308065	chr14-968	16.2	+	2.3758	3.3281	5.7038	2	3'UTR	ENSG00000196943.14	NOP9	Genic
chr14	24309759	24309779	chr14-383	30.1	+	2.8509	8.7956	11.6465	2	3'UTR-distal	ENSG00000213906.10	LTB4R2	Genic
chr14	24309903	24309923	chr14-183	38.2	+	2.6134	7.8447	10.4581	2	3'UTR-distal	ENSG00000213906.10	LTB4R2	Genic
chr14	24310812	24310832	chr14-22	115.9	+	10.2159	43.7401	53.956	2	3'UTR-distal	ENSG00000213906.10	LTB4R2	Genic
chr14	24310987	24311007	chr14-69	99.7	+	7.1273	26.6244	33.7518	2	3'UTR-distal	ENSG00000213906.10	LTB4R2	Genic
chr14	24311312	24311332	chr14-33	114.7	+	10.4534	47.7813	58.2348	2	3'UTR-distal	ENSG00000213906.10	LTB4R2	Genic
chr14	24311602	24311622	chr14-229	39.4	+	2.8509	8.5578	11.4088	2	3'UTR-distal	ENSG00000213903.10	""	Genic
chr14	24311683	24311703	chr14-268	38.2	+	2.6134	9.7464	12.3598	2	3'UTR-distal	ENSG00000213903.10	""	Genic
chr14	24311882	24311902	chr14-418	30.1	+	1.1879	5.7052	6.8931	2	3'UTR	ENSG00000213903.10	""	Genic
chr14	24312249	24312269	chr14-570	20.9	+	3.3261	3.5658	6.8919	2	3'UTR-distal	ENSG00000213903.10	""	Genic
chr14	24315248	24315268	chr14-465	22	+	1.9006	4.2789	6.1795	2	3'UTR-distal	ENSG00000213903.10	""	Genic
chr14	24430279	24430299	chr14-969	13.9	+	1.9006	3.8035	5.7041	2	5'UTR	ENSG00000100441.11	""	Genic
chr14	24431852	24431872	chr14-384	32.5	+	5.2267	6.4184	11.6451	2	CDS	ENSG00000100441.11	""	Genic
chr14	24432074	24432094	chr14-290	29	+	6.6522	5.7052	12.3574	2	CDS	ENSG00000100441.11	""	Genic
chr14	24432187	24432207	chr14-346	29	+	4.0388	8.0824	12.1212	2	CDS	ENSG00000100441.11	""	Genic
chr14	24432412	24432432	chr14-385	32.5	+	4.9891	6.4184	11.4075	2	CDS	ENSG00000100441.11	""	Genic
chr14	24434845	24434865	chr14-170	49.8	+	4.514	7.1315	11.6455	2	Deep intronic	ENSG00000100441.11	""	Genic
chr14	24435441	24435461	chr14-90	96.2	+	11.8789	15.6894	27.5683	2	Deep intronic	ENSG00000100441.11	""	Genic
chr14	24435552	24435572	chr14-347	30.1	+	3.0885	5.943	9.0315	2	Deep intronic	ENSG00000100441.11	""	Genic
chr14	24435619	24435639	chr14-524	30.1	+	4.0388	3.3281	7.3669	2	Deep intronic	ENSG00000100441.11	""	Genic
chr14	24442279	24442299	chr14-66	76.5	-	11.6413	24.0095	35.6508	2	Satellite/LC	ENSG00000100445.19	""	TE
chr14	24442521	24442541	chr14-729	24.3	-	2.6134	5.2298	7.8432	2	5'UTR	ENSG00000100445.19	""	Genic
chr14	24442724	24442744	chr14-348	42.9	-	4.514	9.7464	14.2604	2	First intron	ENSG00000100445.19	""	Genic
chr14	30596877	30596897	chr14-324	37.1	+	8.0777	2.3772	10.4548	2	Deep intronic	ENSG00000092140.17	""	Genic
chr14	30922151	30922171	chr14-184	62.6	-	9.028	7.8447	16.8727	2	Alu	ENSG00000196792.13	""	TE
chr14	30929876	30929896	chr14-140	41.7	-	4.2764	4.7544	9.0308	2	Deep intronic	ENSG00000196792.13	""	Genic
chr14	30965290	30965310	chr14-152	49.8	-	8.3152	3.3281	11.6433	2	First intron	ENSG00000196792.13	""	Genic
chr14	30986611	30986631	chr14-230	38.2	-	3.3261	5.2298	8.5559	2	First intron	ENSG00000196792.13	""	Genic
chr14	30989216	30989236	chr14-419	26.7	-	3.0885	3.0903	6.1788	2	First intron	ENSG00000196792.13	""	Genic
chr14	30998909	30998929	chr14-466	25.5	-	4.514	2.3772	6.8912	2	Alu	ENSG00000196792.13	""	TE
chr14	30999101	30999121	chr14-420	33.6	-	3.8012	8.5578	12.3591	2	Alu	ENSG00000196792.13	""	TE
chr14	31003564	31003584	chr14-185	53.3	-	3.3261	7.8447	11.1708	2	LTR/ERV	ENSG00000196792.13	""	TE
chr14	31006858	31006878	chr14-637	19.7	-	5.4643	2.1395	7.6038	2	Alu	ENSG00000196792.13	""	TE
chr14	31009467	31009487	chr14-153	53.3	-	5.2267	8.0824	13.3091	2	First intron	ENSG00000196792.13	""	Genic
chr14	31025831	31025851	chr14-467	31.3	-	5.2267	6.6561	11.8828	2	First intron	ENSG00000196792.13	""	Genic
chr14	31026050	31026070	chr14-525	22	-	1.4255	4.2789	5.7044	2	CDS	ENSG00000196792.13	""	Genic
chr14	31190111	31190131	chr14-106	89.2	-	11.1662	7.8447	19.0109	2	LTR/ERV	ENSG00000092148.15	""	TE
chr14	32077265	32077285	chr14-269	41.7	+	6.177	9.7464	15.9235	2	5'UTR	ENSG00000100852.15	""	Genic
chr14	32085326	32085346	chr14-386	23.2	+	4.2764	4.2789	8.5553	2	Alu	ENSG00000100852.15	""	TE
chr14	32115721	32115741	chr14-52	77.7	+	15.4426	19.0174	34.46	2	Alu	ENSG00000100852.15	""	TE
chr14	32115842	32115862	chr14-231	42.9	+	4.7516	7.1315	11.8831	2	Alu	ENSG00000100852.15	""	TE
chr14	34461933	34461953	chr14-387	31.3	-	4.7516	4.9921	9.7436	2	First intron	ENSG00000165389.7	SPTSSA	Genic
chr14	34623265	34623285	chr14-839	23.2	-	4.514	2.6149	7.1289	2	First intron	ENSG00000129515.21	""	Genic
chr14	34629812	34629832	chr14-639	17.4	-	2.8509	3.0903	5.9413	2	First intron	ENSG00000129515.21	""	Genic
chr14	35403960	35403980	chr14-195	41.7	-	4.514	9.0333	13.5473	2	5'UTR	ENSG00000100906.13	""	Genic
chr14	35404364	35404384	chr14-349	29	-	3.3261	4.2789	7.605	2	First intron	ENSG00000100906.13	""	Genic
chr14	35539985	35540005	chr14-45	83.4	-	14.0171	11.4105	25.4276	2	Proximal intronic	ENSG00000174373.17	RALGAPA1	Genic
chr14	35541909	35541929	chr14-291	34.8	-	7.1273	2.3772	9.5045	2	Deep intronic	ENSG00000174373.17	RALGAPA1	Genic
chr14	35548313	35548333	chr14-843	17.4	-	3.3261	2.3772	5.7033	2	Deep intronic	ENSG00000174373.17	RALGAPA1	Genic
chr14	35592665	35592685	chr14-325	30.1	-	3.8012	3.8035	7.6047	2	LINE	ENSG00000174373.17	RALGAPA1	TE
chr14	35688314	35688334	chr14-350	25.5	-	6.6522	3.0903	9.7425	2	Deep intronic	ENSG00000174373.17	RALGAPA1	Genic
chr14	35712983	35713003	chr14-572	18.5	-	3.5637	2.1395	5.7031	2	LINE	ENSG00000174373.17	RALGAPA1	TE
chr14	35762848	35762868	chr14-1144	10.4	-	6.6522	2.6149	9.2671	2	Proximal intronic	ENSG00000174373.17	RALGAPA1	Genic
chr14	37590158	37590178	chr14-1145	15.1	-	4.7516	0.9509	5.7024	2	3'UTR	ENSG00000129514.8	FOXA1	Genic
chr14	37777978	37777998	chr14-468	24.3	+	4.7516	3.5658	8.3173	2	LINE	ENSG00000139865.17	TTC6	TE
chr14	37778146	37778166	chr14-67	78.8	+	16.3929	9.271	25.6639	2	LINE	ENSG00000139865.17	TTC6	TE
chr14	37778262	37778282	chr14-351	32.5	+	6.4146	3.5658	9.9804	2	LINE	ENSG00000139865.17	TTC6	TE
chr14	37867493	37867513	chr14-83	62.6	+	11.1662	8.5578	19.724	2	LTR/ERV	""	""	TE
chr14	39032050	39032070	chr14-985	15.1	-	6.177	0.2377	6.4147	2	3'UTR	ENSG00000100934.16	""	Genic
chr14	39071117	39071137	chr14-117	51	-	8.0777	3.8035	11.8811	2	LINE	ENSG00000100934.16	""	TE
chr14	39102980	39103000	chr14-740	17.4	-	3.5637	2.6149	6.1786	2	Satellite/LC	ENSG00000100934.16	""	TE
chr14	39149301	39149321	chr14-26	108.9	-	17.3432	14.5008	31.844	2	3'UTR	ENSG00000182400.16	""	Genic
chr14	39149408	39149428	chr14-642	20.9	-	5.9394	0.9509	6.8903	2	3'UTR	ENSG00000182400.16	""	Genic
chr14	39149606	39149626	chr14-352	27.8	-	3.8012	2.3772	6.1784	2	3'UTR	ENSG00000182400.16	""	Genic
chr14	39175267	39175287	chr14-530	19.7	+	1.663	5.4675	7.1306	2	5'UTR	ENSG00000100941.10	""	Genic
chr14	39175371	39175391	chr14-531	26.7	+	4.0388	9.271	13.3098	2	CDS	ENSG00000100941.10	""	Genic
chr14	39176089	39176109	chr14-196	53.3	+	4.2764	8.3201	12.5965	2	CDS	ENSG00000100941.10	""	Genic
chr14	39176541	39176561	chr14-326	33.6	+	1.9006	3.8035	5.7041	2	CDS	ENSG00000100941.10	""	Genic
chr14	39177415	39177435	chr14-388	40.6	+	4.0388	5.4675	9.5063	2	CDS	ENSG00000100941.10	""	Genic
chr14	39177625	39177645	chr14-469	27.8	+	4.0388	4.5166	8.5555	2	3'UTR	ENSG00000100941.10	""	Genic
chr14	39179190	39179210	chr14-845	26.7	+	1.9006	4.9921	6.8927	2	3'UTR	ENSG00000100941.10	""	Genic
chr14	39180637	39180657	chr14-742	22	+	3.8012	5.7052	9.5065	2	CDS	ENSG00000100941.10	""	Genic
chr14	39180816	39180836	chr14-743	26.7	+	4.2764	4.7544	9.0308	2	CDS	ENSG00000100941.10	""	Genic
chr14	39184634	39184654	chr14-1151	27.8	+	3.5637	2.1395	5.7031	2	3'UTR-distal	""	""	Genic
chr14	39266850	39266870	chr14-470	39.4	+	3.8012	9.271	13.0723	2	First intron	ENSG00000150527.19	""	Genic
chr14	39267175	39267195	chr14-94	86.9	+	10.4534	14.7385	25.1919	2	5'UTR	ENSG00000150527.19	""	Genic
chr14	39267261	39267281	chr14-327	41.7	+	2.8509	6.4184	9.2693	2	5'UTR	ENSG00000150527.19	""	Genic
chr14	39267556	39267576	chr14-292	44	+	6.4146	9.0333	15.4479	2	First intron	ENSG00000150527.19	""	Genic
chr14	39267723	39267743	chr14-118	53.3	+	8.5528	8.7956	17.3484	2	First intron	ENSG00000150527.19	""	Genic
chr14	39268834	39268854	chr14-154	77.7	+	7.6025	10.935	18.5375	2	LINE	ENSG00000150527.19	""	TE
chr14	39270555	39270575	chr14-574	24.3	+	4.9891	1.1886	6.1777	2	Alu	ENSG00000150527.19	""	TE
chr14	39271828	39271848	chr14-643	27.8	+	3.0885	4.2789	7.3674	2	LTR/ERV	ENSG00000150527.19	""	TE
chr14	39271952	39271972	chr14-248	53.3	+	8.5528	8.0824	16.6352	2	LTR/ERV	ENSG00000150527.19	""	TE
chr14	39272681	39272701	chr14-745	18.5	+	3.5637	4.9921	8.5557	2	Alu	ENSG00000150527.19	""	TE
chr14	39273369	39273389	chr14-141	57.9	+	7.6025	4.9921	12.5946	2	Alu	ENSG00000150527.19	""	TE
