chr	start	end	name	score	strand	tagNumber(k)	mutationFreq(m)	FDR	count(>=m,k)	annotation	gene	external_gene_name	grouped_annotation
chr12	235880	235881	chr12_f_c0[k=1][m=4]	4	+	1	4	0	42	LTR/ERV	""	""	TE
chr1	223994375	223994376	chr1_f_c7963[k=1][m=4]	4	+	1	4	0	287	Alu	ENSG00000278467.1	""	TE
chr1	223994933	223994934	chr1_f_c7964[k=1][m=4]	4	+	1	4	0	287	First intron	ENSG00000278467.1	""	Genic
chr1	223995298	223995299	chr1_f_c7965[k=1][m=4]	4	+	1	4	0	287	First intron	ENSG00000290989.2	SEPTIN7P13	Genic
chr1	224005714	224005715	chr1_f_c7981[k=1][m=4]	4	+	1	4	0	287	First intron	ENSG00000290989.2	SEPTIN7P13	Genic
chr12	24961493	24961494	chr12_f_c754[k=1][m=4]	4	+	1	4	0	42	LINE	ENSG00000255921.2	""	TE
chr1	226071650	226071651	chr1_f_c8192[k=1][m=4]	4	+	1	4	0	287	3'UTR	ENSG00000163041.14	""	Genic
chr1	226071950	226071951	chr1_f_c8193[k=1][m=4]	4	+	1	4	0	287	3'UTR	ENSG00000163041.14	""	Genic
chr12	373945	373946	chr12_f_c1[k=1][m=4]	4	+	1	4	0	42	LINE	""	""	TE
chr1	248934484	248934485	chr1_f_c8969[k=1][m=4]	4	+	1	4	0	287	LTR/ERV	ENSG00000298524.1	""	TE
chr12	49272442	49272443	chr12_f_c1192[k=1][m=4]	4	+	1	4	0	42	CDS	ENSG00000167553.18	""	Genic
chr12	50457418	50457419	chr12_f_c1304[k=1][m=4]	4	+	1	4	0	42	Alu	ENSG00000161813.24	""	TE
chr12	51274366	51274367	chr12_f_c1376[k=1][m=4]	4	+	1	4	0	42	3'UTR-distal	""	""	Genic
chr12	53041825	53041826	chr12_f_c1428[k=1][m=4]	4	+	1	4	0	42	3'UTR	ENSG00000063046.19	""	Genic
chr12	54281887	54281888	chr12_f_c1545[k=1][m=4]	4	+	1	4	0	42	CDS	ENSG00000135486.20	""	Genic
chr12	59020783	59020784	chr12_f_c1675[k=1][m=4]	4	+	1	4	0	42	Deep intronic	ENSG00000244390.2	RPS6P22	Genic
chr12	62221009	62221010	chr12_f_c1678[k=1][m=4]	4	+	1	4	0	42	Alu	""	""	TE
chr12	63607509	63607510	chr12_f_c1759[k=1][m=4]	4	+	1	4	0	42	Deep intronic	""	""	Genic
chr1	26461048	26461049	chr1_f_c932[k=1][m=4]	4	+	1	4	0	287	Alu	ENSG00000117682.19	""	TE
chr12	68626847	68626848	chr12_f_c1995[k=1][m=4]	4	+	1	4	0	42	First intron	ENSG00000127314.19	""	Genic
chr12	72294993	72294994	chr12_f_c2233[k=1][m=4]	4	+	1	4	0	42	LTR/ERV	ENSG00000072657.10	TRHDE	TE
chr12	7465611	7465612	chr12_r_c115[k=1][m=4]	4	-	1	4	0	42	3'UTR-distal	""	""	Genic
chr12	8239697	8239698	chr12_f_c363[k=1][m=4]	4	+	1	4	0	42	Alu	ENSG00000215241.5	LINC02449	TE
chr12	84103594	84103595	chr12_f_c2334[k=1][m=4]	4	+	1	4	0	42	LTR/ERV	""	""	TE
chr12	86037955	86037956	chr12_f_c2337[k=1][m=4]	4	+	1	4	0	42	LTR/ERV	""	""	TE
chr12	8758039	8758040	chr12_r_c124[k=1][m=4]	4	-	1	4	0	42	Alu	""	""	TE
chr12	9239520	9239521	chr12_r_c129[k=1][m=4]	4	-	1	4	0	42	Deep intronic	ENSG00000256069.8	A2MP1	Genic
chr12	93748481	93748482	chr12_f_c2412[k=1][m=4]	4	+	1	4	0	42	Alu	ENSG00000169372.14	""	TE
chr13	20739488	20739489	chr13_f_c91[k=1][m=4]	4	+	1	4	0	15	LTR/ERV	""	""	TE
chr13	31279503	31279504	chr13_f_c304[k=1][m=4]	4	+	1	4	0	15	LTR/ERV	ENSG00000187676.9	""	TE
chr13	46932446	46932447	chr13_f_c814[k=1][m=4]	4	+	1	4	0	15	LTR/ERV	ENSG00000301465.1	""	TE
chr13	71675942	71675943	chr13_f_c1172[k=1][m=4]	4	+	1	4	0	15	Deep intronic	""	""	Genic
chr13	73100887	73100888	chr13_f_c1258[k=1][m=4]	4	+	1	4	0	15	Deep intronic	""	""	Genic
chr14	18600258	18600259	chr14_f_c6[k=1][m=4]	4	+	1	4	0	27	First intron	ENSG00000306587.1	""	Genic
chr14	19069171	19069172	chr14_f_c27[k=1][m=4]	4	+	1	4	0	27	Deep intronic	ENSG00000293329.2	DUXAP9	Genic
chr14	19121791	19121792	chr14_f_c99[k=1][m=4]	4	+	1	4	0	27	Deep intronic	ENSG00000293329.2	DUXAP9	Genic
chr14	19138309	19138310	chr14_f_c111[k=1][m=4]	4	+	1	4	0	27	Deep intronic	ENSG00000277710.2	NBEAP5	Genic
chr14	19154445	19154446	chr14_f_c114[k=1][m=4]	4	+	1	4	0	27	Proximal intronic	ENSG00000277710.2	NBEAP5	Genic
chr14	19179433	19179434	chr14_f_c115[k=1][m=4]	4	+	1	4	0	27	Proximal intronic	ENSG00000299837.1	""	Genic
chr14	19245547	19245548	chr14_r_c2[k=1][m=4]	4	-	1	4	0	27	Proximal intronic	ENSG00000285990.1	NBEAP6	Genic
chr14	19261694	19261695	chr14_r_c7[k=1][m=4]	4	-	1	4	0	27	Deep intronic	ENSG00000285990.1	NBEAP6	Genic
chr14	19264634	19264635	chr14_r_c9[k=1][m=4]	4	-	1	4	0	27	First intron	ENSG00000285990.1	NBEAP6	Genic
chr14	19278201	19278202	chr14_r_c18[k=1][m=4]	4	-	1	4	0	27	Deep intronic	ENSG00000292986.2	DUXAP10	Genic
chr14	19330873	19330874	chr14_r_c84[k=1][m=4]	4	-	1	4	0	27	Deep intronic	ENSG00000292986.2	DUXAP10	Genic
chr14	19715116	19715117	chr14_r_c106[k=1][m=4]	4	-	1	4	0	27	Deep intronic	""	""	Genic
chr14	20507467	20507468	chr14_r_c141[k=1][m=4]	4	-	1	4	0	27	Deep intronic	""	""	Genic
chr14	26672103	26672104	chr14_f_c206[k=1][m=4]	4	+	1	4	0	27	Alu	ENSG00000257842.7	NOVA1-DT	TE
chr14	28544925	28544926	chr14_f_c220[k=1][m=4]	4	+	1	4	0	27	LINE	""	""	TE
chr14	31642301	31642302	chr14_f_c299[k=1][m=4]	4	+	1	4	0	27	LINE	ENSG00000151413.18	""	TE
chr1	45558726	45558727	chr1_f_c2118[k=1][m=4]	4	+	1	4	0	287	Alu	ENSG00000117448.15	""	TE
chr14	75584357	75584358	chr14_f_c1994[k=1][m=4]	4	+	1	4	0	27	LTR/ERV	ENSG00000119686.11	""	TE
chr15	20159521	20159522	chr15_f_c0[k=1][m=4]	4	+	1	4	0	124	Proximal intronic	ENSG00000258780.1	BMS1P15	Genic
chr15	21164836	21164837	chr15_f_c2[k=1][m=4]	4	+	1	4	0	124	Proximal intronic	ENSG00000258684.2	BMS1P16	Genic
chr15	21166052	21166053	chr15_f_c3[k=1][m=4]	4	+	1	4	0	124	Proximal intronic	ENSG00000258684.2	BMS1P16	Genic
chr15	21584696	21584697	chr15_f_c4[k=1][m=4]	4	+	1	4	0	124	LINE	ENSG00000280709.2	LINC02203	TE
chr15	22020017	22020018	chr15_f_c5[k=1][m=4]	4	+	1	4	0	124	LINE	ENSG00000284500.4	""	TE
chr15	22503381	22503382	chr15_f_c17[k=1][m=4]	4	+	1	4	0	124	LTR/ERV	ENSG00000276550.6	HERC2P2	TE
chr15	22514888	22514889	chr15_f_c22[k=1][m=4]	4	+	1	4	0	124	First intron	ENSG00000276550.6	HERC2P2	Genic
chr15	22529086	22529087	chr15_f_c27[k=1][m=4]	4	+	1	4	0	124	Deep intronic	ENSG00000276550.6	HERC2P2	Genic
chr15	22537997	22537998	chr15_f_c35[k=1][m=4]	4	+	1	4	0	124	Other exon	ENSG00000276550.6	HERC2P2	Genic
chr15	22544141	22544142	chr15_f_c36[k=1][m=4]	4	+	1	4	0	124	Deep intronic	ENSG00000276550.6	HERC2P2	Genic
chr15	28174683	28174684	chr15_f_c92[k=1][m=4]	4	+	1	4	0	124	Deep intronic	""	""	Genic
chr15	28598577	28598578	chr15_f_c103[k=1][m=4]	4	+	1	4	0	124	LTR/ERV	ENSG00000206149.13	HERC2P9	TE
chr15	28610083	28610084	chr15_f_c108[k=1][m=4]	4	+	1	4	0	124	First intron	ENSG00000206149.13	HERC2P9	Genic
chr15	28624262	28624263	chr15_f_c112[k=1][m=4]	4	+	1	4	0	124	Deep intronic	ENSG00000206149.13	HERC2P9	Genic
chr15	28633196	28633197	chr15_f_c118[k=1][m=4]	4	+	1	4	0	124	Other exon	ENSG00000206149.13	HERC2P9	Genic
chr15	28638634	28638635	chr15_f_c119[k=1][m=4]	4	+	1	4	0	124	Deep intronic	ENSG00000206149.13	HERC2P9	Genic
chr15	28751868	28751869	chr15_f_c138[k=1][m=4]	4	+	1	4	0	124	First intron	ENSG00000248334.7	WHAMMP2	Genic
chr15	29730995	29730996	chr15_f_c171[k=1][m=4]	4	+	1	4	0	124	Deep intronic	""	""	Genic
chr15	30083036	30083037	chr15_f_c172[k=1][m=4]	4	+	1	4	0	124	5'UTR	ENSG00000179938.13	GOLGA8J	Genic
chr15	30125097	30125098	chr15_f_c182[k=1][m=4]	4	+	1	4	0	124	LINE	ENSG00000178081.13	ULK4P3	TE
chr15	30135132	30135133	chr15_f_c183[k=1][m=4]	4	+	1	4	0	124	5'UTR	ENSG00000261247.2	GOLGA8T	Genic
chr15	30408160	30408161	chr15_f_c217[k=1][m=4]	4	+	1	4	0	124	Other SINE	ENSG00000297730.1	""	TE
chr15	30584613	30584614	chr15_f_c239[k=1][m=4]	4	+	1	4	0	124	Deep intronic	ENSG00000260128.7	ULK4P2	Genic
chr15	30594074	30594075	chr15_f_c245[k=1][m=4]	4	+	1	4	0	124	LINE	ENSG00000260128.7	ULK4P2	TE
chr15	30604109	30604110	chr15_f_c247[k=1][m=4]	4	+	1	4	0	124	5'UTR	ENSG00000261794.2	GOLGA8H	Genic
chr15	30655865	30655866	chr15_f_c267[k=1][m=4]	4	+	1	4	0	124	3'UTR-distal	ENSG00000284906.3	""	Genic
chr15	32449530	32449531	chr15_f_c320[k=1][m=4]	4	+	1	4	0	124	Other SINE	""	""	TE
chr15	32542788	32542789	chr15_f_c323[k=1][m=4]	4	+	1	4	0	124	First intron	ENSG00000261064.2	LINC02256	Genic
chr15	32631802	32631803	chr15_f_c343[k=1][m=4]	4	+	1	4	0	124	Alu	ENSG00000198826.12	""	TE
chr1	53347294	53347295	chr1_f_c2433[k=1][m=4]	4	+	1	4	0	287	Alu	ENSG00000285954.1	""	TE
chr15	43132509	43132510	chr15_f_c590[k=1][m=4]	4	+	1	4	0	124	TSS-proximal	""	""	Genic
chr15	44557566	44557567	chr15_f_c674[k=1][m=4]	4	+	1	4	0	124	CDS	ENSG00000104131.14	""	Genic
chr1	54858809	54858810	chr1_f_c2475[k=1][m=4]	4	+	1	4	0	287	Alu	""	""	TE
chr15	54340072	54340073	chr15_f_c797[k=1][m=4]	4	+	1	4	0	124	LINE	ENSG00000137766.18	UNC13C	TE
chr15	63429993	63429994	chr15_f_c939[k=1][m=4]	4	+	1	4	0	124	LINE	ENSG00000259459.7	LINC02568	TE
chr15	65538508	65538509	chr15_f_c1012[k=1][m=4]	4	+	1	4	0	124	First intron	ENSG00000074696.14	""	Genic
chr15	66358611	66358612	chr15_f_c1060[k=1][m=4]	4	+	1	4	0	124	Alu	""	""	TE
chr15	75267825	75267826	chr15_f_c1508[k=1][m=4]	4	+	1	4	0	124	Deep intronic	ENSG00000167195.8	GOLGA6C	Genic
chr15	75292101	75292102	chr15_f_c1509[k=1][m=4]	4	+	1	4	0	124	Deep intronic	ENSG00000140478.17	GOLGA6D	Genic
chr15	82348512	82348513	chr15_f_c1775[k=1][m=4]	4	+	1	4	0	124	Deep intronic	""	""	Genic
chr15	82424084	82424085	chr15_f_c1838[k=1][m=4]	4	+	1	4	0	124	Alu	ENSG00000278202.1	GOLGA6L9-AS1	TE
chr15	82433667	82433668	chr15_f_c1843[k=1][m=4]	4	+	1	4	0	124	Proximal intronic	ENSG00000197978.10	GOLGA6L9	Genic
chr15	82446037	82446038	chr15_f_c1844[k=1][m=4]	4	+	1	4	0	124	3'UTR-distal	ENSG00000275695.2	UBE2Q2P6	Genic
chr15	82479548	82479549	chr15_f_c1848[k=1][m=4]	4	+	1	4	0	124	LINE	""	""	TE
chr15	82479568	82479569	chr15_f_c1849[k=1][m=4]	4	+	1	4	0	124	LINE	""	""	TE
chr15	84173360	84173361	chr15_f_c1920[k=1][m=4]	4	+	1	4	0	124	First intron	ENSG00000259511.4	UBE2Q2P16	Genic
chr15	84244767	84244768	chr15_f_c1924[k=1][m=4]	4	+	1	4	0	124	3'UTR	ENSG00000184206.13	GOLGA6L4	Genic
chr15	84321491	84321492	chr15_f_c1926[k=1][m=4]	4	+	1	4	0	124	LINE	ENSG00000291062.2	""	TE
chr15	84321511	84321512	chr15_f_c1927[k=1][m=4]	4	+	1	4	0	124	LINE	ENSG00000291062.2	""	TE
chr15	84353994	84353995	chr15_f_c1928[k=1][m=4]	4	+	1	4	0	124	Deep intronic	ENSG00000291062.2	""	Genic
chr15	84358831	84358832	chr15_f_c1929[k=1][m=4]	4	+	1	4	0	124	Deep intronic	ENSG00000291062.2	""	Genic
chr15	84395445	84395446	chr15_f_c1932[k=1][m=4]	4	+	1	4	0	124	Proximal intronic	ENSG00000259570.1	""	Genic
chr15	84444334	84444335	chr15_f_c1934[k=1][m=4]	4	+	1	4	0	124	First intron	ENSG00000259551.2	""	Genic
chr15	84455438	84455439	chr15_f_c1940[k=1][m=4]	4	+	1	4	0	124	LTR/ERV	ENSG00000259551.2	""	TE
chr15	84469237	84469238	chr15_f_c1941[k=1][m=4]	4	+	1	4	0	124	Other exon	ENSG00000259551.2	""	Genic
chr15	84472549	84472550	chr15_f_c1944[k=1][m=4]	4	+	1	4	0	124	Proximal intronic	ENSG00000259551.2	""	Genic
chr15	84477334	84477335	chr15_f_c1945[k=1][m=4]	4	+	1	4	0	124	Deep intronic	ENSG00000259551.2	""	Genic
chr15	84515922	84515923	chr15_f_c1946[k=1][m=4]	4	+	1	4	0	124	TSS-proximal	""	""	Genic
chr15	85211539	85211540	chr15_f_c2044[k=1][m=4]	4	+	1	4	0	124	LINE	ENSG00000291211.2	""	TE
chr15	85211559	85211560	chr15_f_c2045[k=1][m=4]	4	+	1	4	0	124	LINE	ENSG00000291211.2	""	TE
chr15	90544709	90544710	chr15_f_c2230[k=1][m=4]	4	+	1	4	0	124	LINE	ENSG00000140577.18	""	TE
chr16	11940036	11940037	chr16_r_c486[k=1][m=4]	4	-	1	4	0	173	LINE	ENSG00000234719.9	NPIPB2	TE
chr16	11941669	11941670	chr16_r_c487[k=1][m=4]	4	-	1	4	0	173	First intron	ENSG00000234719.9	NPIPB2	Genic
chr1	61260646	61260647	chr1_f_c2674[k=1][m=4]	4	+	1	4	0	287	Alu	ENSG00000162599.19	""	TE
chr16	14717436	14717437	chr16_r_c526[k=1][m=4]	4	-	1	4	0	173	Alu	ENSG00000305462.1	""	TE
chr16	14721264	14721265	chr16_f_c462[k=1][m=4]	4	+	1	4	0	173	Alu	ENSG00000224712.13	NPIPA3	TE
chr16	14756560	14756561	chr16_r_c528[k=1][m=4]	4	-	1	4	0	173	Alu	""	""	TE
chr16	14760384	14760385	chr16_f_c463[k=1][m=4]	4	+	1	4	0	173	Alu	ENSG00000254852.10	""	TE
chr16	14882538	14882539	chr16_f_c488[k=1][m=4]	4	+	1	4	0	173	Deep intronic	ENSG00000103512.17	""	Genic
chr16	14882674	14882675	chr16_f_c489[k=1][m=4]	4	+	1	4	0	173	CDS	ENSG00000103512.17	""	Genic
chr16	14887939	14887940	chr16_f_c492[k=1][m=4]	4	+	1	4	0	173	LINE	ENSG00000103512.17	""	TE
chr16	14890195	14890196	chr16_f_c494[k=1][m=4]	4	+	1	4	0	173	Deep intronic	ENSG00000103512.17	""	Genic
chr16	14890404	14890405	chr16_f_c495[k=1][m=4]	4	+	1	4	0	173	LINE	ENSG00000103512.17	""	TE
chr16	14890488	14890489	chr16_f_c496[k=1][m=4]	4	+	1	4	0	173	LINE	ENSG00000103512.17	""	TE
chr16	14891680	14891681	chr16_f_c498[k=1][m=4]	4	+	1	4	0	173	Other SINE	ENSG00000103512.17	""	TE
chr16	14894542	14894543	chr16_f_c499[k=1][m=4]	4	+	1	4	0	173	Deep intronic	ENSG00000103512.17	""	Genic
chr16	14912848	14912849	chr16_f_c501[k=1][m=4]	4	+	1	4	0	173	First intron	ENSG00000183458.15	PKD1P3	Genic
chr16	14928320	14928321	chr16_f_c505[k=1][m=4]	4	+	1	4	0	173	Proximal intronic	ENSG00000183458.15	PKD1P3	Genic
chr16	14950550	14950551	chr16_f_c511[k=1][m=4]	4	+	1	4	0	173	Proximal intronic	ENSG00000183426.18	""	Genic
chr16	15105816	15105817	chr16_r_c548[k=1][m=4]	4	-	1	4	0	173	Proximal intronic	ENSG00000188599.18	NPIPP1	Genic
chr16	15109360	15109361	chr16_r_c549[k=1][m=4]	4	-	1	4	0	173	Alu	ENSG00000188599.18	NPIPP1	TE
chr16	15113194	15113195	chr16_f_c528[k=1][m=4]	4	+	1	4	0	173	Alu	ENSG00000179889.22	""	TE
chr16	15117677	15117678	chr16_f_c529[k=1][m=4]	4	+	1	4	0	173	Alu	ENSG00000179889.22	""	TE
chr16	15121440	15121441	chr16_r_c550[k=1][m=4]	4	-	1	4	0	173	LINE	ENSG00000188599.18	NPIPP1	TE
chr16	15153405	15153406	chr16_r_c556[k=1][m=4]	4	-	1	4	0	173	First intron	ENSG00000250251.7	PKD1P6	Genic
chr16	16281183	16281184	chr16_f_c610[k=1][m=4]	4	+	1	4	0	173	Proximal intronic	ENSG00000103226.20	""	Genic
chr16	16281319	16281320	chr16_f_c611[k=1][m=4]	4	+	1	4	0	173	CDS	ENSG00000103226.20	""	Genic
chr16	16286586	16286587	chr16_f_c614[k=1][m=4]	4	+	1	4	0	173	LINE	ENSG00000103226.20	""	TE
chr16	16288847	16288848	chr16_f_c615[k=1][m=4]	4	+	1	4	0	173	Deep intronic	ENSG00000103226.20	""	Genic
chr16	16289056	16289057	chr16_f_c616[k=1][m=4]	4	+	1	4	0	173	LINE	ENSG00000103226.20	""	TE
chr16	16289140	16289141	chr16_f_c617[k=1][m=4]	4	+	1	4	0	173	LINE	ENSG00000103226.20	""	TE
chr16	16290331	16290332	chr16_f_c619[k=1][m=4]	4	+	1	4	0	173	Other SINE	ENSG00000103226.20	""	TE
chr16	16293196	16293197	chr16_f_c620[k=1][m=4]	4	+	1	4	0	173	Deep intronic	ENSG00000103226.20	""	Genic
chr16	16311504	16311505	chr16_f_c622[k=1][m=4]	4	+	1	4	0	173	First intron	ENSG00000244257.5	PKD1P1	Genic
chr16	16314226	16314227	chr16_f_c624[k=1][m=4]	4	+	1	4	0	173	Alu	ENSG00000244257.5	PKD1P1	TE
chr16	16326804	16326805	chr16_f_c625[k=1][m=4]	4	+	1	4	0	173	Proximal intronic	ENSG00000244257.5	PKD1P1	Genic
chr16	16345476	16345477	chr16_f_c629[k=1][m=4]	4	+	1	4	0	173	Alu	ENSG00000183889.15	""	TE
chr16	16349027	16349028	chr16_f_c630[k=1][m=4]	4	+	1	4	0	173	Proximal intronic	ENSG00000183889.15	""	Genic
chr16	18341824	18341825	chr16_r_c585[k=1][m=4]	4	-	1	4	0	173	First intron	ENSG00000205746.10	PKD1P4	Genic
chr16	18359649	18359650	chr16_r_c586[k=1][m=4]	4	-	1	4	0	173	Proximal intronic	ENSG00000233024.7	NPIPA9	Genic
chr16	18370764	18370765	chr16_r_c591[k=1][m=4]	4	-	1	4	0	173	LINE	ENSG00000233024.7	NPIPA9	TE
chr16	18418937	18418938	chr16_r_c598[k=1][m=4]	4	-	1	4	0	173	Deep intronic	ENSG00000185164.17	""	Genic
chr16	18421802	18421803	chr16_r_c599[k=1][m=4]	4	-	1	4	0	173	Other SINE	ENSG00000185164.17	""	TE
chr16	18423287	18423288	chr16_r_c603[k=1][m=4]	4	-	1	4	0	173	Deep intronic	ENSG00000185164.17	""	Genic
chr16	18425545	18425546	chr16_r_c605[k=1][m=4]	4	-	1	4	0	173	LINE	ENSG00000185164.17	""	TE
chr16	18430816	18430817	chr16_r_c608[k=1][m=4]	4	-	1	4	0	173	CDS	ENSG00000185164.17	""	Genic
chr16	18430951	18430952	chr16_r_c609[k=1][m=4]	4	-	1	4	0	173	Proximal intronic	ENSG00000185164.17	""	Genic
chr16	18501536	18501537	chr16_r_c611[k=1][m=4]	4	-	1	4	0	173	Deep intronic	ENSG00000185164.17	""	Genic
chr16	18504401	18504402	chr16_r_c612[k=1][m=4]	4	-	1	4	0	173	Other SINE	ENSG00000185164.17	""	TE
chr16	18505886	18505887	chr16_r_c615[k=1][m=4]	4	-	1	4	0	173	Deep intronic	ENSG00000185164.17	""	Genic
chr16	18508081	18508082	chr16_r_c617[k=1][m=4]	4	-	1	4	0	173	LINE	ENSG00000185164.17	""	TE
chr16	18513351	18513352	chr16_r_c620[k=1][m=4]	4	-	1	4	0	173	CDS	ENSG00000185164.17	""	Genic
chr16	18513486	18513487	chr16_r_c621[k=1][m=4]	4	-	1	4	0	173	Deep intronic	ENSG00000185164.17	""	Genic
chr16	18864107	18864108	chr16_r_c684[k=1][m=4]	4	-	1	4	0	173	CDS	ENSG00000157106.19	""	Genic
chr16	18871994	18871995	chr16_r_c687[k=1][m=4]	4	-	1	4	0	173	Proximal intronic	ENSG00000157106.19	""	Genic
chr16	18893232	18893233	chr16_r_c700[k=1][m=4]	4	-	1	4	0	173	Deep intronic	ENSG00000157106.19	""	Genic
chr16	18900519	18900520	chr16_r_c702[k=1][m=4]	4	-	1	4	0	173	First intron	ENSG00000157106.19	""	Genic
chr16	18906095	18906096	chr16_r_c704[k=1][m=4]	4	-	1	4	0	173	First intron	ENSG00000157106.19	""	Genic
chr16	18924077	18924078	chr16_r_c720[k=1][m=4]	4	-	1	4	0	173	First intron	ENSG00000157106.19	""	Genic
chr16	1964542	1964543	chr16_r_c102[k=1][m=4]	4	-	1	4	0	173	CDS	ENSG00000140988.17	""	Genic
chr16	2104700	2104701	chr16_r_c111[k=1][m=4]	4	-	1	4	0	173	Proximal intronic	ENSG00000008710.20	PKD1	Genic
chr16	2131831	2131832	chr16_r_c113[k=1][m=4]	4	-	1	4	0	173	Alu	ENSG00000008710.20	PKD1	TE
chr16	2134560	2134561	chr16_r_c115[k=1][m=4]	4	-	1	4	0	173	Other SINE	ENSG00000008710.20	PKD1	TE
chr16	21426572	21426573	chr16_r_c758[k=1][m=4]	4	-	1	4	0	173	Deep intronic	""	""	Genic
chr16	21430874	21430875	chr16_r_c762[k=1][m=4]	4	-	1	4	0	173	Deep intronic	""	""	Genic
chr16	21432569	21432570	chr16_r_c765[k=1][m=4]	4	-	1	4	0	173	Alu	""	""	TE
chr16	21433272	21433273	chr16_r_c766[k=1][m=4]	4	-	1	4	0	173	Deep intronic	""	""	Genic
chr16	21434934	21434935	chr16_r_c774[k=1][m=4]	4	-	1	4	0	173	Alu	""	""	TE
chr16	21435957	21435958	chr16_r_c776[k=1][m=4]	4	-	1	4	0	173	Alu	""	""	TE
chr16	21441446	21441447	chr16_r_c793[k=1][m=4]	4	-	1	4	0	173	Deep intronic	""	""	Genic
chr16	21453037	21453038	chr16_r_c802[k=1][m=4]	4	-	1	4	0	173	Other exon	ENSG00000180747.16	SMG1P3	Genic
chr16	21459590	21459591	chr16_r_c809[k=1][m=4]	4	-	1	4	0	173	Proximal intronic	ENSG00000180747.16	SMG1P3	Genic
chr16	21465221	21465222	chr16_r_c814[k=1][m=4]	4	-	1	4	0	173	LINE	ENSG00000180747.16	SMG1P3	TE
chr16	21466424	21466425	chr16_r_c816[k=1][m=4]	4	-	1	4	0	173	Alu	ENSG00000180747.16	SMG1P3	TE
chr16	21470844	21470845	chr16_r_c820[k=1][m=4]	4	-	1	4	0	173	Deep intronic	ENSG00000180747.16	SMG1P3	Genic
chr16	21477728	21477729	chr16_r_c826[k=1][m=4]	4	-	1	4	0	173	Alu	ENSG00000180747.16	SMG1P3	TE
chr16	21488091	21488092	chr16_r_c833[k=1][m=4]	4	-	1	4	0	173	First intron	ENSG00000180747.16	SMG1P3	Genic
chr16	21490144	21490145	chr16_r_c834[k=1][m=4]	4	-	1	4	0	173	Alu	ENSG00000180747.16	SMG1P3	TE
chr16	21493664	21493665	chr16_r_c836[k=1][m=4]	4	-	1	4	0	173	First intron	ENSG00000180747.16	SMG1P3	Genic
chr16	21500558	21500559	chr16_r_c850[k=1][m=4]	4	-	1	4	0	173	First intron	ENSG00000180747.16	SMG1P3	Genic
chr16	21851599	21851600	chr16_r_c891[k=1][m=4]	4	-	1	4	0	173	Deep intronic	ENSG00000185864.21	""	Genic
chr16	21864653	21864654	chr16_r_c909[k=1][m=4]	4	-	1	4	0	173	5'UTR	ENSG00000185864.21	""	Genic
chr16	21864845	21864846	chr16_r_c910[k=1][m=4]	4	-	1	4	0	173	Alu	""	""	TE
chr16	21865552	21865553	chr16_r_c911[k=1][m=4]	4	-	1	4	0	173	TSS-proximal	""	""	Genic
chr16	21866912	21866913	chr16_r_c915[k=1][m=4]	4	-	1	4	0	173	LTR/ERV	""	""	TE
chr16	21873710	21873711	chr16_r_c935[k=1][m=4]	4	-	1	4	0	173	Deep intronic	""	""	Genic
chr16	21877325	21877326	chr16_r_c940[k=1][m=4]	4	-	1	4	0	173	Deep intronic	""	""	Genic
chr16	21885279	21885280	chr16_r_c947[k=1][m=4]	4	-	1	4	0	173	Other exon	ENSG00000185710.10	SMG1P4	Genic
chr16	21891402	21891403	chr16_r_c953[k=1][m=4]	4	-	1	4	0	173	Proximal intronic	ENSG00000185710.10	SMG1P4	Genic
chr16	21897020	21897021	chr16_r_c956[k=1][m=4]	4	-	1	4	0	173	LINE	ENSG00000185710.10	SMG1P4	TE
chr16	21902639	21902640	chr16_r_c962[k=1][m=4]	4	-	1	4	0	173	Deep intronic	ENSG00000185710.10	SMG1P4	Genic
chr16	21909521	21909522	chr16_r_c967[k=1][m=4]	4	-	1	4	0	173	Alu	ENSG00000185710.10	SMG1P4	TE
chr16	21919578	21919579	chr16_r_c974[k=1][m=4]	4	-	1	4	0	173	TSS-proximal	""	""	Genic
chr16	21921634	21921635	chr16_r_c975[k=1][m=4]	4	-	1	4	0	173	Alu	""	""	TE
chr16	21925154	21925155	chr16_r_c977[k=1][m=4]	4	-	1	4	0	173	Deep intronic	""	""	Genic
chr16	21931385	21931386	chr16_r_c991[k=1][m=4]	4	-	1	4	0	173	Deep intronic	""	""	Genic
chr16	21932053	21932054	chr16_r_c992[k=1][m=4]	4	-	1	4	0	173	Deep intronic	""	""	Genic
chr16	22439349	22439350	chr16_f_c780[k=1][m=4]	4	+	1	4	0	173	First intron	ENSG00000237296.12	SMG1P1	Genic
chr16	22445568	22445569	chr16_f_c795[k=1][m=4]	4	+	1	4	0	173	First intron	ENSG00000237296.12	SMG1P1	Genic
chr16	22449084	22449085	chr16_f_c797[k=1][m=4]	4	+	1	4	0	173	Alu	ENSG00000237296.12	SMG1P1	TE
chr16	22451142	22451143	chr16_f_c798[k=1][m=4]	4	+	1	4	0	173	First intron	ENSG00000237296.12	SMG1P1	Genic
chr16	22468093	22468094	chr16_f_c813[k=1][m=4]	4	+	1	4	0	173	Deep intronic	ENSG00000237296.12	SMG1P1	Genic
chr16	22485864	22485865	chr16_f_c826[k=1][m=4]	4	+	1	4	0	173	Other exon	ENSG00000237296.12	SMG1P1	Genic
chr16	22493837	22493838	chr16_f_c830[k=1][m=4]	4	+	1	4	0	173	Deep intronic	""	""	Genic
