chr	start	end	name	score	strand	tagNumber(k)	mutationFreq(m)	FDR	count(>=m,k)	annotation	gene	external_gene_name	grouped_annotation
chr1	223863586	223863587	chr1_r_c441[k=33][m=4]	4	-	33	4	0	1	Deep intronic	""	""	Genic
chr21	8438055	8438056	chr21_f_c81[k=48][m=4]	4	+	48	4	0	1	Deep intronic	ENSG00000280441.4	""	Genic
chr11	2130528	2130529	chr11_r_c2[k=51][m=4]	4	-	51	4	0	1	3'UTR	ENSG00000167244.22	IGF2	Genic
chr21	8438045	8438046	chr21_f_c78[k=53][m=4]	4	+	53	4	0	1	Deep intronic	ENSG00000280441.4	""	Genic
chr15	66503260	66503261	chr15_r_c82[k=64][m=4]	4	-	64	4	0	1	First intron	ENSG00000174444.16	""	Genic
chrM	2456	2457	chrM_f_c22[k=69][m=4]	4	+	69	4	0	1	Other exon	ENSG00000210082.2	MT-RNR2	Genic
chr2	54668708	54668709	chr2_f_c70[k=88][m=4]	4	+	88	4	0	1	3'UTR	ENSG00000115306.18	""	Genic
chr9	6835729	6835730	chr9_f_c13[k=102][m=4]	4	+	102	4	0	1	Deep intronic	ENSG00000107077.22	""	Genic
chr17	28723720	28723721	chr17_f_c45[k=144][m=4]	4	+	144	4	0	1	Proximal intronic	ENSG00000198242.15	""	Genic
chr5	80299535	80299536	chr5_r_c138[k=144][m=4]	4	-	144	4	0	1	Deep intronic	""	""	Genic
chr21	8393850	8393851	chr21_f_c46[k=157][m=4]	4	+	157	4	0	1	Deep intronic	ENSG00000280441.4	""	Genic
chr1	30949143	30949144	chr1_r_c71[k=183][m=4]	4	-	183	4	0	1	Deep intronic	ENSG00000134644.17	""	Genic
chr1	30935714	30935715	chr1_r_c68[k=184][m=4]	4	-	184	4	0	1	Deep intronic	ENSG00000134644.17	""	Genic
chr15	66501283	66501284	chr15_r_c76[k=189][m=4]	4	-	189	4	0	1	First intron	ENSG00000174444.16	""	Genic
chr9	133350879	133350880	chr9_f_c178[k=190][m=4]	4	+	190	4	0	1	Proximal intronic	ENSG00000148303.18	""	Genic
chr15	66502054	66502055	chr15_r_c80[k=191][m=4]	4	-	191	4	0	1	First intron	ENSG00000174444.16	""	Genic
chr5	94569484	94569485	chr5_r_c191[k=260][m=4]	4	-	260	4	0	1	First intron	ENSG00000185261.16	KIAA0825	Genic
chr9	131485733	131485734	chr9_f_c164[k=339][m=4]	4	+	339	4	0	1	Deep intronic	ENSG00000235284.1	SNORD62A	Genic
chr9	131490554	131490555	chr9_f_c166[k=340][m=4]	4	+	340	4	0	1	Deep intronic	ENSG00000231587.1	SNORD62B	Genic
chr11	62854656	62854657	chr11_r_c133[k=428][m=4]	4	-	428	4	0	1	Proximal intronic	ENSG00000255717.10	SNHG1	Genic
chr11	62855591	62855592	chr11_r_c142[k=484][m=4]	4	-	484	4	0	1	First intron	ENSG00000255717.10	SNHG1	Genic
chr7	5527623	5527624	chr7_r_c7[k=684][m=4]	4	-	684	4	0	1	3'UTR	ENSG00000075624.18	""	Genic
chr7	5527606	5527607	chr7_r_c6[k=712][m=4]	4	-	712	4	0	1	3'UTR	ENSG00000075624.18	""	Genic
chr8	66922505	66922506	chr8_r_c58[k=913][m=4]	4	-	913	4	0	1	Proximal intronic	ENSG00000245910.10	SNHG6	Genic
