chr	start	end	name	score	strand	NormedTC_SRR32609679	NormedTC_SRR32609680	NormedTC_SRR32609681	NormedTC_SRR32609682	NormedTC_SRR32609683	NormedTC_SRR37853278	NormedTC_SRR37853279	NormedTC_SRR37853280	NormedTC_HNRNPC_WT	BC_HNRNPC_WT	annotation	gene	external_gene_name	grouped_annotation
chr1	180480852	180480872	chr1-2674	18	-	0	3.8207	2.464	0	0	9.8257	3.1005	0	19.2109	4	Alu	ENSG00000230124.9	""	TE
chr1	180481252	180481272	chr1-2675	18	-	3.6473	0	0	2.7469	13.6848	0	0	0	20.079	3	First intron	ENSG00000230124.9	""	Genic
chr1	180496848	180496868	chr1-2676	18	-	1.2158	0	0	2.7469	0	6.5505	6.201	0	16.7141	4	Other SINE	ENSG00000230124.9	""	TE
chr1	182845411	182845431	chr1-728	28.9	+	2.4315	0	2.464	2.7469	0	6.5505	3.1005	6.6937	23.9871	6	LINE	ENSG00000135829.18	""	TE
chr1	182848291	182848311	chr1-1628	21.7	+	3.6473	3.8207	4.928	0	0	6.5505	3.1005	0	22.0469	5	Deep intronic	ENSG00000135829.18	""	Genic
chr1	182855237	182855257	chr1-544	32.5	+	1.2158	11.4621	7.392	0	13.6848	3.2752	3.1005	6.6937	46.8239	7	Deep intronic	ENSG00000135829.18	""	Genic
chr1	182855899	182855919	chr1-405	32.5	+	3.6473	3.8207	2.464	5.4939	0	3.2752	9.3015	6.6937	34.6962	7	Deep intronic	ENSG00000135829.18	""	Genic
chr1	182856414	182856434	chr1-2681	18	+	0	7.6414	7.392	0	0	0	3.1005	0	18.1339	3	Proximal intronic	ENSG00000135829.18	""	Genic
chr1	182879901	182879921	chr1-2685	18	+	2.4315	0	0	2.7469	13.6848	3.2752	0	0	22.1384	4	Alu	ENSG00000135829.18	""	TE
chr1	183032467	183032487	chr1-4961	14.4	+	0	0	0	0	13.6848	6.5505	3.1005	0	23.3357	3	First intron	ENSG00000135862.7	""	Genic
chr1	183036580	183036600	chr1-2687	18	+	1.2158	3.8207	2.464	0	27.3695	0	0	0	34.8699	4	Alu	ENSG00000135862.7	""	TE
chr1	183053591	183053611	chr1-4963	14.4	+	2.4315	0	0	0	13.6848	0	3.1005	0	19.2168	3	First intron	ENSG00000135862.7	""	Genic
chr1	183493895	183493915	chr1-4966	14.4	+	0	0	0	0	0	3.2752	9.3015	6.6937	19.2704	3	LINE	ENSG00000116698.23	""	TE
chr1	184730243	184730263	chr1-2691	18	-	1.2158	0	0	5.4939	13.6848	0	6.201	0	26.5954	4	LINE	ENSG00000116406.21	""	TE
chr1	185140802	185140822	chr1-1633	21.7	-	0	3.8207	0	2.7469	0	0	9.3015	6.6937	22.5628	4	Alu	ENSG00000121486.13	""	TE
chr1	185305187	185305207	chr1-246	43.3	-	2.4315	0	2.464	2.7469	0	6.5505	18.603	0	32.7959	5	Deep intronic	ENSG00000116679.18	""	Genic
chr1	185305799	185305819	chr1-406	36.1	-	1.2158	3.8207	9.856	5.4939	13.6848	9.8257	3.1005	0	46.9972	7	Satellite/LC	ENSG00000116679.18	""	TE
chr1	186356648	186356668	chr1-190	39.7	-	7.2945	3.8207	2.464	8.2408	0	13.1009	3.1005	6.6937	44.7151	7	Proximal intronic	ENSG00000047410.14	TPR	Genic
chr1	186372362	186372382	chr1-545	32.5	-	1.2158	0	2.464	0	13.6848	3.2752	12.402	6.6937	39.7354	6	Alu	ENSG00000047410.14	TPR	TE
chr1	186399385	186399405	chr1-2697	18	+	1.2158	0	0	0	0	3.2752	0	20.081	24.572	3	Alu	ENSG00000157181.17	""	TE
chr1	186402582	186402602	chr1-1054	25.3	+	2.4315	0	0	2.7469	0	6.5505	0	13.3873	25.1162	4	Alu	ENSG00000157181.17	""	TE
chr1	188473554	188473574	chr1-1055	18	-	1.2158	0	0	0	0	13.1009	3.1005	13.3873	30.8045	4	Alu	""	""	TE
chr1	188804673	188804693	chr1-1056	43.3	-	8.5103	0	2.464	2.7469	0	6.5505	0	6.6937	26.9653	5	Deep intronic	""	""	Genic
chr1	192985596	192985616	chr1-4981	14.4	-	0	0	0	0	0	0	0	26.7747	26.7747	1	LINE	ENSG00000285280.3	""	TE
chr1	193015168	193015188	chr1-1636	21.7	-	2.4315	0	0	5.4939	0	3.2752	6.201	0	17.4016	4	3'UTR	ENSG00000116750.15	""	Genic
chr1	193021328	193021348	chr1-1058	25.3	-	2.4315	7.6414	2.464	0	0	3.2752	0	6.6937	22.5058	5	Deep intronic	ENSG00000116750.15	""	Genic
chr1	193026686	193026706	chr1-102	61.4	-	12.1575	3.8207	0	0	0	13.1009	12.402	6.6937	48.1748	5	LINE	ENSG00000116750.15	""	TE
chr1	193026824	193026844	chr1-158	54.1	-	6.0788	7.6414	7.392	0	0	9.8257	9.3015	13.3873	53.6266	6	LINE	ENSG00000116750.15	""	TE
chr1	193038636	193038656	chr1-729	28.9	-	2.4315	7.6414	2.464	5.4939	27.3695	0	3.1005	0	48.5008	6	LINE	ENSG00000116750.15	""	TE
chr1	193049745	193049765	chr1-247	39.7	-	2.4315	15.2827	2.464	5.4939	0	6.5505	6.201	13.3873	51.8109	7	CDS	ENSG00000116750.15	""	Genic
chr1	193067499	193067519	chr1-730	28.9	+	4.863	0	0	0	0	16.3761	0	0	21.2392	2	First intron	ENSG00000116747.14	""	Genic
chr1	193070548	193070568	chr1-4994	14.4	+	0	11.4621	0	0	0	0	6.201	0	17.6631	2	First intron	ENSG00000116747.14	""	Genic
chr1	193071694	193071714	chr1-1639	21.7	+	0	0	4.928	0	0	3.2752	6.201	6.6937	21.0979	4	First intron	ENSG00000116747.14	""	Genic
chr1	193085828	193085848	chr1-1640	32.5	+	4.863	0	7.392	5.4939	13.6848	0	0	6.6937	38.1273	5	3'UTR	ENSG00000116747.14	""	Genic
chr1	193086451	193086471	chr1-1060	25.3	+	2.4315	3.8207	0	8.2408	0	0	3.1005	0	17.5935	4	3'UTR	ENSG00000116747.14	""	Genic
chr1	193144821	193144841	chr1-407	36.1	+	4.863	0	7.392	0	0	9.8257	0	0	22.0807	3	Deep intronic	ENSG00000134371.16	""	Genic
chr1	193159124	193159144	chr1-1062	25.3	+	2.4315	3.8207	0	8.2408	0	3.2752	3.1005	0	20.8687	5	Deep intronic	ENSG00000134371.16	""	Genic
chr1	193172332	193172352	chr1-4998	14.4	+	2.4315	0	0	0	0	3.2752	0	13.3873	19.0941	3	Deep intronic	ENSG00000134371.16	""	Genic
chr1	196568274	196568294	chr1-5007	14.4	-	3.6473	0	0	0	13.6848	0	0	0	17.332	2	First intron	ENSG00000162687.19	KCNT2	Genic
chr1	197088268	197088288	chr1-1643	21.7	-	4.863	7.6414	2.464	0	0	9.8257	0	0	24.7941	4	CDS	ENSG00000066279.20	""	Genic
chr1	197117318	197117338	chr1-1644	21.7	-	1.2158	3.8207	2.464	10.9878	0	0	0	0	18.4882	4	Deep intronic	ENSG00000066279.20	""	Genic
chr1	198160892	198160912	chr1-2714	18	+	2.4315	0	2.464	0	0	0	0	13.3873	18.2828	3	First intron	ENSG00000151414.16	""	Genic
chr1	199563384	199563404	chr1-546	32.5	-	0	0	0	0	0	3.2752	15.5025	20.081	38.8587	3	Alu	""	""	TE
chr1	200791165	200791185	chr1-1063	25.3	+	2.4315	0	0	0	0	6.5505	6.201	6.6937	21.8766	4	LINE	ENSG00000118200.17	""	TE
chr1	201832213	201832233	chr1-1064	25.3	+	2.4315	0	0	0	0	6.5505	9.3015	0	18.2835	3	3'UTR-distal	ENSG00000198700.11	""	Genic
chr1	201832436	201832456	chr1-2716	18	+	0	0	0	0	0	9.8257	3.1005	6.6937	19.6198	3	3'UTR-distal	ENSG00000198700.11	""	Genic
chr1	201851467	201851487	chr1-159	50.5	+	8.5103	3.8207	4.928	0	13.6848	6.5505	6.201	0	43.6952	6	First intron	ENSG00000198700.11	""	Genic
chr1	201867696	201867716	chr1-1065	25.3	+	4.863	0	0	2.7469	0	3.2752	0	6.6937	17.5788	4	Deep intronic	ENSG00000198700.11	""	Genic
chr1	201876798	201876818	chr1-408	39.7	+	8.5103	0	0	0	27.3695	0	9.3015	0	45.1813	3	3'UTR	ENSG00000198700.11	""	Genic
chr1	201877595	201877615	chr1-5022	14.4	+	1.2158	3.8207	2.464	2.7469	0	3.2752	0	6.6937	20.2163	6	3'UTR	ENSG00000198700.11	""	Genic
chr1	201882550	201882570	chr1-409	39.7	+	1.2158	0	4.928	5.4939	0	13.1009	6.201	0	30.9395	5	3'UTR	ENSG00000198700.11	""	Genic
chr1	201931882	201931902	chr1-5023	14.4	-	0	7.6414	0	0	13.6848	3.2752	0	0	24.6014	3	Alu	ENSG00000163431.15	""	TE
chr1	201967905	201967925	chr1-5030	14.4	+	0	0	2.464	0	0	0	9.3015	6.6937	18.4591	3	Deep intronic	ENSG00000134375.12	""	Genic
chr1	201969634	201969654	chr1-5031	14.4	+	1.2158	0	0	2.7469	0	0	0	13.3873	17.35	3	3'UTR	ENSG00000134375.12	""	Genic
chr1	201995259	201995279	chr1-1067	25.3	+	2.4315	7.6414	2.464	0	0	0	6.201	6.6937	25.4315	5	Deep intronic	ENSG00000176393.12	""	Genic
chr1	202332588	202332608	chr1-731	28.9	-	3.6473	3.8207	2.464	2.7469	13.6848	3.2752	0	0	29.6389	6	Deep intronic	ENSG00000077152.13	""	Genic
chr1	202339860	202339880	chr1-1646	21.7	-	1.2158	0	0	2.7469	0	6.5505	6.201	0	16.7141	4	Alu	ENSG00000077152.13	""	TE
chr1	202340031	202340051	chr1-1647	25.3	-	1.2158	7.6414	2.464	0	0	0	9.3015	0	20.6226	4	Alu	ENSG00000077152.13	""	TE
chr1	202764798	202764818	chr1-5036	14.4	-	0	3.8207	0	0	13.6848	0	6.201	0	23.7064	3	Alu	ENSG00000117139.19	""	TE
chr1	202784992	202785012	chr1-2719	18	-	1.2158	0	0	0	0	0	9.3015	6.6937	17.2109	3	Alu	ENSG00000117139.19	""	TE
chr1	202804948	202804968	chr1-2720	18	-	1.2158	0	0	0	0	0	9.3015	6.6937	17.2109	3	First intron	ENSG00000117139.19	""	Genic
chr1	202876858	202876878	chr1-1648	25.3	-	2.4315	0	0	0	13.6848	6.5505	3.1005	13.3873	39.1545	5	3'UTR-distal	""	""	Genic
chr1	203011123	203011143	chr1-5038	14.4	+	0	0	2.464	0	13.6848	0	6.201	0	22.3497	3	LINE	ENSG00000163444.13	""	TE
chr1	203800707	203800727	chr1-5042	14.4	+	2.4315	0	0	2.7469	13.6848	0	0	0	18.8632	3	3'UTR	ENSG00000058673.17	ZC3H11A	Genic
chr1	203801829	203801849	chr1-160	50.5	+	7.2945	7.6414	12.32	16.4817	0	0	0	0	43.7375	4	3'UTR	ENSG00000058673.17	ZC3H11A	Genic
chr1	203802629	203802649	chr1-92	68.6	+	4.863	7.6414	14.784	5.4939	0	6.5505	12.402	0	51.7347	6	3'UTR	ENSG00000058673.17	ZC3H11A	Genic
chr1	203802873	203802893	chr1-191	39.7	+	3.6473	3.8207	2.464	0	13.6848	9.8257	3.1005	26.7747	63.3175	7	3'UTR	ENSG00000058673.17	ZC3H11A	Genic
chr1	203803781	203803801	chr1-1072	25.3	+	1.2158	0	2.464	2.7469	0	3.2752	9.3015	0	19.0034	5	Alu	ENSG00000058673.17	ZC3H11A	TE
chr1	203806484	203806504	chr1-732	25.3	+	0	0	0	0	0	9.8257	9.3015	13.3873	32.5145	3	Alu	ENSG00000058673.17	ZC3H11A	TE
chr1	203806621	203806641	chr1-1073	25.3	+	1.2158	3.8207	0	0	0	9.8257	6.201	6.6937	27.7568	5	First intron	ENSG00000058673.17	ZC3H11A	Genic
chr1	203806846	203806866	chr1-410	36.1	+	0	3.8207	4.928	0	0	9.8257	18.603	0	37.1773	4	Satellite/LC	ENSG00000058673.17	ZC3H11A	TE
chr1	203808835	203808855	chr1-1650	21.7	+	1.2158	3.8207	2.464	2.7469	0	3.2752	6.201	0	19.7236	6	Alu	ENSG00000058673.17	ZC3H11A	TE
chr1	203811829	203811849	chr1-5047	14.4	+	0	0	0	0	0	0	0	26.7747	26.7747	1	Alu	ENSG00000058673.17	ZC3H11A	TE
chr1	203841201	203841221	chr1-1652	21.7	+	1.2158	0	0	0	0	9.8257	6.201	6.6937	23.9361	4	Deep intronic	ENSG00000058673.17	ZC3H11A	Genic
chr1	203843511	203843531	chr1-2729	18	+	0	3.8207	4.928	0	0	0	9.3015	0	18.0502	3	Deep intronic	ENSG00000058673.17	ZC3H11A	Genic
chr1	203869486	203869506	chr1-1074	21.7	+	3.6473	0	0	0	0	9.8257	0	13.3873	26.8603	3	Alu	ENSG00000182004.14	""	TE
chr1	204392123	204392143	chr1-2731	18	-	1.2158	0	0	0	0	9.8257	0	6.6937	17.7351	3	3'UTR-distal	""	""	Genic
chr1	204396326	204396346	chr1-1075	25.3	-	0	0	0	0	0	9.8257	3.1005	20.081	33.0072	3	3'UTR-distal	""	""	Genic
chr1	204397882	204397902	chr1-1076	25.3	-	1.2158	0	0	0	0	3.2752	9.3015	20.081	33.8735	4	3'UTR-distal	""	""	Genic
chr1	204398547	204398567	chr1-2733	21.7	-	2.4315	3.8207	0	2.7469	13.6848	3.2752	0	0	25.9591	5	3'UTR-distal	""	""	Genic
chr1	204399254	204399274	chr1-2734	18	-	2.4315	0	0	0	0	9.8257	6.201	6.6937	25.1519	4	3'UTR	ENSG00000158615.10	PPP1R15B	Genic
chr1	204405848	204405868	chr1-547	32.5	-	7.2945	0	4.928	0	0	6.5505	6.201	0	24.974	4	3'UTR	ENSG00000158615.10	PPP1R15B	Genic
chr1	204405941	204405961	chr1-69	72.2	-	12.1575	22.9241	9.856	5.4939	0	3.2752	0	0	53.7067	5	3'UTR	ENSG00000158615.10	PPP1R15B	Genic
chr1	204506566	204506586	chr1-161	108.3	+	9.726	15.2827	12.32	21.9755	27.3695	6.5505	9.3015	0	102.5257	7	tRNA*	""	""	ncRNA
chr1	204507045	204507065	chr1-1654	25.3	-	1.2158	3.8207	7.392	2.7469	0	3.2752	3.1005	0	21.5511	6	tRNA*	""	""	ncRNA
chr1	204533525	204533545	chr1-548	32.5	+	2.4315	3.8207	0	0	13.6848	9.8257	9.3015	0	39.0641	5	Alu	ENSG00000198625.16	""	TE
chr1	204533705	204533725	chr1-248	43.3	+	7.2945	3.8207	2.464	2.7469	0	6.5505	6.201	6.6937	35.7713	7	Deep intronic	ENSG00000198625.16	""	Genic
chr1	204534119	204534139	chr1-314	36.1	+	2.4315	0	7.392	10.9878	0	9.8257	0	0	30.6369	4	Deep intronic	ENSG00000198625.16	""	Genic
chr1	204534808	204534828	chr1-192	43.3	+	3.6473	3.8207	12.32	10.9878	13.6848	0	0	0	44.4604	5	LINE	ENSG00000198625.16	""	TE
chr1	204536970	204536990	chr1-551	32.5	+	2.4315	3.8207	7.392	5.4939	13.6848	9.8257	0	6.6937	49.3422	7	3'UTR	ENSG00000198625.16	""	Genic
chr1	204549665	204549685	chr1-193	39.7	+	2.4315	7.6414	2.464	5.4939	0	9.8257	6.201	13.3873	47.4448	7	3'UTR	ENSG00000198625.16	""	Genic
chr1	204550489	204550509	chr1-249	43.3	+	8.5103	7.6414	4.928	10.9878	0	6.5505	6.201	0	44.8189	6	3'UTR	ENSG00000198625.16	""	Genic
chr1	204550838	204550858	chr1-30	140.8	+	10.9418	3.8207	2.464	8.2408	13.6848	19.6514	55.8089	26.7747	141.387	8	3'UTR	ENSG00000198625.16	""	Genic
chr1	204551487	204551507	chr1-5	292.4	+	4.863	0	14.784	5.4939	0	121.1835	83.7134	80.324	310.3617	6	3'UTR	ENSG00000198625.16	""	Genic
chr1	204552887	204552907	chr1-738	28.9	+	2.4315	0	4.928	2.7469	0	0	9.3015	0	19.4079	4	3'UTR	ENSG00000198625.16	""	Genic
chr1	204554472	204554492	chr1-1082	25.3	+	0	11.4621	2.464	0	0	0	9.3015	0	23.2275	3	3'UTR	ENSG00000198625.16	""	Genic
chr1	204555050	204555070	chr1-1083	25.3	+	1.2158	0	7.392	0	13.6848	6.5505	6.201	0	35.0439	5	3'UTR	ENSG00000198625.16	""	Genic
chr1	204555934	204555954	chr1-162	50.5	+	2.4315	3.8207	17.248	10.9878	0	3.2752	0	0	37.7632	5	3'UTR	ENSG00000198625.16	""	Genic
chr1	204562456	204562476	chr1-1084	25.3	-	2.4315	11.4621	0	0	0	9.8257	3.1005	13.3873	40.2071	5	Other exon	ENSG00000200408.1	RNA5SP74	Genic
chr1	205094129	205094149	chr1-2749	14.4	-	3.6473	0	0	0	0	6.5505	0	6.6937	16.8914	3	First intron	ENSG00000117222.15	""	Genic
chr1	205104662	205104682	chr1-5082	14.4	-	0	0	0	0	0	3.2752	0	20.081	23.3562	2	Alu	ENSG00000117222.15	""	TE
chr1	205612867	205612887	chr1-739	25.3	-	6.0788	3.8207	0	2.7469	0	3.2752	3.1005	0	19.0221	5	3'UTR	ENSG00000158711.15	""	Genic
chr1	205613057	205613077	chr1-1085	28.9	-	4.863	7.6414	0	2.7469	0	0	3.1005	0	18.3518	4	3'UTR	ENSG00000158711.15	""	Genic
chr1	205615458	205615478	chr1-1664	21.7	-	3.6473	3.8207	2.464	0	0	0	3.1005	6.6937	19.7261	5	3'UTR	ENSG00000158711.15	""	Genic
chr1	205630081	205630101	chr1-1665	21.7	-	0	0	0	0	13.6848	3.2752	12.402	0	29.362	3	First intron	ENSG00000158711.15	""	Genic
chr1	205714487	205714507	chr1-411	36.1	-	1.2158	3.8207	4.928	16.4817	0	6.5505	0	0	32.9965	5	3'UTR	ENSG00000069275.14	""	Genic
chr1	205716592	205716612	chr1-552	39.7	-	7.2945	0	0	5.4939	27.3695	6.5505	0	0	46.7084	4	3'UTR	ENSG00000069275.14	""	Genic
chr1	205717945	205717965	chr1-163	50.5	-	6.0788	0	4.928	2.7469	13.6848	0	12.402	13.3873	53.2278	6	3'UTR	ENSG00000069275.14	""	Genic
chr1	205724863	205724883	chr1-2755	18	-	1.2158	7.6414	2.464	0	0	6.5505	0	0	17.8716	4	First intron	ENSG00000069275.14	""	Genic
chr1	205741399	205741419	chr1-1087	21.7	-	1.2158	3.8207	2.464	8.2408	0	3.2752	0	0	19.0165	5	First intron	ENSG00000069275.14	""	Genic
chr1	205742498	205742518	chr1-412	36.1	-	3.6473	3.8207	2.464	0	0	13.1009	9.3015	0	32.3343	5	First intron	ENSG00000069275.14	""	Genic
chr1	205745031	205745051	chr1-1088	25.3	-	2.4315	0	2.464	5.4939	0	3.2752	0	6.6937	20.3583	5	First intron	ENSG00000069275.14	""	Genic
chr1	205745795	205745815	chr1-740	28.9	-	2.4315	15.2827	2.464	10.9878	0	6.5505	3.1005	0	40.817	6	Other SINE	ENSG00000069275.14	""	TE
chr1	205747542	205747562	chr1-553	32.5	-	6.0788	3.8207	0	5.4939	0	6.5505	0	6.6937	28.6375	5	First intron	ENSG00000069275.14	""	Genic
chr1	205748105	205748125	chr1-554	39.7	-	6.0788	3.8207	2.464	5.4939	0	0	6.201	13.3873	37.4457	6	First intron	ENSG00000069275.14	""	Genic
chr1	205748465	205748485	chr1-316	39.7	-	3.6473	3.8207	2.464	10.9878	0	0	3.1005	6.6937	30.7139	6	First intron	ENSG00000069275.14	""	Genic
chr1	205749905	205749925	chr1-5101	14.4	-	0	3.8207	2.464	0	0	0	3.1005	13.3873	22.7725	4	First intron	ENSG00000069275.14	""	Genic
chr1	205821227	205821247	chr1-1092	21.7	+	2.4315	15.2827	0	0	0	3.2752	0	0	20.9895	3	Alu	ENSG00000286619.1	PM20D1-AS1	TE
chr1	205829207	205829227	chr1-1093	25.3	+	3.6473	0	0	0	0	6.5505	6.201	0	16.3987	3	Alu	ENSG00000286619.1	PM20D1-AS1	TE
chr1	205866322	205866342	chr1-2760	18	+	2.4315	3.8207	0	0	0	3.2752	3.1005	6.6937	19.3216	5	LTR/ERV	ENSG00000286619.1	PM20D1-AS1	TE
chr1	206606760	206606780	chr1-116	57.8	-	4.863	3.8207	0	2.7469	13.6848	6.5505	21.7035	26.7747	80.144	7	Deep intronic	ENSG00000143486.17	""	Genic
chr1	207047827	207047847	chr1-741	28.9	-	3.6473	0	7.392	0	0	6.5505	3.1005	6.6937	27.3839	5	3'UTR	ENSG00000180667.11	YOD1	Genic
chr1	207760066	207760086	chr1-742	28.9	+	2.4315	7.6414	0	0	0	16.3761	0	13.3873	39.8364	4	Alu	ENSG00000117335.22	""	TE
chr1	207767112	207767132	chr1-556	25.3	+	7.2945	3.8207	0	5.4939	13.6848	3.2752	0	6.6937	40.2627	6	CDS	ENSG00000117335.22	""	Genic
chr1	207767453	207767473	chr1-317	39.7	+	4.863	11.4621	9.856	5.4939	0	3.2752	0	0	34.9502	5	Deep intronic	ENSG00000117335.22	""	Genic
chr1	207767507	207767527	chr1-743	28.9	+	3.6473	7.6414	7.392	5.4939	0	0	6.201	6.6937	37.0692	6	Deep intronic	ENSG00000117335.22	""	Genic
chr1	207794230	207794250	chr1-557	32.5	+	6.0788	0	2.464	2.7469	0	3.2752	3.1005	20.081	37.7464	6	3'UTR	ENSG00000117335.22	""	Genic
chr1	207857586	207857606	chr1-1671	21.7	-	0	3.8207	0	0	0	3.2752	12.402	0	19.4979	3	Deep intronic	ENSG00000203709.15	MIR29B2CHG	Genic
chr1	209851953	209851973	chr1-5119	14.4	+	0	0	0	8.2408	13.6848	0	0	0	21.9256	2	3'UTR	ENSG00000117597.19	""	Genic
chr1	210283581	210283601	chr1-5121	14.4	+	0	0	0	0	0	3.2752	0	20.081	23.3562	2	Alu	""	""	TE
chr1	210374201	210374221	chr1-36	216.6	-	42.5514	38.2069	29.5679	32.9633	41.0543	9.8257	3.1005	20.081	217.3509	8	Other exon	ENSG00000200972.1	RNU5A-8P	Genic
chr1	211085935	211085955	chr1-413	83	-	18.2363	3.8207	0	0	0	6.5505	0	33.4683	62.0758	4	Deep intronic	ENSG00000143473.15	""	Genic
chr1	211265965	211265985	chr1-1673	25.3	+	2.4315	0	2.464	0	0	3.2752	9.3015	6.6937	24.1659	5	First intron	ENSG00000117625.15	""	Genic
chr1	211277175	211277195	chr1-194	46.9	+	4.863	7.6414	4.928	0	0	13.1009	3.1005	0	33.6338	5	Satellite/LC	ENSG00000117625.15	""	TE
chr1	211973626	211973646	chr1-2766	18	-	0	0	0	2.7469	13.6848	3.2752	3.1005	6.6937	29.5011	5	Deep intronic	ENSG00000143493.14	""	Genic
chr1	212036892	212036912	chr1-5136	14.4	+	1.2158	0	4.928	0	13.6848	0	0	0	19.8285	3	First intron	ENSG00000143476.19	""	Genic
chr1	212761371	212761391	chr1-744	28.9	-	1.2158	3.8207	2.464	2.7469	0	0	12.402	0	22.6494	5	Alu	ENSG00000117697.16	""	TE
chr1	212770993	212771013	chr1-1097	21.7	-	1.2158	11.4621	2.464	2.7469	0	3.2752	0	0	21.164	5	LINE	ENSG00000117697.16	""	TE
chr1	212777192	212777212	chr1-1098	25.3	-	2.4315	0	0	0	0	6.5505	9.3015	0	18.2835	3	Alu	ENSG00000117697.16	""	TE
chr1	212777360	212777380	chr1-318	36.1	-	2.4315	0	0	0	0	6.5505	21.7035	0	30.6854	3	Alu	ENSG00000117697.16	""	TE
chr1	212863852	212863872	chr1-745	28.9	+	4.863	0	2.464	2.7469	0	3.2752	3.1005	0	16.4497	5	CDS	ENSG00000162769.14	""	Genic
chr1	212865825	212865845	chr1-746	28.9	+	2.4315	0	4.928	8.2408	0	6.5505	3.1005	0	25.2513	5	Alu	ENSG00000162769.14	""	TE
chr1	212866484	212866504	chr1-558	32.5	+	4.863	7.6414	2.464	5.4939	0	3.2752	0	0	23.7375	5	First intron	ENSG00000162769.14	""	Genic
chr1	212869292	212869312	chr1-1674	28.9	+	3.6473	0	0	0	13.6848	6.5505	3.1005	6.6937	33.6766	5	First intron	ENSG00000162769.14	""	Genic
chr1	212871971	212871991	chr1-1675	18	+	1.2158	0	2.464	0	13.6848	6.5505	3.1005	0	27.0155	5	First intron	ENSG00000162769.14	""	Genic
chr1	212896459	212896479	chr1-1676	28.9	+	4.863	0	2.464	2.7469	0	6.5505	0	0	16.6244	4	3'UTR	ENSG00000162769.14	""	Genic
chr1	213002604	213002624	chr1-1099	28.9	-	4.863	3.8207	2.464	0	0	6.5505	3.1005	0	20.7986	5	Deep intronic	ENSG00000174606.15	""	Genic
chr1	213058081	213058101	chr1-1677	21.7	+	0	0	0	0	0	0	15.5025	6.6937	22.1961	2	Alu	ENSG00000136643.13	""	TE
chr1	213171454	213171474	chr1-2770	18	+	1.2158	0	0	0	0	0	0	26.7747	27.9904	2	Deep intronic	ENSG00000136643.13	""	Genic
chr1	214671316	214671336	chr1-1100	54.1	+	3.6473	7.6414	17.248	8.2408	0	0	0	0	36.7774	4	3'UTR-distal	""	""	Genic
chr1	214996869	214996889	chr1-1101	28.9	-	2.4315	0	0	0	0	3.2752	12.402	6.6937	24.8024	4	Alu	""	""	TE
chr1	215580575	215580595	chr1-1679	21.7	+	0	11.4621	0	0	0	6.5505	0	6.6937	24.7062	3	Deep intronic	ENSG00000136636.14	""	Genic
chr1	215580851	215580871	chr1-1680	21.7	+	2.4315	3.8207	0	8.2408	0	0	3.1005	0	17.5935	4	Deep intronic	ENSG00000136636.14	""	Genic
chr1	215582886	215582906	chr1-2773	18	+	0	0	0	2.7469	13.6848	3.2752	0	13.3873	33.0943	4	Deep intronic	ENSG00000136636.14	""	Genic
chr1	215583126	215583146	chr1-747	28.9	+	0	3.8207	2.464	0	0	0	9.3015	20.081	35.6672	4	LTR/ERV	ENSG00000136636.14	""	TE
chr1	216868259	216868279	chr1-2774	18	+	1.2158	0	0	0	0	0	9.3015	6.6937	17.2109	3	Alu	""	""	TE
chr1	217360421	217360441	chr1-1102	72.2	-	6.0788	15.2827	14.784	2.7469	54.739	0	0	0	93.6314	5	Intergenic	""	""	Intergenic
chr1	217510779	217510799	chr1-1103	25.3	-	2.4315	3.8207	0	2.7469	0	0	9.3015	0	18.3006	4	Deep intronic	ENSG00000092978.12	""	Genic
chr1	217597330	217597350	chr1-1104	25.3	-	2.4315	0	0	2.7469	0	13.1009	0	0	18.2794	3	Alu	ENSG00000092978.12	""	TE
chr1	217600153	217600173	chr1-5173	14.4	-	3.6473	0	0	0	13.6848	0	0	0	17.332	2	Deep intronic	ENSG00000092978.12	""	Genic
chr1	217600704	217600724	chr1-1682	21.7	-	1.2158	0	2.464	0	0	6.5505	3.1005	6.6937	20.0244	5	Deep intronic	ENSG00000092978.12	""	Genic
chr1	218334178	218334198	chr1-1683	21.7	+	1.2158	0	2.464	0	0	6.5505	6.201	0	16.4312	4	3'UTR	ENSG00000067533.7	""	Genic
chr1	219179900	219179920	chr1-559	28.9	+	3.6473	0	2.464	2.7469	0	13.1009	3.1005	13.3873	38.4469	6	First intron	ENSG00000143353.13	""	Genic
chr1	219180308	219180328	chr1-1685	25.3	+	1.2158	0	2.464	8.2408	0	0	9.3015	0	21.2221	4	First intron	ENSG00000143353.13	""	Genic
chr1	219188622	219188642	chr1-2777	18	+	3.6473	7.6414	0	0	13.6848	0	0	0	24.9734	3	LINE	ENSG00000143353.13	""	TE
chr1	219199256	219199276	chr1-250	46.9	+	7.2945	0	2.464	0	0	13.1009	9.3015	0	32.1609	4	First intron	ENSG00000143353.13	""	Genic
chr1	219199786	219199806	chr1-560	28.9	+	1.2158	0	4.928	5.4939	0	9.8257	3.1005	0	24.5638	5	Alu	ENSG00000143353.13	""	TE
chr1	219201375	219201395	chr1-1105	25.3	+	1.2158	7.6414	4.928	5.4939	13.6848	0	0	0	32.9638	5	First intron	ENSG00000143353.13	""	Genic
chr1	219202650	219202670	chr1-2781	21.7	+	2.4315	0	2.464	0	0	3.2752	3.1005	6.6937	17.9649	5	First intron	ENSG00000143353.13	""	Genic
