chr	start	end	name	score	strand	NormedTC_SRR1107532	NormedTC_SRR1107533	NormedTC_SRR1107534	NormedTC_RBFOX2	BC_RBFOX2	annotation	gene	external_gene_name	grouped_annotation
chr12	38680849	38680869	chr12-177	93.6	+	23.3981	11.4131	0	34.8112	2	3'UTR	ENSMUSG00000036095.12	Dgkb	Genic
chr12	38682203	38682223	chr12-179	93.6	+	35.0972	8.5598	5.1966	48.8536	3	3'UTR	ENSMUSG00000036095.12	Dgkb	Genic
chr12	40896711	40896731	chr12-180	78	+	0	0	25.9829	25.9829	1	3'UTR	ENSMUSG00000035954.11	Dock4	Genic
chr12	44359409	44359429	chr12-417	78	+	23.3981	2.8533	10.3932	36.6445	3	3'UTR	ENSMUSG00000036257.16	Pnpla8	Genic
chr12	44645058	44645078	chr12-419	62.4	+	11.6991	2.8533	15.5898	30.1421	3	Proximal intronic	ENSMUSG00000020598.17	Nrcam	Genic
chr12	46744848	46744868	chr12-82	140.4	-	11.6991	2.8533	67.5556	82.1079	3	3'UTR	ENSMUSG00000021047.8	Nova1	Genic
chr12	46745345	46745365	chr12-95	155.9	-	11.6991	8.5598	31.1795	51.4384	3	3'UTR	ENSMUSG00000021047.8	Nova1	Genic
chr12	46746400	46746420	chr12-118	124.8	-	0	2.8533	46.7693	49.6225	2	3'UTR	ENSMUSG00000021047.8	Nova1	Genic
chr12	51655600	51655620	chr12-183	93.6	-	35.0972	2.8533	25.9829	63.9334	3	3'UTR-distal	""	""	Genic
chr12	51680887	51680907	chr12-267	109.2	-	23.3981	5.7065	20.7863	49.891	3	Deep intronic	ENSMUSG00000020954.17	Strn3	Genic
chr12	51690005	51690025	chr12-56	249.5	-	46.7962	34.2392	5.1966	86.232	3	Deep intronic	ENSMUSG00000020954.17	Strn3	Genic
chr12	51690249	51690269	chr12-96	202.7	-	58.4953	28.5327	10.3932	97.4211	3	Deep intronic	ENSMUSG00000020954.17	Strn3	Genic
chr12	51778256	51778276	chr12-186	124.8	+	0	28.5327	5.1966	33.7293	2	Deep intronic	ENSMUSG00000020955.10	Ap4s1	Genic
chr12	51778401	51778421	chr12-187	78	+	11.6991	22.8262	5.1966	39.7218	3	Deep intronic	ENSMUSG00000020955.10	Ap4s1	Genic
chr12	51778883	51778903	chr12-97	124.8	+	0	25.6794	5.1966	30.876	2	Deep intronic	ENSMUSG00000020955.10	Ap4s1	Genic
chr12	51779069	51779089	chr12-188	140.4	+	11.6991	22.8262	5.1966	39.7218	3	Deep intronic	ENSMUSG00000020955.10	Ap4s1	Genic
chr12	52582461	52582481	chr12-436	46.8	+	35.0972	0	0	35.0972	1	LINE	ENSMUSG00000035133.10	Arhgap5	TE
chr12	52583166	52583186	chr12-119	140.4	+	23.3981	17.1196	5.1966	45.7143	3	Other SINE	ENSMUSG00000035133.10	Arhgap5	TE
chr12	53093545	53093565	chr12-441	78	-	0	0	25.9829	25.9829	1	Other exon	ENSMUSG00000119139.1	n-R5s58	Genic
chr12	53195342	53195362	chr12-138	171.5	+	35.0972	0	62.359	97.4562	2	3'UTR	ENSMUSG00000061603.9	Akap6	Genic
chr12	53195495	53195515	chr12-41	218.3	+	11.6991	25.6794	31.1795	68.558	3	3'UTR	ENSMUSG00000061603.9	Akap6	Genic
chr12	54182290	54182310	chr12-446	78	+	23.3981	5.7065	10.3932	39.4978	3	Deep intronic	""	""	Genic
chr12	54743606	54743626	chr12-190	109.2	+	11.6991	11.4131	25.9829	49.0951	3	Other exon	ENSMUSG00000119895.1	Gm22513	Genic
chr12	54760999	54761019	chr12-447	78	+	11.6991	5.7065	10.3932	27.7988	3	Deep intronic	""	""	Genic
chr12	55651145	55651165	chr12-83	155.9	-	0	17.1196	20.7863	37.906	2	First intron	ENSMUSG00000021027.19	Ralgapa1	Genic
chr12	55657524	55657544	chr12-449	62.4	-	35.0972	2.8533	0	37.9504	2	First intron	ENSMUSG00000021027.19	Ralgapa1	Genic
chr12	59087162	59087182	chr12-191	93.6	+	0	2.8533	25.9829	28.8362	2	Other exon	ENSMUSG00000065232.3	Gm22973	Genic
chr12	59087214	59087234	chr12-276	62.4	+	23.3981	0	10.3932	33.7913	2	Other exon	ENSMUSG00000065232.3	Gm22973	Genic
chr12	61643166	61643186	chr12-277	62.4	+	11.6991	5.7065	15.5898	32.9954	3	First intron	ENSMUSG00000035653.17	Lrfn5	Genic
chr12	61731779	61731799	chr12-278	93.6	+	11.6991	8.5598	10.3932	30.652	3	Deep intronic	ENSMUSG00000035653.17	Lrfn5	Genic
chr12	61753215	61753235	chr12-192	78	+	11.6991	11.4131	5.1966	28.3087	3	LTR/ERV	ENSMUSG00000035653.17	Lrfn5	TE
chr12	65069285	65069305	chr12-279	62.4	+	11.6991	2.8533	10.3932	24.9455	3	3'UTR	ENSMUSG00000035614.12	Togaram1	Genic
chr12	66121519	66121539	chr12-457	78	-	0	0	25.9829	25.9829	1	Satellite/LC	""	""	TE
chr12	66761243	66761263	chr12-280	62.4	-	11.6991	8.5598	20.7863	41.0452	3	Deep intronic	ENSMUSG00000034912.19	Mdga2	Genic
chr12	67112321	67112341	chr12-281	62.4	-	11.6991	0	25.9829	37.682	2	First intron	ENSMUSG00000034912.19	Mdga2	Genic
chr12	67210653	67210673	chr12-140	93.6	-	0	19.9729	5.1966	25.1695	2	First intron	ENSMUSG00000034912.19	Mdga2	Genic
chr12	67216857	67216877	chr12-23	343.1	-	46.7962	51.3589	83.1454	181.3004	3	First intron	ENSMUSG00000034912.19	Mdga2	Genic
chr12	67216995	67217015	chr12-71	265.1	-	0	37.0925	41.5727	78.6652	2	Satellite/LC	ENSMUSG00000034912.19	Mdga2	TE
chr12	67220813	67220833	chr12-194	78	-	11.6991	5.7065	15.5898	32.9954	3	First intron	ENSMUSG00000034912.19	Mdga2	Genic
chr12	67255535	67255555	chr12-284	62.4	-	11.6991	2.8533	10.3932	24.9455	3	First intron	ENSMUSG00000034912.19	Mdga2	Genic
chr12	67258077	67258097	chr12-141	93.6	-	23.3981	17.1196	0	40.5177	2	First intron	ENSMUSG00000034912.19	Mdga2	Genic
chr12	67258253	67258273	chr12-195	78	-	11.6991	25.6794	0	37.3785	2	Satellite/LC	ENSMUSG00000034912.19	Mdga2	TE
chr12	70010484	70010504	chr12-196	93.6	+	58.4953	11.4131	0	69.9083	2	3'UTR	ENSMUSG00000021066.10	Atl1	Genic
chr12	70075651	70075671	chr12-289	78	-	23.3981	5.7065	10.3932	39.4978	3	Deep intronic	ENSMUSG00000021068.18	Nin	Genic
chr12	70076277	70076297	chr12-64	171.5	-	58.4953	14.2664	15.5898	88.3514	3	Deep intronic	ENSMUSG00000021068.18	Nin	Genic
chr12	71008860	71008880	chr12-480	78	+	23.3981	2.8533	15.5898	41.8411	3	3'UTR	ENSMUSG00000021076.7	Actr10	Genic
chr12	71009218	71009238	chr12-481	93.6	+	0	2.8533	25.9829	28.8362	2	3'UTR	ENSMUSG00000021076.7	Actr10	Genic
chr12	71042061	71042081	chr12-292	62.4	+	11.6991	2.8533	10.3932	24.9455	3	3'UTR	ENSMUSG00000060073.10	Psma3	Genic
chr12	72258553	72258573	chr12-13	483.4	-	46.7962	39.9458	114.3249	201.0669	3	3'UTR	ENSMUSG00000021087.19	Rtn1	Genic
chr12	72258726	72258746	chr12-29	358.7	-	58.4953	34.2392	57.1624	149.897	3	3'UTR	ENSMUSG00000021087.19	Rtn1	Genic
chr12	72258815	72258835	chr12-30	265.1	-	23.3981	71.3317	25.9829	120.7128	3	3'UTR	ENSMUSG00000021087.19	Rtn1	Genic
chr12	72259060	72259080	chr12-6	717.4	-	128.6896	88.4514	187.0771	404.218	3	3'UTR	ENSMUSG00000021087.19	Rtn1	Genic
chr12	72838579	72838599	chr12-483	46.8	+	35.0972	0	0	35.0972	1	Deep intronic	ENSMUSG00000021096.12	Ppm1a	Genic
chr12	74251203	74251223	chr12-486	46.8	+	35.0972	0	0	35.0972	1	LINE	ENSMUSG00000044912.12	Syt16	TE
chr12	76467223	76467243	chr12-297	93.6	-	11.6991	0	36.3761	48.0752	2	Other exon	ENSMUSG00000077791.4	Gm25563	Genic
chr12	76996478	76996498	chr12-491	62.4	-	23.3981	5.7065	0	29.1046	2	Deep intronic	ENSMUSG00000059436.14	Max	Genic
chr12	78397686	78397706	chr12-98	155.9	+	0	19.9729	31.1795	51.1524	2	Deep intronic	ENSMUSG00000047454.13	Gphn	Genic
chr12	78551615	78551635	chr12-493	46.8	+	11.6991	8.5598	5.1966	25.4554	3	Proximal intronic	ENSMUSG00000047454.13	Gphn	Genic
chr12	78671536	78671556	chr12-496	46.8	+	35.0972	0	0	35.0972	1	Deep intronic	ENSMUSG00000047454.13	Gphn	Genic
chr12	80452355	80452375	chr12-301	78	-	0	0	25.9829	25.9829	1	Satellite/LC	ENSMUSG00000049106.8	Dcaf5	TE
chr12	80453670	80453690	chr12-199	62.4	-	46.7962	5.7065	0	52.5028	2	Other SINE	ENSMUSG00000049106.8	Dcaf5	TE
chr12	81518491	81518511	chr12-499	46.8	-	23.3981	2.8533	0	26.2514	2	3'UTR	ENSMUSG00000021139.18	S2bpcox16	Genic
chr12	81773097	81773117	chr12-42	249.5	-	35.0972	39.9458	10.3932	85.4361	3	Deep intronic	ENSMUSG00000042724.9	Map3k9	Genic
chr12	81980854	81980874	chr12-502	78	+	23.3981	0	15.5898	38.9879	2	First intron	ENSMUSG00000021140.10	Pcnx1	Genic
chr12	82473690	82473710	chr12-504	46.8	+	35.0972	0	0	35.0972	1	Deep intronic	ENSMUSG00000042700.17	Sipa1l1	Genic
chr12	83746627	83746647	chr12-514	62.4	+	11.6991	0	15.5898	27.2888	2	Proximal intronic	ENSMUSG00000019969.15	Psen1	Genic
chr12	85163470	85163490	chr12-200	78	+	23.3981	17.1196	5.1966	45.7143	3	First intron	ENSMUSG00000004789.11	Dlst	Genic
chr12	88846123	88846143	chr12-145	93.6	+	23.3981	11.4131	25.9829	60.7941	3	First intron	ENSMUSG00000066392.13	Nrxn3	Genic
chr12	88920579	88920599	chr12-529	46.8	+	35.0972	0	10.3932	45.4903	2	First intron	ENSMUSG00000066392.13	Nrxn3	Genic
chr12	89158775	89158795	chr12-146	155.9	+	35.0972	19.9729	0	55.07	2	Satellite/LC	ENSMUSG00000066392.13	Nrxn3	TE
chr12	89601891	89601911	chr12-147	93.6	+	58.4953	2.8533	0	61.3485	2	Satellite/LC	ENSMUSG00000066392.13	Nrxn3	TE
chr12	89638171	89638191	chr12-148	78	+	0	8.5598	20.7863	29.3462	2	Deep intronic	ENSMUSG00000066392.13	Nrxn3	Genic
chr12	89815880	89815900	chr12-538	62.4	+	35.0972	5.7065	0	40.8037	2	First intron	ENSMUSG00000066392.13	Nrxn3	Genic
chr12	90166271	90166291	chr12-205	78	+	11.6991	5.7065	10.3932	27.7988	3	Deep intronic	ENSMUSG00000066392.13	Nrxn3	Genic
chr12	90166619	90166639	chr12-310	78	+	11.6991	5.7065	10.3932	27.7988	3	Deep intronic	ENSMUSG00000066392.13	Nrxn3	Genic
chr12	90256196	90256216	chr12-206	93.6	+	23.3981	5.7065	10.3932	39.4978	3	Deep intronic	ENSMUSG00000066392.13	Nrxn3	Genic
chr12	90300211	90300231	chr12-544	62.4	+	11.6991	0	15.5898	27.2888	2	3'UTR	ENSMUSG00000066392.13	Nrxn3	Genic
chr12	98521186	98521206	chr12-99	140.4	-	23.3981	11.4131	20.7863	55.5975	3	LINE	ENSMUSG00000033854.11	Kcnk10	TE
chr12	98521396	98521416	chr12-100	218.3	-	0	14.2664	72.7522	87.0186	2	LTR/ERV	ENSMUSG00000033854.11	Kcnk10	TE
chr12	98865015	98865035	chr12-554	46.8	-	35.0972	0	0	35.0972	1	First intron	ENSMUSG00000051166.11	Eml5	Genic
chr12	99611324	99611344	chr12-57	810.9	+	11.6991	71.3317	135.1112	218.142	3	First intron	ENSMUSG00000113136.3	Gm19951	Genic
chr12	99611752	99611772	chr12-211	187.1	+	0	34.2392	20.7863	55.0256	2	First intron	ENSMUSG00000113136.3	Gm19951	Genic
chr12	99611862	99611882	chr12-101	171.5	+	0	8.5598	46.7693	55.3291	2	First intron	ENSMUSG00000113136.3	Gm19951	Genic
chr12	100172794	100172814	chr12-27	421.1	+	70.1943	68.4785	46.7693	185.4421	3	3'UTR	ENSMUSG00000001175.17	Calm1	Genic
chr12	100173014	100173034	chr12-18	1294.4	+	58.4953	119.8373	540.4449	718.7775	3	3'UTR	ENSMUSG00000001175.17	Calm1	Genic
chr12	100173544	100173564	chr12-43	296.3	+	35.0972	11.4131	62.359	108.8693	3	3'UTR	ENSMUSG00000001175.17	Calm1	Genic
chr12	100174480	100174500	chr12-50	280.7	+	0	25.6794	51.9659	77.6453	2	3'UTR	ENSMUSG00000001175.17	Calm1	Genic
chr12	100175475	100175495	chr12-33	452.3	+	70.1943	105.571	171.4873	347.2526	3	3'UTR	ENSMUSG00000001175.17	Calm1	Genic
chr12	100176018	100176038	chr12-72	155.9	+	0	19.9729	36.3761	56.349	2	3'UTR	ENSMUSG00000001175.17	Calm1	Genic
chr12	100352402	100352422	chr12-317	93.6	-	11.6991	14.2664	0	25.9654	2	Proximal intronic	ENSMUSG00000033530.9	Ttc7b	Genic
chr12	101934447	101934467	chr12-149	124.8	-	23.3981	17.1196	0	40.5177	2	CDS	ENSMUSG00000113902.2	Ndufb1	Genic
chr12	101935746	101935766	chr12-215	109.2	-	23.3981	17.1196	0	40.5177	2	CDS	ENSMUSG00000113902.2	Ndufb1	Genic
chr12	102708237	102708257	chr12-216	62.4	-	46.7962	5.7065	0	52.5028	2	3'UTR	ENSMUSG00000041716.8	Gm20604	Genic
chr12	103069295	103069315	chr12-103	124.8	+	46.7962	17.1196	10.3932	74.309	3	Deep intronic	ENSMUSG00000021198.17	Unc79	Genic
chr12	103102448	103102468	chr12-217	124.8	+	11.6991	11.4131	20.7863	43.8985	3	Other SINE	ENSMUSG00000021198.17	Unc79	TE
chr12	103142788	103142808	chr12-573	46.8	+	35.0972	0	0	35.0972	1	LINE	ENSMUSG00000021198.17	Unc79	TE
chr12	107881275	107881295	chr12-150	93.6	-	46.7962	8.5598	0	55.356	2	3'UTR	ENSMUSG00000048251.16	Bcl11b	Genic
chr12	108456411	108456431	chr12-124	109.2	+	58.4953	0	10.3932	68.8884	2	Deep intronic	ENSMUSG00000058070.15	Eml1	Genic
chr12	108638567	108638587	chr12-324	109.2	-	0	0	36.3761	36.3761	1	3'UTR-distal	""	""	Genic
chr12	109510824	109510844	chr12-10	1029.3	+	257.3792	114.1308	150.701	522.211	3	Satellite/LC	ENSMUSG00000021268.20	Meg3	TE
chr12	109511294	109511314	chr12-58	499	+	11.6991	42.7991	103.9317	158.4298	3	Deep intronic	ENSMUSG00000021268.20	Meg3	Genic
chr12	109511680	109511700	chr12-44	280.7	+	0	57.0654	25.9829	83.0483	2	Satellite/LC	ENSMUSG00000021268.20	Meg3	TE
chr12	109511874	109511894	chr12-73	187.1	+	11.6991	37.0925	36.3761	85.1677	3	Deep intronic	ENSMUSG00000021268.20	Meg3	Genic
chr12	109512966	109512986	chr12-35	405.5	+	23.3981	59.9187	57.1624	140.4792	3	First intron	ENSMUSG00000021268.20	Meg3	Genic
chr12	109513806	109513826	chr12-106	327.5	+	11.6991	25.6794	67.5556	104.9341	3	First intron	ENSMUSG00000021268.20	Meg3	Genic
chr12	109514341	109514361	chr12-59	280.7	+	35.0972	45.6523	51.9659	132.7153	3	First intron	ENSMUSG00000021268.20	Meg3	Genic
chr12	109515072	109515092	chr12-51	249.5	+	23.3981	31.386	51.9659	106.7499	3	First intron	ENSMUSG00000021268.20	Meg3	Genic
chr12	109525689	109525709	chr12-14	701.8	+	81.8934	134.1037	129.9146	345.9117	3	Deep intronic	ENSMUSG00000021268.20	Meg3	Genic
chr12	109525788	109525808	chr12-4	1122.8	+	222.282	299.5934	394.9405	916.8159	3	Deep intronic	ENSMUSG00000021268.20	Meg3	Genic
chr12	109525979	109525999	chr12-3	1419.1	+	280.7773	211.142	150.701	642.6202	3	Deep intronic	ENSMUSG00000021268.20	Meg3	Genic
chr12	109526050	109526070	chr12-19	561.4	+	58.4953	85.5981	57.1624	201.2558	3	Deep intronic	ENSMUSG00000021268.20	Meg3	Genic
chr12	109526991	109527011	chr12-31	452.3	+	11.6991	51.3589	114.3249	177.3828	3	Deep intronic	ENSMUSG00000021268.20	Meg3	Genic
chr12	109527267	109527287	chr12-61	592.6	+	35.0972	37.0925	166.2908	238.4804	3	Deep intronic	ENSMUSG00000021268.20	Meg3	Genic
chr12	109527506	109527526	chr12-36	467.8	+	81.8934	71.3317	161.0942	314.3193	3	Deep intronic	ENSMUSG00000021268.20	Meg3	Genic
chr12	109527564	109527584	chr12-7	686.2	+	11.6991	94.1579	129.9146	235.7716	3	Deep intronic	ENSMUSG00000021268.20	Meg3	Genic
chr12	109528270	109528290	chr12-21	499	+	35.0972	85.5981	31.1795	151.8748	3	Deep intronic	ENSMUSG00000021268.20	Meg3	Genic
chr12	109528467	109528487	chr12-15	592.6	+	93.5924	116.9841	109.1283	319.7048	3	Deep intronic	ENSMUSG00000021268.20	Meg3	Genic
chr12	109528531	109528551	chr12-25	1060.5	+	81.8934	125.5439	150.701	358.1382	3	Deep intronic	ENSMUSG00000021268.20	Meg3	Genic
chr12	109528676	109528696	chr12-8	483.4	+	81.8934	122.6906	311.7952	516.3791	3	Deep intronic	ENSMUSG00000021268.20	Meg3	Genic
chr12	109528893	109528913	chr12-32	701.8	+	70.1943	134.1037	103.9317	308.2297	3	Deep intronic	ENSMUSG00000021268.20	Meg3	Genic
chr12	109529135	109529155	chr12-9	639.4	+	70.1943	102.7177	72.7522	245.6642	3	Deep intronic	ENSMUSG00000021268.20	Meg3	Genic
chr12	109529826	109529846	chr12-87	249.5	+	23.3981	39.9458	20.7863	84.1302	3	Deep intronic	ENSMUSG00000021268.20	Meg3	Genic
chr12	109529880	109529900	chr12-68	311.9	+	11.6991	54.2121	36.3761	102.2873	3	Deep intronic	ENSMUSG00000021268.20	Meg3	Genic
chr12	109530417	109530437	chr12-22	467.8	+	58.4953	111.2775	83.1454	252.9182	3	Deep intronic	ENSMUSG00000021268.20	Meg3	Genic
chr12	109530977	109530997	chr12-16	452.3	+	23.3981	105.571	36.3761	165.3452	3	Deep intronic	ENSMUSG00000021268.20	Meg3	Genic
chr12	109531247	109531267	chr12-11	701.8	+	105.2915	105.571	36.3761	247.2386	3	Deep intronic	ENSMUSG00000021268.20	Meg3	Genic
chr12	109531334	109531354	chr12-1	4647.3	+	760.4384	664.8119	244.2395	1669.4899	3	Deep intronic	ENSMUSG00000021268.20	Meg3	Genic
chr12	109532167	109532187	chr12-110	233.9	+	23.3981	42.7991	20.7863	86.9835	3	Deep intronic	ENSMUSG00000021268.20	Meg3	Genic
chr12	109532709	109532729	chr12-17	499	+	58.4953	94.1579	31.1795	183.8327	3	Deep intronic	ENSMUSG00000021268.20	Meg3	Genic
chr12	109533208	109533228	chr12-53	545.8	+	35.0972	154.0766	10.3932	199.5669	3	Deep intronic	ENSMUSG00000021268.20	Meg3	Genic
chr12	109533285	109533305	chr12-5	1138.4	+	245.6801	305.2999	77.9488	628.9288	3	Satellite/LC	ENSMUSG00000021268.20	Meg3	TE
chr12	109533748	109533768	chr12-69	374.3	+	23.3981	54.2121	31.1795	108.7898	3	Deep intronic	ENSMUSG00000021268.20	Meg3	Genic
chr12	109534015	109534035	chr12-62	249.5	+	23.3981	37.0925	31.1795	91.6701	3	Deep intronic	ENSMUSG00000021268.20	Meg3	Genic
chr12	109534528	109534548	chr12-91	124.8	+	23.3981	11.4131	15.5898	50.4009	3	Deep intronic	ENSMUSG00000021268.20	Meg3	Genic
chr12	109535282	109535302	chr12-158	155.9	+	0	17.1196	31.1795	48.2991	2	Deep intronic	ENSMUSG00000021268.20	Meg3	Genic
chr12	109536351	109536371	chr12-80	233.9	+	0	39.9458	25.9829	65.9287	2	Deep intronic	ENSMUSG00000021268.20	Meg3	Genic
chr12	109537476	109537496	chr12-127	124.8	+	11.6991	31.386	5.1966	48.2816	3	Deep intronic	ENSMUSG00000021268.20	Meg3	Genic
chr12	109537623	109537643	chr12-92	233.9	+	58.4953	19.9729	15.5898	94.0579	3	Deep intronic	ENSMUSG00000021268.20	Meg3	Genic
chr12	109551439	109551459	chr12-593	62.4	+	23.3981	0	10.3932	33.7913	2	TSS-proximal	""	""	Genic
chr12	109553062	109553082	chr12-333	62.4	+	35.0972	5.7065	0	40.8037	2	Deep intronic	""	""	Genic
chr12	109556103	109556123	chr12-70	311.9	+	11.6991	42.7991	51.9659	106.464	3	TSS-proximal	""	""	Genic
chr12	109594847	109594867	chr12-597	93.6	+	0	5.7065	20.7863	26.4929	2	First intron	ENSMUSG00000097451.13	Rian	Genic
chr12	109598559	109598579	chr12-336	78	+	0	11.4131	20.7863	32.1994	2	LINE	ENSMUSG00000097451.13	Rian	TE
chr12	109655732	109655752	chr12-112	140.4	+	11.6991	14.2664	25.9829	51.9483	3	Proximal intronic	ENSMUSG00000098202.3	B830012L14Rik	Genic
chr12	109691404	109691424	chr12-113	202.7	+	23.3981	28.5327	31.1795	83.1103	3	Deep intronic	""	""	Genic
chr12	109691535	109691555	chr12-81	155.9	+	46.7962	14.2664	10.3932	71.4557	3	Deep intronic	""	""	Genic
chr12	109692670	109692690	chr12-343	62.4	+	11.6991	2.8533	10.3932	24.9455	3	Other SINE	""	""	TE
chr12	109693439	109693459	chr12-228	109.2	+	0	14.2664	10.3932	24.6595	2	TSS-proximal	""	""	Genic
chr12	109694712	109694732	chr12-55	467.8	+	23.3981	79.8916	57.1624	160.4521	3	TSS-proximal	""	""	Genic
chr12	109694873	109694893	chr12-63	233.9	+	11.6991	45.6523	0	57.3514	2	TSS-proximal	""	""	Genic
chr12	109695419	109695439	chr12-606	109.2	+	0	11.4131	20.7863	32.1994	2	TSS-proximal	""	""	Genic
chr12	110529552	110529572	chr12-345	109.2	+	35.0972	11.4131	5.1966	51.7068	3	Deep intronic	ENSMUSG00000017843.15	Ppp2r5c	Genic
chr12	111317252	111317272	chr12-616	46.8	-	35.0972	0	0	35.0972	1	LTR/ERV	ENSMUSG00000021279.6	Cdc42bpb	TE
chr12	111756198	111756218	chr12-161	109.2	+	11.6991	22.8262	0	34.5252	2	First intron	ENSMUSG00000021288.20	Klc1	Genic
chr12	111761302	111761322	chr12-162	109.2	+	11.6991	11.4131	10.3932	33.5053	3	3'UTR	ENSMUSG00000021288.20	Klc1	Genic
chr12	116316509	116316529	chr12-351	78	+	35.0972	5.7065	0	40.8037	2	Deep intronic	ENSMUSG00000021171.9	Esyt2	Genic
chr12	116342732	116342752	chr12-114	124.8	+	23.3981	25.6794	0	49.0775	2	Other SINE	ENSMUSG00000021171.9	Esyt2	TE
chr12	117227770	117227790	chr12-163	155.9	+	11.6991	28.5327	20.7863	61.0181	3	Deep intronic	ENSMUSG00000056553.15	Ptprn2	Genic
chr12	117228032	117228052	chr12-26	311.9	+	35.0972	62.7719	36.3761	134.2452	3	LINE	ENSMUSG00000056553.15	Ptprn2	TE
chr12	117229523	117229543	chr12-231	140.4	+	35.0972	17.1196	0	52.2168	2	Deep intronic	ENSMUSG00000056553.15	Ptprn2	Genic
chr12	119123426	119123446	chr12-354	78	-	11.6991	11.4131	15.5898	38.7019	3	3'UTR	ENSMUSG00000025321.15	Itgb8	Genic
chr13	6638922	6638942	chr13-170	78	-	11.6991	0	20.7863	32.4854	2	Proximal intronic	ENSMUSG00000021196.15	Pfkp	Genic
chr13	9087087	9087107	chr13-174	46.8	-	35.0972	0	0	35.0972	1	First intron	ENSMUSG00000113543.4	Gm36264	Genic
chr13	9331619	9331639	chr13-175	46.8	-	35.0972	0	0	35.0972	1	Satellite/LC	""	""	TE
chr13	9338257	9338277	chr13-51	78	+	0	0	25.9829	25.9829	1	Alu	ENSMUSG00000048264.17	Dip2c	TE
chr13	9405412	9405432	chr13-176	62.4	+	23.3981	8.5598	0	31.9579	2	First intron	ENSMUSG00000048264.17	Dip2c	Genic
chr13	9735084	9735104	chr13-26	124.8	-	11.6991	11.4131	31.1795	54.2916	3	3'UTR	ENSMUSG00000021156.18	Zmynd11	Genic
chr13	9884416	9884436	chr13-52	140.4	-	0	22.8262	5.1966	28.0227	2	LINE	""	""	TE
chr13	11684974	11684994	chr13-27	124.8	-	0	28.5327	0	28.5327	1	Proximal intronic	ENSMUSG00000021313.18	Ryr2	Genic
chr13	11690269	11690289	chr13-87	78	-	23.3981	11.4131	0	34.8112	2	Deep intronic	ENSMUSG00000021313.18	Ryr2	Genic
chr13	11690701	11690721	chr13-18	140.4	-	35.0972	17.1196	0	52.2168	2	Deep intronic	ENSMUSG00000021313.18	Ryr2	Genic
chr13	11690790	11690810	chr13-8	249.5	-	23.3981	14.2664	46.7693	84.4337	3	Proximal intronic	ENSMUSG00000021313.18	Ryr2	Genic
chr13	11690966	11690986	chr13-11	218.3	-	23.3981	51.3589	5.1966	79.9536	3	Proximal intronic	ENSMUSG00000021313.18	Ryr2	Genic
chr13	11759939	11759959	chr13-28	93.6	-	0	14.2664	20.7863	35.0527	2	Other SINE	ENSMUSG00000021313.18	Ryr2	TE
chr13	25064089	25064109	chr13-210	46.8	+	23.3981	2.8533	0	26.2514	2	Deep intronic	ENSMUSG00000006711.16	D130043K22Rik	Genic
chr13	30001702	30001722	chr13-215	46.8	-	35.0972	0	0	35.0972	1	Deep intronic	ENSMUSG00000006191.18	Cdkal1	Genic
chr13	34258284	34258304	chr13-19	124.8	-	23.3981	11.4131	20.7863	55.5975	3	3'UTR	ENSMUSG00000058672.8	Tubb2a	Genic
chr13	34258366	34258386	chr13-29	109.2	-	0	22.8262	15.5898	38.4159	2	3'UTR	ENSMUSG00000058672.8	Tubb2a	Genic
chr13	35081263	35081283	chr13-93	78	+	23.3981	8.5598	5.1966	37.1545	3	Deep intronic	ENSMUSG00000021413.10	Prpf4b	Genic
chr13	35614688	35614708	chr13-12	327.5	+	11.6991	0	109.1283	120.8274	2	Satellite/LC	ENSMUSG00000114838.2	Gm48703	TE
chr13	36018814	36018834	chr13-218	46.8	+	35.0972	0	0	35.0972	1	Satellite/LC	ENSMUSG00000059288.15	Cdyl	TE
chr13	42916506	42916526	chr13-40	109.2	+	23.3981	5.7065	31.1795	60.2842	3	LTR/ERV	ENSMUSG00000054728.18	Phactr1	TE
chr13	42948647	42948667	chr13-94	62.4	+	23.3981	5.7065	0	29.1046	2	Alu	ENSMUSG00000054728.18	Phactr1	TE
chr13	43027274	43027294	chr13-96	62.4	+	23.3981	5.7065	0	29.1046	2	Satellite/LC	ENSMUSG00000054728.18	Phactr1	TE
chr13	44410922	44410942	chr13-53	78	-	0	0	25.9829	25.9829	1	Satellite/LC	ENSMUSG00000113689.3	Gm29676	TE
chr13	44912748	44912768	chr13-233	62.4	+	23.3981	0	10.3932	33.7913	2	First intron	ENSMUSG00000038518.16	Jarid2	Genic
chr13	45004410	45004430	chr13-54	78	+	0	0	25.9829	25.9829	1	Satellite/LC	ENSMUSG00000038518.16	Jarid2	TE
chr13	45023111	45023131	chr13-9	3711.6	-	46.7962	525.0017	296.2054	868.0033	3	Deep intronic	""	""	Genic
chr13	47066131	47066151	chr13-103	62.4	-	46.7962	0	0	46.7962	1	LTR/ERV	ENSMUSG00000021375.12	Kif13a	TE
chr13	48417343	48417363	chr13-58	78	+	23.3981	11.4131	0	34.8112	2	3'UTR	ENSMUSG00000021379.3	Id4	Genic
chr13	49033402	49033422	chr13-105	93.6	-	23.3981	2.8533	15.5898	41.8411	3	3'UTR	ENSMUSG00000038014.8	Fam120a	Genic
chr13	51305962	51305982	chr13-106	78	+	11.6991	17.1196	15.5898	44.4084	3	3'UTR	ENSMUSG00000021395.12	Spin1	Genic
