chr	start	end	name	score	strand	annotation	gene	external_gene_name	grouped_annotation	pval
chr12	63556104	63556105	CITS_516[gene=chr12_r_c2103][PH=5][PH0=0.00][P=1.00e-100]	5	-	3'UTR-distal	""	""	Genic	1e-100
chr12	63751144	63751145	CITS_517[gene=chr12_r_c2103][PH=5][PH0=0.00][P=1.00e-100]	5	-	First intron	ENSG00000249753.2	""	Genic	1e-100
chr12	64547113	64547114	CITS_518[gene=chr12_r_c2111][PH=29][PH0=0.00][P=1.00e-100]	29	-	Alu	""	""	TE	1e-100
chr12	65955022	65955023	CITS_520[gene=chr12_r_c2114][PH=9][PH0=0.00][P=1.00e-100]	9	-	Alu	""	""	TE	1e-100
chr12	68486598	68486599	CITS_524[gene=chr12_r_c2120][PH=6][PH0=0.00][P=1.00e-100]	6	-	Alu	ENSG00000251301.9	LINC02384	TE	1e-100
chr12	71611427	71611428	CITS_527[gene=chr12_r_c2320][PH=4][PH0=0.00][P=4.27e-08]	4	-	Deep intronic	ENSG00000133858.17	ZFC3H1	Genic	4.27e-08
chr12	72962409	72962410	CITS_531[gene=chr12_r_c2340][PH=5][PH0=0.00][P=1.00e-100]	5	-	Alu	""	""	TE	1e-100
chr12	74966071	74966072	CITS_533[gene=chr12_r_c2358][PH=4][PH0=0.00][P=4.46e-10]	4	-	Alu	ENSG00000300204.1	""	TE	4.46e-10
chr12	76047004	76047005	CITS_535[gene=chr12_r_c2428][PH=4][PH0=0.00][P=1.53e-06]	4	-	3'UTR	ENSG00000187109.16	""	Genic	1.53e-06
chr12	76048171	76048172	CITS_537[gene=chr12_r_c2428][PH=4][PH0=0.00][P=1.53e-06]	4	-	3'UTR	ENSG00000187109.16	""	Genic	1.53e-06
chr12	76056067	76056068	CITS_541[gene=chr12_r_c2428][PH=8][PH0=0.00][P=1.00e-100]	8	-	5'UTR	ENSG00000187109.16	""	Genic	1e-100
chr12	76075384	76075385	CITS_549[gene=chr12_r_c2428][PH=4][PH0=0.00][P=1.53e-06]	4	-	First intron	ENSG00000187109.16	""	Genic	1.53e-06
chr12	76077695	76077696	CITS_553[gene=chr12_r_c2428][PH=4][PH0=0.00][P=1.53e-06]	4	-	LINE	ENSG00000187109.16	""	TE	1.53e-06
chr12	76079489	76079490	CITS_555[gene=chr12_r_c2428][PH=4][PH0=0.00][P=1.53e-06]	4	-	First intron	ENSG00000187109.16	""	Genic	1.53e-06
chr12	80262163	80262164	CITS_564[gene=chr12_r_c2793][PH=5][PH0=0.00][P=1.00e-100]	5	-	Deep intronic	""	""	Genic	1e-100
chr12	83611570	83611571	CITS_567[gene=chr12_r_c2836][PH=9][PH0=0.00][P=1.00e-100]	9	-	Alu	""	""	TE	1e-100
chr12	85163736	85163737	CITS_569[gene=chr12_r_c2894][PH=18][PH0=0.00][P=1.00e-100]	18	-	Deep intronic	""	""	Genic	1e-100
chr12	86065362	86065363	CITS_570[gene=chr12_r_c2946][PH=11][PH0=0.00][P=1.00e-100]	11	-	LINE	ENSG00000182050.15	""	TE	1e-100
chr12	93891327	93891328	CITS_577[gene=chr12_r_c3183][PH=4][PH0=0.00][P=3.88e-10]	4	-	Alu	""	""	TE	3.88e-10
chr12	94365611	94365612	CITS_580[gene=chr12_r_c3194][PH=4][PH0=0.00][P=1.57e-06]	4	-	Alu	ENSG00000173588.17	""	TE	1.57e-06
chr12	95058443	95058444	CITS_586[gene=chr12_r_c3367][PH=5][PH0=0.00][P=1.00e-100]	5	-	CDS	ENSG00000120798.18	""	Genic	1e-100
chr12	95119771	95119772	CITS_588[gene=chr12_r_c3367][PH=4][PH0=0.00][P=3.11e-07]	4	-	Alu	ENSG00000180263.15	""	TE	3.11e-07
chr12	97876150	97876151	CITS_591[gene=chr12_r_c3407][PH=23][PH0=0.00][P=1.00e-100]	23	-	TSS-proximal	""	""	Genic	1e-100
chr12	98432239	98432240	CITS_592[gene=chr12_r_c3407][PH=7][PH0=0.00][P=1.00e-100]	7	-	Alu	ENSG00000302820.1	""	TE	1e-100
chr12	99646516	99646517	CITS_593[gene=chr12_r_c3492][PH=5][PH0=0.00][P=1.00e-100]	5	-	Alu	ENSG00000185046.21	ANKS1B	TE	1e-100
chr12	101901728	101901729	CITS_595[gene=chr12_r_c3503][PH=4][PH0=0.00][P=3.02e-08]	4	-	Alu	""	""	TE	3.02e-08
chr12	101965078	101965079	CITS_596[gene=chr12_r_c3503][PH=4][PH0=0.00][P=3.02e-08]	4	-	Alu	""	""	TE	3.02e-08
chr12	103773764	103773765	CITS_598[gene=chr12_r_c3534][PH=4][PH0=0.00][P=2.85e-08]	4	-	3'UTR	ENSG00000111696.13	""	Genic	2.85e-08
chr12	107667162	107667163	CITS_604[gene=chr12_r_c3707][PH=5][PH0=0.00][P=1.00e-100]	5	-	Alu	""	""	TE	1e-100
chr12	108749848	108749849	CITS_607[gene=chr12_r_c3833][PH=4][PH0=0.00][P=8.16e-07]	4	-	Alu	""	""	TE	8.16e-07
chr12	109416828	109416829	CITS_608[gene=chr12_r_c3833][PH=4][PH0=0.00][P=8.16e-07]	4	-	Alu	""	""	TE	8.16e-07
chr12	109897153	109897154	CITS_610[gene=chr12_r_c3833][PH=11][PH0=0.00][P=1.00e-100]	11	-	Other SINE	""	""	TE	1e-100
chr12	110331086	110331087	CITS_612[gene=chr12_r_c3833][PH=4][PH0=0.00][P=8.16e-07]	4	-	Alu	""	""	TE	8.16e-07
chr12	110385331	110385332	CITS_614[gene=chr12_r_c3833][PH=5][PH0=0.00][P=1.00e-100]	5	-	First intron	ENSG00000196510.15	""	Genic	1e-100
chr12	110394334	110394335	CITS_617[gene=chr12_r_c3833][PH=4][PH0=0.00][P=8.16e-07]	4	-	Alu	ENSG00000196510.15	""	TE	8.16e-07
chr12	110397744	110397745	CITS_618[gene=chr12_r_c3833][PH=9][PH0=0.00][P=1.00e-100]	9	-	Alu	ENSG00000196510.15	""	TE	1e-100
chr12	110721018	110721019	CITS_623[gene=chr12_r_c3833][PH=5][PH0=0.00][P=1.00e-100]	5	-	3'UTR	ENSG00000186298.12	PPP1CC	Genic	1e-100
chr12	111491095	111491096	CITS_626[gene=chr12_r_c3942][PH=4][PH0=0.00][P=1.64e-06]	4	-	Alu	ENSG00000204842.19	""	TE	1.64e-06
chr12	112072288	112072289	CITS_639[gene=chr12_r_c3942][PH=5][PH0=0.00][P=1.00e-100]	5	-	Proximal intronic	ENSG00000111300.11	""	Genic	1e-100
chr12	112084433	112084434	CITS_640[gene=chr12_r_c3942][PH=7][PH0=0.00][P=1.00e-100]	7	-	Deep intronic	ENSG00000111300.11	""	Genic	1e-100
chr12	112085720	112085721	CITS_642[gene=chr12_r_c3942][PH=5][PH0=0.00][P=1.00e-100]	5	-	Deep intronic	ENSG00000111300.11	""	Genic	1e-100
chr12	113455853	113455854	CITS_646[gene=chr12_r_c3942][PH=4][PH0=0.00][P=1.64e-06]	4	-	3'UTR-distal	""	""	Genic	1.64e-06
chr12	114382515	114382516	CITS_647[gene=chr12_r_c3991][PH=4][PH0=0.00][P=7.02e-10]	4	-	Alu	ENSG00000089225.21	""	TE	7.02e-10
chr12	116851583	116851584	CITS_650[gene=chr12_r_c4038][PH=4][PH0=0.00][P=1.23e-06]	4	-	3'UTR-distal	""	""	Genic	1.23e-06
chr12	119278968	119278969	CITS_657[gene=chr12_r_c4057][PH=5][PH0=0.00][P=1.00e-100]	5	-	Alu	ENSG00000281196.2	LINC00934	TE	1e-100
chr12	119461070	119461071	CITS_659[gene=chr12_r_c4063][PH=4][PH0=0.00][P=2.70e-06]	4	-	Other SINE	ENSG00000248636.8	""	TE	2.7e-06
chr12	119463376	119463377	CITS_660[gene=chr12_r_c4063][PH=6][PH0=0.00][P=1.00e-100]	6	-	Deep intronic	ENSG00000248636.8	""	Genic	1e-100
chr12	119595824	119595825	CITS_662[gene=chr12_r_c4063][PH=18][PH0=0.00][P=1.00e-100]	18	-	LINE	ENSG00000248636.8	""	TE	1e-100
chr12	119705538	119705539	CITS_663[gene=chr12_r_c4063][PH=11][PH0=0.00][P=1.00e-100]	11	-	LINE	ENSG00000122966.19	""	TE	1e-100
chr12	120200159	120200160	CITS_665[gene=chr12_r_c4063][PH=10][PH0=0.00][P=1.00e-100]	10	-	First intron	ENSG00000089157.17	""	Genic	1e-100
chr12	120291799	120291800	CITS_666[gene=chr12_r_c4063][PH=7][PH0=0.00][P=1.00e-100]	7	-	First intron	ENSG00000202538.2	RNU4-2	Genic	1e-100
chr12	120291865	120291866	CITS_667[gene=chr12_r_c4063][PH=59][PH0=0.00][P=1.00e-100]	59	-	First intron	ENSG00000202538.2	RNU4-2	Genic	1e-100
chr12	120291904	120291905	CITS_668[gene=chr12_r_c4063][PH=5][PH0=0.00][P=1.00e-15]	5	-	First intron	ENSG00000310566.1	""	Genic	1e-15
chr12	120293165	120293166	CITS_669[gene=chr12_r_c4063][PH=4][PH0=0.00][P=2.70e-06]	4	-	Other exon	ENSG00000200795.2	RNU4-1	Genic	2.7e-06
chr12	120293199	120293200	CITS_670[gene=chr12_r_c4063][PH=58][PH0=0.00][P=1.00e-100]	58	-	Other exon	ENSG00000200795.2	RNU4-1	Genic	1e-100
chr12	120293238	120293239	CITS_671[gene=chr12_r_c4063][PH=7][PH0=0.00][P=1.00e-100]	7	-	TSS-proximal	""	""	Genic	1e-100
chr12	120461995	120461996	CITS_674[gene=chr12_r_c4063][PH=4][PH0=0.00][P=2.70e-06]	4	-	3'UTR	ENSG00000111786.11	""	Genic	2.7e-06
chr12	120879730	120879731	CITS_677[gene=chr12_r_c4063][PH=4][PH0=0.00][P=2.70e-06]	4	-	Other SINE	ENSG00000157837.17	""	TE	2.7e-06
chr12	121434799	121434800	CITS_681[gene=chr12_r_c4063][PH=4][PH0=0.00][P=2.70e-06]	4	-	Alu	ENSG00000089094.21	KDM2B	TE	2.7e-06
chr12	122194408	122194409	CITS_683[gene=chr12_r_c4095][PH=18][PH0=0.00][P=1.00e-100]	18	-	Alu	""	""	TE	1e-100
chr12	122518008	122518009	CITS_684[gene=chr12_r_c4095][PH=6][PH0=0.00][P=1.00e-100]	6	-	Deep intronic	ENSG00000111011.19	""	Genic	1e-100
chr12	123207058	123207059	CITS_688[gene=chr12_r_c4095][PH=4][PH0=0.00][P=2.24e-06]	4	-	Alu	ENSG00000051825.16	""	TE	2.24e-06
chr12	124064149	124064150	CITS_695[gene=chr12_r_c4096][PH=4][PH0=0.00][P=1.50e-07]	4	-	Alu	""	""	TE	1.5e-07
chr12	124889690	124889691	CITS_696[gene=chr12_r_c4096][PH=11][PH0=0.00][P=1.00e-100]	11	-	Alu	ENSG00000294609.1	""	TE	1e-100
chr12	124913835	124913836	CITS_697[gene=chr12_r_c4096][PH=16][PH0=0.00][P=1.00e-100]	16	-	5'UTR	ENSG00000150991.17	""	Genic	1e-100
chr12	124913880	124913881	CITS_698[gene=chr12_r_c4096][PH=8][PH0=0.00][P=1.00e-100]	8	-	5'UTR	ENSG00000150991.17	""	Genic	1e-100
chr12	124914001	124914002	CITS_699[gene=chr12_r_c4096][PH=7][PH0=0.00][P=1.00e-100]	7	-	5'UTR	ENSG00000150991.17	""	Genic	1e-100
chr12	124914303	124914304	CITS_700[gene=chr12_r_c4096][PH=7][PH0=0.00][P=1.00e-100]	7	-	5'UTR	ENSG00000150991.17	""	Genic	1e-100
chr12	124914368	124914369	CITS_701[gene=chr12_r_c4096][PH=6][PH0=0.00][P=1.00e-100]	6	-	5'UTR	ENSG00000150991.17	""	Genic	1e-100
chr12	124914678	124914679	CITS_704[gene=chr12_r_c4096][PH=5][PH0=0.00][P=1.00e-100]	5	-	5'UTR	ENSG00000150991.17	""	Genic	1e-100
chr12	124914810	124914811	CITS_705[gene=chr12_r_c4096][PH=12][PH0=0.00][P=1.00e-100]	12	-	5'UTR	ENSG00000150991.17	""	Genic	1e-100
chr12	124927878	124927879	CITS_706[gene=chr12_r_c4096][PH=7][PH0=0.00][P=1.00e-100]	7	-	tRNA*	""	""	ncRNA	1e-100
chr12	124997975	124997976	CITS_707[gene=chr12_r_c4096][PH=8][PH0=0.00][P=1.00e-100]	8	-	Alu	""	""	TE	1e-100
chr12	127165950	127165951	CITS_709[gene=chr12_r_c4147][PH=5][PH0=0.00][P=1.00e-100]	5	-	Deep intronic	""	""	Genic	1e-100
chr12	127166091	127166092	CITS_711[gene=chr12_r_c4147][PH=6][PH0=0.00][P=1.00e-100]	6	-	Deep intronic	""	""	Genic	1e-100
chr12	127166384	127166385	CITS_712[gene=chr12_r_c4147][PH=12][PH0=0.00][P=1.00e-100]	12	-	Deep intronic	""	""	Genic	1e-100
chr12	128788546	128788547	CITS_717[gene=chr12_r_c4171][PH=7][PH0=0.00][P=1.00e-100]	7	-	3'UTR-distal	""	""	Genic	1e-100
chr12	132060757	132060758	CITS_720[gene=chr12_r_c4309][PH=11][PH0=0.00][P=1.00e-100]	11	-	Alu	""	""	TE	1e-100
chr12	132647187	132647188	CITS_722[gene=chr12_r_c4313][PH=4][PH0=0.00][P=7.21e-07]	4	-	Deep intronic	ENSG00000177084.20	""	Genic	7.21e-07
chr12	132735125	132735126	CITS_723[gene=chr12_r_c4313][PH=5][PH0=0.00][P=1.00e-100]	5	-	Proximal intronic	ENSG00000176915.15	ANKLE2	Genic	1e-100
chr12	132757528	132757529	CITS_725[gene=chr12_r_c4313][PH=7][PH0=0.00][P=1.00e-100]	7	-	Alu	ENSG00000176915.15	ANKLE2	TE	1e-100
chr13	19963148	19963149	CITS_2[gene=chr13_f_c68][PH=5][PH0=0.00][P=1.00e-100]	5	+	First intron	ENSG00000121741.18	""	Genic	1e-100
chr13	20024816	20024817	CITS_3[gene=chr13_f_c68][PH=8][PH0=0.00][P=1.00e-100]	8	+	Deep intronic	ENSG00000121741.18	""	Genic	1e-100
chr13	22803199	22803200	CITS_7[gene=chr13_f_c178][PH=8][PH0=0.00][P=1.00e-100]	8	+	First intron	ENSG00000253094.1	SNORD36	Genic	1e-100
chr13	23324135	23324136	CITS_8[gene=chr13_f_c178][PH=5][PH0=0.00][P=1.00e-100]	5	+	Proximal intronic	ENSG00000102683.9	""	Genic	1e-100
chr13	23578606	23578607	CITS_9[gene=chr13_f_c178][PH=10][PH0=0.00][P=1.00e-100]	10	+	First intron	ENSG00000127863.17	""	Genic	1e-100
chr13	27254561	27254562	CITS_16[gene=chr13_f_c529][PH=4][PH0=0.00][P=4.23e-07]	4	+	Alu	ENSG00000122026.13	""	TE	4.23e-07
chr13	27255081	27255082	CITS_17[gene=chr13_f_c529][PH=6][PH0=0.00][P=1.00e-100]	6	+	Deep intronic	ENSG00000122026.13	""	Genic	1e-100
chr13	32328409	32328410	CITS_27[gene=chr13_f_c784][PH=6][PH0=0.00][P=1.00e-100]	6	+	Alu	ENSG00000139618.19	BRCA2	TE	1e-100
chr13	32683496	32683497	CITS_29[gene=chr13_f_c784][PH=4][PH0=0.00][P=5.23e-07]	4	+	Alu	ENSG00000083642.20	""	TE	5.23e-07
chr13	33921543	33921544	CITS_33[gene=chr13_f_c819][PH=5][PH0=0.00][P=1.00e-100]	5	+	Deep intronic	ENSG00000133119.14	""	Genic	1e-100
chr13	34965025	34965026	CITS_37[gene=chr13_f_c823][PH=5][PH0=0.00][P=1.09e-09]	5	+	First intron	ENSG00000172915.20	NBEA	Genic	1.09e-09
chr13	39552415	39552416	CITS_42[gene=chr13_f_c1251][PH=5][PH0=0.00][P=1.00e-100]	5	+	Deep intronic	""	""	Genic	1e-100
chr13	41054743	41054744	CITS_44[gene=chr13_f_c1283][PH=4][PH0=0.00][P=3.08e-07]	4	+	Deep intronic	""	""	Genic	3.08e-07
chr13	42457638	42457639	CITS_48[gene=chr13_f_c1283][PH=5][PH0=0.00][P=1.00e-100]	5	+	Alu	ENSG00000283554.2	LINC02341	TE	1e-100
chr13	55285943	55285944	CITS_56[gene=chr13_f_c1971][PH=4][PH0=0.00][P=1.00e-15]	4	+	Intergenic	""	""	Intergenic	1e-15
chr13	57319250	57319251	CITS_60[gene=chr13_f_c1972][PH=5][PH0=0.00][P=1.00e-100]	5	+	Deep intronic	""	""	Genic	1e-100
chr13	62863477	62863478	CITS_64[gene=chr13_f_c2232][PH=10][PH0=0.36][P=4.09e-09]	10	+	Alu	""	""	TE	4.09e-09
chr13	63083030	63083031	CITS_65[gene=chr13_f_c2261][PH=5][PH0=0.00][P=1.00e-100]	5	+	LINE	ENSG00000273550.2	""	TE	1e-100
chr13	67743134	67743135	CITS_66[gene=chr13_f_c2373][PH=6][PH0=0.00][P=1.00e-100]	6	+	Deep intronic	""	""	Genic	1e-100
chr13	69761070	69761071	CITS_67[gene=chr13_f_c2386][PH=4][PH0=0.00][P=1.00e-100]	4	+	LTR/ERV	""	""	TE	1e-100
chr13	70043079	70043080	CITS_68[gene=chr13_f_c2386][PH=5][PH0=0.00][P=1.00e-100]	5	+	Alu	""	""	TE	1e-100
chr13	70477458	70477459	CITS_69[gene=chr13_f_c2387][PH=7][PH0=0.00][P=1.00e-100]	7	+	Alu	""	""	TE	1e-100
chr13	72834075	72834076	CITS_74[gene=chr13_f_c2442][PH=4][PH0=0.00][P=4.03e-07]	4	+	First intron	ENSG00000083535.17	""	Genic	4.03e-07
chr13	75684179	75684180	CITS_80[gene=chr13_f_c2489][PH=5][PH0=0.00][P=1.00e-100]	5	+	LTR/ERV	ENSG00000136153.22	""	TE	1e-100
chr13	76173299	76173300	CITS_81[gene=chr13_f_c2489][PH=7][PH0=0.00][P=1.00e-100]	7	+	LTR/ERV	""	""	TE	1e-100
chr13	76251028	76251029	CITS_82[gene=chr13_f_c2489][PH=4][PH0=0.00][P=1.30e-07]	4	+	Alu	ENSG00000298166.1	""	TE	1.3e-07
chr13	83805262	83805263	CITS_85[gene=chr13_f_c2961][PH=14][PH0=0.00][P=1.00e-100]	14	+	LINE	""	""	TE	1e-100
chr13	87683170	87683171	CITS_86[gene=chr13_f_c3077][PH=4][PH0=0.00][P=1.80e-08]	4	+	3'UTR	ENSG00000165300.9	""	Genic	1.8e-08
chr13	89820650	89820651	CITS_89[gene=chr13_f_c3135][PH=4][PH0=0.00][P=1.00e-15]	4	+	Alu	ENSG00000271395.3	LINC02336	TE	1e-15
chr13	90480524	90480525	CITS_90[gene=chr13_f_c3197][PH=4][PH0=0.00][P=1.45e-10]	4	+	Alu	""	""	TE	1.45e-10
chr13	91350936	91350937	CITS_91[gene=chr13_f_c3201][PH=6][PH0=0.00][P=1.00e-100]	6	+	Deep intronic	ENSG00000215417.15	MIR17HG	Genic	1e-100
chr13	91351070	91351071	CITS_93[gene=chr13_f_c3201][PH=4][PH0=0.00][P=9.33e-08]	4	+	Deep intronic	ENSG00000215417.15	MIR17HG	Genic	9.33e-08
chr13	91351242	91351243	CITS_94[gene=chr13_f_c3201][PH=6][PH0=0.00][P=1.00e-100]	6	+	Deep intronic	ENSG00000215417.15	MIR17HG	Genic	1e-100
chr13	91353600	91353601	CITS_96[gene=chr13_f_c3201][PH=10][PH0=0.00][P=1.00e-100]	10	+	First intron	ENSG00000215417.15	MIR17HG	Genic	1e-100
chr13	91353868	91353869	CITS_98[gene=chr13_f_c3201][PH=4][PH0=0.00][P=9.33e-08]	4	+	First intron	ENSG00000215417.15	MIR17HG	Genic	9.33e-08
chr13	91354360	91354361	CITS_99[gene=chr13_f_c3201][PH=4][PH0=0.00][P=9.33e-08]	4	+	First intron	ENSG00000215417.15	MIR17HG	Genic	9.33e-08
chr13	94614218	94614219	CITS_105[gene=chr13_f_c3527][PH=4][PH0=0.00][P=1.41e-07]	4	+	Deep intronic	ENSG00000152749.9	""	Genic	1.41e-07
chr13	96069960	96069961	CITS_108[gene=chr13_f_c3561][PH=5][PH0=0.00][P=1.00e-100]	5	+	Intergenic	""	""	Intergenic	1e-100
chr13	96301657	96301658	CITS_110[gene=chr13_f_c3607][PH=14][PH0=0.00][P=1.00e-100]	14	+	Alu	ENSG00000185352.10	HS6ST3	TE	1e-100
chr13	96416926	96416927	CITS_111[gene=chr13_f_c3607][PH=4][PH0=0.00][P=2.27e-07]	4	+	Alu	ENSG00000185352.10	HS6ST3	TE	2.27e-07
chr13	96974163	96974164	CITS_112[gene=chr13_f_c3616][PH=6][PH0=0.00][P=1.00e-100]	6	+	Deep intronic	""	""	Genic	1e-100
chr13	97103198	97103199	CITS_114[gene=chr13_f_c3616][PH=4][PH0=0.00][P=2.09e-08]	4	+	LTR/ERV	""	""	TE	2.09e-08
chr13	97125708	97125709	CITS_115[gene=chr13_f_c3616][PH=10][PH0=0.00][P=1.00e-100]	10	+	Deep intronic	""	""	Genic	1e-100
chr13	97158816	97158817	CITS_116[gene=chr13_f_c3616][PH=4][PH0=0.00][P=2.09e-08]	4	+	LINE	""	""	TE	2.09e-08
chr13	97190426	97190427	CITS_117[gene=chr13_f_c3616][PH=6][PH0=0.00][P=1.00e-100]	6	+	Other SINE	""	""	TE	1e-100
chr13	98000929	98000930	CITS_119[gene=chr13_f_c3622][PH=6][PH0=0.00][P=1.00e-100]	6	+	Proximal intronic	ENSG00000065150.22	""	Genic	1e-100
chr13	98000995	98000996	CITS_120[gene=chr13_f_c3622][PH=4][PH0=0.00][P=2.45e-07]	4	+	Deep intronic	ENSG00000065150.22	""	Genic	2.45e-07
chr13	98012823	98012824	CITS_122[gene=chr13_f_c3622][PH=4][PH0=0.00][P=2.45e-07]	4	+	Satellite/LC	ENSG00000065150.22	""	TE	2.45e-07
chr13	99247147	99247148	CITS_128[gene=chr13_f_c3654][PH=4][PH0=0.00][P=1.45e-06]	4	+	Deep intronic	ENSG00000134882.17	""	Genic	1.45e-06
chr13	99248551	99248552	CITS_129[gene=chr13_f_c3654][PH=4][PH0=0.00][P=1.45e-06]	4	+	Alu	ENSG00000134882.17	""	TE	1.45e-06
chr13	100047685	100047686	CITS_133[gene=chr13_f_c3654][PH=4][PH0=0.00][P=1.45e-06]	4	+	Alu	""	""	TE	1.45e-06
chr13	102090074	102090075	CITS_136[gene=chr13_f_c3789][PH=4][PH0=0.00][P=1.00e-100]	4	+	Deep intronic	""	""	Genic	1e-100
chr13	102825276	102825277	CITS_138[gene=chr13_f_c3816][PH=6][PH0=0.00][P=1.00e-100]	6	+	Alu	ENSG00000134897.15	""	TE	1e-100
chr13	104213841	104213842	CITS_139[gene=chr13_f_c3958][PH=17][PH0=0.00][P=1.00e-100]	17	+	Intergenic	""	""	Intergenic	1e-100
chr13	106364681	106364682	CITS_140[gene=chr13_f_c4048][PH=5][PH0=0.00][P=1.00e-100]	5	+	Deep intronic	""	""	Genic	1e-100
chr13	107116370	107116371	CITS_141[gene=chr13_f_c4081][PH=4][PH0=0.00][P=1.00e-100]	4	+	Intergenic	""	""	Intergenic	1e-100
chr13	18864068	18864069	CITS_154[gene=chr13_r_c55][PH=10][PH0=0.00][P=1.00e-100]	10	-	Alu	ENSG00000206192.7	ANKRD20A9P	TE	1e-100
chr13	19721886	19721887	CITS_161[gene=chr13_r_c70][PH=4][PH0=0.00][P=8.26e-07]	4	-	Deep intronic	ENSG00000121390.20	""	Genic	8.26e-07
chr13	19722501	19722502	CITS_162[gene=chr13_r_c70][PH=4][PH0=0.00][P=8.26e-07]	4	-	Alu	ENSG00000121390.20	""	TE	8.26e-07
chr13	19729028	19729029	CITS_164[gene=chr13_r_c70][PH=8][PH0=0.00][P=1.00e-100]	8	-	Deep intronic	ENSG00000121390.20	""	Genic	1e-100
chr13	19996569	19996570	CITS_166[gene=chr13_r_c70][PH=5][PH0=0.00][P=1.00e-100]	5	-	Alu	""	""	TE	1e-100
chr13	24122094	24122095	CITS_170[gene=chr13_r_c179][PH=4][PH0=0.00][P=8.86e-09]	4	-	Other exon	ENSG00000225674.1	IPO7P2	Genic	8.86e-09
chr13	27366212	27366213	CITS_172[gene=chr13_r_c469][PH=8][PH0=0.00][P=1.00e-100]	8	-	Deep intronic	""	""	Genic	1e-100
chr13	27538738	27538739	CITS_174[gene=chr13_r_c469][PH=4][PH0=0.00][P=1.59e-07]	4	-	3'UTR-distal	""	""	Genic	1.59e-07
chr13	27587445	27587446	CITS_176[gene=chr13_r_c469][PH=20][PH0=0.00][P=1.00e-100]	20	-	First intron	ENSG00000139517.10	""	Genic	1e-100
chr13	27771339	27771340	CITS_177[gene=chr13_r_c469][PH=4][PH0=0.00][P=1.59e-07]	4	-	Intergenic	""	""	Intergenic	1.59e-07
chr13	27844568	27844569	CITS_178[gene=chr13_r_c469][PH=4][PH0=0.00][P=1.59e-07]	4	-	LINE	ENSG00000247381.3	PLUT	TE	1.59e-07
chr13	27900024	27900025	CITS_179[gene=chr13_r_c469][PH=6][PH0=0.00][P=1.00e-100]	6	-	LINE	ENSG00000247381.3	PLUT	TE	1e-100
chr13	28113755	28113756	CITS_180[gene=chr13_r_c469][PH=6][PH0=0.00][P=1.00e-100]	6	-	Alu	""	""	TE	1e-100
chr13	29590948	29590949	CITS_184[gene=chr13_r_c548][PH=4][PH0=0.00][P=1.44e-07]	4	-	Alu	ENSG00000139514.14	""	TE	1.44e-07
chr13	30080202	30080203	CITS_185[gene=chr13_r_c548][PH=4][PH0=0.00][P=1.44e-07]	4	-	LTR/ERV	""	""	TE	1.44e-07
chr13	30733004	30733005	CITS_188[gene=chr13_r_c561][PH=4][PH0=0.00][P=3.13e-09]	4	-	Alu	""	""	TE	3.13e-09
chr13	32286587	32286588	CITS_190[gene=chr13_r_c568][PH=4][PH0=0.00][P=4.09e-07]	4	-	Alu	""	""	TE	4.09e-07
chr13	32523233	32523234	CITS_196[gene=chr13_r_c568][PH=5][PH0=0.00][P=1.00e-100]	5	-	Alu	ENSG00000244754.10	""	TE	1e-100
chr13	32524453	32524454	CITS_198[gene=chr13_r_c568][PH=5][PH0=0.00][P=1.00e-100]	5	-	First intron	ENSG00000244754.10	""	Genic	1e-100
chr13	32525476	32525477	CITS_200[gene=chr13_r_c568][PH=4][PH0=0.00][P=4.09e-07]	4	-	First intron	ENSG00000244754.10	""	Genic	4.09e-07
chr13	44091899	44091900	CITS_219[gene=chr13_r_c992][PH=4][PH0=0.00][P=1.00e-100]	4	-	LINE	""	""	TE	1e-100
chr13	44556714	44556715	CITS_222[gene=chr13_r_c993][PH=4][PH0=0.00][P=4.73e-07]	4	-	Alu	ENSG00000102804.17	""	TE	4.73e-07
chr13	44562947	44562948	CITS_224[gene=chr13_r_c993][PH=14][PH0=0.00][P=1.00e-100]	14	-	Alu	ENSG00000102804.17	""	TE	1e-100
chr13	44917964	44917965	CITS_225[gene=chr13_r_c993][PH=4][PH0=0.00][P=4.73e-07]	4	-	tRNA*	""	""	ncRNA	4.73e-07
chr13	45336346	45336347	CITS_230[gene=chr13_r_c1005][PH=4][PH0=0.00][P=2.99e-07]	4	-	3'UTR	ENSG00000133112.18	""	Genic	2.99e-07
chr13	46374537	46374538	CITS_233[gene=chr13_r_c1050][PH=7][PH0=0.00][P=1.00e-100]	7	-	First intron	ENSG00000102445.21	""	Genic	1e-100
chr13	46374591	46374592	CITS_234[gene=chr13_r_c1050][PH=5][PH0=0.00][P=1.00e-100]	5	-	LINE	ENSG00000102445.21	""	TE	1e-100
chr13	46434318	46434319	CITS_235[gene=chr13_r_c1055][PH=12][PH0=0.00][P=1.00e-100]	12	-	First intron	ENSG00000102445.21	""	Genic	1e-100
chr13	46549709	46549710	CITS_236[gene=chr13_r_c1055][PH=5][PH0=0.00][P=1.00e-100]	5	-	Alu	""	""	TE	1e-100
chr13	46725404	46725405	CITS_238[gene=chr13_r_c1055][PH=8][PH0=0.00][P=1.00e-100]	8	-	Deep intronic	""	""	Genic	1e-100
chr13	46777206	46777207	CITS_239[gene=chr13_r_c1055][PH=4][PH0=0.00][P=2.75e-09]	4	-	3'UTR	ENSG00000139684.16	""	Genic	2.75e-09
