chr	start	end	name	score	strand	annotation	gene	external_gene_name	grouped_annotation	pval
chr13	58587737	58587738	CITS_104[gene=chr13_r_c3618][PH=5][PH0=0.00][P=1.00e-100]	5	-	Deep intronic	""	""	Genic	1e-100
chr13	75683774	75683775	CITS_112[gene=chr13_r_c4539][PH=4][PH0=0.11][P=6.68e-04]	4	-	Satellite/LC	""	""	TE	0.000668
chr13	76642081	76642082	CITS_113[gene=chr13_r_c4594][PH=4][PH0=0.00][P=1.00e-100]	4	-	LINE	""	""	TE	1e-100
chr13	83341998	83341999	CITS_118[gene=chr13_r_c4795][PH=4][PH0=0.00][P=1.00e-100]	4	-	LTR/ERV	""	""	TE	1e-100
chr13	90089502	90089503	CITS_119[gene=chr13_r_c5077][PH=10][PH0=0.00][P=1.00e-100]	10	-	Proximal intronic	ENSMUSG00000021615.14	Xrcc4	Genic	1e-100
chr13	97327135	97327136	CITS_121[gene=chr13_r_c5619][PH=42][PH0=0.00][P=1.00e-100]	42	-	Deep intronic	ENSMUSG00000021665.10	Hexb	Genic	1e-100
chr13	105009027	105009028	CITS_129[gene=chr13_r_c6027][PH=6][PH0=0.00][P=1.00e-100]	6	-	LTR/ERV	""	""	TE	1e-100
chr13	110390817	110390818	CITS_135[gene=chr13_r_c6396][PH=5][PH0=0.07][P=4.66e-06]	5	-	Deep intronic	ENSMUSG00000021700.11	Rab3c	Genic	4.66e-06
chr13	112714802	112714803	CITS_136[gene=chr13_r_c6528][PH=48][PH0=0.00][P=1.00e-100]	48	-	First intron	ENSMUSG00000050377.9	Il31ra	Genic	1e-100
chr13	112715262	112715263	CITS_137[gene=chr13_r_c6528][PH=47][PH0=0.00][P=1.00e-100]	47	-	First intron	ENSMUSG00000050377.9	Il31ra	Genic	1e-100
chr14	3675274	3675275	CITS_1[gene=chr14_f_c120][PH=5][PH0=0.16][P=4.98e-04]	5	+	First intron	ENSMUSG00000058317.13	Ube2e2	Genic	0.000498
chr14	3675515	3675516	CITS_2[gene=chr14_f_c121][PH=11][PH0=0.26][P=2.84e-11]	11	+	First intron	ENSMUSG00000058317.13	Ube2e2	Genic	2.84e-11
chr14	25289273	25289274	CITS_10[gene=chr14_f_c1379][PH=13][PH0=0.40][P=3.52e-13]	13	+	Satellite/LC	""	""	TE	3.52e-13
chr14	27879368	27879369	CITS_13[gene=chr14_f_c1921][PH=4][PH0=0.10][P=8.14e-04]	4	+	Deep intronic	ENSMUSG00000040640.12	Erc2	Genic	0.000814
chr14	50703490	50703491	CITS_26[gene=chr14_f_c3142][PH=20][PH0=0.00][P=1.00e-100]	20	+	3'UTR-distal	""	""	Genic	1e-100
chr14	50703624	50703625	CITS_28[gene=chr14_f_c3142][PH=11][PH0=0.00][P=1.00e-100]	11	+	3'UTR-distal	""	""	Genic	1e-100
chr14	50968548	50968549	CITS_29[gene=chr14_f_c3143][PH=9][PH0=0.43][P=4.14e-07]	9	+	Other exon	ENSMUSG00002076109.1	Gm24316	Genic	4.14e-07
chr14	54818658	54818659	CITS_33[gene=chr14_f_c3261][PH=12][PH0=0.00][P=1.00e-100]	12	+	First intron	ENSMUSG00000064742.3	Rnu6-ps1	Genic	1e-100
chr14	58230363	58230364	CITS_39[gene=chr14_f_c3509][PH=9][PH0=0.47][P=6.34e-07]	9	+	Deep intronic	""	""	Genic	6.34e-07
chr14	63869598	63869599	CITS_44[gene=chr14_f_c3837][PH=5][PH0=0.00][P=1.00e-100]	5	+	First intron	ENSMUSG00000035067.10	Xkr6	Genic	1e-100
chr14	68325061	68325062	CITS_48[gene=chr14_f_c3982][PH=4][PH0=0.00][P=5.88e-09]	4	+	3'UTR	ENSMUSG00000022055.8	Nefl	Genic	5.88e-09
chr14	68325130	68325131	CITS_49[gene=chr14_f_c3982][PH=4][PH0=0.00][P=5.88e-09]	4	+	3'UTR	ENSMUSG00000022055.8	Nefl	Genic	5.88e-09
chr14	69220567	69220568	CITS_50[gene=chr14_f_c4029][PH=5][PH0=0.00][P=1.00e-100]	5	+	Intergenic	""	""	Intergenic	1e-100
chr14	95345084	95345085	CITS_66[gene=chr14_f_c5184][PH=4][PH0=0.10][P=8.71e-04]	4	+	LTR/ERV	""	""	TE	0.000871
chr14	101197579	101197580	CITS_71[gene=chr14_f_c5368][PH=4][PH0=0.00][P=1.00e-100]	4	+	Intergenic	""	""	Intergenic	1e-100
chr14	107155095	107155096	CITS_76[gene=chr14_f_c5689][PH=10][PH0=0.00][P=1.00e-100]	10	+	Intergenic	""	""	Intergenic	1e-100
chr14	120633114	120633115	CITS_81[gene=chr14_f_c6576][PH=4][PH0=0.00][P=1.21e-08]	4	+	Deep intronic	ENSMUSG00000022139.18	Mbnl2	Genic	1.21e-08
chr14	120633195	120633196	CITS_82[gene=chr14_f_c6576][PH=4][PH0=0.00][P=1.21e-08]	4	+	Deep intronic	ENSMUSG00000022139.18	Mbnl2	Genic	1.21e-08
chr14	121036298	121036299	CITS_83[gene=chr14_f_c6577][PH=4][PH0=0.00][P=1.00e-100]	4	+	LTR/ERV	ENSMUSG00000119265.2	Gm25781	TE	1e-100
chr14	122589585	122589586	CITS_85[gene=chr14_f_c6798][PH=13][PH0=0.00][P=1.00e-100]	13	+	Other SINE	ENSMUSG00000025545.11	Clybl	TE	1e-100
chr14	3190400	3190401	CITS_87[gene=chr14_r_c6][PH=5][PH0=0.15][P=1.09e-04]	5	-	First intron	ENSMUSG00000114304.2	Gm48099	Genic	0.000109
chr14	3191306	3191307	CITS_88[gene=chr14_r_c10][PH=6][PH0=0.24][P=5.32e-05]	6	-	First intron	ENSMUSG00000114304.2	Gm48099	Genic	5.32e-05
chr14	3191534	3191535	CITS_89[gene=chr14_r_c11][PH=14][PH0=0.88][P=1.15e-09]	14	-	First intron	ENSMUSG00000114304.2	Gm48099	Genic	1.15e-09
chr14	8855193	8855194	CITS_93[gene=chr14_r_c435][PH=12][PH0=0.00][P=1.00e-100]	12	-	3'UTR	ENSMUSG00000056296.18	Synpr	Genic	1e-100
chr14	8855426	8855427	CITS_96[gene=chr14_r_c435][PH=4][PH0=0.00][P=2.87e-08]	4	-	3'UTR	ENSMUSG00000056296.18	Synpr	Genic	2.87e-08
chr14	8855469	8855470	CITS_97[gene=chr14_r_c435][PH=5][PH0=0.00][P=1.00e-100]	5	-	3'UTR	ENSMUSG00000056296.18	Synpr	Genic	1e-100
chr14	16941962	16941963	CITS_99[gene=chr14_r_c736][PH=6][PH0=0.00][P=1.00e-100]	6	-	3'UTR-distal	""	""	Genic	1e-100
chr14	17294606	17294607	CITS_100[gene=chr14_r_c738][PH=6][PH0=0.27][P=9.12e-05]	6	-	Satellite/LC	""	""	TE	9.12e-05
chr14	20499943	20499944	CITS_101[gene=chr14_r_c842][PH=5][PH0=0.00][P=1.60e-09]	5	-	3'UTR-distal	ENSMUSG00000039543.17	Cfap70	Genic	1.6e-09
chr14	20550143	20550144	CITS_102[gene=chr14_r_c842][PH=6][PH0=0.00][P=1.00e-100]	6	-	3'UTR	ENSMUSG00000021816.12	Ppp3cb	Genic	1e-100
chr14	20550413	20550414	CITS_103[gene=chr14_r_c842][PH=5][PH0=0.00][P=1.60e-09]	5	-	3'UTR	ENSMUSG00000021816.12	Ppp3cb	Genic	1.6e-09
chr14	20550445	20550446	CITS_104[gene=chr14_r_c842][PH=4][PH0=0.00][P=1.99e-06]	4	-	3'UTR	ENSMUSG00000021816.12	Ppp3cb	Genic	1.99e-06
chr14	20550539	20550540	CITS_105[gene=chr14_r_c842][PH=5][PH0=0.00][P=1.60e-09]	5	-	3'UTR	ENSMUSG00000021816.12	Ppp3cb	Genic	1.6e-09
chr14	20550622	20550623	CITS_106[gene=chr14_r_c842][PH=4][PH0=0.00][P=1.99e-06]	4	-	3'UTR	ENSMUSG00000021816.12	Ppp3cb	Genic	1.99e-06
chr14	20550686	20550687	CITS_107[gene=chr14_r_c842][PH=7][PH0=0.00][P=1.00e-100]	7	-	3'UTR	ENSMUSG00000021816.12	Ppp3cb	Genic	1e-100
chr14	20785037	20785038	CITS_111[gene=chr14_r_c899][PH=6][PH0=0.00][P=1.00e-100]	6	-	3'UTR	ENSMUSG00000021820.19	Camk2g	Genic	1e-100
chr14	23477510	23477511	CITS_114[gene=chr14_r_c1053][PH=6][PH0=0.00][P=1.00e-100]	6	-	Deep intronic	ENSMUSG00000063142.17	Kcnma1	Genic	1e-100
chr14	23477958	23477959	CITS_116[gene=chr14_r_c1053][PH=4][PH0=0.00][P=1.64e-06]	4	-	Deep intronic	ENSMUSG00000063142.17	Kcnma1	Genic	1.64e-06
chr14	23478242	23478243	CITS_117[gene=chr14_r_c1053][PH=4][PH0=0.00][P=1.64e-06]	4	-	Deep intronic	ENSMUSG00000063142.17	Kcnma1	Genic	1.64e-06
chr14	23497692	23497693	CITS_120[gene=chr14_r_c1053][PH=4][PH0=0.00][P=1.64e-06]	4	-	Deep intronic	ENSMUSG00000063142.17	Kcnma1	Genic	1.64e-06
chr14	23498436	23498437	CITS_121[gene=chr14_r_c1053][PH=9][PH0=0.00][P=1.00e-100]	9	-	Deep intronic	ENSMUSG00000063142.17	Kcnma1	Genic	1e-100
chr14	29808856	29808857	CITS_129[gene=chr14_r_c1823][PH=4][PH0=0.00][P=1.11e-08]	4	-	Deep intronic	ENSMUSG00000015968.19	Cacna1d	Genic	1.11e-08
chr14	34422850	34422851	CITS_135[gene=chr14_r_c2104][PH=5][PH0=0.00][P=1.00e-100]	5	-	Satellite/LC	""	""	TE	1e-100
chr14	36577957	36577958	CITS_136[gene=chr14_r_c2168][PH=5][PH0=0.16][P=1.77e-04]	5	-	Other exon	ENSMUSG00002074864.1	Gm55246	Genic	0.000177
chr14	47045670	47045671	CITS_142[gene=chr14_r_c3407][PH=4][PH0=0.00][P=1.20e-09]	4	-	3'UTR	ENSMUSG00000062014.15	Gmfb	Genic	1.2e-09
chr14	48164687	48164688	CITS_147[gene=chr14_r_c3438][PH=4][PH0=0.00][P=1.00e-100]	4	-	Satellite/LC	""	""	TE	1e-100
chr14	54969125	54969126	CITS_149[gene=chr14_r_c3839][PH=4][PH0=0.00][P=1.76e-09]	4	-	Deep intronic	ENSMUSG00000022180.8	Slc7a8	Genic	1.76e-09
chr14	56931519	56931520	CITS_150[gene=chr14_r_c3967][PH=48][PH0=0.82][P=1.00e-100]	48	-	Deep intronic	""	""	Genic	1e-100
chr14	57608515	57608516	CITS_151[gene=chr14_r_c4057][PH=5][PH0=0.18][P=2.64e-04]	5	-	LTR/ERV	ENSMUSG00000021947.12	Cryl1	TE	0.000264
chr14	67040658	67040659	CITS_158[gene=chr14_r_c4931][PH=12][PH0=0.34][P=6.60e-12]	12	-	3'UTR	ENSMUSG00000022048.10	Dpysl2	Genic	6.6e-12
chr14	74368735	74368736	CITS_161[gene=chr14_r_c5267][PH=11][PH0=0.00][P=1.00e-100]	11	-	Deep intronic	ENSMUSG00000115704.3	Gm49171	Genic	1e-100
chr14	78548750	78548751	CITS_165[gene=chr14_r_c5410][PH=9][PH0=0.00][P=1.00e-100]	9	-	Other exon	ENSMUSG00002076701.1	Gm54994	Genic	1e-100
chr14	81167472	81167473	CITS_168[gene=chr14_r_c5582][PH=4][PH0=0.11][P=6.68e-04]	4	-	Satellite/LC	""	""	TE	0.000668
chr14	93251526	93251527	CITS_176[gene=chr14_r_c6042][PH=4][PH0=0.00][P=6.15e-09]	4	-	3'UTR	ENSMUSG00000055421.9	Pcdh9	Genic	6.15e-09
chr14	93656402	93656403	CITS_179[gene=chr14_r_c6329][PH=4][PH0=0.00][P=3.13e-06]	4	-	Satellite/LC	ENSMUSG00000055421.9	Pcdh9	TE	3.13e-06
chr14	93858730	93858731	CITS_182[gene=chr14_r_c6329][PH=4][PH0=0.00][P=3.13e-06]	4	-	First intron	ENSMUSG00000055421.9	Pcdh9	Genic	3.13e-06
chr14	93958079	93958080	CITS_189[gene=chr14_r_c6329][PH=4][PH0=0.00][P=3.13e-06]	4	-	Other SINE	ENSMUSG00000055421.9	Pcdh9	TE	3.13e-06
chr14	93959212	93959213	CITS_190[gene=chr14_r_c6329][PH=4][PH0=0.00][P=3.13e-06]	4	-	First intron	ENSMUSG00000055421.9	Pcdh9	Genic	3.13e-06
chr14	99589531	99589532	CITS_194[gene=chr14_r_c6587][PH=4][PH0=0.09][P=3.64e-04]	4	-	Other exon	ENSMUSG00000084700.4	Gm22984	Genic	0.000364
chr14	104953271	104953272	CITS_196[gene=chr14_r_c6956][PH=8][PH0=0.00][P=1.00e-100]	8	-	Deep intronic	""	""	Genic	1e-100
chr14	109148174	109148175	CITS_200[gene=chr14_r_c7203][PH=5][PH0=0.15][P=4.41e-04]	5	-	3'UTR	ENSMUSG00000075478.4	Slitrk1	Genic	0.000441
chr14	111860995	111860996	CITS_201[gene=chr14_r_c7317][PH=11][PH0=0.00][P=1.00e-100]	11	-	First intron	ENSMUSG00000120285.2	Gm30439	Genic	1e-100
chr14	113904932	113904933	CITS_202[gene=chr14_r_c7341][PH=4][PH0=0.00][P=1.00e-100]	4	-	Intergenic	""	""	Intergenic	1e-100
chr14	124826247	124826248	CITS_212[gene=chr14_r_c8500][PH=5][PH0=0.00][P=1.57e-09]	5	-	First intron	ENSMUSG00000025551.14	Fgf14	Genic	1.57e-09
chr14	124913779	124913780	CITS_216[gene=chr14_r_c8500][PH=4][PH0=0.00][P=2.43e-06]	4	-	First intron	ENSMUSG00000025551.14	Fgf14	Genic	2.43e-06
chr15	12184967	12184968	CITS_5[gene=chr15_f_c570][PH=6][PH0=0.00][P=1.00e-100]	6	+	3'UTR	ENSMUSG00000022201.17	Zfr	Genic	1e-100
chr15	30322517	30322518	CITS_16[gene=chr15_f_c1781][PH=4][PH0=0.00][P=2.19e-08]	4	+	First intron	ENSMUSG00000022240.11	Ctnnd2	Genic	2.19e-08
chr15	30556082	30556083	CITS_18[gene=chr15_f_c1870][PH=4][PH0=0.00][P=2.34e-08]	4	+	Deep intronic	ENSMUSG00000022240.11	Ctnnd2	Genic	2.34e-08
chr15	30974916	30974917	CITS_19[gene=chr15_f_c1911][PH=4][PH0=0.00][P=1.16e-08]	4	+	Deep intronic	ENSMUSG00000022240.11	Ctnnd2	Genic	1.16e-08
chr15	38988068	38988069	CITS_23[gene=chr15_f_c2494][PH=5][PH0=0.00][P=1.00e-100]	5	+	Alu	ENSMUSG00000022300.11	Dcaf13	TE	1e-100
chr15	39450008	39450009	CITS_25[gene=chr15_f_c2659][PH=7][PH0=0.00][P=1.00e-100]	7	+	Proximal intronic	ENSMUSG00000037386.17	Rims2	Genic	1e-100
chr15	39474203	39474204	CITS_26[gene=chr15_f_c2659][PH=4][PH0=0.00][P=7.23e-07]	4	+	Satellite/LC	ENSMUSG00000037386.17	Rims2	TE	7.23e-07
chr15	39474283	39474284	CITS_27[gene=chr15_f_c2659][PH=5][PH0=0.00][P=2.96e-10]	5	+	Satellite/LC	ENSMUSG00000037386.17	Rims2	TE	2.96e-10
chr15	39474532	39474533	CITS_29[gene=chr15_f_c2659][PH=10][PH0=0.00][P=1.00e-100]	10	+	Deep intronic	ENSMUSG00000037386.17	Rims2	Genic	1e-100
chr15	39545769	39545770	CITS_33[gene=chr15_f_c2659][PH=4][PH0=0.00][P=7.23e-07]	4	+	3'UTR	ENSMUSG00000037386.17	Rims2	Genic	7.23e-07
chr15	44296015	44296016	CITS_37[gene=chr15_f_c3157][PH=7][PH0=0.00][P=1.00e-100]	7	+	Proximal intronic	ENSMUSG00000022338.9	Eny2	Genic	1e-100
chr15	47403391	47403392	CITS_38[gene=chr15_f_c3264][PH=20][PH0=0.00][P=1.00e-100]	20	+	Intergenic	""	""	Intergenic	1e-100
chr15	50680267	50680268	CITS_42[gene=chr15_f_c3361][PH=7][PH0=0.38][P=4.30e-05]	7	+	Deep intronic	""	""	Genic	4.3e-05
chr15	58012344	58012345	CITS_44[gene=chr15_f_c3618][PH=6][PH0=0.36][P=5.43e-04]	6	+	Satellite/LC	ENSMUSG00000022359.11	Ntaq1	TE	0.000543
chr15	71667261	71667262	CITS_48[gene=chr15_f_c4383][PH=4][PH0=0.00][P=5.66e-08]	4	+	Deep intronic	""	""	Genic	5.66e-08
chr15	71667447	71667448	CITS_49[gene=chr15_f_c4383][PH=5][PH0=0.00][P=5.61e-11]	5	+	LINE	""	""	TE	5.61e-11
chr15	74455992	74455993	CITS_51[gene=chr15_f_c4515][PH=19][PH0=0.00][P=1.00e-100]	19	+	Proximal intronic	ENSMUSG00000034730.19	Adgrb1	Genic	1e-100
chr15	77430405	77430406	CITS_53[gene=chr15_f_c4683][PH=5][PH0=0.19][P=3.42e-04]	5	+	Satellite/LC	""	""	TE	0.000342
chr15	81710786	81710787	CITS_56[gene=chr15_f_c5125][PH=4][PH0=0.06][P=1.88e-04]	4	+	3'UTR	ENSMUSG00000022389.16	Tef	Genic	0.000188
chr15	82226896	82226897	CITS_57[gene=chr15_f_c5228][PH=8][PH0=0.00][P=1.00e-100]	8	+	First intron	ENSMUSG00000022452.17	Smdt1	Genic	1e-100
chr15	83033906	83033907	CITS_59[gene=chr15_f_c5242][PH=11][PH0=0.26][P=7.40e-12]	11	+	Other exon	ENSMUSG00000065176.3	Rnu12	Genic	7.4e-12
chr15	86078990	86078991	CITS_61[gene=chr15_f_c5398][PH=355][PH0=0.00][P=1.00e-100]	355	+	Deep intronic	""	""	Genic	1e-100
chr15	86079039	86079040	CITS_62[gene=chr15_f_c5398][PH=4][PH0=0.00][P=4.53e-06]	4	+	Deep intronic	""	""	Genic	4.53e-06
chr15	86079091	86079092	CITS_63[gene=chr15_f_c5398][PH=145][PH0=0.00][P=1.00e-100]	145	+	Deep intronic	""	""	Genic	1e-100
chr15	88525791	88525792	CITS_66[gene=chr15_f_c5597][PH=4][PH0=0.00][P=1.00e-100]	4	+	tRNA*	""	""	ncRNA	1e-100
chr15	89418026	89418027	CITS_67[gene=chr15_f_c5727][PH=8][PH0=0.16][P=4.63e-09]	8	+	First intron	ENSMUSG00000022623.18	Shank3	Genic	4.63e-09
chr15	89418293	89418294	CITS_68[gene=chr15_f_c5730][PH=9][PH0=0.28][P=2.54e-08]	9	+	First intron	ENSMUSG00000022623.18	Shank3	Genic	2.54e-08
chr15	89650638	89650639	CITS_70[gene=chr15_f_c5769][PH=8][PH0=0.00][P=1.00e-100]	8	+	First intron	ENSMUSG00000128549.1	""	Genic	1e-100
chr15	89650667	89650668	CITS_71[gene=chr15_f_c5769][PH=9][PH0=0.00][P=1.00e-100]	9	+	First intron	ENSMUSG00000128549.1	""	Genic	1e-100
chr15	89650883	89650884	CITS_72[gene=chr15_f_c5769][PH=6][PH0=0.00][P=1.00e-100]	6	+	First intron	ENSMUSG00000128549.1	""	Genic	1e-100
chr15	89651481	89651482	CITS_74[gene=chr15_f_c5769][PH=6][PH0=0.00][P=1.00e-100]	6	+	First intron	ENSMUSG00000128549.1	""	Genic	1e-100
chr15	89651768	89651769	CITS_75[gene=chr15_f_c5769][PH=4][PH0=0.00][P=5.60e-08]	4	+	First intron	ENSMUSG00000128549.1	""	Genic	5.6e-08
chr15	89652334	89652335	CITS_76[gene=chr15_f_c5769][PH=4][PH0=0.00][P=5.60e-08]	4	+	First intron	ENSMUSG00000128549.1	""	Genic	5.6e-08
chr15	89652953	89652954	CITS_78[gene=chr15_f_c5769][PH=4][PH0=0.00][P=5.60e-08]	4	+	First intron	ENSMUSG00000128549.1	""	Genic	5.6e-08
chr15	89653026	89653027	CITS_79[gene=chr15_f_c5769][PH=5][PH0=0.00][P=1.00e-100]	5	+	First intron	ENSMUSG00000128549.1	""	Genic	1e-100
chr15	90575167	90575168	CITS_82[gene=chr15_f_c5805][PH=4][PH0=0.00][P=1.00e-100]	4	+	Satellite/LC	""	""	TE	1e-100
chr15	92239380	92239381	CITS_83[gene=chr15_f_c5859][PH=7][PH0=0.41][P=2.77e-04]	7	+	3'UTR	ENSMUSG00000055022.15	Cntn1	Genic	0.000277
chr15	95932846	95932847	CITS_85[gene=chr15_f_c6106][PH=8][PH0=0.46][P=1.00e-05]	8	+	Satellite/LC	""	""	TE	1e-05
chr15	100939256	100939257	CITS_88[gene=chr15_f_c6425][PH=6][PH0=0.00][P=1.00e-100]	6	+	3'UTR	ENSMUSG00000023033.15	Scn8a	Genic	1e-100
chr15	100940811	100940812	CITS_89[gene=chr15_f_c6425][PH=4][PH0=0.00][P=4.69e-08]	4	+	3'UTR	ENSMUSG00000023033.15	Scn8a	Genic	4.69e-08
chr15	7790504	7790505	CITS_94[gene=chr15_r_c166][PH=8][PH0=0.21][P=1.88e-08]	8	-	Deep intronic	""	""	Genic	1.88e-08
chr15	8663790	8663791	CITS_96[gene=chr15_r_c271][PH=4][PH0=0.10][P=8.71e-04]	4	-	3'UTR	ENSMUSG00000005360.15	Slc1a3	Genic	0.000871
chr15	25363404	25363405	CITS_102[gene=chr15_r_c1095][PH=7][PH0=0.29][P=1.28e-05]	7	-	3'UTR	ENSMUSG00000045763.9	Basp1	Genic	1.28e-05
chr15	25363595	25363596	CITS_103[gene=chr15_r_c1097][PH=8][PH0=0.36][P=4.83e-06]	8	-	3'UTR	ENSMUSG00000045763.9	Basp1	Genic	4.83e-06
chr15	31406985	31406986	CITS_104[gene=chr15_r_c1346][PH=4][PH0=0.00][P=7.74e-09]	4	-	Satellite/LC	ENSMUSG00000139418.1	""	TE	7.74e-09
chr15	31458628	31458629	CITS_105[gene=chr15_r_c1346][PH=4][PH0=0.00][P=7.74e-09]	4	-	3'UTR	ENSMUSG00000039100.11	Marchf6	Genic	7.74e-09
chr15	37368271	37368272	CITS_110[gene=chr15_r_c1682][PH=5][PH0=0.16][P=9.14e-04]	5	-	3'UTR	ENSMUSG00000051359.16	Ncald	Genic	0.000914
chr15	38066425	38066426	CITS_112[gene=chr15_r_c1703][PH=5][PH0=0.00][P=1.00e-100]	5	-	First intron	ENSMUSG00000037487.8	Ubr5	Genic	1e-100
chr15	46015174	46015175	CITS_117[gene=chr15_r_c2091][PH=11][PH0=0.70][P=1.42e-07]	11	-	Other exon	ENSMUSG00000065312.3	Gm26063	Genic	1.42e-07
chr15	46823180	46823181	CITS_119[gene=chr15_r_c2124][PH=9][PH0=0.00][P=1.00e-100]	9	-	LINE	""	""	TE	1e-100
chr15	48618884	48618885	CITS_122[gene=chr15_r_c2311][PH=10][PH0=0.00][P=1.00e-100]	10	-	First intron	ENSMUSG00000022311.16	Csmd3	Genic	1e-100
chr15	53080000	53080001	CITS_124[gene=chr15_r_c2630][PH=4][PH0=0.08][P=4.96e-04]	4	-	First intron	ENSMUSG00000061731.10	Ext1	Genic	0.000496
chr15	57296632	57296633	CITS_126[gene=chr15_r_c3019][PH=8][PH0=0.17][P=4.61e-09]	8	-	LINE	ENSMUSG00000022366.13	Slc22a22	TE	4.61e-09
chr15	62340068	62340069	CITS_130[gene=chr15_r_c3239][PH=7][PH0=0.00][P=1.00e-100]	7	-	Intergenic	""	""	Intergenic	1e-100
chr15	63802855	63802856	CITS_133[gene=chr15_r_c3266][PH=4][PH0=0.00][P=2.48e-08]	4	-	3'UTR	ENSMUSG00000022378.15	Cyrib	Genic	2.48e-08
chr15	63827682	63827683	CITS_134[gene=chr15_r_c3266][PH=4][PH0=0.00][P=2.48e-08]	4	-	Deep intronic	ENSMUSG00000022378.15	Cyrib	Genic	2.48e-08
chr15	72377161	72377162	CITS_140[gene=chr15_r_c3986][PH=4][PH0=0.00][P=1.00e-15]	4	-	3'UTR	ENSMUSG00000036760.8	Kcnk9	Genic	1e-15
chr15	73267977	73267978	CITS_141[gene=chr15_r_c4195][PH=6][PH0=0.00][P=1.00e-100]	6	-	LINE	ENSMUSG00000022607.19	Ptk2	TE	1e-100
chr15	76987446	76987447	CITS_145[gene=chr15_r_c4322][PH=4][PH0=0.00][P=5.16e-09]	4	-	Deep intronic	ENSMUSG00000033565.20	Rbfox2	Genic	5.16e-09
chr15	79413861	79413862	CITS_148[gene=chr15_r_c4553][PH=5][PH0=0.00][P=1.00e-100]	5	-	3'UTR	ENSMUSG00000055065.8	Ddx17	Genic	1e-100
chr15	79972719	79972720	CITS_149[gene=chr15_r_c4684][PH=6][PH0=0.18][P=1.03e-05]	6	-	First intron	ENSMUSG00000060036.15	Rpl3	Genic	1.03e-05
chr15	82378749	82378750	CITS_154[gene=chr15_r_c4782][PH=4][PH0=0.00][P=1.00e-100]	4	-	LINE	""	""	TE	1e-100
chr15	95367951	95367952	CITS_162[gene=chr15_r_c5765][PH=4][PH0=0.08][P=5.63e-04]	4	-	Deep intronic	ENSMUSG00000022454.18	Nell2	Genic	0.000563
chr15	103079273	103079274	CITS_167[gene=chr15_r_c6280][PH=4][PH0=0.00][P=1.00e-100]	4	-	Satellite/LC	""	""	TE	1e-100
chr15	103526887	103526888	CITS_168[gene=chr15_r_c6290][PH=4][PH0=0.10][P=9.39e-04]	4	-	Intergenic	""	""	Intergenic	0.000939
chr15	103527008	103527009	CITS_169[gene=chr15_r_c6292][PH=7][PH0=0.28][P=7.62e-06]	7	-	Intergenic	""	""	Intergenic	7.62e-06
chr15	103527747	103527748	CITS_170[gene=chr15_r_c6298][PH=6][PH0=0.20][P=4.40e-05]	6	-	Intergenic	""	""	Intergenic	4.4e-05
chr15	103527963	103527964	CITS_171[gene=chr15_r_c6299][PH=9][PH0=0.27][P=3.40e-08]	9	-	Intergenic	""	""	Intergenic	3.4e-08
chr15	103527992	103527993	CITS_172[gene=chr15_r_c6299][PH=8][PH0=0.27][P=9.98e-07]	8	-	Intergenic	""	""	Intergenic	9.98e-07
chr16	4240859	4240860	CITS_1[gene=chr16_f_c40][PH=4][PH0=0.00][P=1.00e-100]	4	+	Satellite/LC	""	""	TE	1e-100
chr16	4509371	4509372	CITS_2[gene=chr16_f_c43][PH=6][PH0=0.00][P=1.00e-100]	6	+	Other SINE	ENSMUSG00000004069.18	Dnaja3	TE	1e-100
chr16	6046705	6046706	CITS_4[gene=chr16_f_c338][PH=4][PH0=0.00][P=3.85e-07]	4	+	Other SINE	ENSMUSG00000008658.18	Rbfox1	TE	3.85e-07
chr16	6313350	6313351	CITS_5[gene=chr16_f_c559][PH=4][PH0=0.00][P=1.67e-05]	4	+	Deep intronic	ENSMUSG00000008658.18	Rbfox1	Genic	1.67e-05
chr16	6329743	6329744	CITS_6[gene=chr16_f_c559][PH=4][PH0=0.00][P=1.67e-05]	4	+	Deep intronic	ENSMUSG00000008658.18	Rbfox1	Genic	1.67e-05
chr16	6628262	6628263	CITS_7[gene=chr16_f_c559][PH=5][PH0=0.00][P=1.30e-08]	5	+	First intron	ENSMUSG00000008658.18	Rbfox1	Genic	1.3e-08
chr16	6700921	6700922	CITS_8[gene=chr16_f_c559][PH=4][PH0=0.00][P=1.67e-05]	4	+	First intron	ENSMUSG00000008658.18	Rbfox1	Genic	1.67e-05
chr16	6779241	6779242	CITS_9[gene=chr16_f_c559][PH=5][PH0=0.00][P=1.30e-08]	5	+	First intron	ENSMUSG00000008658.18	Rbfox1	Genic	1.3e-08
chr16	6876895	6876896	CITS_10[gene=chr16_f_c559][PH=5][PH0=0.00][P=1.30e-08]	5	+	First intron	ENSMUSG00000008658.18	Rbfox1	Genic	1.3e-08
chr16	7109476	7109477	CITS_11[gene=chr16_f_c559][PH=6][PH0=0.00][P=1.00e-100]	6	+	Deep intronic	ENSMUSG00000008658.18	Rbfox1	Genic	1e-100
chr16	7109532	7109533	CITS_12[gene=chr16_f_c559][PH=7][PH0=0.00][P=1.00e-100]	7	+	Deep intronic	ENSMUSG00000008658.18	Rbfox1	Genic	1e-100
chr16	7109564	7109565	CITS_13[gene=chr16_f_c559][PH=5][PH0=0.00][P=1.30e-08]	5	+	Deep intronic	ENSMUSG00000008658.18	Rbfox1	Genic	1.3e-08
