chr	start	end	name	score	strand	tagNumber(k)	mutationFreq(m)	FDR	count(>=m,k)	annotation	gene	external_gene_name	grouped_annotation
chr9	61959701	61959702	chr9_f_c20[k=1][m=2]	2	+	1	2	0	21	Alu	ENSG00000231527.8	FAM27C	TE
chr9	82437273	82437274	chr9_f_c28[k=1][m=2]	2	+	1	2	0	21	First intron	ENSG00000290551.2	""	Genic
chr9	92100064	92100065	chr9_r_c44[k=1][m=2]	2	-	1	2	0	21	Deep intronic	ENSG00000090054.17	""	Genic
chrX	123987167	123987168	chrX_f_c35[k=1][m=2]	2	+	1	2	0	10	Alu	ENSG00000101972.21	""	TE
chrX	2480966	2480967	chrX_r_c1[k=1][m=2]	2	-	1	2	0	10	3'UTR-distal	ENSG00000169084.15	DHRSX	Genic
chrX	2618957	2618958	chrX_f_c0[k=1][m=2]	2	+	1	2	0	10	Satellite/LC	ENSG00000223773.10	CD99P1	TE
chrX	95221685	95221686	chrX_r_c27[k=1][m=2]	2	-	1	2	0	10	LINE	""	""	TE
chrY	2480966	2480967	chrY_r_c1[k=1][m=2]	2	-	1	2	0	3	3'UTR-distal	ENSG00000292338.1	DHRSX	Genic
chrY	2618957	2618958	chrY_f_c0[k=1][m=2]	2	+	1	2	0	3	Satellite/LC	ENSG00000292361.1	CD99P1	TE
chrY	2799174	2799175	chrY_f_c2[k=1][m=2]	2	+	1	2	0	3	Alu	ENSG00000290840.2	XGY2	TE
chr10	19882961	19882962	chr10_f_c12[k=2][m=2]	2	+	2	2	0	3	Alu	ENSG00000120594.18	""	TE
chr10	19890542	19890543	chr10_f_c13[k=2][m=2]	2	+	2	2	0	3	Alu	ENSG00000120594.18	""	TE
chr10	62096423	62096424	chr10_f_c22[k=2][m=2]	2	+	2	2	0	3	3'UTR	ENSG00000150347.17	ARID5B	Genic
chr11	134124580	134124581	chr11_r_c46[k=2][m=2]	2	-	2	2	0	3	TSS-proximal	""	""	Genic
chr1	121359286	121359287	chr1_f_c66[k=2][m=2]	2	+	2	2	0	7	First intron	ENSG00000171943.13	""	Genic
chr1	206377998	206377999	chr1_f_c104[k=2][m=2]	2	+	2	2	0	7	First intron	ENSG00000266028.9	""	Genic
chr12	11167929	11167930	chr12_r_c7[k=2][m=2]	2	-	2	2	0	3	First intron	ENSG00000111215.13	PRR4	Genic
chr12	120461884	120461885	chr12_r_c56[k=2][m=2]	2	-	2	2	0	3	3'UTR	ENSG00000111786.11	""	Genic
chr1	27821561	27821562	chr1_f_c9[k=2][m=2]	2	+	2	2	0	7	Deep intronic	ENSG00000117758.15	""	Genic
chr12	82732348	82732349	chr12_f_c58[k=2][m=2]	2	+	2	2	0	3	Alu	ENSG00000179104.9	TMTC2	TE
chr16	2568436	2568437	chr16_r_c2[k=2][m=2]	2	-	2	2	0	10	Alu	""	""	TE
chr16	2631752	2631753	chr16_f_c1[k=2][m=2]	2	+	2	2	0	10	Alu	""	""	TE
chr16	67638318	67638319	chr16_f_c28[k=2][m=2]	2	+	2	2	0	10	3'UTR	ENSG00000102974.17	""	Genic
chr16	84651179	84651180	chr16_f_c33[k=2][m=2]	2	+	2	2	0	10	First intron	ENSG00000135686.14	""	Genic
chr18	51034250	51034251	chr18_f_c23[k=2][m=2]	2	+	2	2	0	2	Alu	ENSG00000141646.18	""	TE
chr18	7602650	7602651	chr18_f_c3[k=2][m=2]	2	+	2	2	0	2	First intron	ENSG00000173482.17	PTPRM	Genic
chr20	3984236	3984237	chr20_r_c2[k=2][m=2]	2	-	2	2	0	1	Alu	ENSG00000101236.18	""	TE
chr21	10341490	10341491	chr21_r_c5[k=2][m=2]	2	-	2	2	0	1	LINE	ENSG00000277693.3	""	TE
chr2	121442892	121442893	chr2_r_c43[k=2][m=2]	2	-	2	2	0	6	Deep intronic	ENSG00000074054.22	""	Genic
chr2	61357706	61357707	chr2_r_c19[k=2][m=2]	2	-	2	2	0	6	Alu	ENSG00000115464.15	USP34	TE
chr3	120332390	120332391	chr3_r_c53[k=2][m=2]	2	-	2	2	0	2	Deep intronic	ENSG00000163428.5	""	Genic
chr4	143355425	143355426	chr4_f_c42[k=2][m=2]	2	+	2	2	0	1	First intron	ENSG00000109458.11	""	Genic
chr5	108931346	108931347	chr5_f_c67[k=2][m=2]	2	+	2	2	0	5	First intron	ENSG00000151422.15	""	Genic
chr5	126270555	126270556	chr5_r_c103[k=2][m=2]	2	-	2	2	0	5	Alu	ENSG00000248752.4	""	TE
chr5	70075219	70075220	chr5_f_c43[k=2][m=2]	2	+	2	2	0	5	Alu	ENSG00000205571.16	""	TE
chr5	70950644	70950645	chr5_f_c45[k=2][m=2]	2	+	2	2	0	5	Alu	ENSG00000172062.18	""	TE
chr8	115555375	115555376	chr8_r_c39[k=2][m=2]	2	-	2	2	0	3	Deep intronic	ENSG00000104447.14	""	Genic
chr8	115579631	115579632	chr8_r_c41[k=2][m=2]	2	-	2	2	0	3	Deep intronic	ENSG00000104447.14	""	Genic
chr8	79354848	79354849	chr8_r_c26[k=2][m=2]	2	-	2	2	0	3	LINE	""	""	TE
chr10	24683070	24683071	chr10_r_c9[k=3][m=2]	2	-	3	2	0	1	Alu	ENSG00000107863.21	""	TE
chr11	68576626	68576627	chr11_f_c57[k=3][m=2]	2	+	3	2	0	2	Deep intronic	ENSG00000110075.16	""	Genic
chr1	47925439	47925440	chr1_r_c32[k=3][m=2]	2	-	3	2	0	1	Deep intronic	ENSG00000269113.5	""	Genic
chr2	177223274	177223275	chr2_f_c69[k=3][m=2]	2	+	3	2	0	1	3'UTR	ENSG00000170144.24	""	Genic
chr22	19467164	19467165	chr22_r_c3[k=3][m=2]	2	-	3	2	0	1	Satellite/LC	ENSG00000070010.20	""	TE
chr4	41398484	41398485	chr4_f_c16[k=3][m=2]	2	+	3	2	0	1	First intron	ENSG00000064042.19	""	Genic
chr5	59636045	59636046	chr5_r_c59[k=3][m=2]	2	-	3	2	0	2	LINE	ENSG00000113448.21	PDE4D	TE
chr5	80624907	80624908	chr5_r_c80[k=3][m=2]	2	-	3	2	0	2	3'UTR-distal	""	""	Genic
chr6	17979767	17979768	chr6_r_c10[k=3][m=2]	2	-	3	2	0	2	LINE	ENSG00000137177.20	KIF13A	TE
chr6	36608531	36608532	chr6_f_c16[k=3][m=2]	2	+	3	2	0	2	3'UTR-distal	""	""	Genic
chr7	128659098	128659099	chr7_f_c62[k=3][m=2]	2	+	3	2	0	2	Alu	ENSG00000242588.8	""	TE
chr7	23481886	23481887	chr7_r_c14[k=3][m=2]	2	-	3	2	0	2	Deep intronic	""	""	Genic
chr8	53713779	53713780	chr8_r_c13[k=3][m=2]	2	-	3	2	0	1	3'UTR-distal	""	""	Genic
chr9	112220386	112220387	chr9_r_c50[k=3][m=2]	2	-	3	2	0	1	3'UTR	ENSG00000119314.18	""	Genic
chr1	121118172	121118173	chr1_r_c69[k=4][m=2]	2	-	4	2	0	3	First intron	ENSG00000291123.2	H2BP1	Genic
chr1	143905533	143905534	chr1_r_c70[k=4][m=2]	2	-	4	2	0	3	3'UTR	ENSG00000273213.4	H3-7	Genic
chr1	20744478	20744479	chr1_r_c11[k=4][m=2]	2	-	4	2	0	3	3'UTR	ENSG00000127483.21	""	Genic
chr2	175113784	175113785	chr2_r_c76[k=4][m=2]	2	-	4	2	0	2	Deep intronic	ENSG00000115966.19	""	Genic
chrX	2472119	2472120	chrX_r_c0[k=4][m=2]	2	-	4	2	0	1	Alu	ENSG00000169084.15	DHRSX	TE
chrY	2472119	2472120	chrY_r_c0[k=4][m=2]	2	-	4	2	0	1	Alu	ENSG00000292338.1	DHRSX	TE
chr3	112696010	112696011	chr3_r_c51[k=5][m=2]	2	-	5	2	0	1	Deep intronic	ENSG00000309198.1	""	Genic
chr5	59767476	59767477	chr5_r_c63[k=5][m=2]	2	-	5	2	0	1	First intron	ENSG00000113448.21	PDE4D	Genic
chr11	65504308	65504309	chr11_f_c52[k=8][m=2]	2	+	8	2	0	1	First intron	ENSG00000251562.13	MALAT1	Genic
chr16	89469179	89469180	chr16_r_c58[k=8][m=2]	2	-	8	2	0	1	Alu	ENSG00000167522.18	ANKRD11	TE
chr4	39860080	39860081	chr4_r_c20[k=9][m=2]	2	-	9	2	0	1	Alu	ENSG00000121892.16	""	TE
chr8	127211597	127211598	chr8_r_c55[k=33][m=2]	2	-	33	2	0	1	LINE	ENSG00000254166.5	CASC19	TE
