chr	start	end	name	score	strand	annotation	gene	external_gene_name	grouped_annotation	pval
chr17	67377770	67377771	CITS_34[gene=chr17_f_c6891][PH=3][PH0=0.00][P=3.97e-05]	3	+	5'UTR	ENSG00000154217.16	PITPNC1	Genic	3.97e-05
chr17	77837160	77837161	CITS_35[gene=chr17_f_c7684][PH=2][PH0=0.00][P=1.21e-04]	2	+	Alu	""	""	TE	0.000121
chr17	8173540	8173541	CITS_39[gene=chr17_r_c1095][PH=4][PH0=0.00][P=2.29e-10]	4	-	3'UTR	ENSG00000179029.16	""	Genic	2.29e-10
chr17	8173588	8173589	CITS_40[gene=chr17_r_c1095][PH=3][PH0=0.00][P=3.12e-06]	3	-	3'UTR	ENSG00000179029.16	""	Genic	3.12e-06
chr17	19063786	19063787	CITS_42[gene=chr17_r_c1744][PH=5][PH0=0.12][P=6.86e-05]	5	-	Deep intronic	ENSG00000197665.8	GRAPL-AS1	Genic	6.86e-05
chr17	19064038	19064039	CITS_43[gene=chr17_r_c1747][PH=9][PH0=0.29][P=1.90e-08]	9	-	Deep intronic	ENSG00000197665.8	GRAPL-AS1	Genic	1.9e-08
chr17	19112286	19112287	CITS_44[gene=chr17_r_c1753][PH=5][PH0=0.11][P=6.85e-05]	5	-	First intron	ENSG00000197665.8	GRAPL-AS1	Genic	6.85e-05
chr17	19112538	19112539	CITS_45[gene=chr17_r_c1754][PH=9][PH0=0.35][P=9.33e-08]	9	-	Proximal intronic	ENSG00000197665.8	GRAPL-AS1	Genic	9.33e-08
chr17	19189896	19189897	CITS_46[gene=chr17_r_c1760][PH=5][PH0=0.09][P=4.90e-05]	5	-	First intron	ENSG00000262202.5	""	Genic	4.9e-05
chr17	19190209	19190210	CITS_47[gene=chr17_r_c1762][PH=12][PH0=0.52][P=6.30e-10]	12	-	Other exon	ENSG00000262202.5	""	Genic	6.3e-10
chr17	20749361	20749362	CITS_48[gene=chr17_r_c1883][PH=2][PH0=0.00][P=6.32e-05]	2	-	Other exon	ENSG00000187870.7	RNFT1P3	Genic	6.32e-05
chr17	42424483	42424484	CITS_56[gene=chr17_r_c3495][PH=3][PH0=0.00][P=1.85e-06]	3	-	Alu	""	""	TE	1.85e-06
chr17	43368079	43368080	CITS_58[gene=chr17_r_c3647][PH=8][PH0=0.56][P=2.39e-04]	8	-	Deep intronic	ENSG00000188825.17	LINC00910	Genic	0.000239
chr17	48740474	48740475	CITS_59[gene=chr17_r_c4626][PH=2][PH0=0.00][P=4.74e-04]	2	-	Alu	""	""	TE	0.000474
chr17	48933588	48933589	CITS_60[gene=chr17_r_c4629][PH=3][PH0=0.00][P=4.71e-06]	3	-	Alu	ENSG00000159210.11	""	TE	4.71e-06
chr17	58631450	58631451	CITS_63[gene=chr17_r_c5266][PH=3][PH0=0.00][P=1.64e-05]	3	-	Alu	ENSG00000121101.17	""	TE	1.64e-05
chr17	59700076	59700077	CITS_65[gene=chr17_r_c5315][PH=3][PH0=0.00][P=1.32e-05]	3	-	5'UTR	ENSG00000141378.16	""	Genic	1.32e-05
chr17	81510265	81510266	CITS_69[gene=chr17_r_c7135][PH=6][PH0=0.09][P=4.46e-07]	6	-	3'UTR	ENSG00000184009.14	""	Genic	4.46e-07
chr17	82094789	82094790	CITS_70[gene=chr17_r_c7236][PH=4][PH0=0.00][P=8.04e-10]	4	-	3'UTR-distal	ENSG00000169710.10	""	Genic	8.04e-10
chr18	21506401	21506402	CITS_9[gene=chr18_r_c1178][PH=2][PH0=0.00][P=4.04e-04]	2	-	Alu	""	""	TE	0.000404
chr18	21511368	21511369	CITS_10[gene=chr18_r_c1178][PH=2][PH0=0.00][P=4.04e-04]	2	-	Alu	""	""	TE	0.000404
chr18	38242970	38242971	CITS_13[gene=chr18_r_c2028][PH=7][PH0=0.30][P=1.17e-05]	7	-	Satellite/LC	""	""	TE	1.17e-05
chr19	4433901	4433902	CITS_1[gene=chr19_f_c425][PH=3][PH0=0.00][P=1.82e-05]	3	+	Deep intronic	ENSG00000167670.17	""	Genic	1.82e-05
chr19	11223823	11223824	CITS_2[gene=chr19_f_c938][PH=5][PH0=0.00][P=1.00e-100]	5	+	Alu	""	""	TE	1e-100
chr19	14622925	14622926	CITS_3[gene=chr19_f_c1061][PH=3][PH0=0.00][P=3.71e-06]	3	+	Satellite/LC	""	""	TE	3.71e-06
chr19	17582409	17582410	CITS_4[gene=chr19_f_c1250][PH=3][PH0=0.00][P=5.16e-07]	3	+	3'UTR	ENSG00000130309.13	""	Genic	5.16e-07
chr19	30548311	30548312	CITS_6[gene=chr19_f_c2129][PH=7][PH0=0.00][P=1.00e-100]	7	+	CDS	ENSG00000198597.10	ZNF536	Genic	1e-100
chr19	38650756	38650757	CITS_9[gene=chr19_f_c2853][PH=3][PH0=0.00][P=4.71e-05]	3	+	Satellite/LC	ENSG00000130402.15	""	TE	4.71e-05
chr19	38675407	38675408	CITS_10[gene=chr19_f_c2853][PH=3][PH0=0.00][P=4.71e-05]	3	+	Alu	ENSG00000130402.15	""	TE	4.71e-05
chr19	41260324	41260325	CITS_11[gene=chr19_f_c3041][PH=3][PH0=0.00][P=6.42e-06]	3	+	3'UTR	ENSG00000167601.13	""	Genic	6.42e-06
chr19	48965476	48965477	CITS_16[gene=chr19_f_c3698][PH=5][PH0=0.00][P=1.00e-100]	5	+	3'UTR-distal	ENSG00000087086.17	""	Genic	1e-100
chr19	49496438	49496439	CITS_17[gene=chr19_f_c3739][PH=3][PH0=0.01][P=4.16e-04]	3	+	3'UTR-distal	ENSG00000142534.8	""	Genic	0.000416
chr19	55077599	55077600	CITS_19[gene=chr19_f_c4061][PH=2][PH0=0.00][P=6.67e-04]	2	+	Alu	ENSG00000131037.16	""	TE	0.000667
chr19	6572998	6572999	CITS_24[gene=chr19_r_c584][PH=5][PH0=0.00][P=1.00e-100]	5	-	Other exon	ENSG00000199223.1	Y_RNA	Genic	1e-100
chr19	14377926	14377927	CITS_27[gene=chr19_r_c1208][PH=4][PH0=0.00][P=1.00e-100]	4	-	Alu	""	""	TE	1e-100
chr19	16981362	16981363	CITS_29[gene=chr19_r_c1330][PH=2][PH0=0.00][P=1.98e-04]	2	-	Alu	ENSG00000160111.16	""	TE	0.000198
chr19	43587754	43587755	CITS_30[gene=chr19_r_c2410][PH=3][PH0=0.00][P=4.44e-06]	3	-	3'UTR	ENSG00000167378.11	""	Genic	4.44e-06
chr19	45449966	45449967	CITS_31[gene=chr19_r_c2502][PH=3][PH0=0.00][P=1.74e-06]	3	-	Alu	ENSG00000012061.18	""	TE	1.74e-06
chr1	629570	629571	CITS_1[gene=chr1_f_c1][PH=4][PH0=0.00][P=2.78e-10]	4	+	TSS-proximal	""	""	Genic	2.78e-10
chr1	632719	632720	CITS_2[gene=chr1_f_c1][PH=3][PH0=0.00][P=2.51e-06]	3	+	TSS-proximal	""	""	Genic	2.51e-06
chr1	633492	633493	CITS_3[gene=chr1_f_c1][PH=5][PH0=0.00][P=1.00e-100]	5	+	TSS-proximal	""	""	Genic	1e-100
chr1	1478174	1478175	CITS_4[gene=chr1_f_c48][PH=5][PH0=0.12][P=3.05e-04]	5	+	3'UTR-distal	ENSG00000160072.21	""	Genic	0.000305
chr1	11908192	11908193	CITS_6[gene=chr1_f_c847][PH=12][PH0=0.51][P=8.61e-10]	12	+	Other exon	ENSG00000199347.2	RNU5E-1	Genic	8.61e-10
chr1	28508321	28508322	CITS_13[gene=chr1_f_c2353][PH=9][PH0=0.07][P=3.00e-12]	9	+	3'UTR-distal	ENSG00000180198.18	""	Genic	3e-12
chr1	28509299	28509300	CITS_15[gene=chr1_f_c2356][PH=6][PH0=0.21][P=3.19e-05]	6	+	3'UTR-distal	ENSG00000180198.18	""	Genic	3.19e-05
chr1	28648689	28648690	CITS_16[gene=chr1_f_c2397][PH=5][PH0=0.00][P=1.00e-100]	5	+	Other exon	ENSG00000229388.2	TAF12-DT	Genic	1e-100
chr1	28861622	28861623	CITS_17[gene=chr1_f_c2397][PH=3][PH0=0.00][P=2.01e-05]	3	+	Alu	ENSG00000116329.12	OPRD1	TE	2.01e-05
chr1	36229820	36229821	CITS_18[gene=chr1_f_c3306][PH=3][PH0=0.00][P=8.66e-05]	3	+	Alu	ENSG00000054118.16	""	TE	8.66e-05
chr1	36294869	36294870	CITS_19[gene=chr1_f_c3306][PH=3][PH0=0.00][P=8.66e-05]	3	+	Deep intronic	ENSG00000054118.16	""	Genic	8.66e-05
chr1	42702122	42702123	CITS_20[gene=chr1_f_c3772][PH=5][PH0=0.00][P=1.00e-100]	5	+	3'UTR	ENSG00000065978.20	""	Genic	1e-100
chr1	42702172	42702173	CITS_21[gene=chr1_f_c3772][PH=3][PH0=0.00][P=1.05e-04]	3	+	3'UTR	ENSG00000065978.20	""	Genic	0.000105
chr1	42702248	42702249	CITS_22[gene=chr1_f_c3772][PH=3][PH0=0.00][P=1.05e-04]	3	+	3'UTR	ENSG00000065978.20	""	Genic	0.000105
chr1	42702296	42702297	CITS_23[gene=chr1_f_c3772][PH=3][PH0=0.00][P=1.05e-04]	3	+	3'UTR	ENSG00000065978.20	""	Genic	0.000105
chr1	42985883	42985884	CITS_24[gene=chr1_f_c3789][PH=2][PH0=0.00][P=3.95e-04]	2	+	Alu	ENSG00000227533.8	SLC2A1-DT	TE	0.000395
chr1	52582691	52582692	CITS_25[gene=chr1_f_c4525][PH=2][PH0=0.00][P=2.69e-04]	2	+	Alu	ENSG00000272371.2	""	TE	0.000269
chr1	61131791	61131792	CITS_26[gene=chr1_f_c4862][PH=3][PH0=0.00][P=9.57e-04]	3	+	Deep intronic	ENSG00000162599.19	""	Genic	0.000957
chr1	61215343	61215344	CITS_27[gene=chr1_f_c4862][PH=3][PH0=0.00][P=9.57e-04]	3	+	First intron	ENSG00000162599.19	""	Genic	0.000957
chr1	146409960	146409961	CITS_37[gene=chr1_f_c10246][PH=3][PH0=0.00][P=6.98e-08]	3	+	Other exon	ENSG00000274428.1	RNVU1-25	Genic	6.98e-08
chr1	207330051	207330052	CITS_44[gene=chr1_f_c16020][PH=4][PH0=0.00][P=1.28e-06]	4	+	LINE	ENSG00000196352.19	""	TE	1.28e-06
chr1	207344721	207344722	CITS_45[gene=chr1_f_c16020][PH=5][PH0=0.00][P=8.39e-10]	5	+	Alu	ENSG00000196352.19	""	TE	8.39e-10
chr1	207350325	207350326	CITS_46[gene=chr1_f_c16020][PH=4][PH0=0.00][P=1.28e-06]	4	+	LINE	ENSG00000196352.19	""	TE	1.28e-06
chr1	226071678	226071679	CITS_48[gene=chr1_f_c17221][PH=3][PH0=0.00][P=3.41e-07]	3	+	3'UTR	ENSG00000163041.14	""	Genic	3.41e-07
chr1	230077637	230077638	CITS_49[gene=chr1_f_c17524][PH=5][PH0=0.16][P=4.24e-04]	5	+	First intron	ENSG00000143641.11	""	Genic	0.000424
chr1	230095990	230095991	CITS_50[gene=chr1_f_c17581][PH=5][PH0=0.08][P=9.64e-06]	5	+	First intron	ENSG00000143641.11	""	Genic	9.64e-06
chr1	629533	629534	CITS_57[gene=chr1_r_c26][PH=4][PH0=0.10][P=6.20e-04]	4	-	tRNA*	ENSG00000225880.7	LINC00115	ncRNA	0.00062
chr1	630864	630865	CITS_58[gene=chr1_r_c28][PH=8][PH0=0.37][P=2.05e-06]	8	-	First intron	ENSG00000225880.7	LINC00115	Genic	2.05e-06
chr1	630966	630967	CITS_59[gene=chr1_r_c29][PH=5][PH0=0.19][P=5.09e-04]	5	-	First intron	ENSG00000225880.7	LINC00115	Genic	0.000509
chr1	632651	632652	CITS_60[gene=chr1_r_c31][PH=4][PH0=0.09][P=4.69e-04]	4	-	tRNA*	ENSG00000225880.7	LINC00115	ncRNA	0.000469
chr1	8868223	8868224	CITS_62[gene=chr1_r_c748][PH=3][PH0=0.00][P=1.68e-05]	3	-	Deep intronic	ENSG00000074800.17	""	Genic	1.68e-05
chr1	11909885	11909886	CITS_65[gene=chr1_r_c967][PH=12][PH0=0.82][P=1.96e-07]	12	-	3'UTR-distal	ENSG00000201801.1	RNU5E-4P	Genic	1.96e-07
chr1	31908413	31908414	CITS_71[gene=chr1_r_c2899][PH=3][PH0=0.00][P=2.23e-05]	3	-	3'UTR	ENSG00000184007.22	PTP4A2	Genic	2.23e-05
chr1	35184415	35184416	CITS_72[gene=chr1_r_c3067][PH=3][PH0=0.00][P=3.49e-05]	3	-	3'UTR	ENSG00000116560.12	SFPQ	Genic	3.49e-05
chr1	44721824	44721825	CITS_73[gene=chr1_r_c3857][PH=7][PH0=0.44][P=3.78e-04]	7	-	Proximal intronic	ENSG00000199377.2	RNU5F-1	Genic	0.000378
chr1	44721859	44721860	CITS_74[gene=chr1_r_c3857][PH=7][PH0=0.44][P=3.78e-04]	7	-	Proximal intronic	ENSG00000199377.2	RNU5F-1	Genic	0.000378
chr1	44819876	44819877	CITS_75[gene=chr1_r_c3864][PH=3][PH0=0.00][P=4.72e-05]	3	-	3'UTR	ENSG00000117425.16	""	Genic	4.72e-05
chr1	44819955	44819956	CITS_77[gene=chr1_r_c3864][PH=7][PH0=0.00][P=1.00e-100]	7	-	3'UTR	ENSG00000117425.16	""	Genic	1e-100
chr1	77628875	77628876	CITS_79[gene=chr1_r_c6732][PH=3][PH0=0.00][P=9.58e-05]	3	-	First intron	ENSG00000036549.14	""	Genic	9.58e-05
chr1	77956056	77956057	CITS_80[gene=chr1_r_c6816][PH=3][PH0=0.00][P=3.32e-05]	3	-	LINE	ENSG00000162613.19	""	TE	3.32e-05
chr1	77972603	77972604	CITS_81[gene=chr1_r_c6816][PH=3][PH0=0.00][P=3.32e-05]	3	-	Alu	ENSG00000162613.19	""	TE	3.32e-05
chr1	90979313	90979314	CITS_82[gene=chr1_r_c7515][PH=3][PH0=0.00][P=5.52e-05]	3	-	Alu	ENSG00000122482.23	""	TE	5.52e-05
chr1	115938943	115938944	CITS_87[gene=chr1_r_c9554][PH=2][PH0=0.00][P=2.57e-04]	2	-	Alu	ENSG00000303689.1	""	TE	0.000257
chr1	146052075	146052076	CITS_89[gene=chr1_r_c10406][PH=5][PH0=0.10][P=5.56e-05]	5	-	First intron	ENSG00000287190.2	""	Genic	5.56e-05
chr1	147084602	147084603	CITS_91[gene=chr1_r_c10521][PH=4][PH0=0.07][P=6.16e-04]	4	-	Deep intronic	""	""	Genic	0.000616
chr1	153896387	153896388	CITS_95[gene=chr1_r_c11121][PH=3][PH0=0.00][P=1.49e-04]	3	-	First intron	ENSG00000143614.12	""	Genic	0.000149
chr1	153915070	153915071	CITS_96[gene=chr1_r_c11121][PH=3][PH0=0.00][P=1.49e-04]	3	-	Alu	ENSG00000143614.12	""	TE	0.000149
chr1	155913677	155913678	CITS_98[gene=chr1_r_c11502][PH=3][PH0=0.00][P=4.56e-05]	3	-	3'UTR	ENSG00000132680.12	""	Genic	4.56e-05
chr1	173866925	173866926	CITS_99[gene=chr1_r_c12084][PH=9][PH0=0.35][P=6.15e-08]	9	-	First intron	ENSG00000234741.11	GAS5	Genic	6.15e-08
chr1	180519058	180519059	CITS_101[gene=chr1_r_c12849][PH=3][PH0=0.00][P=7.40e-06]	3	-	Other exon	ENSG00000206905.1	Y_RNA	Genic	7.4e-06
chr1	210374227	210374228	CITS_102[gene=chr1_r_c14121][PH=7][PH0=0.13][P=1.41e-07]	7	-	Other exon	ENSG00000200972.1	RNU5A-8P	Genic	1.41e-07
chr1	211967665	211967666	CITS_103[gene=chr1_r_c14413][PH=3][PH0=0.00][P=1.26e-05]	3	-	Deep intronic	ENSG00000143493.14	""	Genic	1.26e-05
chr1	214517783	214517784	CITS_104[gene=chr1_r_c14689][PH=3][PH0=0.00][P=4.25e-04]	3	-	Alu	ENSG00000152104.12	PTPN14	TE	0.000425
chr1	214544597	214544598	CITS_105[gene=chr1_r_c14689][PH=3][PH0=0.00][P=4.25e-04]	3	-	Alu	ENSG00000152104.12	PTPN14	TE	0.000425
chr1	221146521	221146522	CITS_106[gene=chr1_r_c14933][PH=4][PH0=0.00][P=1.00e-100]	4	-	Deep intronic	""	""	Genic	1e-100
chr1	244854165	244854166	CITS_109[gene=chr1_r_c17197][PH=3][PH0=0.00][P=3.07e-05]	3	-	3'UTR	ENSG00000153187.22	""	Genic	3.07e-05
chr20	38584793	38584794	CITS_5[gene=chr20_f_c2508][PH=2][PH0=0.00][P=1.64e-04]	2	+	3'UTR-distal	ENSG00000182035.13	ADIG	Genic	0.000164
chr20	49280343	49280344	CITS_9[gene=chr20_f_c3196][PH=11][PH0=0.47][P=7.39e-09]	11	+	First intron	ENSG00000177410.14	ZFAS1	Genic	7.39e-09
chr20	35627190	35627191	CITS_14[gene=chr20_r_c1129][PH=3][PH0=0.00][P=2.75e-04]	3	-	3'UTR-distal	ENSG00000214078.14	""	Genic	0.000275
chr20	35657908	35657909	CITS_15[gene=chr20_r_c1129][PH=3][PH0=0.00][P=2.75e-04]	3	-	Alu	ENSG00000214078.14	""	TE	0.000275
chr20	35696047	35696048	CITS_16[gene=chr20_r_c1129][PH=3][PH0=0.00][P=2.75e-04]	3	-	3'UTR-distal	ENSG00000244005.14	""	Genic	0.000275
chr20	35729180	35729181	CITS_17[gene=chr20_r_c1129][PH=3][PH0=0.00][P=2.75e-04]	3	-	Deep intronic	ENSG00000131051.25	""	Genic	0.000275
chr20	62332053	62332054	CITS_21[gene=chr20_r_c2556][PH=6][PH0=0.16][P=1.24e-05]	6	-	Alu	ENSG00000130702.15	LAMA5	TE	1.24e-05
chr21	10014914	10014915	CITS_3[gene=chr21_r_c205][PH=5][PH0=0.19][P=5.09e-04]	5	-	First intron	ENSG00000293037.2	""	Genic	0.000509
chr21	44421461	44421462	CITS_6[gene=chr21_r_c2057][PH=2][PH0=0.00][P=1.56e-04]	2	-	Deep intronic	ENSG00000230061.2	TRPM2-AS	Genic	0.000156
chr22	42615320	42615321	CITS_6[gene=chr22_f_c1580][PH=6][PH0=0.22][P=6.91e-05]	6	+	Other exon	ENSG00000270022.4	""	Genic	6.91e-05
chr22	46107023	46107024	CITS_9[gene=chr22_f_c1921][PH=5][PH0=0.18][P=8.74e-04]	5	+	Deep intronic	ENSG00000197182.17	MIRLET7BHG	Genic	0.000874
chr22	38490656	38490657	CITS_11[gene=chr22_r_c1918][PH=3][PH0=0.00][P=1.11e-04]	3	-	Deep intronic	ENSG00000100201.23	DDX17	Genic	0.000111
chr22	38491611	38491612	CITS_12[gene=chr22_r_c1918][PH=4][PH0=0.00][P=3.28e-08]	4	-	Deep intronic	ENSG00000100201.23	DDX17	Genic	3.28e-08
chr22	40816206	40816207	CITS_13[gene=chr22_r_c2270][PH=3][PH0=0.00][P=1.68e-05]	3	-	3'UTR-distal	ENSG00000100372.16	""	Genic	1.68e-05
chr2	44516004	44516005	CITS_4[gene=chr2_f_c2369][PH=3][PH0=0.00][P=7.92e-05]	3	+	Satellite/LC	ENSG00000143919.16	CAMKMT	TE	7.92e-05
chr2	87824899	87824900	CITS_5[gene=chr2_f_c4905][PH=5][PH0=0.23][P=8.30e-04]	5	+	TSS-proximal	""	""	Genic	0.00083
chr2	172165541	172165542	CITS_6[gene=chr2_f_c9974][PH=2][PH0=0.00][P=2.75e-04]	2	+	Deep intronic	ENSG00000236651.2	DLX2-DT	Genic	0.000275
chr2	202293089	202293090	CITS_11[gene=chr2_f_c12837][PH=4][PH0=0.00][P=1.49e-08]	4	+	Deep intronic	ENSG00000055044.12	""	Genic	1.49e-08
chr2	218595429	218595430	CITS_15[gene=chr2_f_c14435][PH=3][PH0=0.00][P=1.33e-06]	3	+	3'UTR	ENSG00000144580.16	""	Genic	1.33e-06
chr2	222937339	222937340	CITS_16[gene=chr2_f_c14540][PH=3][PH0=0.00][P=5.71e-05]	3	+	LINE	ENSG00000123983.16	""	TE	5.71e-05
chr2	70055309	70055310	CITS_20[gene=chr2_r_c5121][PH=3][PH0=0.00][P=1.70e-05]	3	-	Alu	ENSG00000179818.18	PCBP1-AS1	TE	1.7e-05
chr2	70228922	70228923	CITS_21[gene=chr2_r_c5202][PH=4][PH0=0.07][P=3.79e-04]	4	-	Deep intronic	ENSG00000116001.18	""	Genic	0.000379
chr2	88016539	88016540	CITS_23[gene=chr2_r_c5944][PH=3][PH0=0.00][P=1.58e-07]	3	-	Other exon	ENSG00000222724.1	RNU2-63P	Genic	1.58e-07
chr2	148881819	148881820	CITS_25[gene=chr2_r_c9339][PH=5][PH0=0.09][P=2.02e-05]	5	-	Deep intronic	ENSG00000231079.7	KIF5C-AS1	Genic	2.02e-05
chr2	187540281	187540282	CITS_26[gene=chr2_r_c12230][PH=3][PH0=0.00][P=3.11e-04]	3	-	First intron	ENSG00000003436.17	""	Genic	0.000311
chr2	218166283	218166284	CITS_27[gene=chr2_r_c14311][PH=2][PH0=0.00][P=1.34e-04]	2	-	Alu	ENSG00000163464.8	CXCR1	TE	0.000134
chr2	231455848	231455849	CITS_29[gene=chr2_r_c15273][PH=3][PH0=0.00][P=8.76e-07]	3	-	Deep intronic	ENSG00000115053.18	""	Genic	8.76e-07
chr3	9421309	9421310	CITS_1[gene=chr3_f_c208][PH=3][PH0=0.00][P=1.30e-04]	3	+	Alu	ENSG00000168137.21	""	TE	0.00013
chr3	48254546	48254547	CITS_4[gene=chr3_f_c3589][PH=9][PH0=0.00][P=1.00e-100]	9	+	LINE	ENSG00000164048.15	""	TE	1e-100
chr3	99648461	99648462	CITS_5[gene=chr3_f_c6007][PH=3][PH0=0.00][P=2.09e-04]	3	+	Satellite/LC	ENSG00000144810.17	""	TE	0.000209
chr3	99756934	99756935	CITS_6[gene=chr3_f_c6007][PH=3][PH0=0.00][P=2.09e-04]	3	+	First intron	ENSG00000144810.17	""	Genic	0.000209
chr3	155988403	155988404	CITS_8[gene=chr3_f_c9091][PH=4][PH0=0.00][P=1.65e-09]	4	+	Deep intronic	""	""	Genic	1.65e-09
chr3	177283367	177283368	CITS_10[gene=chr3_f_c11603][PH=2][PH0=0.00][P=9.90e-04]	2	+	Alu	""	""	TE	0.00099
chr3	181910556	181910557	CITS_11[gene=chr3_f_c11871][PH=4][PH0=0.00][P=1.00e-100]	4	+	Alu	""	""	TE	1e-100
chr3	196830892	196830893	CITS_12[gene=chr3_f_c12766][PH=3][PH0=0.00][P=2.34e-05]	3	+	3'UTR	ENSG00000180370.11	""	Genic	2.34e-05
chr3	47470708	47470709	CITS_14[gene=chr3_r_c2630][PH=3][PH0=0.00][P=8.56e-05]	3	-	Alu	ENSG00000114650.22	""	TE	8.56e-05
chr3	47661623	47661624	CITS_15[gene=chr3_r_c2630][PH=6][PH0=0.00][P=1.00e-100]	6	-	Deep intronic	ENSG00000173473.12	""	Genic	1e-100
chr3	149369442	149369443	CITS_18[gene=chr3_r_c9714][PH=3][PH0=0.00][P=1.34e-07]	3	-	3'UTR	ENSG00000169908.13	""	Genic	1.34e-07
chr3	190672339	190672340	CITS_22[gene=chr3_r_c11504][PH=5][PH0=0.18][P=5.11e-04]	5	-	Alu	ENSG00000299500.1	""	TE	0.000511
chr4	1178694	1178695	CITS_3[gene=chr4_f_c180][PH=4][PH0=0.08][P=2.87e-04]	4	+	First intron	ENSG00000306967.1	""	Genic	0.000287
chr4	41366346	41366347	CITS_4[gene=chr4_f_c2168][PH=3][PH0=0.00][P=3.19e-06]	3	+	First intron	ENSG00000064042.19	""	Genic	3.19e-06
chr4	3934320	3934321	CITS_5[gene=chr4_r_c271][PH=2][PH0=0.00][P=7.69e-05]	2	-	Alu	ENSG00000253917.5	""	TE	7.69e-05
chr4	151699235	151699236	CITS_12[gene=chr4_r_c9229][PH=2][PH0=0.00][P=6.98e-04]	2	-	Alu	ENSG00000059691.13	""	TE	0.000698
chr5	14457205	14457206	CITS_6[gene=chr5_f_c1600][PH=4][PH0=0.00][P=2.20e-07]	4	+	Deep intronic	ENSG00000038382.23	TRIO	Genic	2.2e-07
chr5	14706592	14706593	CITS_7[gene=chr5_f_c1600][PH=3][PH0=0.00][P=4.40e-04]	3	+	Deep intronic	ENSG00000154124.8	""	Genic	0.00044
chr5	17218539	17218540	CITS_8[gene=chr5_f_c1646][PH=4][PH0=0.10][P=6.84e-04]	4	+	First intron	ENSG00000176788.10	""	Genic	0.000684
chr5	17232896	17232897	CITS_10[gene=chr5_f_c1724][PH=5][PH0=0.10][P=4.27e-05]	5	+	First intron	ENSG00000176788.10	""	Genic	4.27e-05
chr5	17267000	17267001	CITS_11[gene=chr5_f_c1869][PH=4][PH0=0.07][P=4.77e-04]	4	+	First intron	ENSG00000176788.10	""	Genic	0.000477
chr5	32593862	32593863	CITS_13[gene=chr5_f_c2642][PH=3][PH0=0.00][P=2.29e-05]	3	+	Alu	ENSG00000113387.14	""	TE	2.29e-05
chr5	72903721	72903722	CITS_16[gene=chr5_f_c7022][PH=3][PH0=0.01][P=1.38e-04]	3	+	CDS	ENSG00000083312.20	""	Genic	0.000138
chr5	138708243	138708244	CITS_19[gene=chr5_f_c12249][PH=3][PH0=0.00][P=8.18e-05]	3	+	Alu	""	""	TE	8.18e-05
chr5	139279509	139279510	CITS_20[gene=chr5_f_c12269][PH=3][PH0=0.00][P=3.13e-04]	3	+	Alu	ENSG00000015479.21	""	TE	0.000313
chr5	148259356	148259357	CITS_22[gene=chr5_f_c13001][PH=6][PH0=0.00][P=1.00e-100]	6	+	LINE	""	""	TE	1e-100
chr5	148260992	148260993	CITS_26[gene=chr5_f_c13001][PH=4][PH0=0.00][P=9.70e-06]	4	+	Deep intronic	""	""	Genic	9.7e-06
chr5	148262417	148262418	CITS_27[gene=chr5_f_c13001][PH=4][PH0=0.00][P=9.70e-06]	4	+	Other SINE	""	""	TE	9.7e-06
chr5	148263819	148263820	CITS_31[gene=chr5_f_c13001][PH=4][PH0=0.00][P=9.70e-06]	4	+	LTR/ERV	""	""	TE	9.7e-06
chr5	148264495	148264496	CITS_32[gene=chr5_f_c13001][PH=4][PH0=0.00][P=9.70e-06]	4	+	LTR/ERV	""	""	TE	9.7e-06
chr5	148269862	148269863	CITS_35[gene=chr5_f_c13001][PH=4][PH0=0.00][P=9.70e-06]	4	+	First intron	ENSG00000214510.10	SPINK13	Genic	9.7e-06
chr5	148271639	148271640	CITS_36[gene=chr5_f_c13001][PH=4][PH0=0.00][P=9.70e-06]	4	+	Alu	ENSG00000214510.10	SPINK13	TE	9.7e-06
chr5	148272484	148272485	CITS_39[gene=chr5_f_c13001][PH=4][PH0=0.00][P=9.70e-06]	4	+	LINE	ENSG00000214510.10	SPINK13	TE	9.7e-06
chr5	148273526	148273527	CITS_41[gene=chr5_f_c13001][PH=4][PH0=0.00][P=9.70e-06]	4	+	LINE	ENSG00000214510.10	SPINK13	TE	9.7e-06
chr5	148275677	148275678	CITS_42[gene=chr5_f_c13001][PH=4][PH0=0.00][P=9.70e-06]	4	+	Alu	ENSG00000214510.10	SPINK13	TE	9.7e-06
chr5	148280465	148280466	CITS_48[gene=chr5_f_c13001][PH=4][PH0=0.00][P=9.70e-06]	4	+	LINE	ENSG00000214510.10	SPINK13	TE	9.7e-06
chr5	34738261	34738262	CITS_58[gene=chr5_r_c1937][PH=2][PH0=0.00][P=1.38e-04]	2	-	Alu	""	""	TE	0.000138
chr5	37132254	37132255	CITS_59[gene=chr5_r_c2079][PH=3][PH0=0.00][P=2.69e-04]	3	-	LINE	ENSG00000197603.17	""	TE	0.000269
chr5	39375723	39375724	CITS_60[gene=chr5_r_c2510][PH=4][PH0=0.10][P=6.84e-04]	4	-	Alu	ENSG00000153071.16	""	TE	0.000684
chr5	59065714	59065715	CITS_67[gene=chr5_r_c4013][PH=4][PH0=0.00][P=8.90e-06]	4	-	Deep intronic	ENSG00000113448.21	PDE4D	Genic	8.9e-06
